logFC	AveExpr	t	P.Value	adj.P.Val	B	log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3
CAGL0B01463g	-1.261	-0.329166666666667	-10.5376558866175	4.40967647864415e-06	6.85723200606276e-05	4.53091885982838	0.4435	0.097	0.3635	-1.055	-0.965	-0.859
CAGL0A00363g	-1.02733333333333	-0.806666666666667	-10.5341115855907	4.42120689757607e-06	6.85723200606276e-05	4.52808947683048	-0.2845	-0.2165	-0.378	-1.29	-1.262	-1.409
CAGL0I04752g	-1.842	-0.3405	-10.5305096853934	4.43295908173642e-06	6.85723200606276e-05	4.52521322524684	0.7895	0.806	0.146	-1.2875	-1.287	-1.21
CAGL0J03916g	2.4845	-0.14025	10.5271712943185	4.44388254150466e-06	6.85723200606276e-05	4.52254659607033	-1.7765	-1.595	-0.776	1.035	1.2455	1.0255
CAGL0M07227g	-1.58333333333333	-0.378333333333333	-10.4986553378067	4.53841908024927e-06	6.98207836279791e-05	4.49973731691881	0.5865	0.5955	0.058	-1.159	-1.1675	-1.1835
CAGL0K09284g	-1.66033333333333	-0.294666666666667	-10.4762820550581	4.6141587823904e-06	7.07734594077427e-05	4.48180197019019	0.7095	0.653	0.244	-1.2725	-1.2205	-0.8815
CAGL0L06248g	1.40116666666667	0.0284166666666666	10.4679549485175	4.64270660130981e-06	7.09777187155337e-05	4.47511773348682	-0.7795	-0.6235	-0.6135	0.9055	0.822	0.4595
CAGL0L05170g	-1.08683333333333	0.222916666666667	-10.4643329619899	4.65518514316208e-06	7.09777187155337e-05	4.47220882861329	0.8975	0.7205	0.681	-0.2405	-0.4105	-0.3105
CAGL0I08085g	-1.1	-0.221666666666667	-10.4584529460598	4.6755226384511e-06	7.10762684771068e-05	4.46748449916718	0.245	0.4235	0.3165	-0.6545	-0.893	-0.7675
CAGL0L05500g	-1.36833333333333	-0.1155	-10.4523763712496	4.69664390850739e-06	7.11861146250987e-05	4.46259971020774	0.742	0.5415	0.4225	-0.859	-0.947	-0.593
CAGL0F03113g	1.2435	0.0780833333333333	10.4425781395522	4.73092506791028e-06	7.14941862032577e-05	4.45471775603655	-0.616	-0.669	-0.346	0.792	0.7265	0.581
CAGL0I05500g	-1.20016666666667	-0.31375	-10.4239938713033	4.79671346521219e-06	7.22751855361237e-05	4.43974964279364	0.4385	0.329	0.0915	-0.979	-0.917	-0.8455
CAGL0J07458g	-1.098	-0.0185	-10.4098952062608	4.84730192912085e-06	7.28232486301645e-05	4.42837817432303	0.5445	0.6695	0.3775	-0.5705	-0.601	-0.531
CAGL0M06633g	2.099	-0.337833333333333	10.3956500025436	4.89901981254717e-06	7.32831134693851e-05	4.41687433564437	-1.448	-1.57	-1.144	0.8785	0.9995	0.257
CAGL0C01325g	-1.80316666666667	-1.46791666666667	-10.3935977263186	4.90652116338066e-06	7.32831134693851e-05	4.41521582589568	-0.3795	-0.677	-0.6425	-2.2365	-2.1185	-2.7535
CAGL0I04328g	1.57983333333333	0.253583333333333	10.382716119481	4.94650904162519e-06	7.36655983146681e-05	4.40641709733012	-0.566	-0.7435	-0.2995	1.0875	1.236	0.807
CAGL0I07975g	-1.37016666666667	-0.203583333333333	-10.3658014411586	5.00938914232853e-06	7.41708109137257e-05	4.39272352501042	0.569	0.567	0.3085	-0.9395	-1.0575	-0.669
CAGL0D03982g	1.81333333333333	-0.227333333333333	10.3554804100022	5.04819403348395e-06	7.45299655145195e-05	4.38435802398952	-1.1545	-1.1755	-1.072	0.7555	1.011	0.2715
CAGL0G01342g	1.059	0.0265	10.3492680446394	5.07171237024633e-06	7.46620185999194e-05	4.37931908369523	-0.6285	-0.518	-0.3625	0.528	0.5835	0.5565
CAGL0K02211g	-1.3135	-0.35425	-10.31221467567	5.21454337202651e-06	7.65447154581427e-05	4.34920768030321	0.445	0.276	0.1865	-1.067	-1.1695	-0.7965
CAGL0F01551g	-1.11966666666667	-0.0716666666666667	-10.3083509354371	5.22969288539774e-06	7.65477618625504e-05	4.34606219205377	0.453	0.5205	0.491	-0.575	-0.8125	-0.507
CAGL0M11110g	-1.66833333333333	-0.418833333333333	-10.2915202508227	5.2962586912803e-06	7.73012344029316e-05	4.33234783645572	0.5345	0.429	0.2825	-1.428	-1.4445	-0.8865
CAGL0E04774g	1.62416666666667	0.10875	10.2718210971413	5.37536926298255e-06	7.80862396363209e-05	4.31627042028925	-0.6515	-0.675	-0.7835	0.6565	0.826	1.28
CAGL0F01089g	-1.2905	-0.00358333333333332	-10.2705478616637	5.38052754082008e-06	7.80862396363209e-05	4.31523031646249	0.853	0.4025	0.6695	-0.6645	-0.6535	-0.6285
CAGL0L04664g	-1.38666666666667	-0.547166666666667	-10.2605150360863	5.42136684736661e-06	7.82543754109713e-05	4.30703045254314	0.1815	0.095	0.162	-0.9715	-1.4785	-1.2715
CAGL0J00847g	-1.25666666666667	-0.9995	-10.2592207556036	5.42666036824024e-06	7.82543754109713e-05	4.30597210664297	-0.5455	-0.1775	-0.3905	-1.501	-1.7155	-1.667
CAGL0G10109g	-1.29416666666667	0.105583333333333	-10.2510231693313	5.46032177270887e-06	7.82543754109713e-05	4.29926606587118	0.929	0.8165	0.5125	-0.6295	-0.5165	-0.4785
CAGL0B02563g	1.42166666666667	0.117166666666667	10.2510138246127	5.46036027681924e-06	7.82543754109713e-05	4.29925841866324	-0.6205	-0.756	-0.4045	0.8545	1.0175	0.612
CAGL0G08426g	1.00033333333333	0.247666666666667	10.2490428012581	5.46848846323008e-06	7.82543754109713e-05	4.29764530038881	-0.3805	-0.171	-0.206	0.743	0.7625	0.738
CAGL0K08030g	1.05133333333333	0.0151666666666667	10.2430459887757	5.49330124252246e-06	7.83904798480294e-05	4.29273569150068	-0.5355	-0.5425	-0.4535	0.57	0.6525	0.4
CAGL0K05423g	0.957166666666667	0.115416666666667	10.2295272822203	5.54969772822358e-06	7.89752818380261e-05	4.28165838957468	-0.436	-0.348	-0.3055	0.6485	0.603	0.5305
CAGL0L10582g	2.427	-0.621	10.2163752606301	5.60518317276654e-06	7.95439152190664e-05	4.27086890669396	-1.831	-1.847	-1.8255	0.714	1.073	-0.0095
CAGL0L03267g	1.38866666666667	-2.7175	10.2005666937396	5.67269411701722e-06	8.00780365099738e-05	4.25788354421861	-3.524	-3.4675	-3.244	-1.7795	-2.1925	-2.0975
CAGL0H02695g	1.62233333333333	-0.338666666666667	10.2002436669507	5.67408300861224e-06	8.00780365099738e-05	4.25761801731079	-1.201	-1.167	-1.0815	0.6145	0.7045	0.0985
CAGL0F06693g	-1.00483333333333	-0.248416666666667	-10.188105529694	5.726547487233e-06	8.05964362008095e-05	4.24763503119508	0.354	0.2335	0.1745	-0.667	-0.7735	-0.812
CAGL0K07480g	2.1945	0.0294166666666667	10.1841145198612	5.74391545447876e-06	8.06193941734102e-05	4.24435029965204	-1.196	-1.0175	-0.99	1.3995	1.407	0.5735
CAGL0I07469g	1.36616666666667	0.233083333333333	10.1785382802747	5.76828017433465e-06	8.074016211234e-05	4.2397589360662	-0.6635	-0.379	-0.3075	0.732	0.9405	1.076
CAGL0I02200g	1.13783333333333	0.0630833333333333	10.1721471832627	5.79634678926262e-06	8.09119471427586e-05	4.23449385733389	-0.4165	-0.4385	-0.6625	0.544	0.7595	0.5925
CAGL0E02695g	1.14733333333333	-0.029	10.1621019401552	5.84076813499309e-06	8.13104759662218e-05	4.22621243670413	-0.7125	-0.542	-0.5535	0.5805	0.6775	0.376
CAGL0H05687g	-1.51233333333333	0.128	-10.144151714335	5.92109222042454e-06	8.22052993095797e-05	4.21139574997564	0.875	0.634	1.1435	-0.5605	-0.5095	-0.8145
CAGL0H08063g	1.06916666666667	-0.0290833333333333	10.1402505847811	5.93871113461695e-06	8.22270733584937e-05	4.20817252418287	-0.7035	-0.5035	-0.484	0.5475	0.5655	0.4035
CAGL0J11352g	-1.3725	-0.05925	-10.1345232386154	5.9646836354903e-06	8.23640815757866e-05	4.20343841125446	0.8815	0.5045	0.495	-0.894	-0.72	-0.6225
CAGL0B01771g	-1.21383333333333	-0.470916666666667	-10.1232854332192	6.01601300676675e-06	8.28495554668443e-05	4.19414248896677	0.139	-0.01	0.279	-1.057	-1.2355	-0.941
CAGL0G08734g	-1.94533333333333	-0.292	-10.1070939752673	6.09083442557094e-06	8.36550797914207e-05	4.18073263585939	0.784	0.6925	0.5655	-1.3615	-1.622	-0.8105
CAGL0L07744g	1.57783333333333	-0.305583333333333	10.0939892345579	6.15215004540856e-06	8.42712959428558e-05	4.1698651303032	-1.1145	-1.0785	-1.0905	0.4385	0.8275	0.184
CAGL0J10582g	-0.993333333333334	0.062	-10.085549930459	6.1919998472297e-06	8.45432466919835e-05	4.16285989587819	0.524	0.632	0.52	-0.549	-0.376	-0.379
CAGL0G07018g	-0.979333333333333	-0.263666666666667	-10.0815295600195	6.21108463060524e-06	8.45432466919835e-05	4.15952085293379	0.2815	0.294	0.1025	-0.784	-0.7425	-0.7335
CAGL0L08184g	-1.54583333333333	-0.470416666666667	-10.079338826695	6.22151161485024e-06	8.45432466919835e-05	4.15770087940063	0.2425	0.512	0.153	-1.395	-1.3855	-0.9495
CAGL0I00924g	-1.58933333333333	-0.3715	-10.0603360931986	6.31277794228194e-06	8.55165285463033e-05	4.1418993154564	0.4715	0.19	0.608	-1.1065	-0.95	-1.442
CAGL0G01474g	0.997333333333334	0.0841666666666667	10.0569565432245	6.32916466738243e-06	8.55165285463033e-05	4.13908628574124	-0.428	-0.339	-0.4765	0.623	0.6555	0.47
CAGL0D06182g	-1.003	-0.0325	-10.0532558011571	6.34716306337182e-06	8.55165285463033e-05	4.13600493715	0.585	0.3635	0.4585	-0.5185	-0.5955	-0.488
CAGL0M03377g	2.34283333333333	-0.326083333333333	10.050642751983	6.35990579272722e-06	8.55165285463033e-05	4.13382862391021	-1.5145	-1.5985	-1.3795	1.064	1.229	0.243
CAGL0J07766g	-1.63316666666667	-0.421083333333333	-10.0420041795893	6.40223533913194e-06	8.58603446135417e-05	4.12663027423038	0.505	0.6625	0.019	-1.2905	-1.154	-1.2685
CAGL0M08426g	1.507	-0.207833333333333	10.0304987339614	6.45910002068479e-06	8.63195983369653e-05	4.11703442703702	-1.1015	-1.112	-0.6705	0.6745	0.615	0.3475
CAGL0E03674g	1.1895	0.474083333333333	10.0282702814514	6.47017875490819e-06	8.63195983369653e-05	4.11517470296734	-0.1125	-0.199	-0.0505	1.1145	0.862	1.23
CAGL0M05621g	-1.23533333333333	-0.0303333333333333	-10.0020907283537	6.6019246297061e-06	8.75845720992777e-05	4.09329927400268	0.74	0.595	0.427	-0.4835	-0.7895	-0.671
CAGL0F04565g	-2.306	-1.7635	-9.99925571527812	6.61636962354591e-06	8.75845720992777e-05	4.09092729681018	-0.449	-0.4585	-0.924	-2.8425	-2.4995	-3.4075
CAGL0K00979g	-0.934333333333333	0.0626666666666667	-9.99729521323426	6.62637935085605e-06	8.75845720992777e-05	4.08928664829156	0.61	0.4705	0.509	-0.4555	-0.4055	-0.3525
CAGL0I08987g	-2.53733333333333	-0.796166666666667	-9.99592570991029	6.63338160736282e-06	8.75845720992777e-05	4.08814040766738	0.711	0.8865	-0.18	-1.909	-2.2355	-2.05
CAGL0J01958g	1.1525	-0.152583333333333	9.98863029356561	6.6708219204589e-06	8.78524953689228e-05	4.08203196439109	-0.785	-0.8695	-0.532	0.467	0.4655	0.3385
CAGL0E01749g	0.940333333333333	-0.306333333333333	9.97895731314399	6.72082676964777e-06	8.8284091130527e-05	4.07392665869378	-0.816	-0.8125	-0.701	0.187	0.216	0.0885
CAGL0E06644g	-1.2635	0.146583333333333	-9.97229160461248	6.75552793479904e-06	8.8512965754413e-05	4.06833717137877	0.9715	0.8055	0.558	-0.422	-0.433	-0.6005
CAGL0F04191g	1.52416666666667	-0.05225	9.93949942594179	6.92916783905987e-06	9.0397247736427e-05	4.04079099458096	-0.884	-0.9525	-0.6065	0.873	0.843	0.4135
CAGL0K12804g	-1.1565	-0.224083333333333	-9.93848243505302	6.93463173148855e-06	9.0397247736427e-05	4.03993540756193	0.493	0.3685	0.201	-0.7875	-0.9365	-0.683
CAGL0L06270g	1.054	0.0693333333333333	9.90256214630926	7.13072419612579e-06	9.2717512834397e-05	4.0096659216746	-0.4485	-0.577	-0.3475	0.6975	0.601	0.4905
CAGL0B01122g	-1.3195	0.214416666666667	-9.8978410424859	7.15695242677367e-06	9.27268178739275e-05	4.00568027181135	0.919	0.786	0.9175	-0.5385	-0.626	-0.1715
CAGL0L07722g	1.18516666666667	-0.06075	9.89531665623639	7.1710207209448e-06	9.27268178739275e-05	4.00354844238285	-0.6765	-0.749	-0.5345	0.681	0.576	0.3385
CAGL0J09812g	2.153	0.259833333333333	9.89268132183103	7.18574013194402e-06	9.27268178739275e-05	4.00132240296962	-0.914	-0.9845	-0.5515	1.624	1.5555	0.8295
CAGL0C04609g	1.45666666666667	0.125333333333333	9.88369427297743	7.23618958983466e-06	9.31432142430225e-05	3.99372717865171	-0.7125	-0.731	-0.3655	1.035	0.9095	0.6165
CAGL0D06600g	1.747	-0.424166666666667	9.87655270843324	7.27656011022427e-06	9.34281138964384e-05	3.98768725953635	-1.141	-1.179	-1.573	0.5335	0.6995	0.115
CAGL0G06006g	2.026	-0.274833333333333	9.86718210578896	7.32991145191143e-06	9.36647465553589e-05	3.97975627363928	-1.5415	-1.542	-0.78	0.748	0.8815	0.585
CAGL0H09944g	1.27466666666667	0.1975	9.86385912899889	7.3489350826795e-06	9.36647465553589e-05	3.9769422062052	-0.467	-0.528	-0.3245	0.6025	1.028	0.874
CAGL0G01100g	1.24266666666667	-0.114833333333333	9.86370137479586	7.34983956963776e-06	9.36647465553589e-05	3.97680859095553	-0.812	-0.8695	-0.527	0.5585	0.609	0.352
CAGL0B01507g	-2.71033333333333	-0.671	-9.86025754011671	7.36961573740102e-06	9.36837256146537e-05	3.97389124690216	0.853	1.227	-0.0275	-2.0105	-2.123	-1.945
CAGL0D02134g	1.18183333333333	-0.499416666666667	9.85396677945926	7.40589323152421e-06	9.38333433503282e-05	3.96855988119765	-1.0665	-1.0635	-1.141	0.018	0.3205	-0.064
CAGL0L00473g	1.877	-0.286333333333333	9.85187197039283	7.41801757893479e-06	9.38333433503282e-05	3.96678387932862	-1.354	-1.226	-1.0945	0.6085	1.075	0.273
CAGL0D04048g	1.16766666666667	0.0396666666666667	9.84695226681879	7.44657871927953e-06	9.38911889201685e-05	3.96261158579073	-0.6935	-0.506	-0.433	0.7745	0.624	0.472
CAGL0K10384g	0.9445	-0.08575	9.84477712983551	7.45924534267198e-06	9.38911889201685e-05	3.96076631093197	-0.675	-0.5085	-0.4905	0.3985	0.363	0.398
CAGL0A04499g	1.37916666666667	0.16625	9.83419467600104	7.52121356819113e-06	9.4439159582949e-05	3.95178354580047	-0.742	-0.5175	-0.3105	0.9265	0.661	0.98
CAGL0B03113g	0.902166666666667	0.425583333333333	9.82047081753436	7.60243100528297e-06	9.52255600001581e-05	3.9401214950968	-0.0505	0.049	-0.075	0.838	0.872	0.92
CAGL0G09515g	1.10916666666667	0.16675	9.8109292272068	7.65947232052893e-06	9.57060407269993e-05	3.93200488979537	-0.402	-0.314	-0.4475	0.605	0.6445	0.9145
CAGL0F04851g	1.0495	-0.192916666666667	9.77800905261484	7.85995761376614e-06	9.78766996290714e-05	3.90394750192084	-0.6935	-0.8335	-0.626	0.3975	0.4025	0.1955
CAGL0J00473g	-1.84933333333333	-0.5305	-9.77552927891485	7.87529415340931e-06	9.78766996290714e-05	3.90183064915729	0.754	0.4465	-0.018	-1.606	-1.2915	-1.468
CAGL0G08041g	-2.05783333333333	-0.759416666666667	-9.7730745007641	7.89050887113147e-06	9.78766996290714e-05	3.89973466683927	0.215	0.514	0.0795	-1.3335	-2.172	-1.8595
CAGL0B01925g	1.376	-0.1825	9.76269971571134	7.95517362261097e-06	9.84404697310049e-05	3.89087114860772	-0.9115	-0.9	-0.8	0.542	0.756	0.2185
CAGL0H00660g	-1.06	-0.1865	-9.75456990410514	8.00625743156632e-06	9.88338718600344e-05	3.88391977500849	0.3785	0.235	0.417	-0.5635	-0.8065	-0.7795
CAGL0K02409g	-1.87133333333333	-1.09816666666667	-9.74765365167591	8.05000293168302e-06	9.89578640511818e-05	3.87800202818941	0.2125	-0.579	-0.121	-1.921	-1.9675	-2.213
CAGL0D01804g	-1.03433333333333	-0.0848333333333333	-9.74662861452976	8.05650889651602e-06	9.89578640511818e-05	3.87712466157979	0.449	0.462	0.386	-0.571	-0.472	-0.763
CAGL0I09350g	-1.28833333333333	-0.28	-9.74383797521742	8.07425086343822e-06	9.89578640511818e-05	3.87473563952222	0.5785	0.2755	0.2385	-1.0085	-1.0305	-0.7335
CAGL0I04620g	1.161	-0.00366666666666665	9.74041188105874	8.09609225285389e-06	9.89762094083736e-05	3.87180178968953	-0.504	-0.727	-0.5215	0.6715	0.67	0.389
CAGL0J05874g	1.07316666666667	0.0294166666666667	9.7350386783418	8.13047885215423e-06	9.89762094083736e-05	3.86719874993722	-0.4735	-0.555	-0.493	0.668	0.6545	0.3755
CAGL0E02651g	1.83583333333333	-0.29525	9.73051498406101	8.15955477845215e-06	9.89762094083736e-05	3.86332171892152	-1.271	-1.3245	-1.044	0.418	1.073	0.377
CAGL0L11616g	1.0545	0.424583333333333	9.72832925489748	8.1736448889243e-06	9.89762094083736e-05	3.8614478712548	-0.2045	-0.172	0.0685	1.0195	0.888	0.948
CAGL0I06490g	-1.114	-0.0333333333333333	-9.72747723630356	8.17914467502298e-06	9.89762094083736e-05	3.86071732664761	0.631	0.611	0.329	-0.637	-0.637	-0.497
CAGL0M11902g	2.52383333333333	-0.256416666666667	9.72131037079711	8.21907467118663e-06	9.89762094083736e-05	3.85542800244231	-1.626	-1.886	-1.043	1.1885	1.315	0.513
CAGL0F03443g	1.1575	0.552583333333333	9.71833239085655	8.23843440272545e-06	9.89762094083736e-05	3.85287272913207	-0.1735	-0.0675	0.1625	1.25	1.0315	1.1125
CAGL0J04202g	4.05066666666667	-0.724833333333333	9.71695751182317	8.24738953368417e-06	9.89762094083736e-05	3.85169277338548	-2.8465	-2.5125	-2.8915	1.4715	2.199	0.231
CAGL0F04807g	1.80733333333333	-0.938166666666667	9.71661418446658	8.2496274482482e-06	9.89762094083736e-05	3.85139809827961	-1.8325	-1.869	-1.824	0.1905	0.2135	-0.5075
CAGL0L12496g	1.36666666666667	-0.00300000000000002	9.71086530772569	8.28720085685116e-06	9.91946962374964e-05	3.84646252128765	-0.808	-0.7965	-0.4545	0.6555	0.882	0.5035
CAGL0J08613g	1.5445	0.228083333333333	9.70525369222486	8.32406067154718e-06	9.94036429378466e-05	3.84164230575753	-0.687	-0.582	-0.3635	1.1295	1.2025	0.669
CAGL0G06424g	1.29166666666667	0.180166666666667	9.68293431315106	8.47247932900354e-06	0.000100718153551239	3.8224462996119	-0.6155	-0.5855	-0.196	0.9115	0.721	0.8455
CAGL0K06655g	-1.45483333333333	-0.38925	-9.68278861861847	8.4734577748554e-06	0.000100718153551239	3.82232086578132	0.426	0.348	0.2405	-1.085	-0.842	-1.423
CAGL0I05566g	-1.21083333333333	-0.189416666666667	-9.67774324069078	8.50741878872553e-06	0.00010088774642278	3.8179760887274	0.634	0.408	0.206	-0.869	-0.7285	-0.787
CAGL0K01089g	-1.21883333333333	-0.14525	-9.62998565788731	8.8364807609865e-06	0.000104548016024328	3.77675127255734	0.69	0.3295	0.373	-0.811	-0.836	-0.617
CAGL0H09262g	0.930166666666667	-0.326416666666667	9.61335355423753	8.95438124028219e-06	0.000105475405951344	3.76235215204079	-0.7735	-0.817	-0.784	0.15	0.2385	0.0275
CAGL0L08118g	-1.79033333333333	-0.188166666666667	-9.61312105680211	8.95604169214025e-06	0.000105475405951344	3.76215071438094	0.642	0.9865	0.4925	-1.2145	-1.321	-0.7145
CAGL0E05478g	-1.1805	-0.229416666666667	-9.60676727475785	9.00155188063906e-06	0.000105768234597509	3.75664409289961	0.4675	0.4395	0.1755	-0.9185	-0.889	-0.6515
CAGL0F01111g	1.17733333333333	-0.021	9.59829369272533	9.06264591400806e-06	0.000106242414227605	3.74929534050224	-0.7215	-0.4275	-0.68	0.3975	0.656	0.6495
CAGL0M11792g	0.918333333333333	0.0633333333333333	9.58997069658904	9.12310307498665e-06	0.000106293362576038	3.7420716508197	-0.4795	-0.4045	-0.3035	0.5365	0.5665	0.4645
CAGL0H05005g	1.25533333333333	0.414	9.58920721913605	9.12867127655453e-06	0.000106293362576038	3.74140873909946	-0.331	-0.3415	0.0315	1.0135	1.1755	0.936
CAGL0C01199g	1.1165	0.27625	9.58550806968071	9.15570347735585e-06	0.000106293362576038	3.73819618952787	-0.3015	-0.2035	-0.341	0.8155	1.0245	0.6635
CAGL0D04884g	-1.24716666666667	-0.406583333333333	-9.58524991347856	9.15759331787935e-06	0.000106293362576038	3.73797195164433	0.3615	0.343	-0.0535	-1.101	-0.9995	-0.99
CAGL0I00792g	-1.71816666666667	-0.30425	-9.58345661089202	9.17073321464161e-06	0.000106293362576038	3.73641411943737	0.6295	0.411	0.624	-1.227	-1.4985	-0.7645
CAGL0C00451g	1.33233333333333	0.2755	9.57618808665402	9.22420613298338e-06	0.000106433009446614	3.73009737824544	-0.4675	-0.447	-0.2575	1.0395	1.1235	0.662
CAGL0B01100g	1.54733333333333	0.102666666666667	9.57617094412691	9.22433265553322e-06	0.000106433009446614	3.73008247550269	-0.773	-0.6615	-0.5785	0.7245	1.2505	0.654
CAGL0L06688g	1.02433333333333	0.2045	9.56029972108058	9.34230379116175e-06	0.000107551960274431	3.71627490985601	-0.228	-0.459	-0.236	0.664	0.668	0.818
CAGL0M09977g	-1.30033333333333	-0.369666666666667	-9.54521423293014	9.45599024881542e-06	0.000108616677230227	3.70313232373771	0.2815	0.411	0.149	-1.0045	-1.2545	-0.8005
CAGL0G08151g	-0.844333333333333	0.141833333333333	-9.53824176778388	9.50905448892677e-06	0.000108981848203069	3.69705172779967	0.5525	0.5475	0.592	-0.3085	-0.299	-0.2335
CAGL0C05137g	1.40916666666667	0.01475	9.5224226110957	9.63067798503982e-06	0.000109918245619332	3.68324164050548	-0.6645	-0.837	-0.568	0.6955	0.4655	0.997
CAGL0K03459g	2.0715	-0.568083333333333	9.5213822064091	9.63873736262804e-06	0.000109918245619332	3.68233266786434	-1.4715	-2.049	-1.291	0.6755	0.6055	0.122
CAGL0L11088g	-1.06566666666667	0.120666666666667	-9.51926953423204	9.65512600599249e-06	0.000109918245619332	3.68048661818107	0.654	0.571	0.7355	-0.5285	-0.4745	-0.2335
CAGL0M12232g	-1.44866666666667	-0.358166666666667	-9.51054750878703	9.72311392335972e-06	0.000110124562707712	3.67286153931742	0.541	0.0565	0.501	-0.8985	-1.1735	-1.1755
CAGL0J00297g	-1.11716666666667	-0.395083333333333	-9.50925361084819	9.73324504666001e-06	0.000110124562707712	3.67172985198691	0.083	0.209	0.1985	-1.008	-0.747	-1.106
CAGL0A02365g	-0.942	-0.2975	-9.50815809754944	9.7418320019978e-06	0.000110124562707712	3.67077157363125	0.2165	0.178	0.126	-0.8705	-0.649	-0.786
CAGL0D01562g	-1.646	-0.408166666666667	-9.50297306376308	9.78258816982889e-06	0.000110124562707712	3.66623476214372	0.2695	0.299	0.676	-1.333	-1.4645	-0.896
CAGL0K11209g	0.895	0.058	9.50067978005143	9.80067456653595e-06	0.000110124562707712	3.66422749153078	-0.4535	-0.3855	-0.3295	0.448	0.4855	0.583
CAGL0M04675g	1.91816666666667	-0.10225	9.50048336258369	9.80222537472512e-06	0.000110124562707712	3.66405555115964	-1.144	-0.977	-1.063	0.8625	1.301	0.407
CAGL0E05390g	-1.28383333333333	-0.318083333333333	-9.48977559321591	9.8871822084755e-06	0.000110835961606171	3.65467746702534	0.348	0.4785	0.145	-1.1605	-0.954	-0.7655
CAGL0H08019g	-1.16083333333333	-0.208583333333333	-9.48129626147015	9.95503882776053e-06	0.000111352977979514	3.64724454928647	0.5545	0.3435	0.2175	-0.9335	-0.762	-0.6715
CAGL0D00704g	1.94883333333333	-0.0475833333333334	9.47706354879822	9.98910495677239e-06	0.000111490598460882	3.64353201841998	-1.37	-0.6775	-1.0185	0.958	1.2205	0.602
CAGL0E05302g	0.975833333333334	0.20325	9.46176248337043	1.01133370679884e-05	0.00011263179521588	3.63009933176351	-0.368	-0.312	-0.174	0.7475	0.7485	0.5775
CAGL0F04279g	1.24433333333333	0.297333333333333	9.45699229496609	1.01524173030616e-05	0.000112821765387386	3.62590775403364	-0.244	-0.5745	-0.156	0.929	0.8035	1.026
CAGL0H04675g	-1.29883333333333	-0.15675	-9.45092483691644	1.02023681480025e-05	0.000112945743604975	3.62057360299275	0.6355	0.5555	0.287	-0.984	-0.835	-0.5995
CAGL0A02002g	3.18166666666667	-0.4075	9.4479129564723	1.02272650495639e-05	0.000112945743604975	3.61792462895242	-2.233	-2.279	-1.483	1.2975	1.796	0.4565
CAGL0F01485g	1.91933333333333	0.338833333333333	9.44761713197243	1.02297140411299e-05	0.000112945743604975	3.61766440921877	-0.737	-0.658	-0.4675	0.815	1.6645	1.416
CAGL0K03377g	0.928166666666667	-0.0190833333333334	9.43940545394006	1.02979553563566e-05	0.000113454678044333	3.61043824037598	-0.53	-0.544	-0.3755	0.4975	0.472	0.3655
CAGL0I01782g	0.912833333333333	0.0239166666666667	9.43135414250133	1.03653552841876e-05	0.000113721611110616	3.60334788386541	-0.394	-0.4675	-0.436	0.367	0.565	0.509
CAGL0H08888g	1.45266666666667	-0.1715	9.43120831072578	1.03665805950922e-05	0.000113721611110616	3.60321940917118	-0.8285	-1.0055	-0.8595	0.6315	0.8125	0.2205
CAGL0K02717g	-1.07916666666667	-0.227416666666667	-9.42464694672443	1.04218774598506e-05	0.000114083927835074	3.59743720009713	0.5135	0.269	0.154	-0.745	-0.747	-0.809
CAGL0M05687g	-1.22716666666667	0.0479166666666667	-9.41530161277971	1.05012031603329e-05	0.00011470717226095	3.58919557388678	0.614	0.869	0.5015	-0.4455	-0.739	-0.5125
CAGL0K01859g	-1.6925	-0.368083333333333	-9.40006981874424	1.06319361119076e-05	0.000115888103619793	3.57574745756033	0.574	0.4765	0.384	-1.3675	-1.496	-0.7795
CAGL0E02937g	-1.51716666666667	-0.24925	-9.395201969421	1.06740967773715e-05	0.000116100632251537	3.57144565645434	0.5975	0.4175	0.513	-0.927	-1.3685	-0.728
CAGL0A04015g	-1.68983333333333	-0.31125	-9.38447873393626	1.0767627876134e-05	0.000116869825443717	3.56196252612456	0.7035	0.6015	0.296	-1.3695	-1.325	-0.774
CAGL0M13937g	1.27166666666667	0.0421666666666667	9.37164205509821	1.08807921232875e-05	0.00011763562348593	3.55059800109955	-0.6215	-0.7555	-0.404	0.674	0.871	0.489
CAGL0A03740g	1.5895	-0.185416666666667	9.37126815543272	1.08841080484737e-05	0.00011763562348593	3.55026677934074	-0.9965	-0.9785	-0.9655	0.5425	1.0015	0.284
CAGL0F00869g	1.71333333333333	-0.203	9.36646707751029	1.09267862415542e-05	0.000117848265085225	3.54601269141794	-0.974	-1.0925	-1.1125	0.605	1.0705	0.2855
CAGL0H02871g	-0.844	-0.5615	-9.36041016387886	1.09808933085138e-05	0.000118171474789405	3.54064315018486	-0.078	-0.1455	-0.195	-0.972	-0.966	-1.0125
CAGL0G09383g	1.1515	-0.155916666666667	9.35795751724984	1.10028876585099e-05	0.000118171474789405	3.53846798750762	-0.845	-0.496	-0.854	0.3425	0.497	0.42
