logFC	AveExpr	t	P.Value	adj.P.Val	B	log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3
CAGL0I04180g	-0.358333333333333	0.346166666666667	-2.65137925817625	0.0283325393690131	0.047542613556323	-4.89070103923852	0.6675	0.2555	0.653	0.093	0.113	0.295
CAGL0C02651g	-0.263	-0.069	-2.65090382879085	0.0283537944379673	0.0475627010169307	-4.89146254652051	-0.0355	0.0875	0.1355	-0.122	-0.288	-0.1915
CAGL0J00275g	-0.2535	-0.200416666666667	-2.65047188801219	0.0283731193438214	0.0475795385919466	-4.89215438766932	0.033	-0.145	-0.109	-0.3545	-0.345	-0.282
CAGL0A03454g	-0.2445	0.363583333333333	-2.65010390881358	0.0283895932135106	0.0475915857437221	-4.89274377429479	0.4735	0.5185	0.4655	0.3275	0.1895	0.207
CAGL0K05467g	-0.291166666666667	-0.0404166666666667	-2.64845063502473	0.0284637281085574	0.0477002548577492	-4.89539171744187	0.0615	0.057	0.197	-0.268	-0.2765	-0.0135
CAGL0H01727g	-0.2575	0.0404166666666667	-2.64777820097592	0.0284939373024137	0.0477352651407015	-4.89646867451426	0.133	0.2835	0.091	-0.1055	-0.123	-0.0365
CAGL0H03553g	-0.282	0.11	-2.64709593091647	0.0285246217647816	0.0477710484802145	-4.89756136238661	0.264	0.1645	0.3245	0.1115	-0.1505	-0.054
CAGL0A02750g	0.253666666666667	0.1275	2.646532647105	0.02854998029816	0.0477978918521156	-4.89846347110899	-0.035	-0.0065	0.0435	0.3145	0.304	0.1445
CAGL0F03663g	-0.282833333333333	-0.0985833333333333	-2.64612478516199	0.0285683562116047	0.0478130313205001	-4.89911665939292	0.05	0.022	0.0565	-0.0605	-0.337	-0.3225
CAGL0K00649g	-0.2545	0.199416666666667	-2.64515313619643	0.0286121816808708	0.0478707402844877	-4.90067271624549	0.406	0.2695	0.3045	0.1565	0.057	0.003
CAGL0I08437g	0.38	0.215833333333333	2.64200767416465	0.02875452552284	0.0480931878072181	-4.9057097289343	-0.061	-0.012	0.1505	0.493	0.109	0.6155
CAGL0F07513g	0.4465	-1.06575	2.64154687001038	0.0287754391079609	0.0481124590568158	-4.90644760043484	-1.228	-1.4325	-1.2065	-0.484	-0.8835	-1.16
CAGL0I10648g	-0.562333333333333	0.0496666666666667	-2.640666430528	0.0288154409149854	0.0481636227756836	-4.90785739156996	0.176	0.584	0.2325	-0.562	-0.3895	0.257
CAGL0H08712g	0.326666666666667	-0.238333333333333	2.63826036576428	0.0289250469055889	0.0483268608321301	-4.91170986966834	-0.299	-0.523	-0.383	-0.0225	0.083	-0.2855
CAGL0M03421g	-0.249166666666667	0.200583333333333	-2.6381087028095	0.0289319699730905	0.0483268608321301	-4.91195269547845	0.28	0.3285	0.367	0.034	0.173	0.021
CAGL0F03949g	0.249666666666667	-0.00533333333333333	2.63577334578249	0.0290387869346686	0.048489473750426	-4.91569166077117	-0.1425	-0.159	-0.089	0.035	0.1105	0.213
CAGL0B02057g	0.296	-0.0749	2.59741321363601	0.034363837721678	0.0557460230044827	-4.91782734301781	-0.179	-0.326	NA	0.123	-0.01	0.0175
CAGL0A00869g	0.323333333333333	-0.104833333333333	2.63391099485091	0.0291242567405441	0.0486163464587186	-4.91867313088018	-0.154	-0.19	-0.4555	-0.1065	0.147	0.13
CAGL0E03223g	-0.320166666666667	-0.202083333333333	-2.63197469840592	0.029213391708171	0.048743914462713	-4.92177279110781	-0.1135	0.065	-0.0775	-0.3745	-0.547	-0.165
CAGL0D05346g	0.345166666666667	0.165083333333333	2.63183772830893	0.0292197074594947	0.048743914462713	-4.92199204804493	-0.053	-0.131	0.1615	0.461	0.1145	0.4375
CAGL0L13046g	0.241166666666667	0.102583333333333	2.62867093734382	0.0293661176916757	0.0489722073354345	-4.92706106116577	-0.0735	-0.0415	0.061	0.238	0.188	0.2435
CAGL0H08085g	-0.349666666666667	-0.00483333333333334	-2.62563833151046	0.029507023880079	0.0491911758339229	-4.93191478793774	0.3475	-0.016	0.1785	-0.277	-0.2845	0.0225
CAGL0M02761g	0.246166666666667	0.332083333333333	2.62540167898907	0.0295180485327481	0.0491935467252011	-4.93229353276016	0.2425	0.208	0.1765	0.4935	0.5135	0.3585
CAGL0H07491g	0.3345	-0.388583333333333	2.62518141765631	0.0295283133536865	0.0491946501824182	-4.93264604198635	-0.619	-0.338	-0.7105	-0.258	-0.0775	-0.3285
CAGL0G05203g	0.258333333333333	-0.201333333333333	2.62428846165473	0.0295699649266292	0.0492480267617429	-4.9340751140312	-0.234	-0.312	-0.4455	-0.068	-0.1225	-0.026
CAGL0H05137g	-1.00266666666667	0.803666666666667	-2.62370941016758	0.0295970064907397	0.0492712206064179	-4.9350017953821	1.483	1.5315	0.9005	0.534	1.0215	-0.6485
CAGL0D02178g	-0.282666666666667	0.0581666666666667	-2.62351357802096	0.02960615749591	0.0492712206064179	-4.93531518998637	0.3235	0.036	0.239	-0.149	-0.075	-0.0255
CAGL0F08129g	-0.566833333333333	-0.23725	-2.62337266141037	0.029612744143502	0.0492712206064179	-4.93554070072824	0.1625	0.4085	-0.4325	-0.4995	-0.7685	-0.294
CAGL0B02651g	0.419833333333334	-0.987916666666667	2.62260240238812	0.0296487735228612	0.0493151515446811	-4.93677333745081	-1.2875	-1.288	-1.018	-0.4785	-1.0735	-0.782
CAGL0K04675g	0.3365	-0.17175	2.62052604408361	0.0297461188305579	0.049461008363826	-4.94009594817956	-0.3865	-0.4305	-0.203	0.1905	0.0145	-0.2155
CAGL0M05731g	-0.308833333333333	-0.08875	-2.62016111290366	0.0297632613519207	0.0494734548688805	-4.94067989044694	0.172	0.0785	-0.0535	-0.2895	-0.0605	-0.3795
CAGL0I08481g	-0.2575	0.11225	-2.61992477197111	0.0297743687492359	0.0494758647753277	-4.94105806593721	0.216	0.2325	0.2745	0.101	-0.1235	-0.027
CAGL0K08096g	0.287166666666667	0.16125	2.61932753589753	0.0298024560520319	0.0494911547921558	-4.94201370568724	0.0325	-0.138	0.1585	0.218	0.327	0.3695
CAGL0C03674g	-0.278666666666667	-0.0946666666666667	-2.61931828380486	0.0298028913788406	0.0494911547921558	-4.94202850984104	0.189	-0.079	0.024	-0.1475	-0.28	-0.2745
CAGL0K04961g	0.330833333333333	0.208083333333333	2.6170390552277	0.0299103302436686	0.0496534743481252	-4.94567532888173	0.0255	-0.0605	0.163	0.5665	0.1665	0.3875
CAGL0L04048g	-0.283333333333333	-0.285	-2.61637696526779	0.0299416137716678	0.049674409652361	-4.94673463388133	-0.025	-0.132	-0.273	-0.466	-0.308	-0.506
CAGL0H07799g	0.312666666666667	0.0485	2.61636173082801	0.0299423339852608	0.049674409652361	-4.94675900779941	-0.0225	-0.222	-0.079	0.34	0.2715	0.003
CAGL0K12870g	0.3125	-0.24725	2.61587642353502	0.0299652862818044	0.0496904412542177	-4.94753545487002	-0.471	-0.175	-0.5645	-0.0735	-0.1255	-0.074
CAGL0F08657g	0.321666666666667	0.185	2.61574729501004	0.0299713963450191	0.0496904412542177	-4.94774204641029	0.078	0.0635	-0.069	0.1585	0.5605	0.3185
CAGL0C03025g	-0.254166666666667	-0.10025	-2.61469910942482	0.0300210409609387	0.0497566460184048	-4.94941899407339	-0.0455	0.0835	0.0425	-0.2415	-0.3085	-0.132
CAGL0J09240g	-1.17883333333333	-0.930083333333333	-2.60972333145958	0.0302578486755334	0.0501329103378905	-4.95737867666522	-0.61	-0.3595	-0.0525	-1.4045	-0.5125	-2.6415
CAGL0B01331g	0.243	0.0901666666666667	2.60816174304461	0.0303325587061893	0.0502404456035589	-4.95987643388782	-0.034	0.023	-0.083	0.213	0.2795	0.1425
CAGL0J04026g	0.471166666666667	-0.204916666666667	2.60556821459471	0.030457053618939	0.0504303444375645	-4.96402446242202	-0.5795	-0.4875	-0.2545	0.0105	0.399	-0.3175
CAGL0M00286g	0.2905	0.176916666666667	2.60507044381248	0.0304810070063477	0.0504536991578414	-4.96482054011796	-0.0075	0.183	-0.0805	0.287	0.4465	0.233
CAGL0I07837g	0.328833333333333	-0.111416666666667	2.60419737817148	0.0305230663161195	0.0504960146520355	-4.96621678615015	-0.32	-0.456	-0.0515	0.092	-0.062	0.129
CAGL0J02090g	-0.258166666666667	-0.0119166666666667	-2.60398455864681	0.0305333276793343	0.0504960146520355	-4.96655712990811	0.0215	0.124	0.206	-0.1495	-0.059	-0.2145
CAGL0M02321g	-0.317833333333333	0.00875	-2.60388046240791	0.0305383480878432	0.0504960146520355	-4.96672360099152	0.275	0.2565	-0.0285	-0.256	-0.0035	-0.191
CAGL0C03223g	-0.519833333333333	-1.47608333333333	-2.60372187116232	0.0305459983225957	0.0504960146520355	-4.9669772194508	-1.2315	-1.262	-1.155	-1.323	-2.2075	-1.6775
CAGL0G01056g	0.391	0.523833333333333	2.60262725843125	0.0305988541369259	0.0505515634476582	-4.96872767876544	0.2905	0.444	0.2505	0.443	0.696	1.019
CAGL0L13002g	0.321333333333333	0.159333333333333	2.60250368097464	0.0306048271838945	0.0505515634476582	-4.9689252942257	-0.069	-0.1135	0.1785	0.4665	0.1605	0.333
CAGL0D01144g	-0.259333333333333	-0.0371666666666667	-2.60225540244629	0.030616831167863	0.0505515634476582	-4.96932231918672	0.0995	0.168	0.01	-0.15	-0.0815	-0.269
CAGL0K11946g	0.617	0.208166666666667	2.60220908431819	0.0306190711259191	0.0505515634476582	-4.96939638661367	-0.3235	-0.479	0.5015	0.6935	0.3875	0.469
CAGL0M03663g	-0.325333333333333	-0.04	-2.60084642604857	0.0306850442184364	0.0506441628643846	-4.97157535912486	0.0505	0.0275	0.29	-0.362	-0.226	-0.02
CAGL0L05324g	0.273333333333333	0.0368333333333333	2.60042479326703	0.030705486804855	0.0506615809665933	-4.97224955270075	-0.2395	0.0535	-0.1135	0.157	0.1615	0.202
CAGL0F06897g	-0.521166666666667	-0.215083333333333	-2.59812478641242	0.0308172449120835	0.0508295233270474	-4.97592708960862	-0.093	0.5255	-0.296	-0.509	-0.319	-0.599
CAGL0E05434g	-0.298	0.201666666666667	-2.59792198958659	0.0308271186759977	0.0508295233270474	-4.97625133099038	0.381	0.4235	0.2475	-0.0415	-0.0425	0.242
CAGL0L05434g	0.417666666666667	-1.196	2.59751150794099	0.0308471140245583	0.0508423321589589	-4.97690762124767	-1.395	-1.506	-1.3135	-0.9535	-1.3265	-0.6815
CAGL0H01111g	0.263166666666667	0.0764166666666667	2.59735511602206	0.0308547356397039	0.0508423321589589	-4.9771576625935	-0.122	0.079	-0.1225	0.212	0.268	0.144
CAGL0J10384g	-0.703	-0.632833333333333	-2.59415801077499	0.0310109634287868	0.0510833330050402	-4.98226890559922	-0.1665	-0.4685	-0.209	-0.857	-1.657	-0.439
CAGL0L13354g	0.548	-1.15566666666667	2.59353280596318	0.031041608075418	0.0511173764610628	-4.98326835290457	-1.5635	-1.5205	-1.205	-0.695	-1.383	-0.567
CAGL0H04103g	-0.316333333333333	0.091	-2.59274742802633	0.0310801472426355	0.0511584688738573	-4.98452381729244	0.243	0.0535	0.451	-0.16	-0.013	-0.0285
CAGL0I02970g	-0.281166666666667	0.15375	-2.59261737006534	0.0310865339848366	0.0511584688738573	-4.98473171749413	0.2685	0.2015	0.413	-0.048	0.154	-0.0665
CAGL0B04015g	-0.282833333333333	0.15325	-2.59029184196948	0.0312009586169302	0.0513302861254121	-4.98844894144537	0.2505	0.401	0.2325	-0.145	0.065	0.1155
CAGL0E02629g	0.321666666666667	0.118166666666667	2.58747342093972	0.0313402086614378	0.0515428215000148	-4.99295357059959	-0.105	-0.163	0.14	0.3525	0.102	0.3825
CAGL0M06941g	-0.3305	0.155416666666667	-2.58691438781357	0.0313679037522627	0.0515600055494405	-4.99384700284255	0.364	0.3325	0.2655	-0.0675	-0.2045	0.2425
CAGL0C05005g	-0.292666666666667	-0.1465	-2.58685623518081	0.0313707861209459	0.0515600055494405	-4.99393993972885	-0.061	0.2025	-0.142	-0.316	-0.297	-0.2655
CAGL0K08250g	-0.350333333333333	0.2845	-2.58146243878195	0.0316393047012087	0.0519846561848275	-5.0025591149657	0.44	0.7185	0.2205	0.0345	0.1855	0.108
CAGL0D01254g	0.2425	-0.168416666666667	2.57723744846206	0.0318512645799095	0.0523161360829998	-5.00930924022705	-0.3425	-0.2535	-0.273	-0.001	-0.1395	-0.001
CAGL0J02794g	0.498166666666667	0.144583333333333	2.57580704728288	0.0319233510276523	0.0524097797349156	-5.01159427714874	-0.1375	-0.4585	0.2825	0.437	0.1565	0.5875
CAGL0B00924g	0.426833333333333	0.0109166666666667	2.5757002945256	0.0319287375664008	0.0524097797349156	-5.01176480705873	-0.068	-0.4835	-0.056	0.384	-0.0695	0.3585
CAGL0J10230g	-0.24	-0.307833333333333	-2.57527576083223	0.0319501678427579	0.0524281581865627	-5.01244296180995	-0.111	-0.2795	-0.173	-0.445	-0.4265	-0.412
CAGL0K11022g	0.317	0.220666666666667	2.57486396334542	0.0319709691379561	0.0524454930815719	-5.01310076010649	0.038	-0.138	0.2865	0.367	0.339	0.4315
CAGL0C03289g	-0.812833333333333	0.07225	-2.57456697928469	0.0319859793388422	0.0524533201513727	-5.01357515035148	0.502	0.5425	0.3915	-0.3845	0.4425	-1.0605
CAGL0J09174g	0.265333333333333	-0.0345	2.57262142380928	0.032084488724228	0.0525980274349503	-5.01668275503908	-0.1845	-0.1965	-0.1205	0.0245	0.253	0.017
CAGL0I04554g	-0.2725	0.05675	-2.57198230991491	0.0321169160832662	0.0526343445600041	-5.01770354581587	0.165	0.101	0.313	-0.103	-0.173	0.0375
CAGL0C04873g	-0.769	-0.519833333333333	-2.57142341210259	0.0321453006732696	0.0526640151420403	-5.01859619306473	0.034	-0.914	0.474	-0.878	-0.8435	-0.9915
CAGL0M08492g	0.2925	-0.0874166666666667	2.56973544297249	0.0322311815944721	0.0527878335385169	-5.02129201511037	-0.192	-0.169	-0.34	-0.0735	0.236	0.014
CAGL0K08558g	-0.335666666666667	-0.0601666666666667	-2.56901340188478	0.0322679887785017	0.052831226114498	-5.02244511332398	0.175	0.2805	-0.1325	-0.2575	-0.327	-0.0995
CAGL0J06776g	-0.431	-0.207333333333333	-2.56789945995765	0.0323248573194728	0.0529074262133097	-5.02422400640589	0.045	0.2695	-0.29	-0.4715	-0.1805	-0.6165
CAGL0D00770g	0.300666666666667	-0.974	2.56568565881275	0.0324381772021844	0.0530759443649923	-5.02775904989576	-1.0445	-1.0475	-1.281	-0.97	-0.684	-0.817
CAGL0F04961g	0.344666666666667	0.183833333333333	2.56428208083009	0.0325102319173661	0.053176857634951	-5.03000013650006	-0.1985	0.1355	0.0975	0.4655	0.1485	0.4545
CAGL0E02915g	0.296333333333333	-0.483666666666667	2.56303256907895	0.0325745138799788	0.0532649966827741	-5.03199511077402	-0.715	-0.56	-0.6205	-0.321	-0.1685	-0.517
CAGL0I04290g	-0.479	0.135	-2.56226174521675	0.0326142336455507	0.0533129288341278	-5.03322575602072	0.4955	0.3235	0.3045	-0.1655	-0.47	0.322
CAGL0J03454g	-0.318833333333333	-0.06975	-2.56153452821874	0.0326517513819006	0.0533572320030228	-5.03438674325178	0.1165	0.258	-0.1055	-0.352	-0.0975	-0.238
CAGL0M03487g	-0.342333333333333	-0.113	-2.56077542704704	0.0326909606970601	0.0534042702968874	-5.03559859319864	0.1115	0.1275	-0.0645	-0.374	-0.4565	-0.022
CAGL0I00286g	0.8165	0.711416666666667	2.56019688546523	0.0327208757255963	0.0534361002047275	-5.0365221655433	0.2185	0.51	0.181	1.274	1.774	0.311
CAGL0L03311g	-0.301	0.231666666666667	-2.55960795761684	0.0327513562891104	0.0534688331004183	-5.03746229399028	0.3845	0.2795	0.4825	-5e-04	-0.0335	0.2775
CAGL0H06919g	0.2635	0.16475	2.55832139653861	0.0328180436697434	0.0535606364192723	-5.03951599587419	-0.064	0.106	0.057	0.1985	0.2775	0.4135
CAGL0K11660g	-0.271	0.171666666666667	-2.55268780545027	0.0331116777758226	0.0540226513520825	-5.04850734488235	0.249	0.236	0.4365	0.12	-0.0815	0.07
CAGL0B04103g	-0.307833333333333	0.11525	-2.55185662027335	0.033155225496474	0.0540764788979422	-5.04983374236338	0.3025	0.065	0.44	0.029	-0.14	-0.005
CAGL0C01507g	0.259	0.0866666666666667	2.55134866511946	0.0331818669906968	0.054102706745175	-5.05064430759963	-0.0075	-0.136	0.015	0.1035	0.2345	0.3105
CAGL0K08118g	0.289333333333333	0.2645	2.54704308845386	0.0334085603467026	0.054454996708927	-5.0575141346065	0.262	-0.061	0.1585	0.336	0.496	0.3955
CAGL0F01727g	0.289333333333333	-0.013	2.54669759932185	0.0334268185399051	0.054467427283694	-5.05806532553716	-0.134	-0.043	-0.296	0.0925	0.024	0.2785
CAGL0G06600g	-0.3455	-1.07475	-2.54576600137231	0.0334761013957621	0.0545303871066738	-5.05955154607298	-0.727	-0.983	-0.996	-1.1525	-1.0995	-1.4905
CAGL0M09999g	0.789666666666667	-0.0536666666666667	2.54134580871924	0.0337109399801789	0.0548954690141311	-5.06660239376267	-0.467	-0.149	-0.7295	0.3775	1.007	-0.361
CAGL0K05995g	0.380666666666667	-0.049	2.53979852607335	0.0337935382437237	0.0550124869471231	-5.06907018487642	-0.1905	-0.45	-0.0775	0.138	0.381	-0.095
CAGL0M07469g	0.2775	-0.220583333333333	2.53794990386638	0.0338924913569583	0.0551542172629747	-5.07201834888482	-0.291	-0.3975	-0.3895	-0.1105	0.0865	-0.2215
CAGL0G08756g	0.253	-0.144666666666667	2.53768973670266	0.0339064411038652	0.0551542172629747	-5.0724332398331	-0.323	-0.2585	-0.232	-0.0625	-0.104	0.112
CAGL0G02959g	-0.259666666666667	-0.267333333333333	-2.53756932137958	0.0339128995468222	0.0551542172629747	-5.07262526548684	-0.0645	-0.0975	-0.2505	-0.487	-0.3	-0.4045
CAGL0I05280g	-0.261166666666667	0.222916666666667	-2.53697957198898	0.0339445485710414	0.055188169574562	-5.07356571949518	0.2245	0.376	0.46	0.174	0.0385	0.0645
CAGL0J06688g	-0.2505	-0.125416666666667	-2.5367171168336	0.0339586428868805	0.0551935683722997	-5.07398423951315	0.0435	0.0175	-0.0615	-0.3525	-0.1415	-0.258
CAGL0J10604g	0.294166666666667	0.07375	2.53597143415954	0.0339987197031143	0.055231996713698	-5.07517330176233	-0.113	0.1225	-0.2295	0.29	0.1485	0.224
CAGL0D04834g	-0.347666666666667	0.146	-2.53587606380027	0.0340038488454037	0.055231996713698	-5.07532537581236	0.325	0.1325	0.502	0.0805	-0.2475	0.0835
CAGL0L02607g	0.326833333333333	-0.0364166666666667	2.53511125029337	0.0340450098281865	0.0552760062875417	-5.07654489371161	-0.199	-0.0825	-0.318	-0.0175	0.3645	0.034
CAGL0L08514g	-0.256833333333333	0.104416666666667	-2.53497174688868	0.0340525231004258	0.0552760062875417	-5.07676733115598	0.229	0.1275	0.342	0.0495	-0.103	-0.0185
CAGL0L12056g	-0.279833333333333	-0.350416666666667	-2.5301424694417	0.0343136511564126	0.0556822410118155	-5.08446665295634	-0.149	-0.265	-0.2175	-0.4935	-0.6505	-0.327
CAGL0B01012g	0.816166666666667	1.73408333333333	2.52745912027444	0.0344596189725114	0.0558837062349402	-5.08874392609491	1.2	0.859	1.919	2.359	2.5565	1.511
CAGL0L11506g	-0.591333333333333	-0.0338333333333334	-2.52550923662019	0.034566081659475	0.0560386190954084	-5.09185169190084	0.2365	0.476	0.073	-0.467	0.228	-0.7495
CAGL0M05291g	-0.245	-0.0911666666666667	-2.51737134574354	0.0350140072102671	0.0567409053799192	-5.10481872132602	0.042	0.0545	-0.0025	-0.2565	-0.293	-0.0915
CAGL0C01859g	-0.230166666666667	-0.0450833333333333	-2.51711538359416	0.0350281906116148	0.0567409053799192	-5.10522648727185	0.1115	0.08	0.0185	-0.113	-0.224	-0.1435
CAGL0K12298g	0.226666666666667	0.0181666666666667	2.51703768306755	0.0350324973095226	0.0567409053799192	-5.10535026867953	-0.1175	-0.111	-0.057	0.0875	0.116	0.191
CAGL0D05588g	-0.4345	-0.261916666666667	-2.5165257415803	0.0350608860047095	0.0567689377377139	-5.10616580845617	0.0345	0.248	-0.4165	-0.5665	-0.3015	-0.5695
CAGL0I03080g	-0.379333333333334	-0.3835	-2.5150713700463	0.0351416621232669	0.0568817488333321	-5.1084825522974	-0.2535	0.08	-0.408	-0.557	-0.401	-0.7615
CAGL0G09713g	-0.680833333333334	-0.241916666666667	-2.51483486847934	0.0351548152301564	0.0568850658319934	-5.10885927132922	0.1035	-0.187	0.379	-0.435	-1.215	-0.097
CAGL0C00473g	0.249333333333333	0.335	2.51247468625412	0.0352863501956696	0.0570622017376936	-5.11261850730473	0.3025	0.2105	0.118	0.397	0.5485	0.4335
CAGL0I00682g	-0.256	0.1265	-2.51247090000255	0.0352865616055072	0.0570622017376936	-5.1126245375725	0.2555	0.192	0.316	0.136	-0.063	-0.0775
CAGL0L08624g	0.313333333333333	0.203666666666667	2.51202889626537	0.0353112501995762	0.0570760179631112	-5.11332849756587	0.004	0.207	-0.07	0.3235	0.2095	0.548
CAGL0F03245g	-0.291333333333333	0.119333333333333	-2.51161826760625	0.0353342019345156	0.0570760179631112	-5.11398247316389	0.375	0.247	0.173	-0.1	0.161	-0.14
CAGL0I02662g	0.286	-0.192833333333333	2.51156939739817	0.0353369344955917	0.0570760179631112	-5.11406030391381	-0.2475	-0.4015	-0.3585	5e-04	0.086	-0.236
CAGL0K11341g	-0.34	-0.1535	-2.51152047987688	0.0353396699158674	0.0570760179631112	-5.11413820981386	0.175	-0.253	0.1275	-0.2245	-0.302	-0.444
CAGL0J09416g	0.494666666666667	0.219333333333333	2.50804216538874	0.0355347229869969	0.0573729548888702	-5.11967724585098	-0.3445	-0.179	0.4395	0.5225	0.29	0.5875
CAGL0K08800g	-1.17683333333333	-0.56475	-2.50758382058952	0.0355605064606484	0.0573964948323572	-5.12040705983306	-0.1865	0.138	0.1195	-1.1735	-0.008	-2.278
CAGL0M09295g	-0.275166666666667	-0.13675	-2.50639178067991	0.035627651274689	0.0574867582614904	-5.12230503923436	-0.055	-0.1065	0.164	-0.3055	-0.343	-0.1745
CAGL0G04719g	0.3575	-0.252416666666667	2.5005821320885	0.0359567313068522	0.057983803574306	-5.13155348063398	-0.49	-0.524	-0.2795	-0.055	0.1675	-0.3335
CAGL0F02013g	0.262166666666667	0.271916666666667	2.5005539731592	0.035958333780123	0.057983803574306	-5.13159830002043	0.146	0.039	0.2375	0.292	0.406	0.511
CAGL0M04323g	0.261666666666667	-0.0238333333333333	2.49984751244026	0.0359985607604733	0.0580304049011658	-5.13272272129501	-0.0595	-0.2355	-0.169	0.2245	0.1065	-0.01
CAGL0K06897g	0.343833333333333	-0.0185833333333333	2.49819228505335	0.0360929899097606	0.0581643244126152	-5.13535705352596	-0.1625	-0.0745	-0.3345	0.096	0.4085	-0.0445
CAGL0J08569g	-0.2385	0.0499166666666667	-2.49630396132636	0.0362010221796775	0.0583200744108453	-5.13836207025546	0.251	0.1925	0.064	-0.057	-0.1075	-0.0435
CAGL0D05368g	-0.242	0.0843333333333333	-2.49569331149348	0.0362360276170637	0.0583581167815835	-5.1393337711957	0.17	0.292	0.154	0.052	-0.101	-0.061
CAGL0M03333g	-0.28	-0.109166666666667	-2.49180689701617	0.0364596173958729	0.0586997548457124	-5.14551728052106	0.041	0.0815	-0.03	-0.379	-0.057	-0.3115
CAGL0K10692g	0.291	-0.0661666666666667	2.49125916929813	0.0364912404487621	0.0587322101222143	-5.14638863850759	-0.262	-0.3635	-0.0095	0.08	0.0075	0.1505
CAGL0L08162g	0.2895	-0.03675	2.49058606591898	0.0365301399440516	0.0587763526800805	-5.14745941472466	-0.087	-0.1145	-0.343	-0.027	0.1115	0.2395
CAGL0M00726g	-0.251333333333333	0.101166666666667	-2.487998332462	0.0366800780693073	0.0589947724461319	-5.15157561397311	0.2795	0.1015	0.2995	0.0365	-0.103	-0.007
CAGL0L10670g	0.260666666666667	-0.187333333333333	2.48784603920805	0.0366889215329643	0.0589947724461319	-5.15181784161271	-0.3675	-0.1535	-0.432	-0.0815	-0.036	-0.0535
CAGL0H04235g	-0.255166666666667	-0.0425833333333333	-2.48760588714768	0.0367028712061852	0.0589986850295848	-5.15219980742148	0.232	0.0175	0.0055	-0.2105	-0.1885	-0.1115
CAGL0H05863g	-0.324333333333333	-0.139	-2.48227022001147	0.0370141858975005	0.0594804499224891	-5.16068491684127	0.272	-0.1285	-0.074	-0.404	-0.317	-0.1825
CAGL0E05962g	0.235833333333333	-0.08975	2.48201064494532	0.0370293987593981	0.0594862370161167	-5.16109764258772	-0.169	-0.2325	-0.2215	-0.0445	0.132	-0.003
CAGL0M09955g	0.234166666666667	-0.0960833333333333	2.48143198762951	0.037063334690155	0.0595220889083587	-5.16201768841901	-0.1725	-0.2575	-0.2095	-0.046	0.1155	-0.0065
CAGL0D01518g	0.2455	-0.136083333333333	2.48067397873202	0.0371078362899983	0.0595748810133693	-5.16322285041029	-0.339	-0.1285	-0.309	-0.049	-0.018	0.027
CAGL0F03421g	-0.258	0.0253333333333333	-2.48036745466374	0.0371258471561806	0.0595851237409503	-5.16371017937949	0.1415	0.0625	0.259	-0.167	-0.1615	0.0175
CAGL0H03069g	-0.305	-0.0948333333333333	-2.47983359457885	0.0371572369563616	0.059616825846364	-5.16455891893552	0.062	0.247	-0.136	-0.336	-0.1325	-0.2735
CAGL0H05907g	0.283666666666667	0.0488333333333333	2.47921998202466	0.0371933490579865	0.0596560824120428	-5.16553441755005	-0.0905	0.078	-0.2665	0.1865	0.265	0.1205
CAGL0J09306g	0.336833333333333	-0.03275	2.47853343022948	0.037233795668228	0.059702264540949	-5.16662583070789	-0.3265	-0.1375	-0.1395	0.169	0.355	-0.117
CAGL0K04213g	0.2505	-0.184583333333333	2.47769616837223	0.0372831809875542	0.059762745994756	-5.16795676848983	-0.4265	-0.264	-0.239	-0.0755	-0.132	0.0295
CAGL0L04642g	0.354666666666667	0.189333333333333	2.47412638575499	0.0374944836517995	0.0600826524079353	-5.17363066907635	-0.028	-0.1615	0.2255	0.2165	0.2815	0.602
CAGL0M01496g	-0.277833333333333	0.0275833333333333	-2.47325173303693	0.0375464398272517	0.0601470954455942	-5.17502068031759	0.193	0.262	0.0445	-0.182	-0.202	0.05
CAGL0M00660g	0.316333333333333	-0.0775	2.47233956503806	0.0376007017244777	0.0602151906641135	-5.17647023410332	-0.0975	-0.349	-0.2605	-0.093	0.2955	0.0395
CAGL0I04136g	-0.224666666666667	-0.166666666666667	-2.47203504405565	0.0376188342602247	0.0602238115920728	-5.17695414000683	0.0065	-0.0545	-0.115	-0.239	-0.297	-0.301
CAGL0M10505g	0.278	0.168666666666667	2.47185437743691	0.0376295961167724	0.0602238115920728	-5.17724122818107	0.096	-0.1585	0.1515	0.356	0.228	0.339
CAGL0K08294g	0.243833333333333	0.166916666666667	2.47117211783673	0.0376702645725996	0.0602700703951991	-5.17832534430475	0.033	0.168	-0.066	0.2715	0.291	0.304
CAGL0B01837g	-0.246666666666667	0.344166666666667	-2.46683495511268	0.0379298330867256	0.0606664173909757	-5.18521608874632	0.5325	0.398	0.472	0.2075	0.1225	0.3325
CAGL0L11044g	-0.243666666666667	0.277166666666667	-2.46401433852887	0.0380996054702723	0.0609189384594897	-5.18969641876785	0.408	0.276	0.513	0.169	0.158	0.139
