logFC	AveExpr	t	P.Value	adj.P.Val	B	log2.YPGlu37.Ref._YPGlu37.C.1	log2.YPGlu37.Ref._YPGlu37.C.2	log2.YPGlu37.Ref._YPGlu37.C.3	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.1	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.2	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.3
CAGL0F04521g	-0.5565	-0.0859166666666667	-3.88422384799394	0.00225757347034545	0.012356355650192	-1.83489667458633	0.074	0.2335	0.2695	-0.338	-0.4025	-0.352
CAGL0G02629g	0.752	0.287	3.87827240532435	0.00228174327731978	0.0124753156987292	-1.84569013847891	-0.173	-0.112	0.018	0.212	0.872	0.905
CAGL0G01991g	-0.712166666666667	-0.0559166666666667	-3.8769525491593	0.00228713948779309	0.0124860921701071	-1.84808413350183	0.108	0.111	0.6815	-0.55	-0.272	-0.414
CAGL0H04961g	0.951166666666667	0.228583333333333	3.87659860365376	0.00228858882446428	0.0124860921701071	-1.84872615023644	-0.5055	-0.5005	0.265	0.4035	0.543	1.166
CAGL0B02497g	-0.659166666666667	-0.338416666666667	-3.87468235840102	0.00229645192637309	0.0125156629987333	-1.8522021445278	0.001	0.2095	-0.237	-0.867	-0.488	-0.649
CAGL0J00187g	1.09216666666667	0.350583333333333	3.87172451788813	0.00230864381924932	0.0125687378172309	-1.85756802862687	-0.242	-0.222	-0.1225	0.3145	0.6645	1.711
CAGL0G01430g	-0.675166666666667	0.159583333333333	-3.8704602891456	0.00231387516809303	0.0125838455266885	-1.85986166990757	0.2875	0.6275	0.5765	0	-0.0625	-0.4715
CAGL0I07601g	0.564	-0.0348333333333333	3.86604922076663	0.00233222396543375	0.0126701838546311	-1.86786532163571	-0.41	-0.3085	-0.232	0.334	0.2745	0.133
CAGL0C03872g	-1.21133333333333	-1.1235	-3.86351115607888	0.00234284950977236	0.0127144258883091	-1.87247108255824	-1.3835	0.141	-0.311	-2.009	-1.748	-1.4305
CAGL0E02189g	0.589	0.204833333333333	3.86171718968981	0.00235038999358595	0.0127418496689321	-1.87572679996274	-0.277	-0.067	0.075	0.4555	0.464	0.5785
CAGL0E05148g	0.906	-0.6975	3.85923689523475	0.00236085650381552	0.0127828400572979	-1.88022841924567	-1.03	-0.7045	-1.717	-0.5005	-0.1335	-0.0995
CAGL0H05093g	-0.697	0.0288333333333333	-3.8587441478274	0.00236294154484894	0.0127828400572979	-1.88112278022889	0.244	0.6195	0.2685	-0.387	-0.0195	-0.5525
CAGL0G04191g	0.703333333333333	-0.132	3.85622571366817	0.00237362787427227	0.0128154654782258	-1.88569410733433	-0.3175	-0.3625	-0.771	-0.062	0.408	0.313
CAGL0C00847g	-0.642666666666667	-0.0126666666666667	-3.85614397391647	0.00237397554925556	0.0128154654782258	-1.88584248379605	0.1435	0.431	0.3515	-0.072	-0.417	-0.513
CAGL0M02937g	-0.657333333333334	-0.436333333333333	-3.85387112592727	0.00238366401429922	0.0128306705081361	-1.88996839756879	-0.1155	0.004	-0.2115	-0.4525	-0.871	-0.9715
CAGL0I02860g	0.800833333333334	0.43975	3.85375809845244	0.00238414687849323	0.0128306705081361	-1.89017358561532	-0.041	-0.151	0.31	0.6815	1.2865	0.5525
CAGL0D02706g	-0.655	-0.287666666666667	-3.85372091695075	0.00238430574345999	0.0128306705081361	-1.89024108442387	-0.112	0.0665	0.165	-0.368	-0.597	-0.8805
CAGL0G03509g	-0.612166666666667	-0.168916666666667	-3.85232869805143	0.00239026211871785	0.01284922647869	-1.8927685638557	0.323	0.149	-0.0605	-0.444	-0.364	-0.617
CAGL0I04884g	0.8255	0.190583333333333	3.8493771951184	0.00240294039154293	0.0129038402786944	-1.89812722677267	-0.099	-0.139	-0.4285	0.0825	0.842	0.8855
CAGL0A01540g	-0.7985	-0.308916666666667	-3.84856598256653	0.00240643710504464	0.0129090861666426	-1.89960013769445	-0.183	0.405	0.049	-0.3945	-1.086	-0.644
CAGL0H03685g	-0.865166666666667	0.0894166666666667	-3.84580008392989	0.00241839891093215	0.0129596837036667	-1.90462246682134	0.4585	0.22	0.8875	0.121	-0.5445	-0.606
CAGL0L07700g	-0.704666666666667	-0.321166666666667	-3.84225594659057	0.00243381599635691	0.0130286722563599	-1.91105862992798	0.1735	-0.3515	0.2715	-0.714	-0.7715	-0.535
CAGL0G10175g	-1.02666666666667	-2.04866666666667	-3.84034905055197	0.00244215289991721	0.0130596548082212	-1.91452188460991	-1.6725	-0.807	-2.1265	-2.6585	-2.5795	-2.448
CAGL0H02101g	1.63233333333333	-0.2805	3.83658238344845	0.00245870723336168	0.0131344704447465	-1.92136347405775	-0.8565	-1.132	-1.3015	-0.227	-0.052	1.886
CAGL0D03278g	-0.673833333333333	-0.29775	-3.83567751457397	0.00246270128311775	0.0131421027848044	-1.92300716499524	0.2915	-0.0675	-0.1065	-0.3995	-0.868	-0.6365
CAGL0E03740g	-0.5865	-0.115916666666667	-3.83386232580656	0.00247073360505223	0.0131678837734081	-1.92630460161986	0.3355	0.0505	0.146	-0.43	-0.525	-0.2725
CAGL0D02002g	-0.5795	-0.106416666666667	-3.83342494340433	0.00247267308023006	0.0131678837734081	-1.92709917246149	0.2685	0.26	0.0215	-0.3475	-0.3155	-0.5255
CAGL0A01366g	0.692666666666667	0.298166666666667	3.83134800002491	0.00248190424917192	0.0132033182435179	-1.93087241324002	-0.29	-0.0795	0.225	0.4035	0.857	0.673
CAGL0I00242g	0.709333333333333	0.1104	3.83894625661351	0.00287054736852642	0.0147157715266764	-1.93174806380409	-0.186	-0.38	0.046	0.612	NA	0.46
CAGL0I05654g	-0.597833333333333	-0.40875	-3.82976133224884	0.00248898025213488	0.0132212756362388	-1.93375513560659	-0.2505	-0.2085	0.1295	-0.736	-0.651	-0.736
CAGL0K11660g	-0.574	-0.1815	-3.82943428779642	0.00249044134081016	0.0132212756362388	-1.93434934244914	0.047	0.0685	0.201	-0.3305	-0.626	-0.449
CAGL0M01672g	0.600166666666667	-0.0929166666666667	3.82853862647484	0.00249444727961073	0.0132286969671056	-1.9359767024637	-0.495	-0.498	-0.186	0.114	0.159	0.3485
CAGL0K12518g	0.747666666666666	-1.73116666666667	3.82796782678714	0.00249700370236017	0.0132286969671056	-1.93701383505301	-2.077	-1.8695	-2.3685	-1.2495	-1.7205	-1.102
CAGL0K10472g	-0.608	-0.0295	-3.82561007133791	0.0025075919305	0.0132618353053623	-1.9412980445234	0.241	0.4365	0.146	-0.422	-0.1285	-0.45
CAGL0G00924g	-0.625833333333333	-0.442583333333333	-3.82491962463997	0.00251070133839304	0.0132618353053623	-1.94255269947968	-0.1875	-0.135	-0.0665	-0.5	-0.7635	-1.003
CAGL0K04961g	0.7745	0.43075	3.8248478418009	0.00251102483822008	0.0132618353053623	-1.94268314234319	0.011	-0.0985	0.218	0.6785	0.498	1.2775
CAGL0B00374g	0.649	0.119333333333333	3.81943110384347	0.00253556039623019	0.0133776270956614	-1.95252727107387	-0.204	-0.482	0.0705	0.4225	0.5485	0.3605
CAGL0K01309g	-0.636166666666667	-0.164583333333333	-3.81791700864367	0.00254246266034393	0.0134002430133148	-1.95527923437365	0.2375	0.291	-0.068	-0.46	-0.2995	-0.6885
CAGL0D06292g	0.735	0.3445	3.81607773474458	0.00255087333779302	0.0134307544804868	-1.95862241562593	0.0375	-0.143	0.0365	0.3035	1.0645	0.768
CAGL0M05841g	1.01083333333333	1.14991666666667	3.80328611913651	0.00261016503883125	0.0137252142258774	-1.98187883408298	0.828	0.8205	0.285	1.1215	1.5445	2.3
CAGL0E05808g	0.793166666666667	0.581583333333333	3.80286143397839	0.00261215769475512	0.0137252142258774	-1.98265111888248	-0.178	0.189	0.544	0.667	1.2405	1.027
CAGL0A04631g	-0.6255	-0.0635833333333333	-3.79870230564813	0.00263175559190299	0.0138140203865974	-1.9902149985483	0.073	0.515	0.1595	-0.268	-0.351	-0.51
CAGL0M03883g	0.659	-0.0516666666666667	3.79792155945442	0.00263545131946916	0.0138140358230753	-1.99163499222008	-0.27	-0.5445	-0.329	0.0555	0.193	0.585
CAGL0H03047g	0.583166666666667	0.27225	3.79756276778684	0.00263715148057147	0.0138140358230753	-1.99228756169318	0.045	-0.157	0.054	0.72	0.406	0.5655
CAGL0F08041g	0.828	0.493666666666667	3.79635340027488	0.00264289047700972	0.0138299570109507	-1.99448721136905	-0.101	-0.2475	0.5875	1.0325	1.0445	0.646
CAGL0M10307g	-0.567833333333333	-0.0400833333333333	-3.79563595641708	0.00264630114492858	0.01383208948896	-1.99579216900497	0.2915	0.2065	0.2335	-0.249	-0.5105	-0.2125
CAGL0L13090g	-0.588666666666667	-0.4015	-3.79462119326875	0.00265113297890356	0.01383208948896	-1.99763797088819	-0.169	-0.165	0.0125	-0.498	-0.85	-0.7395
CAGL0M04037g	0.582666666666667	0.0356666666666667	3.79456559273031	0.00265139798519593	0.01383208948896	-1.99773910711416	-0.2635	-0.1955	-0.308	0.48	0.385	0.116
CAGL0L03740g	-0.568666666666667	-0.398166666666667	-3.79007406945259	0.00267289601398853	0.0139300572529636	-2.0059096799108	-0.01	-0.1445	-0.187	-0.542	-0.6745	-0.831
CAGL0K11858g	0.728833333333333	-0.00541666666666667	3.78797621637456	0.00268299845073754	0.0139552862560955	-2.00972629875074	-0.247	-0.1805	-0.682	0.422	0.6105	0.0445
CAGL0F06501g	0.619166666666667	0.0854166666666667	3.7879375459818	0.00268318504045561	0.0139552862560955	-2.00979665404565	-0.203	-0.306	-0.1635	0.596	0.47	0.119
CAGL0F02849g	-1.035	0.0848333333333333	-3.78637609742572	0.00269073039774804	0.0139803365392122	-2.01263755901137	0.8025	0.478	0.5265	0.34	-0.7145	-0.9235
CAGL0J02794g	-0.576	-0.521166666666667	-3.78482589207032	0.00269824301928954	0.014005166147741	-2.01545814442623	-0.241	-0.265	-0.1935	-0.7625	-1.012	-0.653
CAGL0G03267g	-0.576666666666667	-0.323333333333333	-3.7808050017856	0.00271782983154195	0.0140925528613253	-2.02277475023498	0.0475	0.087	-0.2395	-0.5385	-0.6305	-0.666
CAGL0J07832g	0.614666666666667	-0.257833333333333	3.78023062496481	0.00272063968641265	0.0140928585576259	-2.02381998794116	-0.704	-0.4515	-0.54	0.2665	0.052	-0.17
CAGL0L11066g	-0.663666666666667	-0.0288333333333333	-3.77417896808544	0.00275042664656851	0.0142196388791714	-2.03483376908284	0.519	0.2725	0.1175	-0.649	-0.23	-0.203
CAGL0I07887g	0.708166666666667	-0.181083333333333	3.77413060506261	0.00275066604123733	0.0142196388791714	-2.03492179607977	-0.5955	-0.6955	-0.3145	0.5135	-0.121	0.1265
CAGL0L08074g	0.625333333333333	-0.0845	3.77341428779069	0.00275421428797402	0.0142236288279142	-2.03622560185227	-0.291	-0.582	-0.3185	0.4315	0.254	-0.001
CAGL0F06743g	0.542166666666667	0.290416666666667	3.76948892963933	0.00277374212470999	0.0143034512242965	-2.04337084784163	-0.0455	0.1345	-0.031	0.553	0.6235	0.508
CAGL0G07128g	-0.5635	0.27475	-3.76918604150212	0.00277525483446236	0.0143034512242965	-2.0439222237346	0.675	0.596	0.3985	-0.1085	0.0495	0.038
CAGL0L11638g	-0.677666666666667	-0.141166666666667	-3.76845256576591	0.00277892153702015	0.0143079548081952	-2.04525745965093	0.077	0.0925	0.4235	-0.545	-0.1745	-0.7205
CAGL0J09372g	-0.686333333333333	0.000833333333333323	-3.76683248606017	0.00278703810551615	0.0143353375648185	-2.04820679341624	0.2415	0.577	0.2135	-0.016	-0.4525	-0.5585
CAGL0I06985g	-0.731833333333334	-0.0785833333333333	-3.75945176129896	0.00282432502367815	0.0145125547605849	-2.06164510186722	0.0905	0.413	0.3585	-0.02	-0.659	-0.6545
CAGL0D02970g	-0.622166666666667	-0.373583333333333	-3.75457617874723	0.0028492370758137	0.0146258933260457	-2.07052382191948	-0.0195	0.108	-0.276	-0.4705	-0.8115	-0.772
CAGL0F01969g	0.8025	0.37275	3.75006448646717	0.00287249102609339	0.0147157715266764	-2.07874099652128	-0.206	-0.385	0.5055	0.648	0.8095	0.8645
CAGL0A02695g	0.6915	0.198416666666667	3.74562816879374	0.00289554671652107	0.014793133333363	-2.08682192983404	-0.266	-0.092	-0.084	0.1605	0.838	0.634
CAGL0M01210g	-0.589833333333333	-0.528416666666667	-3.74516044985491	0.00289798852418893	0.014793133333363	-2.08767395853889	-0.43	-0.0555	-0.215	-0.729	-0.783	-0.958
CAGL0C05533g	0.624	0.332666666666667	3.7450883460959	0.00289836514255492	0.014793133333363	-2.08780530866958	0.158	-0.1505	0.0545	0.7445	0.386	0.8035
CAGL0G06380g	-0.720666666666667	-0.318	-3.74493959446304	0.00289914227341333	0.014793133333363	-2.08807628771397	0.08	0.189	-0.142	-0.9895	-0.2855	-0.76
CAGL0B01617g	0.553666666666667	0.363333333333333	3.74437728670171	0.00290208190214531	0.0147933985917318	-2.08910064727919	-0.017	0.177	0.0995	0.541	0.7725	0.607
CAGL0M08536g	-0.566833333333334	-0.211916666666667	-3.74065837553618	0.0029216008738426	0.0148780927203734	-2.0958758213675	0.048	0.248	-0.0815	-0.535	-0.544	-0.407
CAGL0M01870g	0.683166666666667	0.115916666666667	3.73945473110604	0.00292794714295918	0.0148956039854815	-2.09806879283863	-0.319	-0.517	0.159	0.48	0.383	0.5095
CAGL0J03586g	-0.718333333333333	-0.125	-3.73339248560309	0.00296012659661599	0.015033214594207	-2.10911497916568	0.2325	0.3675	0.1025	-0.0925	-0.523	-0.837
CAGL0D04004g	0.555166666666667	0.251416666666667	3.73325409677906	0.00296086541588033	0.015033214594207	-2.10936716300619	0.079	-0.1355	-0.022	0.3915	0.5815	0.614
CAGL0M13343g	0.877333333333334	0.220333333333333	3.73224603392093	0.00296625290090036	0.0150456570409035	-2.11120416963193	-0.42	-0.4895	0.2545	0.3465	1.0905	0.54
CAGL0I01628g	0.6735	0.13325	3.73110843620601	0.0029723447675343	0.0150616441583365	-2.11327729068161	-0.409	-0.0395	-0.162	0.17	0.4965	0.7435
CAGL0I08613g	1.03483333333333	0.300083333333333	3.7304224755877	0.00297602431524874	0.0150653879120744	-2.11452739432815	-0.518	-0.4695	0.3355	0.433	1.42	0.5995
CAGL0D02134g	0.654	-0.482666666666667	3.72915564160033	0.00298283201941405	0.0150849441613605	-2.11683615106912	-0.5915	-0.7695	-1.068	-0.31	-0.2405	0.0835
CAGL0B02838g	1.00816666666667	0.323583333333333	3.72735606620205	0.00299253007837973	0.0151190646859363	-2.12011594627094	-0.0585	-0.5595	0.0765	0.299	0.7	1.484
CAGL0I06875g	-0.524833333333333	-0.208916666666667	-3.72620309916681	0.00299876052922012	0.0151356159519159	-2.12221735746651	0.0655	0.0775	0.0175	-0.5	-0.5225	-0.3915
CAGL0K12100g	-0.823166666666667	1.09825	-3.72163634880383	0.00302356971289211	0.0152458146054589	-2.13054141481376	1.1995	1.666	1.664	0.372	1.184	0.504
CAGL0F05709g	0.6245	-0.00641666666666668	3.72032065858413	0.0030307563325975	0.0152528053114708	-2.13293978288783	-0.3515	-0.522	-0.0825	0.243	0.172	0.5025
CAGL0D05214g	-0.657833333333333	-0.0355833333333333	-3.72029242255292	0.00303091075679823	0.0152528053114708	-2.13299125519808	0.2185	0.1265	0.535	-0.099	-0.409	-0.5855
CAGL0L12782g	-0.790333333333333	0.173	-3.71940565081195	0.0030357646678056	0.0152622398362788	-2.1346077978473	0.3685	0.7515	0.5845	-0.6365	-0.2665	0.2365
CAGL0L12342g	0.5565	-0.603916666666667	3.71650532843523	0.00305169594940538	0.0153272924988272	-2.13989521432704	-0.952	-0.698	-0.9965	-0.3245	-0.274	-0.3785
CAGL0B04631g	-0.602666666666667	-0.160833333333333	-3.7155433869913	0.00305699876979672	0.015338888048647	-2.14164896622338	-0.0365	0.404	0.054	-0.541	-0.3585	-0.487
CAGL0E00495g	-0.578333333333333	0.113666666666667	-3.71332411356346	0.00306926891291948	0.0153853861456815	-2.14569517772291	0.407	0.5745	0.227	-0.216	-0.0395	-0.271
CAGL0I07799g	-0.579	-0.238833333333333	-3.71273284310783	0.00307254651214652	0.0153867602949429	-2.14677323048533	-0.0325	0.0535	0.131	-0.428	-0.402	-0.755
CAGL0B02651g	0.751166666666667	-0.480583333333333	3.70749203250549	0.00310175554319447	0.0155178648904153	-2.15632943470699	-0.6705	-0.5785	-1.3195	0.0405	-0.295	-0.0605
CAGL0D05500g	-0.523666666666667	-0.063	-3.70093260736396	0.00313871582533301	0.0156874548031034	-2.16829185428574	0.1365	0.2335	0.2265	-0.2585	-0.394	-0.322
CAGL0M04191g	0.817666666666667	1.356	3.69789558677599	0.0031559812913523	0.0157583744206606	-2.17383114550957	0.573	0.863	1.4055	1.4425	1.853	1.999
CAGL0J10846g	0.613833333333334	0.21625	3.69566935697451	0.00316869930416656	0.0158064717967335	-2.17789188689417	-0.1445	0.1555	-0.283	0.6985	0.465	0.406
CAGL0J03344g	-0.569166666666667	-0.240916666666667	-3.69264835661728	0.00318604185332812	0.0158649587337245	-2.18340268740259	-0.044	0.1855	-0.0105	-0.555	-0.3545	-0.667
CAGL0K08030g	0.515666666666667	-0.0533333333333333	3.69254833417331	0.00318661771169285	0.0158649587337245	-2.18358515186323	-0.3605	-0.291	-0.282	0.216	0.2305	0.167
CAGL0L01947g	0.618166666666667	0.245083333333333	3.6901058479004	0.00320071301599718	0.0159176797190795	-2.18804096187214	-0.175	0.0185	-0.0355	0.294	0.5515	0.817
CAGL0A04323g	-0.538833333333333	0.289083333333333	-3.68963779491835	0.00320342139183505	0.0159176797190795	-2.18889485830133	0.446	0.6115	0.618	-0.091	0.0565	0.0935
CAGL0L05456g	0.541833333333334	0.276083333333333	3.68716775365215	0.00321775321938067	0.0159734009136504	-2.19340126212838	0.0305	0.109	-0.124	0.45	0.612	0.579
CAGL0H01617g	0.701333333333333	0.436666666666667	3.68590402386518	0.00322511113543851	0.0159944282157323	-2.1957069473479	0.2735	-0.1715	0.156	0.6575	0.562	1.1425
CAGL0I04532g	0.683333333333334	0.650666666666667	3.68463734626741	0.00323250353920968	0.0160155857169934	-2.19801808228629	0.2095	0.0475	0.67	0.9345	0.856	1.1865
CAGL0C04279g	1.22833333333333	0.9205	3.68342448332972	0.00323959817051222	0.0160224421778634	-2.20023109567888	0.4605	0.1185	0.34	0.9885	1.0615	2.554
CAGL0J00495g	0.682	0.347166666666667	3.68317201783884	0.00324107697291381	0.0160224421778634	-2.2006917573346	-0.073	-0.0705	0.162	0.4065	0.5935	1.0645
CAGL0I04334g	-0.574833333333333	-0.0259166666666667	-3.6827978243752	0.00324327006411173	0.0160224421778634	-2.2013745353598	0.483	0.061	0.2405	-0.2885	-0.347	-0.3045
CAGL0B00506g	0.553833333333333	0.31175	3.6805934797004	0.00325622033138336	0.0160513666129072	-2.20539685307592	0.114	-0.0315	0.022	0.4585	0.7655	0.542
CAGL0K12694g	0.713666666666667	0.544333333333333	3.67986939975739	0.00326048578133715	0.0160513666129072	-2.2067181447723	-0.0135	0.036	0.54	0.6085	1.114	0.981
CAGL0J03058g	0.857833333333333	-0.480583333333333	3.67967168351678	0.00326165149501543	0.0160513666129072	-2.20707893879971	-1.1245	-0.69	-0.914	-0.285	0.536	-0.406
CAGL0I10450g	0.523333333333333	0.135166666666667	3.67932911237041	0.00326367226988316	0.0160513666129072	-2.20770406915894	-0.181	-0.101	-0.0975	0.329	0.37	0.4915
CAGL0L03542g	0.769333333333334	-0.296333333333333	3.67831303918777	0.00326967348768874	0.0160513666129072	-2.20955824904421	-0.5765	-0.871	-0.5955	0.331	-0.414	0.348
CAGL0K10912g	0.5425	-0.251416666666667	3.67807943970446	0.00327105479250487	0.0160513666129072	-2.20998453914119	-0.597	-0.569	-0.402	-0.086	0.13	0.0155
CAGL0I01364g	-0.894166666666667	-0.37175	-3.67807900927331	0.00327105733825397	0.0160513666129072	-2.20998532462688	0.239	0.3555	-0.3685	-1.219	-0.9025	-0.335
CAGL0K07678g	0.635500000000001	-2.82891666666667	3.67710643603939	0.00327681473502517	0.0160642314713244	-2.21176017576732	-2.93	-3.2365	-3.2735	-2.3245	-2.785	-2.424
CAGL0F01947g	0.667	-0.4135	3.66879966111796	0.00332641432525044	0.0162917978855239	-2.22692089146702	-0.6875	-0.8415	-0.712	0.312	-0.2615	-0.2905
CAGL0L02145g	-0.608333333333333	-0.012	-3.66760039345692	0.00333363847405898	0.0163115853893068	-2.22910992130801	0.2235	0.547	0.106	-0.374	-0.4245	-0.15
CAGL0K01243g	0.692	-0.291166666666667	3.66577253639894	0.00334468008266784	0.0163499962438047	-2.23244643564688	-0.7315	-0.4925	-0.6875	-0.22	-0.0765	0.461
CAGL0H01331g	-0.559666666666667	-0.3095	-3.65982420902337	0.00338087267476215	0.0165035001525825	-2.2433052981958	-0.0495	0.1655	-0.205	-0.5725	-0.5495	-0.646
CAGL0K01969g	-0.514	-0.202	-3.65902901330385	0.0033857413805269	0.0165035001525825	-2.24475706472299	0.0115	0.071	0.0825	-0.4285	-0.5275	-0.421
CAGL0L06270g	0.597833333333333	-0.0220833333333333	3.65902819876658	0.00338574637133792	0.0165035001525825	-2.2447585518142	-0.2895	-0.5055	-0.168	0.4455	0.067	0.318
CAGL0I00902g	0.611333333333334	-0.0956666666666667	3.65743951809106	0.00339549486128403	0.0165352853368423	-2.24765903950291	-0.3305	-0.336	-0.5375	-0.0765	0.3955	0.311
CAGL0G05676g	0.957833333333334	0.49375	3.6561702570629	0.00340330399960826	0.0165575749192717	-2.24997643033607	-0.0805	0.154	-0.029	0.442	0.7805	1.6955
CAGL0K03795g	-0.6225	-0.251916666666667	-3.65272510661372	0.00342459325897365	0.016645342756852	-2.25626684609273	0.0475	0.232	-0.1015	-0.4515	-0.396	-0.842
CAGL0G04433g	-0.531333333333333	-0.944166666666667	-3.65184166516418	0.00343007443303921	0.0166561813464075	-2.25787997753725	-0.711	-0.6815	-0.643	-1.147	-1.3575	-1.125
CAGL0A02321g	-0.753833333333334	-0.44775	-3.64819638151102	0.00345278629856273	0.0167272179238951	-2.26453646191784	-0.2875	-0.2005	0.2755	-1.104	-0.9235	-0.4465
CAGL0G06094g	0.554833333333333	-0.101916666666667	3.64806399395228	0.0034536140312463	0.0167272179238951	-2.26477821871481	-0.186	-0.397	-0.555	0.1805	0.148	0.198
CAGL0I07535g	-0.628333333333334	-0.0356666666666667	-3.64792254462041	0.0034544986460045	0.0167272179238951	-2.26503652425076	0.2025	0.071	0.562	-0.184	-0.3475	-0.518
CAGL0K11968g	0.535833333333333	0.17775	3.6435629647245	0.00348187735461173	0.0168438693934617	-2.2729980924467	-0.1695	0.0215	-0.1225	0.5125	0.504	0.3205
CAGL0I06446g	-0.608333333333333	-0.0411666666666667	-3.64200443483971	0.00349171899338691	0.0168755437765294	-2.27584449784611	0.13	0.4725	0.1865	-0.2555	-0.1975	-0.583
CAGL0D04202g	0.652166666666667	0.417083333333333	3.63991055867785	0.00350498607462423	0.0169059470375696	-2.27966877642264	-0.155	0.042	0.386	0.575	0.694	0.9605
CAGL0M06149g	-0.505333333333333	-0.190333333333333	-3.6396601091138	0.00350657641188266	0.0169059470375696	-2.28012621165623	0.0575	0.093	0.0365	-0.4325	-0.4565	-0.44
CAGL0L09647g	-0.508333333333334	-0.1265	-3.63945022039475	0.0035079097600891	0.0169059470375696	-2.28050956613831	0.0825	0.1685	0.132	-0.407	-0.3425	-0.3925
CAGL0J08118g	0.602	0.146666666666667	3.63795041071388	0.00351745264851755	0.0169336341397628	-2.2832489660689	0.1215	-0.214	-0.3705	0.376	0.4105	0.5565
CAGL0G09361g	0.553833333333333	-0.14625	3.6375091177644	0.00352026553949782	0.0169336341397628	-2.2840550033987	-0.521	-0.5405	-0.208	0.1525	0.1335	0.106
CAGL0L06622g	0.607166666666667	0.0999166666666667	3.63574477348723	0.00353153487761312	0.0169719072964465	-2.28727771577084	-0.244	0.0675	-0.4345	0.354	0.532	0.3245
CAGL0H04983g	0.5735	0.13025	3.63508539541481	0.00353575598408538	0.0169762679535796	-2.28848215174148	-0.326	0.0335	-0.177	0.3195	0.569	0.3625
CAGL0K05115g	-0.638	-0.753666666666667	-3.63440259538928	0.00354013247790578	0.0169813658092802	-2.28972938825611	-0.3175	-0.301	-0.6855	-0.965	-0.9105	-1.3425
CAGL0H08690g	0.7245	0.374583333333333	3.63003714004921	0.00356824490410865	0.0171002045311025	-2.29770396283454	0.197	0.0155	-0.1755	0.4355	0.606	1.169
CAGL0M05753g	0.590666666666667	0.4795	3.62791351911263	0.00358200307052941	0.0171500950750674	-2.30158353548724	-0.03	0.2955	0.287	0.612	0.958	0.7545
CAGL0F04125g	0.601333333333333	0.0891666666666667	3.62563227265181	0.0035968429869816	0.017205066874236	-2.30575125540154	-0.2315	-0.249	-0.154	0.3595	0.67	0.14
CAGL0A03014g	0.530666666666667	-0.103666666666667	3.62467654566552	0.00360307886657584	0.0172188181282351	-2.30749737646148	-0.2785	-0.4675	-0.361	0.062	0.271	0.152
CAGL0K09966g	-0.592	-0.123333333333333	-3.62220037431032	0.00361928682833525	0.0172801550993117	-2.31202151746026	0.197	0.108	0.213	-0.1775	-0.401	-0.6795
CAGL0K08184g	0.636833333333333	0.325416666666667	3.62001188968782	0.00363367387504242	0.0173326920501325	-2.31602021998583	0.152	-0.2415	0.1105	0.684	0.3875	0.86
CAGL0K05577g	0.633833333333333	0.309416666666667	3.61699932507625	0.00365357426775881	0.0174048352827713	-2.32152492734739	-0.088	-0.007	0.0725	0.355	0.562	0.962
CAGL0D01188g	0.982833333333333	0.02275	3.61669466941185	0.00365559296589146	0.0174048352827713	-2.32208162735749	-0.785	-0.938	0.317	0.511	0.629	0.4025
CAGL0M10934g	-0.519666666666667	-0.278666666666667	-3.6140513410766	0.00367315610911296	0.0174627684664471	-2.32691194316404	-0.0025	-0.028	-0.026	-0.4135	-0.564	-0.638
CAGL0M00572g	-0.703833333333334	-0.12775	-3.61383786854287	0.00367457825626195	0.0174627684664471	-2.32730204539039	0.24	0.063	0.3695	-0.0465	-0.726	-0.6665
CAGL0G08404g	0.630666666666667	0.0636666666666667	3.60684310738401	0.00372149035822509	0.0176693189112022	-2.34008523522518	-0.281	-0.3475	-0.1265	0.3285	0.697	0.1115
CAGL0H00935g	-0.564833333333334	-0.0374166666666667	-3.60508577975762	0.00373337239657209	0.017707621758613	-2.34329708333474	0.2985	0.324	0.1125	-0.482	-0.3585	-0.119
CAGL0K06325g	0.524833333333333	0.259583333333333	3.60423289477665	0.00373915310528729	0.017707621758613	-2.34485592966894	0.027	-0.0155	-0.02	0.374	0.567	0.625
CAGL0L03630g	0.758833333333333	0.17725	3.6041187961464	0.00373992714089776	0.017707621758613	-2.3450644734168	-0.185	-0.234	-0.1875	0.1075	1.045	0.5175
CAGL0M07001g	1.35933333333333	0.599833333333333	3.60044298602996	0.00376495148675528	0.0178096458602468	-2.35178316985527	0.0965	-0.028	-0.308	1.013	0.4175	2.408
CAGL0D06578g	-0.591333333333333	-0.262833333333333	-3.59509620182341	0.00380165789163081	0.0179666913088788	-2.36155690052299	0.241	-0.005	-0.1375	-0.4255	-0.764	-0.486
CAGL0C00583g	-0.518166666666667	-0.330583333333333	-3.59378845647616	0.00381069135798829	0.0179927850939853	-2.36394755547104	-0.0815	0.0195	-0.1525	-0.6095	-0.499	-0.6605
CAGL0B01837g	-0.507	0.098	-3.59091424109429	0.00383062274843554	0.0180654828141592	-2.36920202828026	0.418	0.346	0.2905	-0.096	-0.1895	-0.181
CAGL0H01221g	0.745	0.334666666666667	3.59055222757202	0.00383314070251631	0.0180654828141592	-2.3698638591683	0.021	-0.0855	-0.049	0.3465	0.556	1.219
