log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3	log2.YPGlu37.Ref._YPGlu37.C.1	log2.YPGlu37.Ref._YPGlu37.C.2	log2.YPGlu37.Ref._YPGlu37.C.3	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.1	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.1	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.3	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.1	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.2	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.3
CAGL0L04180g	0.0755	-0.0895	0.075	0.1545	0.2465	0.3295	0.059	-0.1685	0.0945	0.4405	0.438	0.2375	0.2665	0.2	0.0455	-0.2405	-0.5
CAGL0L04202g	0.032	0.1775	-0.00549999999999999	-0.118	NA	0.0805	0.12	0.306	-0.015	0.1115	0.0155	-0.156	-0.203	-0.169	-0.075	-0.1515	-0.234
CAGL0L04224g	-0.066	-0.2005	-0.101	-0.366	-0.4585	-0.586	-0.6405	-0.169	-0.282	-0.495	-0.19	0.2875	0.366	0.1245	0.247	-0.238	-0.154
CAGL0L04246g	0.084	0.267	-0.277	-0.9235	-0.464	-0.668	0.0175	0.318	0.249	-0.53	-0.939	0.103	0.0715	-0.0845	5e-04	0.351	0.1505
CAGL0L04268g	-0.647	-0.6355	-0.666	0.744	1.008	0.3795	-0.4615	-0.4675	-0.175	0.307	0.3035	-0.144	-0.175	-0.1125	0.3635	0.1985	0.214
CAGL0L04290g	0.2365	0.154	0	-0.14	0.128	0.1305	0.0125	-0.273	0.629	-0.165	-0.613	0.046	0.0955	NA	0.1685	0.4315	0.4415
CAGL0L04312g	-0.321	-0.31	-0.1015	0.204	0.1505	0.096	-0.351	-0.4315	-0.2315	0.217	0.045	-0.033	0.05	0.112	-0.2345	-0.636	-0.584
CAGL0L04334g	0.0785	0.0135	-0.103	-0.226	-0.2535	-0.3935	-0.691	-0.9885	-0.2185	-0.692	-0.6355	0.267	0.256	0.277	0.336	0.0765	-0.1625
CAGL0L04350g	0.2935	0.0105	0.43	0.0795	-0.1615	0.288	0.31	0.174	-0.0295	0.497	0.5985	-0.1345	-0.065	-0.1015	-0.295	-0.7115	-0.565
CAGL0L04356g	-0.144	0.463	-0.139	-0.343	-0.393	-0.1995	0.134	0.459	0.237	-0.1835	0.122	0.383	0.433	0.3905	0.24	0.224	0.123
CAGL0L04378g	-0.471	-0.832	-0.8565	-0.0705	0.054	-0.2945	-1.031	-1.011	-0.726	-0.584	-0.219	-0.33	-0.5215	-0.406	-0.989	-0.885	-0.3365
CAGL0L04400g	-0.6055	-0.2645	-0.3155	0.221	0.186	0.1965	-0.151	0.4065	0.125	-0.151	-0.011	-0.34	-0.584	-0.4885	-0.377	-0.1415	-0.39
CAGL0L04422g	-0.3845	-0.647	-0.122	0.1065	-0.1105	-0.118	-0.091	-0.4975	-0.104	0.2835	0.277	0.2855	0.2845	0.374	0.1935	-0.48	-0.054
CAGL0L04444g	0.681	0.4945	0.4815	-0.2745	-0.237	-0.191	0.5465	0.271	-0.1405	0.4225	0.402	0.035	0.287	0.1555	0.0185	0.1465	-0.325
CAGL0L04466g	-0.1455	-0.0565	-0.2665	-0.3945	-0.015	-0.479	0.083	0.262	-0.049	-0.0355	0.073	-0.1075	0.0685	-0.057	0.2845	0.3775	0.243
CAGL0L04488g	0.333	0.111	0.1415	-0.263	-0.1735	-0.2025	0.483	0.3715	0.061	0.505	0.1135	-0.434	-0.464	-0.375	-0.0315	0.3665	0.6025
CAGL0L04510g	0.1235	0.7985	0.328	-1.3115	-1.263	-0.877	0.218	0.7405	0.9055	-1.249	-1.097	0.7715	0.7375	0.711	-0.447	0.115	-0.4095
CAGL0L04532g	0.281	0.5005	0.1055	-0.5445	-0.5965	-0.0735	0.1655	0.3435	0.0225	-0.162	-0.273	NA	0.1375	0.147	-0.101	-0.0305	-0.553
CAGL0L04554g	-0.085	-0.2825	-0.2675	0.0895	0.2535	-0.1885	-0.1205	-0.493	-0.1745	0.1415	0.1185	0.372	0.2895	0.2315	0.436	0.492	0.3915
CAGL0L04576g	-0.0595	0.3735	-0.039	-0.194	-0.112	0.0245	-0.2395	0.391	0.4885	-0.093	-0.167	0.629	0.5485	0.429	0.3545	1.2065	0.631
CAGL0L04598g	-1.2555	-1.3685	-1.2395	0.8045	0.969	0.5585	-0.04	0.1465	-0.072	0.307	0.242	-0.709	-1.188	-0.966	0.1525	0.6335	0.5455
CAGL0L04620g	-0.014	0.105	0.066	0.29	0.3975	0.2485	-0.0915	0.1175	-0.2615	-0.0485	-0.0635	-0.093	-0.159	-0.536	-0.2725	-0.283	0.023
CAGL0L04642g	-0.028	-0.1615	0.2255	0.2165	0.2815	0.602	0.824	0.755	0.6175	1	1.1065	-0.396	-0.3775	-0.4035	0.4445	0.499	0.553
CAGL0L04664g	0.1815	0.095	0.162	-0.9715	-1.4785	-1.2715	0.085	5e-04	0.497	-1.5715	-1.2595	0.356	0.492	0.173	0.7895	0.6585	0.56
CAGL0L04686g	-1.4575	-1.3265	-1.2635	0.482	0.4595	0.058	-1.3625	-0.7865	-2.1455	-0.7095	-0.4285	-0.855	-1.0025	-0.848	-1.0275	-1.1955	-1.11
CAGL0L04708g	0.324	0.451	0.6795	-0.0715	-0.208	-0.374	0.0235	0.027	-0.061	-1.4185	-1.127	0.531	0.444	0.529	-0.502	-0.6875	-0.8015
CAGL0L04730g	-0.603	-0.664	-0.5355	0.4595	0.492	0.0995	-0.6825	-0.7685	-0.6775	-0.341	-0.221	-0.256	-0.24	-0.121	-0.034	-0.3515	-0.239
CAGL0L04752g	0.0635	-0.1055	-0.0275	0.083	-0.182	-0.01	-0.1095	-0.163	-0.067	-0.502	-0.472	-0.318	-0.247	-0.146	-0.1035	0.105	0.008
CAGL0L04774g	0.3895	0.046	0.155	-0.409	-0.3125	-0.248	0.312	-0.302	0.3275	-0.3085	-0.518	0.383	0.4175	0.2435	0.0655	-0.45	-0.534
CAGL0L04796g	0.221	0.051	0.2955	-0.1765	-0.406	-0.0925	0.271	0.1075	-0.267	0.12	-0.357	0.002	-0.04	0.0175	-0.531	-0.4	-0.4715
CAGL0L04818g	0.0065	0.052	-0.207	0.0995	0.174	-0.168	0.117	0.1535	-0.0055	-0.5025	-0.3095	0.169	0.151	0.137	-0.141	-0.281	-0.254
CAGL0L04832g	0.0355	-0.214	-0.032	0.0105	0.022	0.1855	-0.0805	0.1695	-0.015	-0.1695	-0.1935	-0.1045	-0.282	-0.2785	-0.125	-0.15	-0.06
CAGL0L04836g	-0.11	-0.0975	-0.068	0.108	-0.0055	0.1535	-0.035	0.024	-0.089	0.25	-0.2145	-0.31	-0.233	-0.185	-0.235	-0.071	NA
CAGL0L04840g	-0.404	-0.3925	-0.553	-0.918	-1.689	-0.7025	-0.416	-0.698	-0.009	-0.5825	-0.4125	-0.101	NA	-0.11	-0.469	-1.0715	-1.13
CAGL0L04862g	0.067	-0.0215	0.123	0.0705	0.0515	0.099	0.2695	0.221	0.0635	0.49	0.6055	-0.042	-0.005	-0.089	-0.122	-0.1165	-0.3815
CAGL0L04884g	0.209	0.1005	0.366	-0.0245	-0.101	-0.1965	0.236	0.105	0.4555	-0.196	-0.097	0.1155	0.19	0.1355	-0.023	-0.114	-0.454
CAGL0L04928g	0.183	0.108	-0.071	-0.3405	-0.135	-0.0735	0.244	0.252	0.1785	-0.1745	-0.2845	-0.0755	-0.056	-0.17	-0.6535	-0.604	-0.8815
CAGL0L04950g	0.3445	0.3195	-0.4135	-1.294	-1.234	-1.2255	-0.192	0.027	0.0545	-0.93	-1.1735	-0.056	0.0335	-0.115	-0.787	-0.4855	-0.8055
CAGL0L04994g	-0.315	-0.4715	-0.172	0.3695	-0.0035	0.1985	-0.286	-0.3705	-0.5755	0.185	0.575	-0.335	-0.2365	-0.294	-0.064	0.0075	0.5685
CAGL0L05016g	0.4815	0.052	0.2285	-0.5395	-0.311	-0.6745	0.3135	-0.074	0.103	1.048	0.5495	0.3775	0.6475	0.3815	0.6185	0.966	1.228
CAGL0L05038g	0.2855	-0.0595	0.23	-0.3075	-0.3635	-0.3495	0.0995	-0.4915	0.271	0.2545	-0.0625	0.728	0.709	0.656	0.7495	0.0045	0.166
CAGL0L05060g	0.052	0.0585	0.019	-0.165	-0.1615	-0.314	0.032	0.1285	-0.2665	0.092	0.0505	0.029	-0.0345	-0.026	-0.122	0.147	-0.123
CAGL0L05082g	0.585	0.558	0.269	-0.5335	-0.33	-0.3055	0.209	0.1325	0.705	-0.537	-0.6205	-0.04	-0.1715	-0.28	0.072	0.33	0.428
CAGL0L05104g	0.1525	-0.0015	0.336	0.3265	0.3195	0.327	0.256	0.1135	0.06	0.4495	0.176	-0.0385	-0.067	NA	-0.416	-0.114	-0.1665
CAGL0L05126g	0.033	-0.139	-0.0355	0.173	0.48	0.196	0.0465	-0.1995	0.1035	0.3	-0.113	-0.206	-0.3355	-0.3595	-0.078	-0.0075	0.152
CAGL0L05148g	0.0195	-0.013	0.1715	-0.369	-0.9155	0.0245	-0.1345	-0.238	0.38	-0.2215	-0.337	0.132	0.0685	0.199	-0.009	-0.136	-0.323
CAGL0L05170g	0.8975	0.7205	0.681	-0.2405	-0.4105	-0.3105	0.246	0.2195	0.2635	0.011	0.297	1.4375	1.3255	1.2625	-0.291	-0.9545	-0.987
CAGL0L05192g	-0.107	-0.1865	-0.212	-0.309	-0.376	-0.1965	-0.3665	0.015	-0.2835	-0.411	0.029	-0.06	-0.1395	-0.187	-0.294	-0.3665	-0.147
CAGL0L05236g	-0.7555	-0.803	-0.9955	-0.991	-1.026	-1.36	-0.9415	-0.8365	-0.3895	-1.9545	-1.9265	0.363	0.2595	0.3285	0.1705	-0.054	0.001
CAGL0L05258g	-1.6865	-1.8525	-1.5815	2.6025	1.8425	2.471	-2.709	-2.7375	-3.1885	2.1365	2.178	-2.986	-3.162	-2.955	-3.494	-3.6215	-3.543
CAGL0L05280g	0.2935	0.182	0.2635	0.5285	0.273	0.265	-0.4185	-0.5575	-0.4625	-0.217	-0.2415	NA	-0.0975	0.049	-0.227	-0.375	0.03
CAGL0L05302g	0.0865	0.019	0.1045	0.289	0.2685	0.2415	0.1375	0.2185	-0.2005	0.3495	0.4785	-0.047	-0.266	-0.1805	0.0375	0.546	0.394
CAGL0L05324g	-0.2395	0.0535	-0.1135	0.157	0.1615	0.202	-0.208	0.0305	-0.0635	0.0055	-0.13	-0.1595	-0.1955	-0.132	-0.2465	-0.104	0.192
CAGL0L05346g	-0.3225	-0.41	-0.579	-0.356	-0.471	-0.3235	-0.2605	-0.427	-0.3045	0.129	-0.194	-0.558	-0.612	-0.438	0.1335	0.2545	0.412
CAGL0L05368g	-0.141	-0.154	-0.0395	0.102	0.024	-0.0435	-0.118	0.128	-0.385	0.318	0.5505	0.17	0.0985	-0.054	-0.008	-0.1895	NA
CAGL0L05390g	-0.0925	-0.424	0.041	0.448	0.4615	0.227	0.04	-0.3425	-0.237	0.539	0.61	-0.0705	-0.04	-0.0695	0.012	-0.832	-0.377
CAGL0L05412g	0.2915	0.236	0.6135	0.4205	-0.096	0.5055	0.366	0.0275	0.324	0.116	0.0545	0.553	0.3405	0.5	0.218	-0.588	-0.578
CAGL0L05434g	-1.395	-1.506	-1.3135	-0.9535	-1.3265	-0.6815	-0.667	-0.4415	-0.687	0.5255	0.648	-1.434	-1.648	-1.583	-0.619	-0.8765	-0.5735
CAGL0L05456g	0.2925	0.3175	0.3715	-0.0465	-0.0865	0.226	0.0305	0.109	-0.124	0.0535	-0.109	NA	0.066	0.201	0.45	0.612	0.579
CAGL0L05478g	0.5525	0.3865	0.507	-0.1935	-0.2575	-0.1095	0.588	0.077	0.2305	-0.0605	-0.1755	NA	0.086	0.361	0.3195	0.123	0.083
CAGL0L05500g	0.742	0.5415	0.4225	-0.859	-0.947	-0.593	0.4045	0.276	0.26	-0.1215	-0.4065	-0.054	0.1435	0.24	-0.93	-0.913	-0.917
CAGL0L05522g	-0.2055	-0.2575	-0.1915	0.2305	0.495	0.2595	-0.2005	-0.2525	-0.2235	0.34	0.1365	NA	-0.193	-0.231	0.1615	0.22	-0.036
CAGL0L05544g	0.3645	0.16	0.361	-0.073	-0.1345	0.0855	0.144	0.031	-0.1795	-0.034	-0.2595	-0.1205	-0.047	-0.109	-0.422	-0.1805	-0.418
CAGL0L05566g	0.672	0.6835	0.396	-0.9985	-1.063	-0.672	0.029	0.126	0.343	-0.6365	-0.6235	0.7665	0.924	0.8395	-0.6745	-0.941	-1.107
CAGL0L05588g	0.218	-0.119	0.3665	0.279	0.1275	0.3455	0.4715	0.15	0.0915	1.039	0.884	-0.1365	-0.1355	-0.033	-0.0055	-0.0745	0.0715
CAGL0L05610g	-0.2565	-0.2625	-0.281	-0.166	-0.172	-0.023	-0.3145	-0.476	-5e-04	-0.0165	-0.371	-0.062	-0.177	-0.149	-5e-04	0.1545	0.0965
CAGL0L05626g	0.307	0.064	0.7515	0.409	-0.111	0.4245	0.5835	0.422	0.1325	0.433	0.578	0.355	0.3255	0.4995	-0.3895	-0.55	-0.127
CAGL0L05632g	0.2625	0.0375	0.042	-0.1355	0.011	-0.276	0.2565	0.232	0.4065	0.066	-0.1675	0.192	0.194	0.0375	0.351	1.188	1.169
CAGL0L05654g	0.0075	0.0585	0.0845	-0.179	-0.3005	-0.051	0.245	0.294	0.295	-0.186	-0.196	-0.171	-0.221	-0.323	0.068	0.2935	0.1855
CAGL0L05676g	-0.638	-0.2405	-0.927	-0.9435	-0.7115	-0.9895	-0.724	-0.3685	-0.352	-0.7275	-1.215	-0.248	-0.315	-0.2425	-0.272	0.1565	-0.079
CAGL0L05698g	0.7475	0.305	0.3665	-0.127	-0.1725	-0.293	0.161	0.1155	0.0635	-0.229	-0.283	0.6415	0.808	0.403	0.785	1.0305	0.699
CAGL0L05720g	-0.869	-0.8815	-0.688	0.2345	0.3635	0.2265	-0.0745	0.352	-0.338	-0.00699999999999999	0.5735	-0.1475	-0.178	-0.098	-0.3715	-0.4625	0.0765
CAGL0L05742g	-1.079	-0.9065	-0.8865	0.876	0.872	0.5795	-0.78	-0.773	-0.8875	0.8655	0.666	-1.043	-1.214	-0.899	-1.18	-1.714	-1.1505
CAGL0L05786g	-0.35	-0.477	-0.422	-0.4205	0.0825	-0.7915	0.149	0.311	0.008	-0.163	-0.453	0.7295	0.4965	0.491	0.466	0.247	0.347
CAGL0L05830g	0.1095	0.081	0.1295	-0.009	-0.0025	0.1905	-0.0125	0.032	-0.066	-0.3355	-0.0915	0.15	-0.049	0.1045	0.014	-0.0395	0.268
CAGL0L05852g	-0.093	-0.057	-0.2535	-0.109	-0.034	-0.206	-0.1295	-0.0575	-0.454	-0.0375	-0.157	-0.362	-0.3185	-0.369	-0.5315	-0.353	-0.38
CAGL0L05874g	0.1625	0.054	0.0495	-0.4275	-0.355	-0.2625	0.0775	-0.032	0.223	-0.172	-0.567	NA	0.138	0.2685	-0.223	0.05	-0.1805
CAGL0L05896g	-0.3675	-0.126	-0.174	0.5455	0.451	0.426	-0.0525	-0.0295	-0.038	0.3845	0.7815	-0.25	-0.094	0.0345	0.021	-0.5045	-0.536
CAGL0L05918g	-0.2	-0.2995	-0.0675	0.035	-0.2635	-0.1515	0.103	-0.166	0.1675	0.173	0.227	0.4005	0.4175	-0.001	0.623	0.4225	0.2815
CAGL0L05940g	-0.0355	0.026	-0.292	-0.499	-0.3545	-0.4715	0.0885	0.0675	-0.062	0.009	-0.117	-0.339	-0.161	-0.1905	0.169	0.254	0.467
CAGL0L05962g	-0.3325	0.0155	-0.519	-0.388	-0.2175	-0.391	-0.0145	0.355	0.3035	0.3685	0.3775	0.0345	0.184	0.106	-0.2675	0.213	-0.06
CAGL0L05984g	-0.254	0.051	0.0115	-0.0675	-0.00699999999999999	-0.0945	0.0795	1.1395	0.2485	0.8985	0.8245	0.0775	0.072	0.0715	0.0075	-0.101	0.128
CAGL0L06006g	0.05	-0.103	0.138	0.6245	1.034	0.464	0.0995	0.03	-0.1045	0.572	0.68	0.175	0.3195	0.0175	0.176	0.1575	-0.197
CAGL0L06028g	0.028	-0.0195	0.2925	0.503	0.4605	0.364	0.124	0.3515	-0.0405	0.4015	0.0595	-0.058	-0.2405	-0.14	-0.619	-0.2645	-0.276
CAGL0L06050g	-0.056	0.0645	0.047	-0.047	0.143	0.0115	0.029	0.222	0.015	-0.0125	0.1265	0.1455	0.2	0.0125	0.1215	-0.045	0.224
CAGL0L06072g	-0.2445	-0.3785	-0.71	1.014	0.7615	0.5015	0.0595	0.3445	-0.349	1.1965	1.4655	-0.901	NA	-0.942	0.306	-0.2025	-0.044
CAGL0L06094g	-3.411	-3.2185	-1.825	-0.798	0.484	-3.15	-1.567	-1.772	-2.042	2.2095	2.4495	-1.265	-1.6615	-1.216	-1.434	-1.917	-1.851
CAGL0L06116g	0.1715	-0.056	0.4385	0.0295	0.077	-0.1175	0.2015	-0.1425	0.271	0.1645	0.031	0.294	0.245	0.2595	0.0215	0.0195	0.223
CAGL0L06138g	0.0845	-0.077	0.6425	-1.3045	-0.798	-0.932	1.043	0.829	0.7245	0.7285	0.6985	0.5535	0.51	0.343	1.661	1.6585	1.561
CAGL0L06160g	-0.601	-0.3215	-0.778	-2.1985	-1.941	-2.7895	-0.8755	-0.7855	-0.299	-3.306	-2.994	-0.1645	-0.341	-0.5185	-0.3675	-0.299	-0.8045
CAGL0L06182g	-0.3625	-0.41	-0.3815	0.1005	0.237	-0.175	-0.141	-0.4755	0.1275	-0.4045	-0.249	0.102	0.204	0.096	-0.041	-0.355	-0.616
CAGL0L06204g	-0.7215	-0.8915	-0.936	-1.747	-1.414	-2.411	-0.789	-1.071	-1.4195	-2.567	-2.476	-0.759	-0.616	-0.187	-0.6925	-0.936	NA
CAGL0L06226g	0.298	0.192	0.174	-0.6255	-0.489	-0.2785	0.2345	-0.1745	0.5245	-0.304	-0.4685	0.262	0.4695	0.4265	-0.1645	-0.339	-0.6695
CAGL0L06248g	-0.7795	-0.6235	-0.6135	0.9055	0.822	0.4595	-0.4165	-0.3535	-0.458	0.211	0.4665	NA	-0.4485	-0.248	-0.904	-1.3125	-1.1995
CAGL0L06270g	-0.4485	-0.577	-0.3475	0.6975	0.601	0.4905	-0.2895	-0.5055	-0.168	0.275	0.0725	-0.199	-0.227	-0.276	0.4455	0.067	0.318
CAGL0L06292g	-0.386	-0.41	-0.049	0.828	0.743	0.545	-0.023	-0.19	0.0385	-0.202	0.1225	0.148	0.205	0.182	0.4985	0.13	0.956
CAGL0L06314g	0.079	0.2555	-0.376	-1.4545	-1.4075	-1.083	-0.1475	0.196	0.365	-0.887	-1.104	0.341	0.272	0.245	-0.5805	-0.6735	-1.1035
CAGL0L06336g	0.257	0.1205	0.2495	0.064	0.025	0.1245	0.272	0.2055	0.077	0.018	0.0435	NA	-0.1675	NA	0.106	0.123	0.168
CAGL0L06358g	-0.872	-0.8065	-0.8015	0.0125	0.418	-0.362	-0.285	-0.1415	-0.3705	0.263	0.1465	-0.207	-0.237	-0.2765	0.312	-0.1385	0.356
CAGL0L06374g	-0.4335	-0.3645	-0.0275	0.31	0.3635	0.2125	-0.053	-0.0255	0.3425	0.815	1.062	0.2235	0.2715	0.129	0.7015	0.415	1.4755
CAGL0L06402g	-0.027	-0.022	-0.025	0.138	0.1325	-0.108	-0.1845	0.018	-0.242	0.4895	0.364	-0.014	-0.0605	-0.018	-0.212	0.043	0.068
CAGL0L06424g	-0.567	-0.551	-0.579	-0.216	-0.1885	-0.1135	-0.314	0.091	-0.153	-0.32	-0.551	-0.394	-0.641	NA	0.1285	0.717	1.0525
CAGL0L06446g	-0.07	-0.0055	-0.1365	0.1425	0.327	0.235	0.043	-0.0555	0.449	0.0715	-0.1235	0.166	0.241	0.416	0.0635	-0.01	-0.1405
CAGL0L06468g	0.081	-0.0225	0.0145	-0.329	-0.2685	-0.458	0.1135	0.358	0.3055	0.089	0.061	-0.1075	0.002	-0.0995	-0.1445	-0.256	0.038
CAGL0L06490g	-0.2185	-0.1285	-0.3355	-0.375	-0.27	-0.4165	-0.532	-0.6475	-0.156	-0.445	-0.28	0.0175	-0.076	-0.082	0.47	0.6055	0.031
CAGL0L06512g	-2.078	-2.1585	-1.512	0.4885	0.4495	-0.3255	-0.7735	-1.085	-0.4795	-1.017	-0.571	-1.2395	-1.5385	-1.3405	0.1815	-0.6305	0.342
CAGL0L06534g	0.4505	0.504	0.615	0.326	-0.1995	0.207	0.265	0.241	-0.0715	-0.166	0.151	0.5885	0.486	0.6	0.5005	0.341	-0.135
CAGL0L06556g	0.457	0.714	0.527	0.215	0.0685	0.382	0.2035	0.368	0.3585	-0.212	-0.0185	0.121	0.263	0.2535	0.296	-0.076	0.3655
CAGL0L06578g	-0.5445	-0.43	-0.426	0.2725	0.515	0.6075	-0.5475	0.0505	-0.5535	1.812	1.344	-0.478	-0.1935	-0.3205	-0.392	-0.3415	-0.184
CAGL0L06600g	-0.8015	-0.465	-0.6505	0.802	0.872	0.539	-0.3195	0.1055	-0.0175	0.097	0.4635	-0.534	-0.8905	-0.775	-0.2775	-0.299	-0.419
CAGL0L06622g	-0.17	0.0335	-0.2045	-0.262	0.035	-0.439	-0.244	0.0675	-0.4345	-0.1535	-0.178	0.175	0.1235	0.0995	0.354	0.532	0.3245
CAGL0L06644g	-0.365	-0.23	0.004	0.815	0.7805	0.9245	0.1185	0.2275	0.2145	0.316	0.14	-0.3015	-0.223	-0.237	-0.7055	-0.5415	-0.621
CAGL0L06666g	0.269	0.104	0.461	-1.195	-0.9035	-1.736	1.819	2.271	0.8665	-1.615	-1.473	-0.792	-1.419	-1.014	-0.911	-1.081	-0.8055
CAGL0L06688g	-0.228	-0.459	-0.236	0.664	0.668	0.818	-0.265	-0.448	-0.4085	0.5225	0.6615	0.0465	0.0955	0.1085	-0.1315	-0.4585	0.0435
CAGL0L06710g	-0.254	-0.224	-0.322	NA	-0.064	-0.242	-0.147	0.4465	-0.2995	0.4265	0.1425	0.0205	0.047	-0.2745	0.188	0.1275	0.2715
CAGL0L06732g	0.0315	-0.0795	0.0495	-0.0365	-0.167	-0.3095	-0.5175	-0.663	-0.293	-0.264	-0.1555	0.148	0.086	0.187	0.66	0.7425	0.263
CAGL0L06754g	0.4965	0.5115	-0.0965	-0.8085	-0.538	-0.281	0.2545	0.1025	0.156	0.1195	-0.4185	-0.0175	0.009	-0.192	-0.1935	0.3205	0.1735
CAGL0L06776g	-0.745	-0.862	-0.3015	-1.0085	-1.6215	-1.064	-0.0475	0.341	-0.796	1.623	1.818	NA	-0.533	0.141	-1.6435	-1.759	-1.592
CAGL0L06798g	-0.699	-0.695	-0.2995	0.374	0.4755	0.19	-0.164	-0.3105	0.168	0.6155	0.57	0.238	0.1675	0.2775	0.466	0.5635	0.74
CAGL0L06820g	-0.5575	-0.6065	-0.7075	0.625	0.6555	0.2315	-0.0635	-0.177	-0.078	-0.0125	0.2235	-0.4775	-0.7435	-0.571	0.07	0.132	-0.062
CAGL0L06842g	0.2535	0.322	0.442	-0.411	-0.0555	-0.263	0.1075	0.1065	-0.1215	-0.2935	-0.2805	0.56	0.3925	0.419	-0.1095	-0.199	-0.262
CAGL0L06864g	-2.039	-1.8765	-1.675	0.5165	1.547	-0.0285	-1.2745	-1.273	-2.045	1.705	1.393	-0.7695	-0.916	-0.718	-0.9155	-0.901	-0.816
CAGL0L06886g	0.062	-0.086	-0.0195	-0.778	-1.4165	-0.4315	0.0445	-0.238	0.3505	-0.1515	-0.13	0.193	0.2465	0.142	-0.017	-0.048	-0.1025
CAGL0L06908g	-0.28	-0.0675	-0.276	-0.034	-0.203	-0.121	-0.302	-0.1285	0.1465	-0.6155	-0.624	0.164	0.054	0.1225	-0.197	0.021	-0.5455
CAGL0L06930g	0.7215	0.135	0.9125	0.7805	0.8375	1.0135	NA	-0.022	0.268	0.46	0.3805	0.138	0.253	0.21	-0.115	-0.494	-0.2185
CAGL0L06952g	0.2215	0.3865	-0.045	-0.7755	-0.8175	-0.455	-0.143	0.098	0.432	-0.7715	-1.2065	NA	0.0615	0.1195	-0.2685	0.2375	-0.055
CAGL0L06974g	-0.6335	-0.7615	-0.333	1.026	1.0905	0.3835	-0.41	-0.4	-0.8685	0.4705	0.5015	-0.7655	-0.771	-0.721	-0.517	-0.4345	-0.375
CAGL0L06996g	-0.304	-0.28	-0.3425	-0.137	-0.293	-0.231	-0.224	-0.0995	0.049	-0.0285	-0.1815	0.024	-0.212	-0.1245	0.1035	-0.121	-0.004
CAGL0L07018g	0.1955	0.0045	0.113	0.0215	-0.035	0.079	0.1925	0.448	-0.002	-0.01	0.2195	NA	-0.0185	0.021	0.022	-0.0765	0.055
CAGL0L07040g	0.1715	0.0895	0.308	0.338	0.0105	0.1975	-0.0035	0.261	-0.4765	0.1725	0.277	-0.105	-0.141	0.014	-0.3405	-0.361	-0.115
CAGL0L07062g	0.3	0.214	0.2275	-0.147	-0.162	-0.023	0.15	-0.2175	0.0185	-0.2095	-0.0145	NA	NA	0.469	0.3715	0.069	0.205
CAGL0L07084g	-0.3165	-0.25	-0.0965	0.5035	0.33	0.26	-0.123	0.3885	0.1405	0.0625	0.392	-0.2125	-0.235	-0.089	-0.1035	-0.3455	-0.113
CAGL0L07106g	-0.0055	0.03	-0.199	0.416	0.7575	0.123	-0.2025	0.0595	0.0515	-0.2405	-0.254	-0.1465	-0.228	-0.121	-0.0015	0.243	0.21
CAGL0L07128g	-0.3605	-0.3205	-0.1645	0.385	0.5385	0.1025	-0.1325	0.249	-0.116	0.668	0.701	-0.437	-0.6565	-0.701	-0.0315	0.0855	0.1185
CAGL0L07150g	0.2315	0.1725	0.433	0.286	-0.022	0.3205	0.135	-0.3735	0.3055	0.088	0.3425	0.525	0.6425	0.591	-0.084	-0.627	-0.68
CAGL0L07172g	-0.114	-0.0365	-0.1945	-0.568	-0.6435	-0.582	-0.4705	-0.635	0.058	-1.11	-1.085	NA	0.053	0.167	0.0905	-0.0915	0.1705
CAGL0L07194g	-0.0475	0.1095	0.196	0.055	0.087	0.144	0.1305	0.2195	0.0465	0.036	0.212	0.008	-0.1395	-0.1075	0.092	0.1895	0.1445
CAGL0L07216g	0.3165	0.3865	-0.0345	-0.769	-0.5735	-0.538	0.0355	0.02	0.4905	-0.548	-0.924	0.1295	0.267	0.1165	0.665	0.612	0.894
CAGL0L07238g	0.1695	0.213	-0.0335	-0.3545	0.0975	-0.398	-0.1485	-0.0335	-0.396	0.166	-0.2645	-0.353	-0.384	-0.543	-0.1295	0.416	0.35
CAGL0L07260g	0.006	-0.2125	0.002	0.049	-0.194	-0.2035	-0.012	0.275	-0.07	-0.0125	0.1545	0.0605	0.1725	0.036	0.3995	0.4205	0.873
CAGL0L07282g	0.0245	0.1645	0.094	0.114	0.085	0.256	0.125	0.256	-0.2625	0.341	0.4245	-0.0385	0.007	-0.0585	0.01	0.4945	0.136
CAGL0L07304g	-0.0165	0.268	0.21	-0.063	-0.1955	0.0445	-0.001	0.319	-0.037	-0.1765	-0.163	0.079	0.077	0.1485	-0.0635	-0.1125	-0.3905
