source	target
CAGL0I03036g	CAGL0C04279g
CAGL0I04686g	CAGL0C04279g
CAGL0I06831g	CAGL0C04279g
CAGL0I07969g	CAGL0C04279g
CAGL0I08503g	CAGL0C04279g
CAGL0I08987g	CAGL0C04279g
CAGL0J00429g	CAGL0C04279g
CAGL0J03806g	CAGL0C04279g
CAGL0J04224g	CAGL0C04279g
CAGL0J05478g	CAGL0C04279g
CAGL0J06380g	CAGL0C04279g
CAGL0J06666g	CAGL0C04279g
CAGL0J09240g	CAGL0C04279g
CAGL0J09724g	CAGL0C04279g
CAGL0J10978g	CAGL0C04279g
CAGL0J11682g	CAGL0C04279g
CAGL0J11858g	CAGL0C04279g
CAGL0K02233g	CAGL0C04279g
CAGL0K02409g	CAGL0C04279g
CAGL0K05753g	CAGL0C04279g
CAGL0L01089g	CAGL0C04279g
CAGL0L02079g	CAGL0C04279g
CAGL0L02937g	CAGL0C04279g
CAGL0L04664g	CAGL0C04279g
CAGL0L08294g	CAGL0C04279g
CAGL0L10868g	CAGL0C04279g
CAGL0L12936g	CAGL0C04279g
CAGL0M00418g	CAGL0C04279g
CAGL0M04873g	CAGL0C04279g
CAGL0M05995g	CAGL0C04279g
CAGL0M07271g	CAGL0C04279g
CAGL0C05445g	CAGL0C04587g
CAGL0D00704g	CAGL0C04587g
CAGL0D01298g	CAGL0C04587g
CAGL0D01474g	CAGL0C04587g
CAGL0D02134g	CAGL0C04587g
CAGL0D04026g	CAGL0C04587g
CAGL0D04686g	CAGL0C04587g
CAGL0E00803g	CAGL0C04587g
CAGL0E01815g	CAGL0C04587g
CAGL0E01881g	CAGL0C04587g
CAGL0E02651g	CAGL0C04587g
CAGL0E05170g	CAGL0C04587g
CAGL0E06072g	CAGL0C04587g
CAGL0E06380g	CAGL0C04587g
CAGL0F01485g	CAGL0C04587g
CAGL0F02101g	CAGL0C04587g
CAGL0F04719g	CAGL0C04587g
CAGL0F04807g	CAGL0C04587g
CAGL0F04895g	CAGL0C04587g
CAGL0F05071g	CAGL0C04587g
CAGL0F08217g	CAGL0C04587g
CAGL0G03883g	CAGL0C04587g
CAGL0G05698g	CAGL0C04587g
CAGL0G05830g	CAGL0C04587g
CAGL0G05962g	CAGL0C04587g
CAGL0G06952g	CAGL0C04587g
CAGL0G09977g	CAGL0C04587g
CAGL0H00418g	CAGL0C04587g
CAGL0H00682g	CAGL0C04587g
CAGL0H02387g	CAGL0C04587g
CAGL0H02893g	CAGL0C04587g
CAGL0H04037g	CAGL0C04587g
CAGL0H04851g	CAGL0C04587g
CAGL0H05445g	CAGL0C04587g
CAGL0H08063g	CAGL0C04587g
CAGL0H08541g	CAGL0C04587g
CAGL0H10010g	CAGL0C04587g
CAGL0I00528g	CAGL0C04587g
CAGL0I00550g	CAGL0C04587g
CAGL0I01980g	CAGL0C04587g
CAGL0I02024g	CAGL0C04587g
CAGL0I04048g	CAGL0C04587g
CAGL0I05874g	CAGL0C04587g
CAGL0I07887g	CAGL0C04587g
CAGL0I08305g	CAGL0C04587g
CAGL0J02904g	CAGL0C04587g
CAGL0J04268g	CAGL0C04587g
CAGL0J07568g	CAGL0C04587g
CAGL0J07980g	CAGL0C04587g
CAGL0J09262g	CAGL0C04587g
CAGL0J09812g	CAGL0C04587g
CAGL0K04301g	CAGL0C04587g
CAGL0K04719g	CAGL0C04587g
CAGL0K05247g	CAGL0C04587g
CAGL0K05687g	CAGL0C04587g
CAGL0K05813g	CAGL0C04587g
CAGL0K07480g	CAGL0C04587g
CAGL0K10736g	CAGL0C04587g
CAGL0K11858g	CAGL0C04587g
CAGL0L00473g	CAGL0C04587g
CAGL0L00803g	CAGL0C04587g
CAGL0L00957g	CAGL0C04587g
CAGL0L03135g	CAGL0C04587g
CAGL0L04598g	CAGL0C04587g
CAGL0L06512g	CAGL0C04587g
CAGL0L07480g	CAGL0C04587g
CAGL0L08426g	CAGL0C04587g
CAGL0L09383g	CAGL0C04587g
CAGL0L09537g	CAGL0C04587g
CAGL0L10362g	CAGL0C04587g
CAGL0L10582g	CAGL0C04587g
CAGL0M02167g	CAGL0C04587g
CAGL0M02211g	CAGL0C04587g
CAGL0M02915g	CAGL0C04587g
CAGL0M03377g	CAGL0C04587g
CAGL0M04675g	CAGL0C04587g
CAGL0M05511g	CAGL0C04587g
CAGL0M05951g	CAGL0C04587g
CAGL0M06633g	CAGL0C04587g
CAGL0M07403g	CAGL0C04587g
CAGL0M08184g	CAGL0C04587g
CAGL0M09229g	CAGL0C04587g
CAGL0C05115g	CAGL0C04917g
CAGL0D01562g	CAGL0C04917g
CAGL0D05060g	CAGL0C04917g
CAGL0E01771g	CAGL0C04917g
CAGL0E02013g	CAGL0C04917g
CAGL0E04994g	CAGL0C04917g
CAGL0E05500g	CAGL0C04917g
CAGL0F02431g	CAGL0C04917g
CAGL0F02563g	CAGL0C04917g
CAGL0G01826g	CAGL0C04917g
CAGL0G06248g	CAGL0C04917g
CAGL0G08041g	CAGL0C04917g
CAGL0G08734g	CAGL0C04917g
CAGL0H07579g	CAGL0C04917g
CAGL0I03190g	CAGL0C04917g
CAGL0I03234g	CAGL0C04917g
CAGL0I04730g	CAGL0C04917g
CAGL0I08987g	CAGL0C04917g
CAGL0I09790g	CAGL0C04917g
CAGL0I10791g	CAGL0C04917g
CAGL0J03894g	CAGL0C04917g
CAGL0J04466g	CAGL0C04917g
CAGL0J04576g	CAGL0C04917g
CAGL0J05984g	CAGL0C04917g
CAGL0J09614g	CAGL0C04917g
CAGL0J10010g	CAGL0C04917g
CAGL0J10362g	CAGL0C04917g
CAGL0J11682g	CAGL0C04917g
CAGL0K00715g	CAGL0C04917g
CAGL0K07205g	CAGL0C04917g
CAGL0L01089g	CAGL0C04917g
CAGL0L02937g	CAGL0C04917g
CAGL0L03846g	CAGL0C04917g
CAGL0L04510g	CAGL0C04917g
CAGL0L10868g	CAGL0C04917g
CAGL0L11000g	CAGL0C04917g
CAGL0M06369g	CAGL0C04917g
CAGL0M06457g	CAGL0C04917g
CAGL0M07722g	CAGL0C04917g
CAGL0D00352g	CAGL0C05027g
CAGL0D03982g	CAGL0C05027g
CAGL0D04356g	CAGL0C05027g
CAGL0E01705g	CAGL0C05027g
CAGL0E01815g	CAGL0C05027g
CAGL0E01837g	CAGL0C05027g
CAGL0E01881g	CAGL0C05027g
CAGL0E03916g	CAGL0C05027g
CAGL0E04884g	CAGL0C05027g
CAGL0E05170g	CAGL0C05027g
CAGL0E05654g	CAGL0C05027g
CAGL0E06424g	CAGL0C05027g
CAGL0F00209g	CAGL0C05027g
CAGL0F04191g	CAGL0C05027g
CAGL0F05071g	CAGL0C05027g
CAGL0F05093g	CAGL0C05027g
CAGL0F07117g	CAGL0C05027g
CAGL0G05698g	CAGL0C05027g
CAGL0G05830g	CAGL0C05027g
CAGL0G08019g	CAGL0C05027g
CAGL0H00418g	CAGL0C05027g
CAGL0H04939g	CAGL0C05027g
CAGL0H08063g	CAGL0C05027g
CAGL0H08261g	CAGL0C05027g
CAGL0H09460g	CAGL0C05027g
CAGL0I04048g	CAGL0C05027g
CAGL0I07887g	CAGL0C05027g
CAGL0I08305g	CAGL0C05027g
CAGL0I09284g	CAGL0C05027g
CAGL0J04268g	CAGL0C05027g
CAGL0J08547g	CAGL0C05027g
CAGL0K00869g	CAGL0C05027g
CAGL0K01749g	CAGL0C05027g
CAGL0K02629g	CAGL0C05027g
CAGL0K05687g	CAGL0C05027g
CAGL0K06105g	CAGL0C05027g
CAGL0K06677g	CAGL0C05027g
CAGL0K08668g	CAGL0C05027g
CAGL0L00429g	CAGL0C05027g
CAGL0L00649g	CAGL0C05027g
CAGL0L02167g	CAGL0C05027g
CAGL0L03267g	CAGL0C05027g
CAGL0L09537g	CAGL0C05027g
CAGL0L11902g	CAGL0C05027g
CAGL0M02387g	CAGL0C05027g
CAGL0M03025g	CAGL0C05027g
CAGL0M04499g	CAGL0C05027g
CAGL0M06633g	CAGL0C05027g
CAGL0M09020g	CAGL0C05027g
CAGL0M11902g	CAGL0C05027g
CAGL0M12947g	CAGL0C05027g
CAGL0D05060g	CAGL0C05115g
CAGL0F05709g	CAGL0C05115g
CAGL0H10142g	CAGL0C05115g
CAGL0I03190g	CAGL0C05115g
CAGL0J01045g	CAGL0C05115g
CAGL0J04466g	CAGL0C05115g
CAGL0J09240g	CAGL0C05115g
CAGL0J09614g	CAGL0C05115g
CAGL0J11682g	CAGL0C05115g
CAGL0K00715g	CAGL0C05115g
CAGL0K02893g	CAGL0C05115g
CAGL0K04499g	CAGL0C05115g
CAGL0K08338g	CAGL0C05115g
CAGL0L01089g	CAGL0C05115g
CAGL0L02937g	CAGL0C05115g
CAGL0L10406g	CAGL0C05115g
CAGL0L10868g	CAGL0C05115g
CAGL0M07271g	CAGL0C05115g
CAGL0M13717g	CAGL0C05115g
CAGL0D00704g	CAGL0C05445g
CAGL0D00770g	CAGL0C05445g
CAGL0D02134g	CAGL0C05445g
CAGL0D03982g	CAGL0C05445g
CAGL0D04356g	CAGL0C05445g
CAGL0D04686g	CAGL0C05445g
CAGL0D05280g	CAGL0C05445g
CAGL0D06600g	CAGL0C05445g
CAGL0E01815g	CAGL0C05445g
CAGL0E01881g	CAGL0C05445g
CAGL0E02651g	CAGL0C05445g
CAGL0E04224g	CAGL0C05445g
CAGL0E05170g	CAGL0C05445g
CAGL0E05346g	CAGL0C05445g
CAGL0E06072g	CAGL0C05445g
CAGL0E06380g	CAGL0C05445g
CAGL0F00605g	CAGL0C05445g
CAGL0F02145g	CAGL0C05445g
CAGL0F02513g	CAGL0C05445g
CAGL0F04411g	CAGL0C05445g
CAGL0F04807g	CAGL0C05445g
CAGL0F07513g	CAGL0C05445g
CAGL0G05830g	CAGL0C05445g
CAGL0G05962g	CAGL0C05445g
CAGL0G06952g	CAGL0C05445g
CAGL0G07821g	CAGL0C05445g
CAGL0G08019g	CAGL0C05445g
CAGL0G09383g	CAGL0C05445g
CAGL0H02563g	CAGL0C05445g
CAGL0H02893g	CAGL0C05445g
CAGL0H03179g	CAGL0C05445g
CAGL0H04125g	CAGL0C05445g
CAGL0H04851g	CAGL0C05445g
CAGL0H04939g	CAGL0C05445g
CAGL0H08541g	CAGL0C05445g
CAGL0I00462g	CAGL0C05445g
CAGL0I01100g	CAGL0C05445g
CAGL0I01276g	CAGL0C05445g
CAGL0I02486g	CAGL0C05445g
CAGL0I04906g	CAGL0C05445g
CAGL0I07843g	CAGL0C05445g
CAGL0I07887g	CAGL0C05445g
CAGL0I08503g	CAGL0C05445g
CAGL0I09009g	CAGL0C05445g
CAGL0I10406g	CAGL0C05445g
CAGL0I10472g	CAGL0C05445g
CAGL0J02904g	CAGL0C05445g
CAGL0J03762g	CAGL0C05445g
CAGL0J04224g	CAGL0C05445g
CAGL0J04268g	CAGL0C05445g
CAGL0J05258g	CAGL0C05445g
CAGL0J05478g	CAGL0C05445g
CAGL0J05852g	CAGL0C05445g
CAGL0J10978g	CAGL0C05445g
CAGL0K00110g	CAGL0C05445g
CAGL0K00847g	CAGL0C05445g
CAGL0K00869g	CAGL0C05445g
CAGL0K04851g	CAGL0C05445g
CAGL0K05687g	CAGL0C05445g
CAGL0K06677g	CAGL0C05445g
CAGL0K07111g	CAGL0C05445g
CAGL0K07436g	CAGL0C05445g
CAGL0K08206g	CAGL0C05445g
CAGL0K10428g	CAGL0C05445g
CAGL0K11858g	CAGL0C05445g
CAGL0K12518g	CAGL0C05445g
CAGL0L00473g	CAGL0C05445g
CAGL0L02321g	CAGL0C05445g
CAGL0L03982g	CAGL0C05445g
CAGL0L04598g	CAGL0C05445g
CAGL0L06512g	CAGL0C05445g
CAGL0L07546g	CAGL0C05445g
CAGL0L08294g	CAGL0C05445g
CAGL0L09020g	CAGL0C05445g
CAGL0L09108g	CAGL0C05445g
CAGL0L09383g	CAGL0C05445g
CAGL0L09537g	CAGL0C05445g
CAGL0L10362g	CAGL0C05445g
CAGL0L11814g	CAGL0C05445g
CAGL0L11902g	CAGL0C05445g
CAGL0L12562g	CAGL0C05445g
CAGL0M00418g	CAGL0C05445g
CAGL0M02387g	CAGL0C05445g
CAGL0M07001g	CAGL0C05445g
CAGL0M09669g	CAGL0C05445g
CAGL0D00418g	CAGL0D00198g
CAGL0D02640g	CAGL0D00198g
CAGL0E06116g	CAGL0D00198g
CAGL0F00649g	CAGL0D00198g
CAGL0G06006g	CAGL0D00198g
CAGL0H00572g	CAGL0D00198g
CAGL0H00594g	CAGL0D00198g
CAGL0H02959g	CAGL0D00198g
CAGL0I02508g	CAGL0D00198g
CAGL0I07491g	CAGL0D00198g
CAGL0I09328g	CAGL0D00198g
CAGL0J01441g	CAGL0D00198g
CAGL0K09372g	CAGL0D00198g
CAGL0K09988g	CAGL0D00198g
CAGL0L01771g	CAGL0D00198g
CAGL0M08602g	CAGL0D00198g
CAGL0E00803g	CAGL0D00264g
CAGL0E05588g	CAGL0D00264g
CAGL0F01463g	CAGL0D00264g
CAGL0F05687g	CAGL0D00264g
CAGL0G04433g	CAGL0D00264g
CAGL0I00528g	CAGL0D00264g
CAGL0I00550g	CAGL0D00264g
CAGL0J09262g	CAGL0D00264g
CAGL0J10824g	CAGL0D00264g
CAGL0K10824g	CAGL0D00264g
CAGL0L07480g	CAGL0D00264g
CAGL0L10780g	CAGL0D00264g
CAGL0M03377g	CAGL0D00264g
CAGL0M08184g	CAGL0D00264g
CAGL0D02134g	CAGL0D00352g
CAGL0D03982g	CAGL0D00352g
CAGL0D04356g	CAGL0D00352g
CAGL0D05280g	CAGL0D00352g
CAGL0E01705g	CAGL0D00352g
CAGL0E01815g	CAGL0D00352g
CAGL0E01881g	CAGL0D00352g
CAGL0E02651g	CAGL0D00352g
CAGL0E03916g	CAGL0D00352g
CAGL0E04884g	CAGL0D00352g
CAGL0E05170g	CAGL0D00352g
CAGL0E05456g	CAGL0D00352g
CAGL0E05654g	CAGL0D00352g
CAGL0E06424g	CAGL0D00352g
CAGL0F04191g	CAGL0D00352g
CAGL0F05071g	CAGL0D00352g
CAGL0F05093g	CAGL0D00352g
CAGL0F07117g	CAGL0D00352g
CAGL0G03883g	CAGL0D00352g
CAGL0G05698g	CAGL0D00352g
CAGL0G05830g	CAGL0D00352g
CAGL0G08019g	CAGL0D00352g
CAGL0G09977g	CAGL0D00352g
CAGL0H00418g	CAGL0D00352g
CAGL0H04191g	CAGL0D00352g
CAGL0H04939g	CAGL0D00352g
CAGL0H07887g	CAGL0D00352g
CAGL0H08063g	CAGL0D00352g
CAGL0H08261g	CAGL0D00352g
CAGL0H09460g	CAGL0D00352g
CAGL0I02728g	CAGL0D00352g
CAGL0I04048g	CAGL0D00352g
CAGL0I07887g	CAGL0D00352g
CAGL0I08305g	CAGL0D00352g
CAGL0I09284g	CAGL0D00352g
CAGL0J04268g	CAGL0D00352g
CAGL0J08547g	CAGL0D00352g
CAGL0K00110g	CAGL0D00352g
CAGL0K00869g	CAGL0D00352g
CAGL0K01749g	CAGL0D00352g
CAGL0K02629g	CAGL0D00352g
CAGL0K05687g	CAGL0D00352g
CAGL0K06677g	CAGL0D00352g
CAGL0K08668g	CAGL0D00352g
CAGL0K12518g	CAGL0D00352g
CAGL0L00429g	CAGL0D00352g
CAGL0L00649g	CAGL0D00352g
CAGL0L02167g	CAGL0D00352g
CAGL0L03267g	CAGL0D00352g
CAGL0L09086g	CAGL0D00352g
CAGL0L09537g	CAGL0D00352g
CAGL0L11902g	CAGL0D00352g
CAGL0M02387g	CAGL0D00352g
CAGL0M03025g	CAGL0D00352g
CAGL0M06633g	CAGL0D00352g
CAGL0M09020g	CAGL0D00352g
CAGL0M09229g	CAGL0D00352g
CAGL0M11902g	CAGL0D00352g
CAGL0M12947g	CAGL0D00352g
CAGL0D05434g	CAGL0D00418g
CAGL0E06116g	CAGL0D00418g
CAGL0F01265g	CAGL0D00418g
CAGL0H00572g	CAGL0D00418g
CAGL0H00594g	CAGL0D00418g
CAGL0H02959g	CAGL0D00418g
CAGL0J01441g	CAGL0D00418g
CAGL0K01177g	CAGL0D00418g
CAGL0K07590g	CAGL0D00418g
CAGL0K09372g	CAGL0D00418g
CAGL0K09988g	CAGL0D00418g
CAGL0L01771g	CAGL0D00418g
CAGL0D02596g	CAGL0D00528g
CAGL0E01155g	CAGL0D00528g
CAGL0F00429g	CAGL0D00528g
CAGL0F01463g	CAGL0D00528g
CAGL0F03553g	CAGL0D00528g
CAGL0F03861g	CAGL0D00528g
CAGL0F03993g	CAGL0D00528g
CAGL0G03575g	CAGL0D00528g
CAGL0G04499g	CAGL0D00528g
CAGL0G05874g	CAGL0D00528g
CAGL0G06468g	CAGL0D00528g
CAGL0H00440g	CAGL0D00528g
CAGL0H04081g	CAGL0D00528g
CAGL0H07051g	CAGL0D00528g
CAGL0I00814g	CAGL0D00528g
CAGL0I03366g	CAGL0D00528g
CAGL0I04334g	CAGL0D00528g
CAGL0I05060g	CAGL0D00528g
CAGL0I06644g	CAGL0D00528g
CAGL0I09328g	CAGL0D00528g
CAGL0I10384g	CAGL0D00528g
CAGL0J01848g	CAGL0D00528g
CAGL0J04004g	CAGL0D00528g
CAGL0J04070g	CAGL0D00528g
CAGL0J07678g	CAGL0D00528g
CAGL0J10824g	CAGL0D00528g
CAGL0K01177g	CAGL0D00528g
CAGL0K03091g	CAGL0D00528g
CAGL0K06633g	CAGL0D00528g
CAGL0K07590g	CAGL0D00528g
CAGL0K09372g	CAGL0D00528g
CAGL0K09724g	CAGL0D00528g
CAGL0K10824g	CAGL0D00528g
CAGL0L00803g	CAGL0D00528g
CAGL0L03696g	CAGL0D00528g
CAGL0L05500g	CAGL0D00528g
CAGL0L08756g	CAGL0D00528g
CAGL0L10780g	CAGL0D00528g
CAGL0L10890g	CAGL0D00528g
CAGL0L12364g	CAGL0D00528g
CAGL0M00770g	CAGL0D00528g
CAGL0M06963g	CAGL0D00528g
CAGL0D01298g	CAGL0D00704g
CAGL0D01474g	CAGL0D00704g
CAGL0D02134g	CAGL0D00704g
CAGL0D04026g	CAGL0D00704g
CAGL0D04686g	CAGL0D00704g
CAGL0E00803g	CAGL0D00704g
CAGL0E01243g	CAGL0D00704g
CAGL0E01815g	CAGL0D00704g
CAGL0E02651g	CAGL0D00704g
CAGL0E05170g	CAGL0D00704g
CAGL0E06072g	CAGL0D00704g
CAGL0E06380g	CAGL0D00704g
CAGL0F01485g	CAGL0D00704g
CAGL0F02101g	CAGL0D00704g
CAGL0F04719g	CAGL0D00704g
CAGL0F04807g	CAGL0D00704g
CAGL0F04895g	CAGL0D00704g
CAGL0F08217g	CAGL0D00704g
CAGL0G03883g	CAGL0D00704g
CAGL0G04763g	CAGL0D00704g
CAGL0G05830g	CAGL0D00704g
CAGL0G05962g	CAGL0D00704g
CAGL0G09977g	CAGL0D00704g
CAGL0H00682g	CAGL0D00704g
CAGL0H02387g	CAGL0D00704g
CAGL0H02893g	CAGL0D00704g
CAGL0H04037g	CAGL0D00704g
CAGL0H04851g	CAGL0D00704g
CAGL0H05445g	CAGL0D00704g
CAGL0H08063g	CAGL0D00704g
CAGL0H08541g	CAGL0D00704g
CAGL0H10010g	CAGL0D00704g
CAGL0I00528g	CAGL0D00704g
CAGL0I00550g	CAGL0D00704g
CAGL0I01100g	CAGL0D00704g
CAGL0I02024g	CAGL0D00704g
CAGL0I04048g	CAGL0D00704g
CAGL0I04972g	CAGL0D00704g
CAGL0I05390g	CAGL0D00704g
CAGL0I05874g	CAGL0D00704g
CAGL0I07887g	CAGL0D00704g
CAGL0I08305g	CAGL0D00704g
CAGL0J02904g	CAGL0D00704g
CAGL0J07568g	CAGL0D00704g
CAGL0J07980g	CAGL0D00704g
CAGL0J09262g	CAGL0D00704g
CAGL0J09812g	CAGL0D00704g
CAGL0K04301g	CAGL0D00704g
CAGL0K05247g	CAGL0D00704g
CAGL0K05687g	CAGL0D00704g
CAGL0K05813g	CAGL0D00704g
CAGL0K07480g	CAGL0D00704g
CAGL0K10736g	CAGL0D00704g
CAGL0K11858g	CAGL0D00704g
CAGL0L00473g	CAGL0D00704g
CAGL0L00803g	CAGL0D00704g
CAGL0L00957g	CAGL0D00704g
CAGL0L03135g	CAGL0D00704g
CAGL0L04598g	CAGL0D00704g
CAGL0L05742g	CAGL0D00704g
CAGL0L06512g	CAGL0D00704g
CAGL0L06578g	CAGL0D00704g
CAGL0L07480g	CAGL0D00704g
CAGL0L08426g	CAGL0D00704g
CAGL0L09383g	CAGL0D00704g
CAGL0L10362g	CAGL0D00704g
CAGL0L10582g	CAGL0D00704g
CAGL0L12562g	CAGL0D00704g
CAGL0M02211g	CAGL0D00704g
CAGL0M02915g	CAGL0D00704g
CAGL0M03377g	CAGL0D00704g
CAGL0M04675g	CAGL0D00704g
CAGL0M05511g	CAGL0D00704g
CAGL0M05951g	CAGL0D00704g
CAGL0M07403g	CAGL0D00704g
CAGL0M08184g	CAGL0D00704g
CAGL0M09229g	CAGL0D00704g
CAGL0D01958g	CAGL0D00748g
CAGL0D05060g	CAGL0D00748g
CAGL0E01771g	CAGL0D00748g
CAGL0E03289g	CAGL0D00748g
CAGL0E04994g	CAGL0D00748g
CAGL0E05500g	CAGL0D00748g
CAGL0F01045g	CAGL0D00748g
CAGL0F02233g	CAGL0D00748g
CAGL0F02431g	CAGL0D00748g
CAGL0F03399g	CAGL0D00748g
CAGL0F05863g	CAGL0D00748g
CAGL0G03905g	CAGL0D00748g
CAGL0G05566g	CAGL0D00748g
CAGL0G06402g	CAGL0D00748g
CAGL0G08734g	CAGL0D00748g
CAGL0G10131g	CAGL0D00748g
CAGL0G10153g	CAGL0D00748g
CAGL0H02491g	CAGL0D00748g
CAGL0H03993g	CAGL0D00748g
CAGL0H05643g	CAGL0D00748g
CAGL0H08822g	CAGL0D00748g
CAGL0H09064g	CAGL0D00748g
CAGL0I00748g	CAGL0D00748g
CAGL0I01298g	CAGL0D00748g
CAGL0I03190g	CAGL0D00748g
CAGL0I06831g	CAGL0D00748g
CAGL0I08987g	CAGL0D00748g
CAGL0I09790g	CAGL0D00748g
CAGL0I10791g	CAGL0D00748g
CAGL0J00429g	CAGL0D00748g
CAGL0J00473g	CAGL0D00748g
CAGL0J03806g	CAGL0D00748g
CAGL0J03894g	CAGL0D00748g
CAGL0J04576g	CAGL0D00748g
CAGL0J05984g	CAGL0D00748g
CAGL0J07062g	CAGL0D00748g
CAGL0J08679g	CAGL0D00748g
CAGL0J09614g	CAGL0D00748g
CAGL0J10010g	CAGL0D00748g
CAGL0J11682g	CAGL0D00748g
CAGL0K02233g	CAGL0D00748g
CAGL0K10780g	CAGL0D00748g
CAGL0L00979g	CAGL0D00748g
CAGL0L01089g	CAGL0D00748g
CAGL0L02079g	CAGL0D00748g
CAGL0L02937g	CAGL0D00748g
CAGL0L03806g	CAGL0D00748g
CAGL0L03846g	CAGL0D00748g
CAGL0L04510g	CAGL0D00748g
CAGL0L04664g	CAGL0D00748g
CAGL0L06160g	CAGL0D00748g
CAGL0L08114g	CAGL0D00748g
CAGL0L08184g	CAGL0D00748g
CAGL0L10406g	CAGL0D00748g
CAGL0L10868g	CAGL0D00748g
CAGL0L11000g	CAGL0D00748g
CAGL0L11506g	CAGL0D00748g
CAGL0M03795g	CAGL0D00748g
CAGL0M04873g	CAGL0D00748g
CAGL0M06369g	CAGL0D00748g
CAGL0M06457g	CAGL0D00748g
CAGL0M07271g	CAGL0D00748g
CAGL0M07722g	CAGL0D00748g
CAGL0D02134g	CAGL0D00770g
CAGL0D04356g	CAGL0D00770g
CAGL0D04686g	CAGL0D00770g
CAGL0D05280g	CAGL0D00770g
CAGL0D06600g	CAGL0D00770g
CAGL0E01881g	CAGL0D00770g
CAGL0E02651g	CAGL0D00770g
CAGL0E04224g	CAGL0D00770g
CAGL0E05346g	CAGL0D00770g
CAGL0F02145g	CAGL0D00770g
CAGL0F04807g	CAGL0D00770g
CAGL0F08019g	CAGL0D00770g
CAGL0G06732g	CAGL0D00770g
CAGL0G06952g	CAGL0D00770g
CAGL0G07821g	CAGL0D00770g
CAGL0G08019g	CAGL0D00770g
CAGL0G09383g	CAGL0D00770g
CAGL0H00825g	CAGL0D00770g
CAGL0H03179g	CAGL0D00770g
CAGL0H04851g	CAGL0D00770g
CAGL0H08541g	CAGL0D00770g
CAGL0I01100g	CAGL0D00770g
CAGL0I01276g	CAGL0D00770g
CAGL0I04906g	CAGL0D00770g
CAGL0I04972g	CAGL0D00770g
CAGL0I07843g	CAGL0D00770g
CAGL0I09009g	CAGL0D00770g
CAGL0I09504g	CAGL0D00770g
CAGL0I09702g	CAGL0D00770g
CAGL0I09724g	CAGL0D00770g
CAGL0I10406g	CAGL0D00770g
CAGL0J03762g	CAGL0D00770g
CAGL0K00110g	CAGL0D00770g
CAGL0K00847g	CAGL0D00770g
CAGL0K05687g	CAGL0D00770g
CAGL0K06677g	CAGL0D00770g
CAGL0K07436g	CAGL0D00770g
CAGL0K10428g	CAGL0D00770g
CAGL0K11858g	CAGL0D00770g
CAGL0K12518g	CAGL0D00770g
CAGL0L00473g	CAGL0D00770g
CAGL0L02321g	CAGL0D00770g
CAGL0L03135g	CAGL0D00770g
CAGL0L06578g	CAGL0D00770g
CAGL0L07546g	CAGL0D00770g
CAGL0L09020g	CAGL0D00770g
CAGL0L09108g	CAGL0D00770g
CAGL0L12562g	CAGL0D00770g
CAGL0M07001g	CAGL0D00770g
CAGL0M09669g	CAGL0D00770g
CAGL0D05060g	CAGL0D00880g
CAGL0E01155g	CAGL0D00880g
CAGL0E02013g	CAGL0D00880g
CAGL0E03289g	CAGL0D00880g
CAGL0E03938g	CAGL0D00880g
CAGL0E04334g	CAGL0D00880g
CAGL0E04994g	CAGL0D00880g
CAGL0E05500g	CAGL0D00880g
CAGL0F00407g	CAGL0D00880g
CAGL0F00429g	CAGL0D00880g
CAGL0F01045g	CAGL0D00880g
CAGL0F02563g	CAGL0D00880g
CAGL0F03927g	CAGL0D00880g
CAGL0F03993g	CAGL0D00880g
CAGL0G01826g	CAGL0D00880g
CAGL0G02409g	CAGL0D00880g
CAGL0G03575g	CAGL0D00880g
CAGL0G05874g	CAGL0D00880g
CAGL0G06248g	CAGL0D00880g
CAGL0G06490g	CAGL0D00880g
CAGL0G07106g	CAGL0D00880g
CAGL0G08734g	CAGL0D00880g
CAGL0G09130g	CAGL0D00880g
CAGL0H00440g	CAGL0D00880g
CAGL0H05643g	CAGL0D00880g
CAGL0H07051g	CAGL0D00880g
CAGL0H07579g	CAGL0D00880g
CAGL0H08822g	CAGL0D00880g
CAGL0I00792g	CAGL0D00880g
CAGL0I00814g	CAGL0D00880g
CAGL0I01408g	CAGL0D00880g
CAGL0I03234g	CAGL0D00880g
CAGL0I04730g	CAGL0D00880g
CAGL0I06006g	CAGL0D00880g
CAGL0I06644g	CAGL0D00880g
CAGL0I09790g	CAGL0D00880g
CAGL0I10670g	CAGL0D00880g
CAGL0J00473g	CAGL0D00880g
CAGL0J00649g	CAGL0D00880g
CAGL0J01848g	CAGL0D00880g
CAGL0J03234g	CAGL0D00880g
CAGL0J03894g	CAGL0D00880g
CAGL0J04070g	CAGL0D00880g
CAGL0J04576g	CAGL0D00880g
CAGL0J06374g	CAGL0D00880g
CAGL0J07678g	CAGL0D00880g
CAGL0J07766g	CAGL0D00880g
CAGL0J08679g	CAGL0D00880g
CAGL0J10010g	CAGL0D00880g
CAGL0J10164g	CAGL0D00880g
CAGL0J10362g	CAGL0D00880g
CAGL0K01859g	CAGL0D00880g
CAGL0K03091g	CAGL0D00880g
CAGL0K06061g	CAGL0D00880g
CAGL0K06567g	CAGL0D00880g
CAGL0K09042g	CAGL0D00880g
CAGL0K09724g	CAGL0D00880g
CAGL0K10362g	CAGL0D00880g
CAGL0K12100g	CAGL0D00880g
