source	target
CAGL0I02024g	CAGL0A01716g
CAGL0I05060g	CAGL0A01716g
CAGL0I05390g	CAGL0A01716g
CAGL0J02904g	CAGL0A01716g
CAGL0J07568g	CAGL0A01716g
CAGL0J09262g	CAGL0A01716g
CAGL0J09812g	CAGL0A01716g
CAGL0J10824g	CAGL0A01716g
CAGL0K07480g	CAGL0A01716g
CAGL0K09372g	CAGL0A01716g
CAGL0K10736g	CAGL0A01716g
CAGL0K10824g	CAGL0A01716g
CAGL0K11858g	CAGL0A01716g
CAGL0L00803g	CAGL0A01716g
CAGL0L00957g	CAGL0A01716g
CAGL0L01177g	CAGL0A01716g
CAGL0L04598g	CAGL0A01716g
CAGL0L05742g	CAGL0A01716g
CAGL0L08426g	CAGL0A01716g
CAGL0L09383g	CAGL0A01716g
CAGL0L10362g	CAGL0A01716g
CAGL0M01562g	CAGL0A01716g
CAGL0M02915g	CAGL0A01716g
CAGL0M03377g	CAGL0A01716g
CAGL0M04675g	CAGL0A01716g
CAGL0M05511g	CAGL0A01716g
CAGL0A01826g	CAGL0A01782g
CAGL0A02145g	CAGL0A01782g
CAGL0A02211g	CAGL0A01782g
CAGL0A02233g	CAGL0A01782g
CAGL0A03102g	CAGL0A01782g
CAGL0A03476g	CAGL0A01782g
CAGL0B00814g	CAGL0A01782g
CAGL0B00946g	CAGL0A01782g
CAGL0B02838g	CAGL0A01782g
CAGL0B02860g	CAGL0A01782g
CAGL0B02904g	CAGL0A01782g
CAGL0B03619g	CAGL0A01782g
CAGL0B03817g	CAGL0A01782g
CAGL0C02365g	CAGL0A01782g
CAGL0C02739g	CAGL0A01782g
CAGL0C03113g	CAGL0A01782g
CAGL0C04191g	CAGL0A01782g
CAGL0C04587g	CAGL0A01782g
CAGL0C05445g	CAGL0A01782g
CAGL0D00704g	CAGL0A01782g
CAGL0D01298g	CAGL0A01782g
CAGL0D01474g	CAGL0A01782g
CAGL0D02134g	CAGL0A01782g
CAGL0D03982g	CAGL0A01782g
CAGL0D04026g	CAGL0A01782g
CAGL0D04356g	CAGL0A01782g
CAGL0D04686g	CAGL0A01782g
CAGL0D05280g	CAGL0A01782g
CAGL0D06600g	CAGL0A01782g
CAGL0E00803g	CAGL0A01782g
CAGL0E01243g	CAGL0A01782g
CAGL0E01815g	CAGL0A01782g
CAGL0E01881g	CAGL0A01782g
CAGL0E02651g	CAGL0A01782g
CAGL0E04510g	CAGL0A01782g
CAGL0E05148g	CAGL0A01782g
CAGL0E05170g	CAGL0A01782g
CAGL0E05456g	CAGL0A01782g
CAGL0E06380g	CAGL0A01782g
CAGL0F01485g	CAGL0A01782g
CAGL0F02101g	CAGL0A01782g
CAGL0F04807g	CAGL0A01782g
CAGL0F04895g	CAGL0A01782g
CAGL0F05071g	CAGL0A01782g
CAGL0F07117g	CAGL0A01782g
CAGL0F08019g	CAGL0A01782g
CAGL0F08085g	CAGL0A01782g
CAGL0F08217g	CAGL0A01782g
CAGL0G01122g	CAGL0A01782g
CAGL0G02849g	CAGL0A01782g
CAGL0G03883g	CAGL0A01782g
CAGL0G04433g	CAGL0A01782g
CAGL0G04763g	CAGL0A01782g
CAGL0G05698g	CAGL0A01782g
CAGL0G05830g	CAGL0A01782g
CAGL0G05962g	CAGL0A01782g
CAGL0G08019g	CAGL0A01782g
CAGL0G09977g	CAGL0A01782g
CAGL0H00418g	CAGL0A01782g
CAGL0H00682g	CAGL0A01782g
CAGL0H00704g	CAGL0A01782g
CAGL0H02387g	CAGL0A01782g
CAGL0H02585g	CAGL0A01782g
CAGL0H02893g	CAGL0A01782g
CAGL0H04037g	CAGL0A01782g
CAGL0H04851g	CAGL0A01782g
CAGL0H05445g	CAGL0A01782g
CAGL0H08063g	CAGL0A01782g
CAGL0H08541g	CAGL0A01782g
CAGL0H10010g	CAGL0A01782g
CAGL0I00528g	CAGL0A01782g
CAGL0I00550g	CAGL0A01782g
CAGL0I01100g	CAGL0A01782g
CAGL0I02024g	CAGL0A01782g
CAGL0I02530g	CAGL0A01782g
CAGL0I04048g	CAGL0A01782g
CAGL0I04972g	CAGL0A01782g
CAGL0I05874g	CAGL0A01782g
CAGL0I07887g	CAGL0A01782g
CAGL0I08305g	CAGL0A01782g
CAGL0I09086g	CAGL0A01782g
CAGL0J02904g	CAGL0A01782g
CAGL0J07568g	CAGL0A01782g
CAGL0J07980g	CAGL0A01782g
CAGL0J09262g	CAGL0A01782g
CAGL0J09812g	CAGL0A01782g
CAGL0K00110g	CAGL0A01782g
CAGL0K02629g	CAGL0A01782g
CAGL0K04301g	CAGL0A01782g
CAGL0K05247g	CAGL0A01782g
CAGL0K05687g	CAGL0A01782g
CAGL0K05813g	CAGL0A01782g
CAGL0K10428g	CAGL0A01782g
CAGL0K10736g	CAGL0A01782g
CAGL0K11858g	CAGL0A01782g
CAGL0K12254g	CAGL0A01782g
CAGL0L00473g	CAGL0A01782g
CAGL0L00957g	CAGL0A01782g
CAGL0L03135g	CAGL0A01782g
CAGL0L03267g	CAGL0A01782g
CAGL0L04598g	CAGL0A01782g
CAGL0L05742g	CAGL0A01782g
CAGL0L06512g	CAGL0A01782g
CAGL0L06578g	CAGL0A01782g
CAGL0L07480g	CAGL0A01782g
CAGL0L09086g	CAGL0A01782g
CAGL0L09108g	CAGL0A01782g
CAGL0L09383g	CAGL0A01782g
CAGL0L09537g	CAGL0A01782g
CAGL0L10362g	CAGL0A01782g
CAGL0L10582g	CAGL0A01782g
CAGL0L12562g	CAGL0A01782g
CAGL0M01562g	CAGL0A01782g
CAGL0M02211g	CAGL0A01782g
CAGL0M02915g	CAGL0A01782g
CAGL0M03025g	CAGL0A01782g
CAGL0M04675g	CAGL0A01782g
CAGL0M05401g	CAGL0A01782g
CAGL0M05511g	CAGL0A01782g
CAGL0M05665g	CAGL0A01782g
CAGL0M05951g	CAGL0A01782g
CAGL0M06633g	CAGL0A01782g
CAGL0M07403g	CAGL0A01782g
CAGL0M08184g	CAGL0A01782g
CAGL0M09229g	CAGL0A01782g
CAGL0A02211g	CAGL0A01826g
CAGL0A02233g	CAGL0A01826g
CAGL0B00814g	CAGL0A01826g
CAGL0B00946g	CAGL0A01826g
CAGL0B01727g	CAGL0A01826g
CAGL0B02838g	CAGL0A01826g
CAGL0B03619g	CAGL0A01826g
CAGL0B03817g	CAGL0A01826g
CAGL0C01771g	CAGL0A01826g
CAGL0C03113g	CAGL0A01826g
CAGL0C04191g	CAGL0A01826g
CAGL0D01298g	CAGL0A01826g
CAGL0D01474g	CAGL0A01826g
CAGL0D02134g	CAGL0A01826g
CAGL0D04026g	CAGL0A01826g
CAGL0D04686g	CAGL0A01826g
CAGL0D05082g	CAGL0A01826g
CAGL0D06600g	CAGL0A01826g
CAGL0E01243g	CAGL0A01826g
CAGL0E03025g	CAGL0A01826g
CAGL0E04510g	CAGL0A01826g
CAGL0E04548g	CAGL0A01826g
CAGL0E05148g	CAGL0A01826g
CAGL0F00715g	CAGL0A01826g
CAGL0F01485g	CAGL0A01826g
CAGL0F04631g	CAGL0A01826g
CAGL0F04807g	CAGL0A01826g
CAGL0F06677g	CAGL0A01826g
CAGL0F07029g	CAGL0A01826g
CAGL0F08085g	CAGL0A01826g
CAGL0G01122g	CAGL0A01826g
CAGL0G02563g	CAGL0A01826g
CAGL0G04433g	CAGL0A01826g
CAGL0G04763g	CAGL0A01826g
CAGL0G08019g	CAGL0A01826g
CAGL0H00704g	CAGL0A01826g
CAGL0H04851g	CAGL0A01826g
CAGL0H05445g	CAGL0A01826g
CAGL0H08541g	CAGL0A01826g
CAGL0H08844g	CAGL0A01826g
CAGL0H10010g	CAGL0A01826g
CAGL0I00528g	CAGL0A01826g
CAGL0I01100g	CAGL0A01826g
CAGL0I02530g	CAGL0A01826g
CAGL0I04328g	CAGL0A01826g
CAGL0I04994g	CAGL0A01826g
CAGL0I05610g	CAGL0A01826g
CAGL0I05874g	CAGL0A01826g
CAGL0I09086g	CAGL0A01826g
CAGL0I09702g	CAGL0A01826g
CAGL0J05082g	CAGL0A01826g
CAGL0J07980g	CAGL0A01826g
CAGL0K04301g	CAGL0A01826g
CAGL0K04367g	CAGL0A01826g
CAGL0K05813g	CAGL0A01826g
CAGL0K09702g	CAGL0A01826g
CAGL0K10428g	CAGL0A01826g
CAGL0K10736g	CAGL0A01826g
CAGL0K12254g	CAGL0A01826g
CAGL0L00473g	CAGL0A01826g
CAGL0L03135g	CAGL0A01826g
