"Name"	"Conditions"	"logFC"	"hovertext"
"CAGL0E00737g"	"T60"	0.629	"CAGL0E00737g - 0.629"
"CAGL0E00803g"	"T60"	0.724	"CAGL0E00803g - 0.724"
"CAGL0E01155g"	"T60"	0.044	"CAGL0E01155g - 0.044"
"CAGL0E01243g"	"T60"	NA	"CAGL0E01243g - NA"
"CAGL0E01287g"	"T60"	-0.273	"CAGL0E01287g - -0.273"
"CAGL0E01705g"	"T60"	0.581	"CAGL0E01705g - 0.581"
"CAGL0E01727g"	"T60"	NA	"CAGL0E01727g - NA"
"CAGL0E01771g"	"T60"	NA	"CAGL0E01771g - NA"
"CAGL0E01793g"	"T60"	-0.58	"CAGL0E01793g - -0.58"
"CAGL0E01815g"	"T60"	NA	"CAGL0E01815g - NA"
"CAGL0E01837g"	"T60"	NA	"CAGL0E01837g - NA"
"CAGL0E01881g"	"T60"	NA	"CAGL0E01881g - NA"
"CAGL0E01991g"	"T60"	-0.04	"CAGL0E01991g - -0.04"
"CAGL0E02013g"	"T60"	-0.581	"CAGL0E02013g - -0.581"
"CAGL0E02255g"	"T60"	0.751	"CAGL0E02255g - 0.751"
"CAGL0E02651g"	"T60"	NA	"CAGL0E02651g - NA"
"CAGL0E03025g"	"T60"	NA	"CAGL0E03025g - NA"
"CAGL0E03289g"	"T60"	-0.275	"CAGL0E03289g - -0.275"
"CAGL0E03520g"	"T60"	-0.144	"CAGL0E03520g - -0.144"
"CAGL0E03850g"	"T60"	-0.489	"CAGL0E03850g - -0.489"
"CAGL0E03916g"	"T60"	NA	"CAGL0E03916g - NA"
"CAGL0E03938g"	"T60"	-0.244	"CAGL0E03938g - -0.244"
"CAGL0E04092g"	"T60"	1.515	"CAGL0E04092g - 1.515"
"CAGL0E04224g"	"T60"	NA	"CAGL0E04224g - NA"
"CAGL0E04334g"	"T60"	-1.172	"CAGL0E04334g - -1.172"
"CAGL0E04510g"	"T60"	NA	"CAGL0E04510g - NA"
"CAGL0E04548g"	"T60"	NA	"CAGL0E04548g - NA"
"CAGL0E04554g"	"T60"	NA	"CAGL0E04554g - NA"
"CAGL0E04884g"	"T60"	NA	"CAGL0E04884g - NA"
"CAGL0E04994g"	"T60"	-0.344	"CAGL0E04994g - -0.344"
"CAGL0E05148g"	"T60"	1.165	"CAGL0E05148g - 1.165"
"CAGL0E05170g"	"T60"	NA	"CAGL0E05170g - NA"
"CAGL0E05346g"	"T60"	0.082	"CAGL0E05346g - 0.082"
"CAGL0E05456g"	"T60"	NA	"CAGL0E05456g - NA"
"CAGL0E05500g"	"T60"	-0.6	"CAGL0E05500g - -0.6"
"CAGL0E05588g"	"T60"	NA	"CAGL0E05588g - NA"
"CAGL0E05654g"	"T60"	NA	"CAGL0E05654g - NA"
"CAGL0E05830g"	"T60"	-0.13	"CAGL0E05830g - -0.13"
"CAGL0E06072g"	"T60"	NA	"CAGL0E06072g - NA"
"CAGL0E06116g"	"T60"	NA	"CAGL0E06116g - NA"
"CAGL0E06138g"	"T60"	-0.75	"CAGL0E06138g - -0.75"
"CAGL0E06380g"	"T60"	NA	"CAGL0E06380g - NA"
"CAGL0E06424g"	"T60"	0.224	"CAGL0E06424g - 0.224"
"CAGL0F00187g"	"T60"	NA	"CAGL0F00187g - NA"
"CAGL0F00209g"	"T60"	NA	"CAGL0F00209g - NA"
"CAGL0F00231g"	"T60"	0.03	"CAGL0F00231g - 0.03"
"CAGL0F00407g"	"T60"	-0.309	"CAGL0F00407g - -0.309"
"CAGL0F00429g"	"T60"	0.078	"CAGL0F00429g - 0.078"
"CAGL0F00605g"	"T60"	1.086	"CAGL0F00605g - 1.086"
"CAGL0F00649g"	"T60"	NA	"CAGL0F00649g - NA"
"CAGL0F00715g"	"T60"	NA	"CAGL0F00715g - NA"
"CAGL0F01045g"	"T60"	-0.263	"CAGL0F01045g - -0.263"
"CAGL0F01265g"	"T60"	NA	"CAGL0F01265g - NA"
"CAGL0F01419g"	"T60"	NA	"CAGL0F01419g - NA"
"CAGL0F01463g"	"T60"	-0.398	"CAGL0F01463g - -0.398"
"CAGL0F01485g"	"T60"	NA	"CAGL0F01485g - NA"
"CAGL0F01749g"	"T60"	-0.28	"CAGL0F01749g - -0.28"
"CAGL0F02101g"	"T60"	NA	"CAGL0F02101g - NA"
"CAGL0F02145g"	"T60"	NA	"CAGL0F02145g - NA"
"CAGL0F02233g"	"T60"	-0.105	"CAGL0F02233g - -0.105"
"CAGL0F02431g"	"T60"	-0.452	"CAGL0F02431g - -0.452"
"CAGL0F02513g"	"T60"	NA	"CAGL0F02513g - NA"
"CAGL0F02563g"	"T60"	-0.305	"CAGL0F02563g - -0.305"
"CAGL0F03399g"	"T60"	-1.672	"CAGL0F03399g - -1.672"
"CAGL0F03553g"	"T60"	0.669	"CAGL0F03553g - 0.669"
"CAGL0F03861g"	"T60"	-0.834	"CAGL0F03861g - -0.834"
"CAGL0F03927g"	"T60"	-0.101	"CAGL0F03927g - -0.101"
"CAGL0F03993g"	"T60"	0.696	"CAGL0F03993g - 0.696"
"CAGL0F04191g"	"T60"	NA	"CAGL0F04191g - NA"
"CAGL0F04213g"	"T60"	-0.455	"CAGL0F04213g - -0.455"
"CAGL0F04411g"	"T60"	NA	"CAGL0F04411g - NA"
"CAGL0F04565g"	"T60"	-0.115	"CAGL0F04565g - -0.115"
"CAGL0F04631g"	"T60"	NA	"CAGL0F04631g - NA"
"CAGL0F04719g"	"T60"	0.496	"CAGL0F04719g - 0.496"
"CAGL0F04807g"	"T60"	1.805	"CAGL0F04807g - 1.805"
"CAGL0F04895g"	"T60"	0.896	"CAGL0F04895g - 0.896"
"CAGL0F04917g"	"T60"	NA	"CAGL0F04917g - NA"
"CAGL0F05071g"	"T60"	NA	"CAGL0F05071g - NA"
"CAGL0F05093g"	"T60"	NA	"CAGL0F05093g - NA"
"CAGL0F05687g"	"T60"	NA	"CAGL0F05687g - NA"
"CAGL0F05709g"	"T60"	NA	"CAGL0F05709g - NA"
"CAGL0F05863g"	"T60"	-0.389	"CAGL0F05863g - -0.389"
"CAGL0F06413g"	"T60"	NA	"CAGL0F06413g - NA"
"CAGL0F06501g"	"T60"	-0.376	"CAGL0F06501g - -0.376"
"CAGL0F06677g"	"T60"	NA	"CAGL0F06677g - NA"
"CAGL0F07029g"	"T60"	-0.334	"CAGL0F07029g - -0.334"
"CAGL0F07117g"	"T60"	NA	"CAGL0F07117g - NA"
"CAGL0F07513g"	"T60"	NA	"CAGL0F07513g - NA"
"CAGL0F07865g"	"T60"	NA	"CAGL0F07865g - NA"
"CAGL0F07953g"	"T60"	NA	"CAGL0F07953g - NA"
"CAGL0F08019g"	"T60"	NA	"CAGL0F08019g - NA"
"CAGL0F08085g"	"T60"	NA	"CAGL0F08085g - NA"
"CAGL0F08195g"	"T60"	NA	"CAGL0F08195g - NA"
"CAGL0F08217g"	"T60"	NA	"CAGL0F08217g - NA"
"CAGL0F08261g"	"T60"	0.155	"CAGL0F08261g - 0.155"
"CAGL0F08745g"	"T60"	NA	"CAGL0F08745g - NA"
"CAGL0G01122g"	"T60"	NA	"CAGL0G01122g - NA"
"CAGL0G01166g"	"T60"	0.05	"CAGL0G01166g - 0.05"
"CAGL0G01540g"	"T60"	-0.033	"CAGL0G01540g - -0.033"
"CAGL0G01826g"	"T60"	-0.161	"CAGL0G01826g - -0.161"
"CAGL0G02255g"	"T60"	NA	"CAGL0G02255g - NA"
"CAGL0G02409g"	"T60"	-0.456	"CAGL0G02409g - -0.456"
"CAGL0G02563g"	"T60"	NA	"CAGL0G02563g - NA"
"CAGL0G02585g"	"T60"	0.087	"CAGL0G02585g - 0.087"
"CAGL0G02849g"	"T60"	0.669	"CAGL0G02849g - 0.669"
"CAGL0G02937g"	"T60"	NA	"CAGL0G02937g - NA"
"CAGL0G03289g"	"T60"	0.869	"CAGL0G03289g - 0.869"
"CAGL0G03575g"	"T60"	-0.429	"CAGL0G03575g - -0.429"
"CAGL0G03883g"	"T60"	0.422	"CAGL0G03883g - 0.422"
"CAGL0G03905g"	"T60"	NA	"CAGL0G03905g - NA"
"CAGL0G04433g"	"T60"	NA	"CAGL0G04433g - NA"
"CAGL0G04499g"	"T60"	NA	"CAGL0G04499g - NA"
"CAGL0G04763g"	"T60"	NA	"CAGL0G04763g - NA"
"CAGL0G05566g"	"T60"	0.248	"CAGL0G05566g - 0.248"
"CAGL0G05698g"	"T60"	NA	"CAGL0G05698g - NA"
"CAGL0G05764g"	"T60"	NA	"CAGL0G05764g - NA"
"CAGL0G05830g"	"T60"	NA	"CAGL0G05830g - NA"
"CAGL0G05874g"	"T60"	0.633	"CAGL0G05874g - 0.633"
"CAGL0G05962g"	"T60"	NA	"CAGL0G05962g - NA"
"CAGL0G06006g"	"T60"	NA	"CAGL0G06006g - NA"
"CAGL0G06050g"	"T60"	NA	"CAGL0G06050g - NA"
"CAGL0G06248g"	"T60"	-0.482	"CAGL0G06248g - -0.482"
"CAGL0G06402g"	"T60"	-0.224	"CAGL0G06402g - -0.224"
"CAGL0G06468g"	"T60"	NA	"CAGL0G06468g - NA"
"CAGL0G06490g"	"T60"	-0.075	"CAGL0G06490g - -0.075"
"CAGL0G06732g"	"T60"	0.16	"CAGL0G06732g - 0.16"
"CAGL0G06798g"	"T60"	0.126	"CAGL0G06798g - 0.126"
"CAGL0G06952g"	"T60"	NA	"CAGL0G06952g - NA"
"CAGL0G07106g"	"T60"	-0.474	"CAGL0G07106g - -0.474"
"CAGL0G07711g"	"T60"	-0.12	"CAGL0G07711g - -0.12"
"CAGL0G07821g"	"T60"	NA	"CAGL0G07821g - NA"
"CAGL0G08019g"	"T60"	NA	"CAGL0G08019g - NA"
"CAGL0G08041g"	"T60"	-0.714	"CAGL0G08041g - -0.714"
"CAGL0G08712g"	"T60"	-0.067	"CAGL0G08712g - -0.067"
"CAGL0G08734g"	"T60"	-0.363	"CAGL0G08734g - -0.363"
"CAGL0G09064g"	"T60"	NA	"CAGL0G09064g - NA"
"CAGL0G09130g"	"T60"	-0.144	"CAGL0G09130g - -0.144"
"CAGL0G09383g"	"T60"	-0.338	"CAGL0G09383g - -0.338"
"CAGL0G09691g"	"T60"	-0.249	"CAGL0G09691g - -0.249"
"CAGL0G09977g"	"T60"	NA	"CAGL0G09977g - NA"
"CAGL0G10131g"	"T60"	-0.145	"CAGL0G10131g - -0.145"
"CAGL0G10153g"	"T60"	0.012	"CAGL0G10153g - 0.012"
"CAGL0G10175g"	"T60"	NA	"CAGL0G10175g - NA"
"CAGL0H00418g"	"T60"	1.494	"CAGL0H00418g - 1.494"
"CAGL0H00440g"	"T60"	NA	"CAGL0H00440g - NA"
"CAGL0H00506g"	"T60"	0.214	"CAGL0H00506g - 0.214"
"CAGL0H00572g"	"T60"	NA	"CAGL0H00572g - NA"
"CAGL0H00594g"	"T60"	NA	"CAGL0H00594g - NA"
"CAGL0H00682g"	"T60"	NA	"CAGL0H00682g - NA"
"CAGL0H00704g"	"T60"	NA	"CAGL0H00704g - NA"
"CAGL0H00825g"	"T60"	NA	"CAGL0H00825g - NA"
"CAGL0H02101g"	"T60"	1.845	"CAGL0H02101g - 1.845"
"CAGL0H02387g"	"T60"	NA	"CAGL0H02387g - NA"
"CAGL0H02491g"	"T60"	NA	"CAGL0H02491g - NA"
"CAGL0H02563g"	"T60"	NA	"CAGL0H02563g - NA"
"CAGL0H02585g"	"T60"	0.249	"CAGL0H02585g - 0.249"
"CAGL0H02893g"	"T60"	NA	"CAGL0H02893g - NA"
"CAGL0H02959g"	"T60"	NA	"CAGL0H02959g - NA"
"CAGL0H03179g"	"T60"	NA	"CAGL0H03179g - NA"
"CAGL0H03487g"	"T60"	NA	"CAGL0H03487g - NA"
"CAGL0H03751g"	"T60"	NA	"CAGL0H03751g - NA"
"CAGL0H03795g"	"T60"	0.235	"CAGL0H03795g - 0.235"
"CAGL0H03993g"	"T60"	0.004	"CAGL0H03993g - 0.004"
"CAGL0H04037g"	"T60"	NA	"CAGL0H04037g - NA"
"CAGL0H04081g"	"T60"	-0.313	"CAGL0H04081g - -0.313"
"CAGL0H04125g"	"T60"	-0.269	"CAGL0H04125g - -0.269"
"CAGL0H04191g"	"T60"	-0.332	"CAGL0H04191g - -0.332"
"CAGL0H04851g"	"T60"	NA	"CAGL0H04851g - NA"
"CAGL0H04939g"	"T60"	NA	"CAGL0H04939g - NA"
"CAGL0H05137g"	"T60"	-0.526	"CAGL0H05137g - -0.526"
"CAGL0H05445g"	"T60"	-0.071	"CAGL0H05445g - -0.071"
"CAGL0H05643g"	"T60"	-0.694	"CAGL0H05643g - -0.694"
"CAGL0H06545g"	"T60"	NA	"CAGL0H06545g - NA"
"CAGL0H06699g"	"T60"	0.189	"CAGL0H06699g - 0.189"
"CAGL0H06787g"	"T60"	0.223	"CAGL0H06787g - 0.223"
"CAGL0H07051g"	"T60"	-0.305	"CAGL0H07051g - -0.305"
"CAGL0H07337g"	"T60"	NA	"CAGL0H07337g - NA"
"CAGL0H07579g"	"T60"	-0.098	"CAGL0H07579g - -0.098"
"CAGL0H07887g"	"T60"	-0.038	"CAGL0H07887g - -0.038"
"CAGL0H08063g"	"T60"	NA	"CAGL0H08063g - NA"
"CAGL0H08261g"	"T60"	NA	"CAGL0H08261g - NA"
"CAGL0H08541g"	"T60"	0.478	"CAGL0H08541g - 0.478"
"CAGL0H08624g"	"T60"	NA	"CAGL0H08624g - NA"
"CAGL0H08822g"	"T60"	NA	"CAGL0H08822g - NA"
"CAGL0H08844g"	"T60"	2.163	"CAGL0H08844g - 2.163"
"CAGL0H09064g"	"T60"	-0.133	"CAGL0H09064g - -0.133"
"CAGL0H09460g"	"T60"	-0.542	"CAGL0H09460g - -0.542"
"CAGL0H09592g"	"T60"	NA	"CAGL0H09592g - NA"
"CAGL0H09614g"	"T60"	NA	"CAGL0H09614g - NA"
"CAGL0H09944g"	"T60"	0.826	"CAGL0H09944g - 0.826"
"CAGL0H09966g"	"T60"	NA	"CAGL0H09966g - NA"
"CAGL0H10010g"	"T60"	NA	"CAGL0H10010g - NA"
"CAGL0H10076g"	"T60"	-1.346	"CAGL0H10076g - -1.346"
"CAGL0H10142g"	"T60"	0.021	"CAGL0H10142g - 0.021"
"CAGL0I00286g"	"T60"	NA	"CAGL0I00286g - NA"
"CAGL0I00462g"	"T60"	0.16	"CAGL0I00462g - 0.16"
"CAGL0I00528g"	"T60"	NA	"CAGL0I00528g - NA"
"CAGL0I00550g"	"T60"	NA	"CAGL0I00550g - NA"
"CAGL0I00748g"	"T60"	-0.131	"CAGL0I00748g - -0.131"
"CAGL0I00792g"	"T60"	-0.241	"CAGL0I00792g - -0.241"
"CAGL0I00814g"	"T60"	-0.041	"CAGL0I00814g - -0.041"
"CAGL0I01100g"	"T60"	0.892	"CAGL0I01100g - 0.892"
"CAGL0I01166g"	"T60"	0.511	"CAGL0I01166g - 0.511"
"CAGL0I01276g"	"T60"	0.461	"CAGL0I01276g - 0.461"
"CAGL0I01298g"	"T60"	-0.56	"CAGL0I01298g - -0.56"
"CAGL0I01408g"	"T60"	0.044	"CAGL0I01408g - 0.044"
"CAGL0I01980g"	"T60"	NA	"CAGL0I01980g - NA"
"CAGL0I02024g"	"T60"	NA	"CAGL0I02024g - NA"
"CAGL0I02134g"	"T60"	NA	"CAGL0I02134g - NA"
"CAGL0I02486g"	"T60"	-0.176	"CAGL0I02486g - -0.176"
"CAGL0I02508g"	"T60"	NA	"CAGL0I02508g - NA"
"CAGL0I02530g"	"T60"	0.99	"CAGL0I02530g - 0.99"
"CAGL0I02728g"	"T60"	NA	"CAGL0I02728g - NA"
"CAGL0I03036g"	"T60"	-0.116	"CAGL0I03036g - -0.116"
"CAGL0I03080g"	"T60"	0.681	"CAGL0I03080g - 0.681"
"CAGL0I03190g"	"T60"	-0.053	"CAGL0I03190g - -0.053"
"CAGL0I03234g"	"T60"	0.148	"CAGL0I03234g - 0.148"
"CAGL0I03366g"	"T60"	0.31	"CAGL0I03366g - 0.31"
"CAGL0I04004g"	"T60"	NA	"CAGL0I04004g - NA"
"CAGL0I04048g"	"T60"	NA	"CAGL0I04048g - NA"
"CAGL0I04328g"	"T60"	NA	"CAGL0I04328g - NA"
"CAGL0I04334g"	"T60"	NA	"CAGL0I04334g - NA"
"CAGL0I04444g"	"T60"	0.084	"CAGL0I04444g - 0.084"
"CAGL0I04686g"	"T60"	0.187	"CAGL0I04686g - 0.187"
"CAGL0I04730g"	"T60"	-0.091	"CAGL0I04730g - -0.091"
"CAGL0I04752g"	"T60"	NA	"CAGL0I04752g - NA"
"CAGL0I04906g"	"T60"	0.531	"CAGL0I04906g - 0.531"
"CAGL0I04972g"	"T60"	NA	"CAGL0I04972g - NA"
"CAGL0I04994g"	"T60"	-0.145	"CAGL0I04994g - -0.145"
"CAGL0I05060g"	"T60"	NA	"CAGL0I05060g - NA"
"CAGL0I05390g"	"T60"	NA	"CAGL0I05390g - NA"
"CAGL0I05610g"	"T60"	NA	"CAGL0I05610g - NA"
"CAGL0I05874g"	"T60"	0.665	"CAGL0I05874g - 0.665"
"CAGL0I05934g"	"T60"	NA	"CAGL0I05934g - NA"
"CAGL0I06006g"	"T60"	-0.141	"CAGL0I06006g - -0.141"
"CAGL0I06050g"	"T60"	-0.318	"CAGL0I06050g - -0.318"
"CAGL0I06182g"	"T60"	-0.614	"CAGL0I06182g - -0.614"
"CAGL0I06644g"	"T60"	NA	"CAGL0I06644g - NA"
"CAGL0I06743g"	"T60"	NA	"CAGL0I06743g - NA"
"CAGL0I06831g"	"T60"	NA	"CAGL0I06831g - NA"
"CAGL0I07249g"	"T60"	NA	"CAGL0I07249g - NA"
"CAGL0I07491g"	"T60"	NA	"CAGL0I07491g - NA"
"CAGL0I07843g"	"T60"	-0.406	"CAGL0I07843g - -0.406"
"CAGL0I07887g"	"T60"	NA	"CAGL0I07887g - NA"
"CAGL0I07969g"	"T60"	NA	"CAGL0I07969g - NA"
"CAGL0I08305g"	"T60"	NA	"CAGL0I08305g - NA"
"CAGL0I08503g"	"T60"	-0.418	"CAGL0I08503g - -0.418"
"CAGL0I08547g"	"T60"	-0.28	"CAGL0I08547g - -0.28"
"CAGL0I08987g"	"T60"	-0.262	"CAGL0I08987g - -0.262"
"CAGL0I09009g"	"T60"	NA	"CAGL0I09009g - NA"
"CAGL0I09086g"	"T60"	NA	"CAGL0I09086g - NA"
"CAGL0I09284g"	"T60"	-0.06	"CAGL0I09284g - -0.06"
"CAGL0I09328g"	"T60"	-0.289	"CAGL0I09328g - -0.289"
"CAGL0I09504g"	"T60"	NA	"CAGL0I09504g - NA"
"CAGL0I09702g"	"T60"	NA	"CAGL0I09702g - NA"
"CAGL0I09724g"	"T60"	NA	"CAGL0I09724g - NA"
"CAGL0I09790g"	"T60"	-0.463	"CAGL0I09790g - -0.463"
"CAGL0I10010g"	"T60"	NA	"CAGL0I10010g - NA"
"CAGL0I10147g"	"T60"	NA	"CAGL0I10147g - NA"
"CAGL0I10384g"	"T60"	NA	"CAGL0I10384g - NA"
"CAGL0I10406g"	"T60"	0.234	"CAGL0I10406g - 0.234"
"CAGL0I10472g"	"T60"	0.089	"CAGL0I10472g - 0.089"
"CAGL0I10670g"	"T60"	-0.379	"CAGL0I10670g - -0.379"
"CAGL0I10747g"	"T60"	NA	"CAGL0I10747g - NA"
"CAGL0I10791g"	"T60"	-0.359	"CAGL0I10791g - -0.359"
"CAGL0J00363g"	"T60"	NA	"CAGL0J00363g - NA"
"CAGL0J00429g"	"T60"	0.971	"CAGL0J00429g - 0.971"
"CAGL0J00451g"	"T60"	0.178	"CAGL0J00451g - 0.178"
"CAGL0J00473g"	"T60"	-0.57	"CAGL0J00473g - -0.57"
"CAGL0J00649g"	"T60"	0.266	"CAGL0J00649g - 0.266"
"CAGL0J00847g"	"T60"	-0.692	"CAGL0J00847g - -0.692"
"CAGL0J01045g"	"T60"	NA	"CAGL0J01045g - NA"
"CAGL0J01441g"	"T60"	-0.36	"CAGL0J01441g - -0.36"
"CAGL0J01848g"	"T60"	NA	"CAGL0J01848g - NA"
"CAGL0J02112g"	"T60"	-0.264	"CAGL0J02112g - -0.264"
"CAGL0J02530g"	"T60"	NA	"CAGL0J02530g - NA"
"CAGL0J02904g"	"T60"	NA	"CAGL0J02904g - NA"
"CAGL0J03080g"	"T60"	NA	"CAGL0J03080g - NA"
"CAGL0J03212g"	"T60"	-0.072	"CAGL0J03212g - -0.072"
"CAGL0J03234g"	"T60"	-0.099	"CAGL0J03234g - -0.099"
"CAGL0J03762g"	"T60"	0.151	"CAGL0J03762g - 0.151"
"CAGL0J03806g"	"T60"	-0.374	"CAGL0J03806g - -0.374"
"CAGL0J03894g"	"T60"	NA	"CAGL0J03894g - NA"
"CAGL0J03916g"	"T60"	NA	"CAGL0J03916g - NA"
"CAGL0J04004g"	"T60"	NA	"CAGL0J04004g - NA"
"CAGL0J04070g"	"T60"	0.315	"CAGL0J04070g - 0.315"
"CAGL0J04202g"	"T60"	3.63	"CAGL0J04202g - 3.63"
"CAGL0J04224g"	"T60"	NA	"CAGL0J04224g - NA"
"CAGL0J04268g"	"T60"	0.177	"CAGL0J04268g - 0.177"
"CAGL0J04290g"	"T60"	NA	"CAGL0J04290g - NA"
"CAGL0J04466g"	"T60"	2.214	"CAGL0J04466g - 2.214"
"CAGL0J04576g"	"T60"	NA	"CAGL0J04576g - NA"
"CAGL0J04950g"	"T60"	NA	"CAGL0J04950g - NA"
"CAGL0J05082g"	"T60"	NA	"CAGL0J05082g - NA"
"CAGL0J05258g"	"T60"	-0.067	"CAGL0J05258g - -0.067"
"CAGL0J05390g"	"T60"	NA	"CAGL0J05390g - NA"
"CAGL0J05478g"	"T60"	NA	"CAGL0J05478g - NA"
"CAGL0J05852g"	"T60"	0.286	"CAGL0J05852g - 0.286"
"CAGL0J05984g"	"T60"	-0.268	"CAGL0J05984g - -0.268"
"CAGL0J06374g"	"T60"	-0.01	"CAGL0J06374g - -0.01"
"CAGL0J06380g"	"T60"	NA	"CAGL0J06380g - NA"
"CAGL0J06666g"	"T60"	0.276	"CAGL0J06666g - 0.276"
"CAGL0J07062g"	"T60"	-0.104	"CAGL0J07062g - -0.104"
"CAGL0J07568g"	"T60"	0.351	"CAGL0J07568g - 0.351"
"CAGL0J07678g"	"T60"	0.465	"CAGL0J07678g - 0.465"
"CAGL0J07766g"	"T60"	-0.431	"CAGL0J07766g - -0.431"
"CAGL0J07980g"	"T60"	NA	"CAGL0J07980g - NA"
"CAGL0J08547g"	"T60"	NA	"CAGL0J08547g - NA"
"CAGL0J08679g"	"T60"	-0.117	"CAGL0J08679g - -0.117"
"CAGL0J09240g"	"T60"	0.239	"CAGL0J09240g - 0.239"
"CAGL0J09262g"	"T60"	NA	"CAGL0J09262g - NA"
"CAGL0J09328g"	"T60"	NA	"CAGL0J09328g - NA"
"CAGL0J09614g"	"T60"	0.045	"CAGL0J09614g - 0.045"
"CAGL0J09724g"	"T60"	-0.734	"CAGL0J09724g - -0.734"
"CAGL0J09812g"	"T60"	NA	"CAGL0J09812g - NA"
"CAGL0J09944g"	"T60"	NA	"CAGL0J09944g - NA"
"CAGL0J10010g"	"T60"	0.094	"CAGL0J10010g - 0.094"
"CAGL0J10164g"	"T60"	-0.28	"CAGL0J10164g - -0.28"
"CAGL0J10362g"	"T60"	-0.225	"CAGL0J10362g - -0.225"
"CAGL0J10824g"	"T60"	NA	"CAGL0J10824g - NA"
"CAGL0J10846g"	"T60"	NA	"CAGL0J10846g - NA"
"CAGL0J10978g"	"T60"	NA	"CAGL0J10978g - NA"
"CAGL0J11132g"	"T60"	-0.033	"CAGL0J11132g - -0.033"
"CAGL0J11682g"	"T60"	-0.298	"CAGL0J11682g - -0.298"
"CAGL0J11792g"	"T60"	NA	"CAGL0J11792g - NA"
"CAGL0J11858g"	"T60"	NA	"CAGL0J11858g - NA"
"CAGL0K00110g"	"T60"	-0.229	"CAGL0K00110g - -0.229"
"CAGL0K00715g"	"T60"	NA	"CAGL0K00715g - NA"
"CAGL0K00847g"	"T60"	0.053	"CAGL0K00847g - 0.053"
"CAGL0K00869g"	"T60"	NA	"CAGL0K00869g - NA"
"CAGL0K01177g"	"T60"	0.115	"CAGL0K01177g - 0.115"
"CAGL0K01749g"	"T60"	NA	"CAGL0K01749g - NA"
"CAGL0K01771g"	"T60"	-0.967	"CAGL0K01771g - -0.967"
"CAGL0K01859g"	"T60"	-0.309	"CAGL0K01859g - -0.309"
"CAGL0K02233g"	"T60"	-0.358	"CAGL0K02233g - -0.358"
"CAGL0K02409g"	"T60"	-0.024	"CAGL0K02409g - -0.024"
"CAGL0K02629g"	"T60"	NA	"CAGL0K02629g - NA"
"CAGL0K02893g"	"T60"	-1.203	"CAGL0K02893g - -1.203"
"CAGL0K03091g"	"T60"	1.09	"CAGL0K03091g - 1.09"
"CAGL0K03421g"	"T60"	NA	"CAGL0K03421g - NA"
"CAGL0K03459g"	"T60"	NA	"CAGL0K03459g - NA"
"CAGL0K04103g"	"T60"	NA	"CAGL0K04103g - NA"
"CAGL0K04279g"	"T60"	NA	"CAGL0K04279g - NA"
"CAGL0K04301g"	"T60"	NA	"CAGL0K04301g - NA"
"CAGL0K04367g"	"T60"	NA	"CAGL0K04367g - NA"
"CAGL0K04499g"	"T60"	-0.49	"CAGL0K04499g - -0.49"
"CAGL0K04719g"	"T60"	NA	"CAGL0K04719g - NA"
"CAGL0K04851g"	"T60"	NA	"CAGL0K04851g - NA"
"CAGL0K05137g"	"T60"	NA	"CAGL0K05137g - NA"
"CAGL0K05247g"	"T60"	NA	"CAGL0K05247g - NA"
"CAGL0K05357g"	"T60"	-0.511	"CAGL0K05357g - -0.511"
"CAGL0K05687g"	"T60"	NA	"CAGL0K05687g - NA"
"CAGL0K05753g"	"T60"	NA	"CAGL0K05753g - NA"
"CAGL0K05813g"	"T60"	0.031	"CAGL0K05813g - 0.031"
"CAGL0K06061g"	"T60"	-0.077	"CAGL0K06061g - -0.077"
"CAGL0K06105g"	"T60"	NA	"CAGL0K06105g - NA"
"CAGL0K06259g"	"T60"	0.069	"CAGL0K06259g - 0.069"
"CAGL0K06567g"	"T60"	-0.763	"CAGL0K06567g - -0.763"
"CAGL0K06633g"	"T60"	NA	"CAGL0K06633g - NA"
"CAGL0K06677g"	"T60"	-0.159	"CAGL0K06677g - -0.159"
"CAGL0K07111g"	"T60"	NA	"CAGL0K07111g - NA"
"CAGL0K07183g"	"T60"	NA	"CAGL0K07183g - NA"
"CAGL0K07205g"	"T60"	NA	"CAGL0K07205g - NA"
"CAGL0K07436g"	"T60"	-0.777	"CAGL0K07436g - -0.777"
"CAGL0K07480g"	"T60"	NA	"CAGL0K07480g - NA"
"CAGL0K07546g"	"T60"	NA	"CAGL0K07546g - NA"
"CAGL0K07590g"	"T60"	NA	"CAGL0K07590g - NA"
"CAGL0K07678g"	"T60"	NA	"CAGL0K07678g - NA"
"CAGL0K08184g"	"T60"	-0.41	"CAGL0K08184g - -0.41"
"CAGL0K08206g"	"T60"	NA	"CAGL0K08206g - NA"
"CAGL0K08338g"	"T60"	0.191	"CAGL0K08338g - 0.191"
"CAGL0K08536g"	"T60"	1.06	"CAGL0K08536g - 1.06"
"CAGL0K08668g"	"T60"	NA	"CAGL0K08668g - NA"
"CAGL0K08756g"	"T60"	NA	"CAGL0K08756g - NA"
"CAGL0K09042g"	"T60"	-0.192	"CAGL0K09042g - -0.192"
"CAGL0K09372g"	"T60"	NA	"CAGL0K09372g - NA"
"CAGL0K09702g"	"T60"	NA	"CAGL0K09702g - NA"
"CAGL0K09724g"	"T60"	0.506	"CAGL0K09724g - 0.506"
"CAGL0K09988g"	"T60"	-0.931	"CAGL0K09988g - -0.931"
