"";"Name";"Conditions";"logFC";"hovertext"
"329";"CAGL0I01408g";"T10";"1.97775488952829";"CAGL0I01408g - 1.97775488952829"
"330";"CAGL0I01980g";"T10";NA;"CAGL0I01980g - NA"
"331";"CAGL0I02024g";"T10";NA;"CAGL0I02024g - NA"
"332";"CAGL0I02134g";"T10";NA;"CAGL0I02134g - NA"
"333";"CAGL0I02486g";"T10";"-0.739698671758872";"CAGL0I02486g - -0.739698671758872"
"334";"CAGL0I02508g";"T10";NA;"CAGL0I02508g - NA"
"335";"CAGL0I02530g";"T10";"-0.691389344381336";"CAGL0I02530g - -0.691389344381336"
"336";"CAGL0I02728g";"T10";NA;"CAGL0I02728g - NA"
"337";"CAGL0I03036g";"T10";"-0.447835138085241";"CAGL0I03036g - -0.447835138085241"
"338";"CAGL0I03080g";"T10";"-0.0655849284772905";"CAGL0I03080g - -0.0655849284772905"
"339";"CAGL0I03190g";"T10";"-0.650678969791888";"CAGL0I03190g - -0.650678969791888"
"340";"CAGL0I03234g";"T10";"-1.09877985769961";"CAGL0I03234g - -1.09877985769961"
"341";"CAGL0I03366g";"T10";"0.466756730615911";"CAGL0I03366g - 0.466756730615911"
"342";"CAGL0I04004g";"T10";NA;"CAGL0I04004g - NA"
"343";"CAGL0I04048g";"T10";NA;"CAGL0I04048g - NA"
"344";"CAGL0I04328g";"T10";NA;"CAGL0I04328g - NA"
"345";"CAGL0I04334g";"T10";NA;"CAGL0I04334g - NA"
"346";"CAGL0I04444g";"T10";"-0.226974661381364";"CAGL0I04444g - -0.226974661381364"
"347";"CAGL0I04686g";"T10";"-0.0507917215051938";"CAGL0I04686g - -0.0507917215051938"
"348";"CAGL0I04730g";"T10";"0.823386985865474";"CAGL0I04730g - 0.823386985865474"
"349";"CAGL0I04752g";"T10";NA;"CAGL0I04752g - NA"
"350";"CAGL0I04906g";"T10";"-0.843321568616761";"CAGL0I04906g - -0.843321568616761"
"351";"CAGL0I04972g";"T10";NA;"CAGL0I04972g - NA"
"352";"CAGL0I04994g";"T10";"-0.333792099505705";"CAGL0I04994g - -0.333792099505705"
"353";"CAGL0I05060g";"T10";NA;"CAGL0I05060g - NA"
"354";"CAGL0I05390g";"T10";NA;"CAGL0I05390g - NA"
"355";"CAGL0I05610g";"T10";NA;"CAGL0I05610g - NA"
"356";"CAGL0I05874g";"T10";"0.496225504245098";"CAGL0I05874g - 0.496225504245098"
"357";"CAGL0I05934g";"T10";NA;"CAGL0I05934g - NA"
"358";"CAGL0I06006g";"T10";"-0.278949816316699";"CAGL0I06006g - -0.278949816316699"
"359";"CAGL0I06050g";"T10";"-0.137197568770052";"CAGL0I06050g - -0.137197568770052"
"360";"CAGL0I06182g";"T10";"-0.751229919129211";"CAGL0I06182g - -0.751229919129211"
"361";"CAGL0I06644g";"T10";NA;"CAGL0I06644g - NA"
"362";"CAGL0I06743g";"T10";NA;"CAGL0I06743g - NA"
"363";"CAGL0I06831g";"T10";NA;"CAGL0I06831g - NA"
"364";"CAGL0I07249g";"T10";NA;"CAGL0I07249g - NA"
"365";"CAGL0I07491g";"T10";NA;"CAGL0I07491g - NA"
"366";"CAGL0I07843g";"T10";"-0.667114126905687";"CAGL0I07843g - -0.667114126905687"
"367";"CAGL0I07887g";"T10";NA;"CAGL0I07887g - NA"
"368";"CAGL0I07969g";"T10";NA;"CAGL0I07969g - NA"
"369";"CAGL0I08305g";"T10";NA;"CAGL0I08305g - NA"
"370";"CAGL0I08503g";"T10";"1.88152609938038";"CAGL0I08503g - 1.88152609938038"
"371";"CAGL0I08547g";"T10";"-0.637736096697463";"CAGL0I08547g - -0.637736096697463"
"372";"CAGL0I08987g";"T10";"-0.020965887334443";"CAGL0I08987g - -0.020965887334443"
"373";"CAGL0I09009g";"T10";NA;"CAGL0I09009g - NA"
"374";"CAGL0I09086g";"T10";NA;"CAGL0I09086g - NA"
"375";"CAGL0I09284g";"T10";"-0.33432874124071";"CAGL0I09284g - -0.33432874124071"
"376";"CAGL0I09328g";"T10";"-0.990743039149574";"CAGL0I09328g - -0.990743039149574"
"377";"CAGL0I09504g";"T10";NA;"CAGL0I09504g - NA"
"378";"CAGL0I09702g";"T10";NA;"CAGL0I09702g - NA"
"379";"CAGL0I09724g";"T10";NA;"CAGL0I09724g - NA"
"380";"CAGL0I09790g";"T10";"-0.181199853876952";"CAGL0I09790g - -0.181199853876952"
"381";"CAGL0I10010g";"T10";NA;"CAGL0I10010g - NA"
"382";"CAGL0I10147g";"T10";NA;"CAGL0I10147g - NA"
"383";"CAGL0I10384g";"T10";NA;"CAGL0I10384g - NA"
"384";"CAGL0I10406g";"T10";"0.764941280095032";"CAGL0I10406g - 0.764941280095032"
"385";"CAGL0I10472g";"T10";"0.377995242435395";"CAGL0I10472g - 0.377995242435395"
"386";"CAGL0I10670g";"T10";"1.00669409057572";"CAGL0I10670g - 1.00669409057572"
"387";"CAGL0I10747g";"T10";NA;"CAGL0I10747g - NA"
"388";"CAGL0I10791g";"T10";"-0.76514688900631";"CAGL0I10791g - -0.76514688900631"
"389";"CAGL0J00363g";"T10";NA;"CAGL0J00363g - NA"
"390";"CAGL0J00429g";"T10";"0.574048455527486";"CAGL0J00429g - 0.574048455527486"
"391";"CAGL0J00451g";"T10";NA;"CAGL0J00451g - NA"
"392";"CAGL0J00473g";"T10";"-0.527570751316738";"CAGL0J00473g - -0.527570751316738"
"393";"CAGL0J00649g";"T10";"-0.826417701163015";"CAGL0J00649g - -0.826417701163015"
"394";"CAGL0J00847g";"T10";"-0.37681280889284";"CAGL0J00847g - -0.37681280889284"
"395";"CAGL0J01045g";"T10";NA;"CAGL0J01045g - NA"
"396";"CAGL0J01441g";"T10";"-0.591237293403568";"CAGL0J01441g - -0.591237293403568"
"397";"CAGL0J01848g";"T10";NA;"CAGL0J01848g - NA"
"398";"CAGL0J02112g";"T10";"-0.315616002158266";"CAGL0J02112g - -0.315616002158266"
"399";"CAGL0J02530g";"T10";NA;"CAGL0J02530g - NA"
"400";"CAGL0J02904g";"T10";NA;"CAGL0J02904g - NA"
"401";"CAGL0J03080g";"T10";NA;"CAGL0J03080g - NA"
"402";"CAGL0J03212g";"T10";"-0.659044865687196";"CAGL0J03212g - -0.659044865687196"
"403";"CAGL0J03234g";"T10";"0.515984256552196";"CAGL0J03234g - 0.515984256552196"
"404";"CAGL0J03762g";"T10";"0.355168334347371";"CAGL0J03762g - 0.355168334347371"
"405";"CAGL0J03806g";"T10";"0.0375456074064333";"CAGL0J03806g - 0.0375456074064333"
"406";"CAGL0J03894g";"T10";NA;"CAGL0J03894g - NA"
"407";"CAGL0J03916g";"T10";NA;"CAGL0J03916g - NA"
"408";"CAGL0J04004g";"T10";NA;"CAGL0J04004g - NA"
"409";"CAGL0J04070g";"T10";"-1.34538222154054";"CAGL0J04070g - -1.34538222154054"
"410";"CAGL0J04202g";"T10";"3.89192723395139";"CAGL0J04202g - 3.89192723395139"
"411";"CAGL0J04224g";"T10";NA;"CAGL0J04224g - NA"
"412";"CAGL0J04268g";"T10";"-0.555507466896824";"CAGL0J04268g - -0.555507466896824"
"413";"CAGL0J04290g";"T10";NA;"CAGL0J04290g - NA"
"414";"CAGL0J04466g";"T10";NA;"CAGL0J04466g - NA"
"415";"CAGL0J04576g";"T10";NA;"CAGL0J04576g - NA"
"416";"CAGL0J04950g";"T10";NA;"CAGL0J04950g - NA"
"417";"CAGL0J05082g";"T10";NA;"CAGL0J05082g - NA"
"418";"CAGL0J05258g";"T10";"0.0982153596544909";"CAGL0J05258g - 0.0982153596544909"
"419";"CAGL0J05390g";"T10";NA;"CAGL0J05390g - NA"
"420";"CAGL0J05478g";"T10";NA;"CAGL0J05478g - NA"
"421";"CAGL0J05852g";"T10";"1.1647681616184";"CAGL0J05852g - 1.1647681616184"
"422";"CAGL0J05984g";"T10";"-0.624049532285951";"CAGL0J05984g - -0.624049532285951"
"423";"CAGL0J06374g";"T10";"-0.321212546455203";"CAGL0J06374g - -0.321212546455203"
"424";"CAGL0J06380g";"T10";NA;"CAGL0J06380g - NA"
"425";"CAGL0J06666g";"T10";"1.33658545363602";"CAGL0J06666g - 1.33658545363602"
"426";"CAGL0J07062g";"T10";"0.131399239885133";"CAGL0J07062g - 0.131399239885133"
"427";"CAGL0J07568g";"T10";"-0.0204571410800741";"CAGL0J07568g - -0.0204571410800741"
"428";"CAGL0J07678g";"T10";"0.152060264273466";"CAGL0J07678g - 0.152060264273466"
"429";"CAGL0J07766g";"T10";"0.921881806100532";"CAGL0J07766g - 0.921881806100532"
"430";"CAGL0J07980g";"T10";NA;"CAGL0J07980g - NA"
"431";"CAGL0J08547g";"T10";NA;"CAGL0J08547g - NA"
"432";"CAGL0J08679g";"T10";"0.622528621828688";"CAGL0J08679g - 0.622528621828688"
"433";"CAGL0J09240g";"T10";"-0.21058026810115";"CAGL0J09240g - -0.21058026810115"
"434";"CAGL0J09262g";"T10";NA;"CAGL0J09262g - NA"
"435";"CAGL0J09328g";"T10";NA;"CAGL0J09328g - NA"
"436";"CAGL0J09614g";"T10";"4.10614582722301";"CAGL0J09614g - 4.10614582722301"
"437";"CAGL0J09724g";"T10";"-2.63333218925506";"CAGL0J09724g - -2.63333218925506"
"438";"CAGL0J09812g";"T10";NA;"CAGL0J09812g - NA"
"439";"CAGL0J09944g";"T10";NA;"CAGL0J09944g - NA"
"440";"CAGL0J10010g";"T10";"-0.262609749685519";"CAGL0J10010g - -0.262609749685519"
"441";"CAGL0J10164g";"T10";"0.627577623967091";"CAGL0J10164g - 0.627577623967091"
"442";"CAGL0J10362g";"T10";"-3.06739854213592";"CAGL0J10362g - -3.06739854213592"
"443";"CAGL0J10824g";"T10";NA;"CAGL0J10824g - NA"
"444";"CAGL0J10846g";"T10";NA;"CAGL0J10846g - NA"
"445";"CAGL0J10978g";"T10";NA;"CAGL0J10978g - NA"
"446";"CAGL0J11132g";"T10";"0.071905327184665";"CAGL0J11132g - 0.071905327184665"
"447";"CAGL0J11682g";"T10";"0.659818804806276";"CAGL0J11682g - 0.659818804806276"
"448";"CAGL0J11792g";"T10";NA;"CAGL0J11792g - NA"
"449";"CAGL0J11858g";"T10";NA;"CAGL0J11858g - NA"
"450";"CAGL0K00110g";"T10";"-1.60218268158993";"CAGL0K00110g - -1.60218268158993"
"451";"CAGL0K00715g";"T10";NA;"CAGL0K00715g - NA"
"452";"CAGL0K00847g";"T10";"-0.0778167334323156";"CAGL0K00847g - -0.0778167334323156"
"453";"CAGL0K00869g";"T10";NA;"CAGL0K00869g - NA"
"454";"CAGL0K01177g";"T10";"0.00276335966009719";"CAGL0K01177g - 0.00276335966009719"
"455";"CAGL0K01749g";"T10";NA;"CAGL0K01749g - NA"
"456";"CAGL0K01771g";"T10";"-0.842013520989282";"CAGL0K01771g - -0.842013520989282"
"457";"CAGL0K01859g";"T10";"0.105610217547348";"CAGL0K01859g - 0.105610217547348"
"458";"CAGL0K02233g";"T10";"1.29627200427148";"CAGL0K02233g - 1.29627200427148"
"459";"CAGL0K02409g";"T10";"1.83697096159863";"CAGL0K02409g - 1.83697096159863"
"460";"CAGL0K02629g";"T10";NA;"CAGL0K02629g - NA"
"461";"CAGL0K02893g";"T10";"0.660963548547905";"CAGL0K02893g - 0.660963548547905"
"462";"CAGL0K03091g";"T10";"2.07941210682968";"CAGL0K03091g - 2.07941210682968"
"463";"CAGL0K03421g";"T10";NA;"CAGL0K03421g - NA"
"464";"CAGL0K03459g";"T10";NA;"CAGL0K03459g - NA"
"465";"CAGL0K04103g";"T10";NA;"CAGL0K04103g - NA"
"466";"CAGL0K04279g";"T10";NA;"CAGL0K04279g - NA"
"467";"CAGL0K04301g";"T10";NA;"CAGL0K04301g - NA"
"468";"CAGL0K04367g";"T10";NA;"CAGL0K04367g - NA"
"469";"CAGL0K04499g";"T10";"-0.270793373158208";"CAGL0K04499g - -0.270793373158208"
"470";"CAGL0K04719g";"T10";NA;"CAGL0K04719g - NA"
"471";"CAGL0K04851g";"T10";NA;"CAGL0K04851g - NA"
"472";"CAGL0K05137g";"T10";NA;"CAGL0K05137g - NA"
"473";"CAGL0K05247g";"T10";NA;"CAGL0K05247g - NA"
"474";"CAGL0K05357g";"T10";"-0.0223659291220186";"CAGL0K05357g - -0.0223659291220186"
"475";"CAGL0K05687g";"T10";NA;"CAGL0K05687g - NA"
"476";"CAGL0K05753g";"T10";NA;"CAGL0K05753g - NA"
"477";"CAGL0K05813g";"T10";"0.139799840838534";"CAGL0K05813g - 0.139799840838534"
"478";"CAGL0K06061g";"T10";"-0.850366390132911";"CAGL0K06061g - -0.850366390132911"
"479";"CAGL0K06105g";"T10";NA;"CAGL0K06105g - NA"
"480";"CAGL0K06259g";"T10";"-0.201188556542534";"CAGL0K06259g - -0.201188556542534"
"481";"CAGL0K06567g";"T10";"-0.0513672732030579";"CAGL0K06567g - -0.0513672732030579"
"482";"CAGL0K06633g";"T10";NA;"CAGL0K06633g - NA"
"483";"CAGL0K06677g";"T10";"0.438646650599389";"CAGL0K06677g - 0.438646650599389"
"484";"CAGL0K07111g";"T10";NA;"CAGL0K07111g - NA"
"485";"CAGL0K07183g";"T10";NA;"CAGL0K07183g - NA"
"486";"CAGL0K07205g";"T10";NA;"CAGL0K07205g - NA"
"487";"CAGL0K07436g";"T10";"-0.425738330507818";"CAGL0K07436g - -0.425738330507818"
"488";"CAGL0K07480g";"T10";NA;"CAGL0K07480g - NA"
"489";"CAGL0K07546g";"T10";NA;"CAGL0K07546g - NA"
"490";"CAGL0K07590g";"T10";NA;"CAGL0K07590g - NA"
"491";"CAGL0K07678g";"T10";NA;"CAGL0K07678g - NA"
"492";"CAGL0K08184g";"T10";"0.676016939506258";"CAGL0K08184g - 0.676016939506258"
"493";"CAGL0K08206g";"T10";NA;"CAGL0K08206g - NA"
"494";"CAGL0K08338g";"T10";"1.59603985676966";"CAGL0K08338g - 1.59603985676966"
"495";"CAGL0K08536g";"T10";"1.5203325020299";"CAGL0K08536g - 1.5203325020299"
"496";"CAGL0K08668g";"T10";NA;"CAGL0K08668g - NA"
"497";"CAGL0K08756g";"T10";NA;"CAGL0K08756g - NA"
"498";"CAGL0K09042g";"T10";"-2.28721642619504";"CAGL0K09042g - -2.28721642619504"
"499";"CAGL0K09372g";"T10";NA;"CAGL0K09372g - NA"
"500";"CAGL0K09702g";"T10";NA;"CAGL0K09702g - NA"
"501";"CAGL0K09724g";"T10";"0.899996349844846";"CAGL0K09724g - 0.899996349844846"
"502";"CAGL0K09988g";"T10";"-2.31427384478236";"CAGL0K09988g - -2.31427384478236"
"503";"CAGL0K10340g";"T10";"-0.128707091392513";"CAGL0K10340g - -0.128707091392513"
"504";"CAGL0K10362g";"T10";"0.413456108289242";"CAGL0K10362g - 0.413456108289242"
"505";"CAGL0K10428g";"T10";NA;"CAGL0K10428g - NA"
"506";"CAGL0K10736g";"T10";NA;"CAGL0K10736g - NA"
"507";"CAGL0K10780g";"T10";"-1.0787403463157";"CAGL0K10780g - -1.0787403463157"
"508";"CAGL0K10824g";"T10";NA;"CAGL0K10824g - NA"
"509";"CAGL0K10868g";"T10";"-0.433483915456971";"CAGL0K10868g - -0.433483915456971"
"510";"CAGL0K11231g";"T10";"0.789019259444878";"CAGL0K11231g - 0.789019259444878"
"511";"CAGL0K11616g";"T10";"-0.127570975516569";"CAGL0K11616g - -0.127570975516569"
"512";"CAGL0K11858g";"T10";"0.185794410382406";"CAGL0K11858g - 0.185794410382406"
"513";"CAGL0K12100g";"T10";"0.382070046259398";"CAGL0K12100g - 0.382070046259398"
"514";"CAGL0K12254g";"T10";NA;"CAGL0K12254g - NA"
"515";"CAGL0K12518g";"T10";NA;"CAGL0K12518g - NA"
"516";"CAGL0K12980g";"T10";NA;"CAGL0K12980g - NA"
"517";"CAGL0L00429g";"T10";"0.710919947665147";"CAGL0L00429g - 0.710919947665147"
"518";"CAGL0L00473g";"T10";NA;"CAGL0L00473g - NA"
"519";"CAGL0L00649g";"T10";NA;"CAGL0L00649g - NA"
"520";"CAGL0L00759g";"T10";"0.289476419123178";"CAGL0L00759g - 0.289476419123178"
"521";"CAGL0L00803g";"T10";NA;"CAGL0L00803g - NA"
"522";"CAGL0L00957g";"T10";"-0.51372978700611";"CAGL0L00957g - -0.51372978700611"
"523";"CAGL0L00979g";"T10";NA;"CAGL0L00979g - NA"
"524";"CAGL0L01089g";"T10";"1.17162236783759";"CAGL0L01089g - 1.17162236783759"
"525";"CAGL0L01177g";"T10";"-2.09238421497799";"CAGL0L01177g - -2.09238421497799"
"526";"CAGL0L01551g";"T10";"-0.834040712125238";"CAGL0L01551g - -0.834040712125238"
"527";"CAGL0L01771g";"T10";NA;"CAGL0L01771g - NA"
"528";"CAGL0L02079g";"T10";"0.457883224293285";"CAGL0L02079g - 0.457883224293285"
"529";"CAGL0L02167g";"T10";NA;"CAGL0L02167g - NA"
"530";"CAGL0L02321g";"T10";"-1.33925870137044";"CAGL0L02321g - -1.33925870137044"
"531";"CAGL0L02937g";"T10";NA;"CAGL0L02937g - NA"
"532";"CAGL0L03135g";"T10";NA;"CAGL0L03135g - NA"
"533";"CAGL0L03267g";"T10";NA;"CAGL0L03267g - NA"
"534";"CAGL0L03377g";"T10";NA;"CAGL0L03377g - NA"
"535";"CAGL0L03696g";"T10";NA;"CAGL0L03696g - NA"
"536";"CAGL0L03806g";"T10";"2.16522188709795";"CAGL0L03806g - 2.16522188709795"
"537";"CAGL0L03828g";"T10";"-0.024653520350971";"CAGL0L03828g - -0.024653520350971"
"538";"CAGL0L03846g";"T10";"-0.0953548369650626";"CAGL0L03846g - -0.0953548369650626"
"539";"CAGL0L03982g";"T10";"-0.128370662307485";"CAGL0L03982g - -0.128370662307485"
"540";"CAGL0L04070g";"T10";NA;"CAGL0L04070g - NA"
"541";"CAGL0L04510g";"T10";NA;"CAGL0L04510g - NA"
"542";"CAGL0L04598g";"T10";"-1.37700688911093";"CAGL0L04598g - -1.37700688911093"
"543";"CAGL0L04664g";"T10";"0.434113588816887";"CAGL0L04664g - 0.434113588816887"
"544";"CAGL0L05236g";"T10";"0.295287866383777";"CAGL0L05236g - 0.295287866383777"
"545";"CAGL0L05258g";"T10";"-2.00541515787406";"CAGL0L05258g - -2.00541515787406"
"546";"CAGL0L05500g";"T10";"3.92311400313221";"CAGL0L05500g - 3.92311400313221"
"547";"CAGL0L05742g";"T10";NA;"CAGL0L05742g - NA"
"548";"CAGL0L05786g";"T10";NA;"CAGL0L05786g - NA"
"549";"CAGL0L06094g";"T10";"-0.53727838749587";"CAGL0L06094g - -0.53727838749587"
"550";"CAGL0L06160g";"T10";"-0.498083847229712";"CAGL0L06160g - -0.498083847229712"
"551";"CAGL0L06512g";"T10";NA;"CAGL0L06512g - NA"
"552";"CAGL0L06578g";"T10";NA;"CAGL0L06578g - NA"
"553";"CAGL0L06666g";"T10";NA;"CAGL0L06666g - NA"
"554";"CAGL0L06776g";"T10";NA;"CAGL0L06776g - NA"
"555";"CAGL0L06864g";"T10";NA;"CAGL0L06864g - NA"
"556";"CAGL0L07480g";"T10";NA;"CAGL0L07480g - NA"
"557";"CAGL0L07502g";"T10";NA;"CAGL0L07502g - NA"
"558";"CAGL0L07546g";"T10";NA;"CAGL0L07546g - NA"
"559";"CAGL0L08114g";"T10";NA;"CAGL0L08114g - NA"
"560";"CAGL0L08118g";"T10";NA;"CAGL0L08118g - NA"
"561";"CAGL0L08184g";"T10";NA;"CAGL0L08184g - NA"
"562";"CAGL0L08294g";"T10";NA;"CAGL0L08294g - NA"
"563";"CAGL0L08426g";"T10";NA;"CAGL0L08426g - NA"
"564";"CAGL0L08756g";"T10";NA;"CAGL0L08756g - NA"
"565";"CAGL0L09020g";"T10";NA;"CAGL0L09020g - NA"
"566";"CAGL0L09086g";"T10";NA;"CAGL0L09086g - NA"
"567";"CAGL0L09108g";"T10";"0.244422684895912";"CAGL0L09108g - 0.244422684895912"
"568";"CAGL0L09273g";"T10";NA;"CAGL0L09273g - NA"
"569";"CAGL0L09383g";"T10";NA;"CAGL0L09383g - NA"
"570";"CAGL0L09537g";"T10";NA;"CAGL0L09537g - NA"
"571";"CAGL0L10142g";"T10";NA;"CAGL0L10142g - NA"
"572";"CAGL0L10164g";"T10";"0.270795695392017";"CAGL0L10164g - 0.270795695392017"
"573";"CAGL0L10362g";"T10";NA;"CAGL0L10362g - NA"
"574";"CAGL0L10406g";"T10";"-0.26194737757042";"CAGL0L10406g - -0.26194737757042"
"575";"CAGL0L10582g";"T10";NA;"CAGL0L10582g - NA"
"576";"CAGL0L10780g";"T10";"-0.0625736920717964";"CAGL0L10780g - -0.0625736920717964"
"577";"CAGL0L10868g";"T10";"-0.692508398769808";"CAGL0L10868g - -0.692508398769808"
"578";"CAGL0L10890g";"T10";"-0.844315714139109";"CAGL0L10890g - -0.844315714139109"
"579";"CAGL0L11000g";"T10";"-1.21809371484782";"CAGL0L11000g - -1.21809371484782"
"580";"CAGL0L11506g";"T10";NA;"CAGL0L11506g - NA"
"581";"CAGL0L11814g";"T10";NA;"CAGL0L11814g - NA"
"582";"CAGL0L11902g";"T10";NA;"CAGL0L11902g - NA"
"583";"CAGL0L11990g";"T10";NA;"CAGL0L11990g - NA"
"584";"CAGL0L12364g";"T10";"-0.480418063588137";"CAGL0L12364g - -0.480418063588137"
"585";"CAGL0L12562g";"T10";NA;"CAGL0L12562g - NA"
"586";"CAGL0L12914g";"T10";"-0.590505326191307";"CAGL0L12914g - -0.590505326191307"
"587";"CAGL0L12936g";"T10";"0.174173967383679";"CAGL0L12936g - 0.174173967383679"
"588";"CAGL0L13156g";"T10";NA;"CAGL0L13156g - NA"
"589";"CAGL0L13354g";"T10";NA;"CAGL0L13354g - NA"
"590";"CAGL0M00418g";"T10";NA;"CAGL0M00418g - NA"
"591";"CAGL0M00770g";"T10";NA;"CAGL0M00770g - NA"
"592";"CAGL0M01364g";"T10";"-0.240501044830317";"CAGL0M01364g - -0.240501044830317"
"593";"CAGL0M01562g";"T10";"0.143403229845643";"CAGL0M01562g - 0.143403229845643"
"594";"CAGL0M02167g";"T10";NA;"CAGL0M02167g - NA"
"595";"CAGL0M02211g";"T10";"-0.722516973224388";"CAGL0M02211g - -0.722516973224388"
"596";"CAGL0M02387g";"T10";NA;"CAGL0M02387g - NA"
"597";"CAGL0M02915g";"T10";NA;"CAGL0M02915g - NA"
"598";"CAGL0M03003g";"T10";NA;"CAGL0M03003g - NA"
"599";"CAGL0M03025g";"T10";NA;"CAGL0M03025g - NA"
"600";"CAGL0M03377g";"T10";"-0.093546956804355";"CAGL0M03377g - -0.093546956804355"
"601";"CAGL0M03795g";"T10";"-1.55370830221558";"CAGL0M03795g - -1.55370830221558"
"602";"CAGL0M04191g";"T10";NA;"CAGL0M04191g - NA"
"603";"CAGL0M04499g";"T10";NA;"CAGL0M04499g - NA"
"604";"CAGL0M04675g";"T10";"0.979307140134712";"CAGL0M04675g - 0.979307140134712"
"605";"CAGL0M04873g";"T10";"0.733199494947101";"CAGL0M04873g - 0.733199494947101"
"606";"CAGL0M05401g";"T10";NA;"CAGL0M05401g - NA"
"607";"CAGL0M05511g";"T10";NA;"CAGL0M05511g - NA"
"608";"CAGL0M05665g";"T10";"0.975129234445451";"CAGL0M05665g - 0.975129234445451"
"609";"CAGL0M05775g";"T10";"0.987313242646755";"CAGL0M05775g - 0.987313242646755"
"610";"CAGL0M05951g";"T10";NA;"CAGL0M05951g - NA"
"611";"CAGL0M05995g";"T10";"-0.489044380663164";"CAGL0M05995g - -0.489044380663164"
"612";"CAGL0M06369g";"T10";"-1.91399234212853";"CAGL0M06369g - -1.91399234212853"
"613";"CAGL0M06457g";"T10";"-1.58695999708622";"CAGL0M06457g - -1.58695999708622"
"614";"CAGL0M06633g";"T10";"2.8625354608597";"CAGL0M06633g - 2.8625354608597"
"615";"CAGL0M06963g";"T10";NA;"CAGL0M06963g - NA"
"616";"CAGL0M07001g";"T10";NA;"CAGL0M07001g - NA"
"617";"CAGL0M07271g";"T10";"3.56854813201416";"CAGL0M07271g - 3.56854813201416"
"618";"CAGL0M07403g";"T10";NA;"CAGL0M07403g - NA"
"619";"CAGL0M07656g";"T10";"-0.263997817324999";"CAGL0M07656g - -0.263997817324999"
"620";"CAGL0M07722g";"T10";"1.05868048418182";"CAGL0M07722g - 1.05868048418182"
"621";"CAGL0M08184g";"T10";NA;"CAGL0M08184g - NA"
"622";"CAGL0M08602g";"T10";NA;"CAGL0M08602g - NA"
"623";"CAGL0M09020g";"T10";NA;"CAGL0M09020g - NA"
"624";"CAGL0M09229g";"T10";NA;"CAGL0M09229g - NA"
"625";"CAGL0M09581g";"T10";"0.321366446775055";"CAGL0M09581g - 0.321366446775055"
"626";"CAGL0M09669g";"T10";NA;"CAGL0M09669g - NA"
"627";"CAGL0M09713g";"T10";"1.1057923628041";"CAGL0M09713g - 1.1057923628041"
"628";"CAGL0M10241g";"T10";"0.119764001610171";"CAGL0M10241g - 0.119764001610171"
"629";"CAGL0M11000g";"T10";NA;"CAGL0M11000g - NA"
"630";"CAGL0M11110g";"T10";"0.0344446939024717";"CAGL0M11110g - 0.0344446939024717"
"631";"CAGL0M11704g";"T10";"-0.378840383768513";"CAGL0M11704g - -0.378840383768513"
"632";"CAGL0M11902g";"T10";NA;"CAGL0M11902g - NA"
"633";"CAGL0M12551g";"T10";NA;"CAGL0M12551g - NA"
"634";"CAGL0M12881g";"T10";"0.407731225028831";"CAGL0M12881g - 0.407731225028831"
"635";"CAGL0M12947g";"T10";NA;"CAGL0M12947g - NA"
"636";"CAGL0M13717g";"T10";"0.0771012269475093";"CAGL0M13717g - 0.0771012269475093"
"637";"CAGL0M14069g";"T10";NA;"CAGL0M14069g - NA"
"638";"CAGL0A00737g";"T60";NA;"CAGL0A00737g - NA"
"639";"CAGL0A00979g";"T60";"0.29057957639866";"CAGL0A00979g - 0.29057957639866"
"640";"CAGL0A01067g";"T60";"-0.0924140231362418";"CAGL0A01067g - -0.0924140231362418"
"641";"CAGL0A01089g";"T60";NA;"CAGL0A01089g - NA"
"642";"CAGL0A01199g";"T60";NA;"CAGL0A01199g - NA"
"643";"CAGL0A01221g";"T60";"-1.10009454974682";"CAGL0A01221g - -1.10009454974682"
"644";"CAGL0A01243g";"T60";NA;"CAGL0A01243g - NA"
"645";"CAGL0A01650g";"T60";NA;"CAGL0A01650g - NA"
"646";"CAGL0A01716g";"T60";"0.953920759899136";"CAGL0A01716g - 0.953920759899136"
"647";"CAGL0A01782g";"T60";NA;"CAGL0A01782g - NA"
"648";"CAGL0A01826g";"T60";NA;"CAGL0A01826g - NA"
"649";"CAGL0A02002g";"T60";NA;"CAGL0A02002g - NA"
"650";"CAGL0A02112g";"T60";"-0.583841117639003";"CAGL0A02112g - -0.583841117639003"
"651";"CAGL0A02145g";"T60";NA;"CAGL0A02145g - NA"
"652";"CAGL0A02211g";"T60";NA;"CAGL0A02211g - NA"
"653";"CAGL0A02233g";"T60";NA;"CAGL0A02233g - NA"
"654";"CAGL0A02277g";"T60";NA;"CAGL0A02277g - NA"
"655";"CAGL0A02299g";"T60";"1.09152649843337";"CAGL0A02299g - 1.09152649843337"
"656";"CAGL0A02816g";"T60";"0.553948141113424";"CAGL0A02816g - 0.553948141113424"
"657";"CAGL0A03102g";"T60";"-2.94431333046904";"CAGL0A03102g - -2.94431333046904"
"658";"CAGL0A03366g";"T60";"0.0355072092216892";"CAGL0A03366g - 0.0355072092216892"
"659";"CAGL0A03476g";"T60";NA;"CAGL0A03476g - NA"
"660";"CAGL0A03542g";"T60";"0.562221180505462";"CAGL0A03542g - 0.562221180505462"
"661";"CAGL0A03740g";"T60";NA;"CAGL0A03740g - NA"
"662";"CAGL0A03905g";"T60";NA;"CAGL0A03905g - NA"
