"";"Name";"Conditions";"logFC";"hovertext"
"102";"CAGL0D01298g";"log(pH8/pH4)";"2.46e+00";"CAGL0D01298g - 2.46e+00"
"103";"CAGL0D01474g";"log(pH8/pH4)";"1.06e+00";"CAGL0D01474g - 1.06e+00"
"104";"CAGL0D01562g";"log(pH8/pH4)";"-5.89e-01";"CAGL0D01562g - -5.89e-01"
"105";"CAGL0D01958g";"log(pH8/pH4)";"1.61e+00";"CAGL0D01958g - 1.61e+00"
"106";"CAGL0D02134g";"log(pH8/pH4)";"1.65e-01";"CAGL0D02134g - 1.65e-01"
"107";"CAGL0D02596g";"log(pH8/pH4)";"1.25e-01";"CAGL0D02596g - 1.25e-01"
"108";"CAGL0D02640g";"log(pH8/pH4)";"-4.28e-01";"CAGL0D02640g - -4.28e-01"
"109";"CAGL0D02662g";"log(pH8/pH4)";"-4.21e-01";"CAGL0D02662g - -4.21e-01"
"110";"CAGL0D03982g";"log(pH8/pH4)";"-1.73e+00";"CAGL0D03982g - -1.73e+00"
"111";"CAGL0D04026g";"log(pH8/pH4)";"-4.98e-01";"CAGL0D04026g - -4.98e-01"
"112";"CAGL0D04356g";"log(pH8/pH4)";"-1.27e+00";"CAGL0D04356g - -1.27e+00"
"113";"CAGL0D04686g";"log(pH8/pH4)";"3.93e-01";"CAGL0D04686g - 3.93e-01"
"114";"CAGL0D04708g";"log(pH8/pH4)";"3.10e-01";"CAGL0D04708g - 3.10e-01"
"115";"CAGL0D05060g";"log(pH8/pH4)";"-4.07e-01";"CAGL0D05060g - -4.07e-01"
"116";"CAGL0D05082g";"log(pH8/pH4)";"4.36e-01";"CAGL0D05082g - 4.36e-01"
"117";"CAGL0D05192g";"log(pH8/pH4)";"-1.60e+00";"CAGL0D05192g - -1.60e+00"
"118";"CAGL0D05280g";"log(pH8/pH4)";"-1.14e+00";"CAGL0D05280g - -1.14e+00"
"119";"CAGL0D05434g";"log(pH8/pH4)";"-1.33e+00";"CAGL0D05434g - -1.33e+00"
"120";"CAGL0D05940g";"log(pH8/pH4)";"-2.02e-01";"CAGL0D05940g - -2.02e-01"
"121";"CAGL0D06402g";"log(pH8/pH4)";"7.75e-01";"CAGL0D06402g - 7.75e-01"
"122";"CAGL0D06424g";"log(pH8/pH4)";"-1.95e-01";"CAGL0D06424g - -1.95e-01"
"123";"CAGL0D06600g";"log(pH8/pH4)";"1.63e-01";"CAGL0D06600g - 1.63e-01"
"124";"CAGL0E00737g";"log(pH8/pH4)";"-2.73e-02";"CAGL0E00737g - -2.73e-02"
"125";"CAGL0E00803g";"log(pH8/pH4)";"1.42e+00";"CAGL0E00803g - 1.42e+00"
"126";"CAGL0E01155g";"log(pH8/pH4)";"-7.47e-01";"CAGL0E01155g - -7.47e-01"
"127";"CAGL0E01243g";"log(pH8/pH4)";"1.46e+00";"CAGL0E01243g - 1.46e+00"
"128";"CAGL0E01287g";"log(pH8/pH4)";"-5.67e-01";"CAGL0E01287g - -5.67e-01"
"129";"CAGL0E01705g";"log(pH8/pH4)";"3.59e+00";"CAGL0E01705g - 3.59e+00"
"130";"CAGL0E01727g";"log(pH8/pH4)";"2.44e+00";"CAGL0E01727g - 2.44e+00"
"131";"CAGL0E01771g";"log(pH8/pH4)";"-1.62e+00";"CAGL0E01771g - -1.62e+00"
"132";"CAGL0E01793g";"log(pH8/pH4)";"2.70e+00";"CAGL0E01793g - 2.70e+00"
"133";"CAGL0E01815g";"log(pH8/pH4)";"-5.21e-01";"CAGL0E01815g - -5.21e-01"
"134";"CAGL0E01837g";"log(pH8/pH4)";"-1.31e+00";"CAGL0E01837g - -1.31e+00"
"135";"CAGL0E01881g";"log(pH8/pH4)";"-6.61e-02";"CAGL0E01881g - -6.61e-02"
"136";"CAGL0E01991g";"log(pH8/pH4)";"-5.94e-02";"CAGL0E01991g - -5.94e-02"
"137";"CAGL0E02013g";"log(pH8/pH4)";"2.77e-02";"CAGL0E02013g - 2.77e-02"
"138";"CAGL0E02255g";"log(pH8/pH4)";"-2.04e+00";"CAGL0E02255g - -2.04e+00"
"139";"CAGL0E02651g";"log(pH8/pH4)";"-7.20e-01";"CAGL0E02651g - -7.20e-01"
"140";"CAGL0E03025g";"log(pH8/pH4)";" NA";"CAGL0E03025g -  NA"
"141";"CAGL0E03289g";"log(pH8/pH4)";"-3.67e-01";"CAGL0E03289g - -3.67e-01"
"142";"CAGL0E03520g";"log(pH8/pH4)";"1.49e-01";"CAGL0E03520g - 1.49e-01"
"143";"CAGL0E03850g";"log(pH8/pH4)";"1.90e+00";"CAGL0E03850g - 1.90e+00"
"144";"CAGL0E03916g";"log(pH8/pH4)";"6.94e-01";"CAGL0E03916g - 6.94e-01"
"145";"CAGL0E03938g";"log(pH8/pH4)";"-2.85e-01";"CAGL0E03938g - -2.85e-01"
"146";"CAGL0E04092g";"log(pH8/pH4)";"1.62e+00";"CAGL0E04092g - 1.62e+00"
"147";"CAGL0E04224g";"log(pH8/pH4)";"-1.14e+00";"CAGL0E04224g - -1.14e+00"
"148";"CAGL0E04334g";"log(pH8/pH4)";"-8.25e-01";"CAGL0E04334g - -8.25e-01"
"149";"CAGL0E04510g";"log(pH8/pH4)";"9.16e-01";"CAGL0E04510g - 9.16e-01"
"150";"CAGL0E04548g";"log(pH8/pH4)";"1.39e+00";"CAGL0E04548g - 1.39e+00"
"151";"CAGL0E04554g";"log(pH8/pH4)";"-3.05e+00";"CAGL0E04554g - -3.05e+00"
"152";"CAGL0E04884g";"log(pH8/pH4)";"2.49e-01";"CAGL0E04884g - 2.49e-01"
"153";"CAGL0E04994g";"log(pH8/pH4)";"-3.44e-01";"CAGL0E04994g - -3.44e-01"
"154";"CAGL0E05148g";"log(pH8/pH4)";"1.23e+00";"CAGL0E05148g - 1.23e+00"
"155";"CAGL0E05170g";"log(pH8/pH4)";"2.39e+00";"CAGL0E05170g - 2.39e+00"
"156";"CAGL0E05346g";"log(pH8/pH4)";"6.51e-01";"CAGL0E05346g - 6.51e-01"
"157";"CAGL0E05456g";"log(pH8/pH4)";"-2.35e+00";"CAGL0E05456g - -2.35e+00"
"158";"CAGL0E05500g";"log(pH8/pH4)";"-2.79e-01";"CAGL0E05500g - -2.79e-01"
"159";"CAGL0E05588g";"log(pH8/pH4)";"-1.12e+00";"CAGL0E05588g - -1.12e+00"
"160";"CAGL0E05654g";"log(pH8/pH4)";"-9.90e-01";"CAGL0E05654g - -9.90e-01"
"161";"CAGL0E05830g";"log(pH8/pH4)";"-1.67e-01";"CAGL0E05830g - -1.67e-01"
"162";"CAGL0E06072g";"log(pH8/pH4)";"1.10e+00";"CAGL0E06072g - 1.10e+00"
"163";"CAGL0E06116g";"log(pH8/pH4)";"7.66e-01";"CAGL0E06116g - 7.66e-01"
"164";"CAGL0E06138g";"log(pH8/pH4)";"-2.13e-01";"CAGL0E06138g - -2.13e-01"
"165";"CAGL0E06380g";"log(pH8/pH4)";"1.83e+00";"CAGL0E06380g - 1.83e+00"
"166";"CAGL0E06424g";"log(pH8/pH4)";"1.03e+00";"CAGL0E06424g - 1.03e+00"
"167";"CAGL0F00187g";"log(pH8/pH4)";"8.03e-02";"CAGL0F00187g - 8.03e-02"
"168";"CAGL0F00209g";"log(pH8/pH4)";"-3.85e+00";"CAGL0F00209g - -3.85e+00"
"169";"CAGL0F00231g";"log(pH8/pH4)";"-1.01e+00";"CAGL0F00231g - -1.01e+00"
"170";"CAGL0F00407g";"log(pH8/pH4)";"-1.72e+00";"CAGL0F00407g - -1.72e+00"
"171";"CAGL0F00429g";"log(pH8/pH4)";"-3.83e-01";"CAGL0F00429g - -3.83e-01"
"172";"CAGL0F00605g";"log(pH8/pH4)";"1.64e+00";"CAGL0F00605g - 1.64e+00"
"173";"CAGL0F00649g";"log(pH8/pH4)";"-2.03e+00";"CAGL0F00649g - -2.03e+00"
"174";"CAGL0F00715g";"log(pH8/pH4)";"1.09e+00";"CAGL0F00715g - 1.09e+00"
"175";"CAGL0F01045g";"log(pH8/pH4)";"-2.88e-01";"CAGL0F01045g - -2.88e-01"
"176";"CAGL0F01265g";"log(pH8/pH4)";"-6.14e-01";"CAGL0F01265g - -6.14e-01"
"177";"CAGL0F01419g";"log(pH8/pH4)";"3.51e+00";"CAGL0F01419g - 3.51e+00"
"178";"CAGL0F01463g";"log(pH8/pH4)";"1.74e+00";"CAGL0F01463g - 1.74e+00"
"179";"CAGL0F01485g";"log(pH8/pH4)";"7.25e+00";"CAGL0F01485g - 7.25e+00"
"180";"CAGL0F01749g";"log(pH8/pH4)";"-1.20e+00";"CAGL0F01749g - -1.20e+00"
"181";"CAGL0F02101g";"log(pH8/pH4)";"1.49e+00";"CAGL0F02101g - 1.49e+00"
"182";"CAGL0F02145g";"log(pH8/pH4)";"-6.76e-02";"CAGL0F02145g - -6.76e-02"
"183";"CAGL0F02233g";"log(pH8/pH4)";"-1.10e+00";"CAGL0F02233g - -1.10e+00"
"184";"CAGL0F02431g";"log(pH8/pH4)";"-3.15e+00";"CAGL0F02431g - -3.15e+00"
"185";"CAGL0F02513g";"log(pH8/pH4)";"-3.84e-02";"CAGL0F02513g - -3.84e-02"
"186";"CAGL0F02563g";"log(pH8/pH4)";"-1.21e+00";"CAGL0F02563g - -1.21e+00"
"187";"CAGL0F03399g";"log(pH8/pH4)";"-1.45e+00";"CAGL0F03399g - -1.45e+00"
"188";"CAGL0F03553g";"log(pH8/pH4)";"-5.24e-01";"CAGL0F03553g - -5.24e-01"
"189";"CAGL0F03861g";"log(pH8/pH4)";"-2.28e-01";"CAGL0F03861g - -2.28e-01"
"190";"CAGL0F03927g";"log(pH8/pH4)";"-1.58e-01";"CAGL0F03927g - -1.58e-01"
"191";"CAGL0F03993g";"log(pH8/pH4)";"3.92e-01";"CAGL0F03993g - 3.92e-01"
"192";"CAGL0F04191g";"log(pH8/pH4)";"-1.72e-01";"CAGL0F04191g - -1.72e-01"
"193";"CAGL0F04213g";"log(pH8/pH4)";"-2.32e-01";"CAGL0F04213g - -2.32e-01"
"194";"CAGL0F04411g";"log(pH8/pH4)";"7.42e-02";"CAGL0F04411g - 7.42e-02"
"195";"CAGL0F04565g";"log(pH8/pH4)";"-1.35e+00";"CAGL0F04565g - -1.35e+00"
"196";"CAGL0F04631g";"log(pH8/pH4)";"-4.32e+00";"CAGL0F04631g - -4.32e+00"
"197";"CAGL0F04719g";"log(pH8/pH4)";"1.44e+00";"CAGL0F04719g - 1.44e+00"
"198";"CAGL0F04807g";"log(pH8/pH4)";"1.09e+00";"CAGL0F04807g - 1.09e+00"
"199";"CAGL0F04895g";"log(pH8/pH4)";"1.49e+00";"CAGL0F04895g - 1.49e+00"
"200";"CAGL0F04917g";"log(pH8/pH4)";"2.50e-02";"CAGL0F04917g - 2.50e-02"
"201";"CAGL0F05071g";"log(pH8/pH4)";"-1.90e-01";"CAGL0F05071g - -1.90e-01"
"202";"CAGL0F05093g";"log(pH8/pH4)";"1.28e-02";"CAGL0F05093g - 1.28e-02"
"203";"CAGL0F05687g";"log(pH8/pH4)";"1.18e+00";"CAGL0F05687g - 1.18e+00"
"204";"CAGL0F05709g";"log(pH8/pH4)";"3.38e-01";"CAGL0F05709g - 3.38e-01"
"205";"CAGL0F05863g";"log(pH8/pH4)";"1.69e+00";"CAGL0F05863g - 1.69e+00"
"206";"CAGL0F06413g";"log(pH8/pH4)";"-1.01e+00";"CAGL0F06413g - -1.01e+00"
"207";"CAGL0F06501g";"log(pH8/pH4)";"4.18e-01";"CAGL0F06501g - 4.18e-01"
"208";"CAGL0F06677g";"log(pH8/pH4)";"2.30e+00";"CAGL0F06677g - 2.30e+00"
"209";"CAGL0F07029g";"log(pH8/pH4)";"-2.19e-02";"CAGL0F07029g - -2.19e-02"
"210";"CAGL0F07117g";"log(pH8/pH4)";"4.23e-01";"CAGL0F07117g - 4.23e-01"
"211";"CAGL0F07513g";"log(pH8/pH4)";"2.11e-01";"CAGL0F07513g - 2.11e-01"
"212";"CAGL0F07865g";"log(pH8/pH4)";"2.89e+00";"CAGL0F07865g - 2.89e+00"
"213";"CAGL0F07953g";"log(pH8/pH4)";"6.63e-01";"CAGL0F07953g - 6.63e-01"
"214";"CAGL0F08019g";"log(pH8/pH4)";"-4.79e-01";"CAGL0F08019g - -4.79e-01"
"215";"CAGL0F08085g";"log(pH8/pH4)";"9.04e-01";"CAGL0F08085g - 9.04e-01"
"216";"CAGL0F08195g";"log(pH8/pH4)";"-4.08e+00";"CAGL0F08195g - -4.08e+00"
"217";"CAGL0F08217g";"log(pH8/pH4)";"-2.64e+00";"CAGL0F08217g - -2.64e+00"
"218";"CAGL0F08261g";"log(pH8/pH4)";"2.91e+00";"CAGL0F08261g - 2.91e+00"
"219";"CAGL0F08745g";"log(pH8/pH4)";"8.88e-01";"CAGL0F08745g - 8.88e-01"
"220";"CAGL0G01122g";"log(pH8/pH4)";"3.50e-02";"CAGL0G01122g - 3.50e-02"
"221";"CAGL0G01166g";"log(pH8/pH4)";"-1.62e-01";"CAGL0G01166g - -1.62e-01"
"222";"CAGL0G01540g";"log(pH8/pH4)";"-5.59e-01";"CAGL0G01540g - -5.59e-01"
"223";"CAGL0G01826g";"log(pH8/pH4)";"-1.48e-01";"CAGL0G01826g - -1.48e-01"
"224";"CAGL0G02255g";"log(pH8/pH4)";"1.87e+00";"CAGL0G02255g - 1.87e+00"
"225";"CAGL0G02409g";"log(pH8/pH4)";"4.01e-01";"CAGL0G02409g - 4.01e-01"
"226";"CAGL0G02563g";"log(pH8/pH4)";"2.00e+00";"CAGL0G02563g - 2.00e+00"
"227";"CAGL0G02585g";"log(pH8/pH4)";"-2.00e+00";"CAGL0G02585g - -2.00e+00"
"228";"CAGL0G02849g";"log(pH8/pH4)";"6.63e-01";"CAGL0G02849g - 6.63e-01"
"229";"CAGL0G02937g";"log(pH8/pH4)";"6.24e-01";"CAGL0G02937g - 6.24e-01"
"230";"CAGL0G03289g";"log(pH8/pH4)";"6.68e-01";"CAGL0G03289g - 6.68e-01"
"231";"CAGL0G03575g";"log(pH8/pH4)";"-8.26e-02";"CAGL0G03575g - -8.26e-02"
"232";"CAGL0G03883g";"log(pH8/pH4)";"6.52e-01";"CAGL0G03883g - 6.52e-01"
"233";"CAGL0G03905g";"log(pH8/pH4)";"1.43e+00";"CAGL0G03905g - 1.43e+00"
"234";"CAGL0G04433g";"log(pH8/pH4)";"-1.07e+00";"CAGL0G04433g - -1.07e+00"
"235";"CAGL0G04499g";"log(pH8/pH4)";"1.58e-01";"CAGL0G04499g - 1.58e-01"
"236";"CAGL0G04763g";"log(pH8/pH4)";"-1.03e+00";"CAGL0G04763g - -1.03e+00"
"237";"CAGL0G05566g";"log(pH8/pH4)";"1.49e+00";"CAGL0G05566g - 1.49e+00"
"238";"CAGL0G05698g";"log(pH8/pH4)";"1.04e+00";"CAGL0G05698g - 1.04e+00"
"239";"CAGL0G05764g";"log(pH8/pH4)";"-7.08e-01";"CAGL0G05764g - -7.08e-01"
"240";"CAGL0G05830g";"log(pH8/pH4)";"1.24e+00";"CAGL0G05830g - 1.24e+00"
"241";"CAGL0G05874g";"log(pH8/pH4)";"1.76e-02";"CAGL0G05874g - 1.76e-02"
"242";"CAGL0G05962g";"log(pH8/pH4)";"1.13e+00";"CAGL0G05962g - 1.13e+00"
"243";"CAGL0G06006g";"log(pH8/pH4)";"6.93e-01";"CAGL0G06006g - 6.93e-01"
"244";"CAGL0G06050g";"log(pH8/pH4)";"-3.42e+00";"CAGL0G06050g - -3.42e+00"
"245";"CAGL0G06248g";"log(pH8/pH4)";"-1.64e+00";"CAGL0G06248g - -1.64e+00"
"246";"CAGL0G06402g";"log(pH8/pH4)";"-1.80e+00";"CAGL0G06402g - -1.80e+00"
"247";"CAGL0G06468g";"log(pH8/pH4)";"-8.86e-01";"CAGL0G06468g - -8.86e-01"
"248";"CAGL0G06490g";"log(pH8/pH4)";"-1.12e-01";"CAGL0G06490g - -1.12e-01"
"249";"CAGL0G06732g";"log(pH8/pH4)";"-4.23e-01";"CAGL0G06732g - -4.23e-01"
"250";"CAGL0G06798g";"log(pH8/pH4)";"7.18e+00";"CAGL0G06798g - 7.18e+00"
"251";"CAGL0G06952g";"log(pH8/pH4)";"1.07e-01";"CAGL0G06952g - 1.07e-01"
"252";"CAGL0G07106g";"log(pH8/pH4)";"-2.65e-01";"CAGL0G07106g - -2.65e-01"
"253";"CAGL0G07711g";"log(pH8/pH4)";"3.16e-02";"CAGL0G07711g - 3.16e-02"
"254";"CAGL0G07821g";"log(pH8/pH4)";"8.42e-01";"CAGL0G07821g - 8.42e-01"
"255";"CAGL0G08019g";"log(pH8/pH4)";"-9.81e-01";"CAGL0G08019g - -9.81e-01"
"256";"CAGL0G08041g";"log(pH8/pH4)";"-1.44e+00";"CAGL0G08041g - -1.44e+00"
