"";"Name";"Conditions";"logFC";"hovertext"
"257";"CAGL0G08712g";"log(pH8/pH4)";"-2.89e-01";"CAGL0G08712g - -2.89e-01"
"258";"CAGL0G08734g";"log(pH8/pH4)";"8.56e-02";"CAGL0G08734g - 8.56e-02"
"259";"CAGL0G09064g";"log(pH8/pH4)";"3.37e+00";"CAGL0G09064g - 3.37e+00"
"260";"CAGL0G09130g";"log(pH8/pH4)";"1.22e-02";"CAGL0G09130g - 1.22e-02"
"261";"CAGL0G09383g";"log(pH8/pH4)";"6.65e-01";"CAGL0G09383g - 6.65e-01"
"262";"CAGL0G09691g";"log(pH8/pH4)";"-2.43e-01";"CAGL0G09691g - -2.43e-01"
"263";"CAGL0G09977g";"log(pH8/pH4)";"1.60e+00";"CAGL0G09977g - 1.60e+00"
"264";"CAGL0G10131g";"log(pH8/pH4)";"-1.37e+00";"CAGL0G10131g - -1.37e+00"
"265";"CAGL0G10153g";"log(pH8/pH4)";"-1.77e+00";"CAGL0G10153g - -1.77e+00"
"266";"CAGL0G10175g";"log(pH8/pH4)";"5.17e+00";"CAGL0G10175g - 5.17e+00"
"267";"CAGL0H00418g";"log(pH8/pH4)";"8.41e-02";"CAGL0H00418g - 8.41e-02"
"268";"CAGL0H00440g";"log(pH8/pH4)";"-2.96e-01";"CAGL0H00440g - -2.96e-01"
"269";"CAGL0H00506g";"log(pH8/pH4)";"4.64e-01";"CAGL0H00506g - 4.64e-01"
"270";"CAGL0H00572g";"log(pH8/pH4)";"9.29e-01";"CAGL0H00572g - 9.29e-01"
"271";"CAGL0H00594g";"log(pH8/pH4)";"9.35e-01";"CAGL0H00594g - 9.35e-01"
"272";"CAGL0H00682g";"log(pH8/pH4)";"1.66e+00";"CAGL0H00682g - 1.66e+00"
"273";"CAGL0H00704g";"log(pH8/pH4)";"1.64e+00";"CAGL0H00704g - 1.64e+00"
"274";"CAGL0H00825g";"log(pH8/pH4)";"2.20e+00";"CAGL0H00825g - 2.20e+00"
"275";"CAGL0H02101g";"log(pH8/pH4)";"2.07e+00";"CAGL0H02101g - 2.07e+00"
"276";"CAGL0H02387g";"log(pH8/pH4)";"1.07e+00";"CAGL0H02387g - 1.07e+00"
"277";"CAGL0H02491g";"log(pH8/pH4)";"-1.69e+00";"CAGL0H02491g - -1.69e+00"
"278";"CAGL0H02563g";"log(pH8/pH4)";"-2.17e+00";"CAGL0H02563g - -2.17e+00"
"279";"CAGL0H02585g";"log(pH8/pH4)";"2.32e+00";"CAGL0H02585g - 2.32e+00"
"280";"CAGL0H02893g";"log(pH8/pH4)";"1.09e+00";"CAGL0H02893g - 1.09e+00"
"281";"CAGL0H02959g";"log(pH8/pH4)";"-9.62e-01";"CAGL0H02959g - -9.62e-01"
"282";"CAGL0H03179g";"log(pH8/pH4)";"1.08e-02";"CAGL0H03179g - 1.08e-02"
"283";"CAGL0H03487g";"log(pH8/pH4)";"8.66e-01";"CAGL0H03487g - 8.66e-01"
"284";"CAGL0H03751g";"log(pH8/pH4)";"-2.56e-01";"CAGL0H03751g - -2.56e-01"
"285";"CAGL0H03795g";"log(pH8/pH4)";"1.96e+00";"CAGL0H03795g - 1.96e+00"
"286";"CAGL0H03993g";"log(pH8/pH4)";"3.85e-01";"CAGL0H03993g - 3.85e-01"
"287";"CAGL0H04037g";"log(pH8/pH4)";"1.81e+00";"CAGL0H04037g - 1.81e+00"
"288";"CAGL0H04081g";"log(pH8/pH4)";"8.30e-02";"CAGL0H04081g - 8.30e-02"
"289";"CAGL0H04125g";"log(pH8/pH4)";"6.11e-01";"CAGL0H04125g - 6.11e-01"
"290";"CAGL0H04191g";"log(pH8/pH4)";"-8.10e-02";"CAGL0H04191g - -8.10e-02"
"291";"CAGL0H04851g";"log(pH8/pH4)";"-3.07e+00";"CAGL0H04851g - -3.07e+00"
"292";"CAGL0H04939g";"log(pH8/pH4)";"1.90e-01";"CAGL0H04939g - 1.90e-01"
"293";"CAGL0H05137g";"log(pH8/pH4)";"-5.10e-02";"CAGL0H05137g - -5.10e-02"
"294";"CAGL0H05445g";"log(pH8/pH4)";"1.18e+00";"CAGL0H05445g - 1.18e+00"
"295";"CAGL0H05643g";"log(pH8/pH4)";"-1.25e-01";"CAGL0H05643g - -1.25e-01"
"296";"CAGL0H06545g";"log(pH8/pH4)";"3.66e+00";"CAGL0H06545g - 3.66e+00"
"297";"CAGL0H06699g";"log(pH8/pH4)";"1.57e+00";"CAGL0H06699g - 1.57e+00"
"298";"CAGL0H06787g";"log(pH8/pH4)";"1.35e+00";"CAGL0H06787g - 1.35e+00"
"299";"CAGL0H07051g";"log(pH8/pH4)";"-1.56e-01";"CAGL0H07051g - -1.56e-01"
"300";"CAGL0H07337g";"log(pH8/pH4)";"-2.50e-01";"CAGL0H07337g - -2.50e-01"
"301";"CAGL0H07579g";"log(pH8/pH4)";"-8.90e-01";"CAGL0H07579g - -8.90e-01"
"302";"CAGL0H07887g";"log(pH8/pH4)";"-8.09e-01";"CAGL0H07887g - -8.09e-01"
"303";"CAGL0H08063g";"log(pH8/pH4)";"9.62e-01";"CAGL0H08063g - 9.62e-01"
"304";"CAGL0H08261g";"log(pH8/pH4)";"1.28e+00";"CAGL0H08261g - 1.28e+00"
"305";"CAGL0H08541g";"log(pH8/pH4)";"2.97e-01";"CAGL0H08541g - 2.97e-01"
"306";"CAGL0H08624g";"log(pH8/pH4)";"4.88e-01";"CAGL0H08624g - 4.88e-01"
"307";"CAGL0H08822g";"log(pH8/pH4)";"-1.06e+00";"CAGL0H08822g - -1.06e+00"
"308";"CAGL0H08844g";"log(pH8/pH4)";"1.56e+00";"CAGL0H08844g - 1.56e+00"
"309";"CAGL0H09064g";"log(pH8/pH4)";"1.36e+00";"CAGL0H09064g - 1.36e+00"
"310";"CAGL0H09460g";"log(pH8/pH4)";"5.88e-01";"CAGL0H09460g - 5.88e-01"
"311";"CAGL0H09592g";"log(pH8/pH4)";"3.66e+00";"CAGL0H09592g - 3.66e+00"
"312";"CAGL0H09614g";"log(pH8/pH4)";"4.50e+00";"CAGL0H09614g - 4.50e+00"
"313";"CAGL0H09944g";"log(pH8/pH4)";"2.42e+00";"CAGL0H09944g - 2.42e+00"
"314";"CAGL0H09966g";"log(pH8/pH4)";"3.31e+00";"CAGL0H09966g - 3.31e+00"
"315";"CAGL0H10010g";"log(pH8/pH4)";"4.93e+00";"CAGL0H10010g - 4.93e+00"
"316";"CAGL0H10076g";"log(pH8/pH4)";"2.81e+00";"CAGL0H10076g - 2.81e+00"
"317";"CAGL0H10142g";"log(pH8/pH4)";"-1.01e+00";"CAGL0H10142g - -1.01e+00"
"318";"CAGL0I00286g";"log(pH8/pH4)";"1.49e+00";"CAGL0I00286g - 1.49e+00"
"319";"CAGL0I00462g";"log(pH8/pH4)";"-2.14e-01";"CAGL0I00462g - -2.14e-01"
"320";"CAGL0I00528g";"log(pH8/pH4)";"5.71e-01";"CAGL0I00528g - 5.71e-01"
"321";"CAGL0I00550g";"log(pH8/pH4)";"7.80e-01";"CAGL0I00550g - 7.80e-01"
"322";"CAGL0I00748g";"log(pH8/pH4)";"-1.63e+00";"CAGL0I00748g - -1.63e+00"
"323";"CAGL0I00792g";"log(pH8/pH4)";"-1.57e-02";"CAGL0I00792g - -1.57e-02"
"324";"CAGL0I00814g";"log(pH8/pH4)";"-1.14e-01";"CAGL0I00814g - -1.14e-01"
"325";"CAGL0I01100g";"log(pH8/pH4)";"1.16e+00";"CAGL0I01100g - 1.16e+00"
"326";"CAGL0I01166g";"log(pH8/pH4)";"2.96e+00";"CAGL0I01166g - 2.96e+00"
"327";"CAGL0I01276g";"log(pH8/pH4)";"-7.06e-01";"CAGL0I01276g - -7.06e-01"
"328";"CAGL0I01298g";"log(pH8/pH4)";"-8.64e-01";"CAGL0I01298g - -8.64e-01"
"329";"CAGL0I01408g";"log(pH8/pH4)";"-2.35e+00";"CAGL0I01408g - -2.35e+00"
"330";"CAGL0I01980g";"log(pH8/pH4)";"7.27e-01";"CAGL0I01980g - 7.27e-01"
"331";"CAGL0I02024g";"log(pH8/pH4)";"-7.28e-01";"CAGL0I02024g - -7.28e-01"
"332";"CAGL0I02134g";"log(pH8/pH4)";"-3.18e-01";"CAGL0I02134g - -3.18e-01"
"333";"CAGL0I02486g";"log(pH8/pH4)";"6.72e-01";"CAGL0I02486g - 6.72e-01"
"334";"CAGL0I02508g";"log(pH8/pH4)";" NA";"CAGL0I02508g -  NA"
"335";"CAGL0I02530g";"log(pH8/pH4)";"-1.09e+00";"CAGL0I02530g - -1.09e+00"
"336";"CAGL0I02728g";"log(pH8/pH4)";"-3.91e-02";"CAGL0I02728g - -3.91e-02"
"337";"CAGL0I03036g";"log(pH8/pH4)";"-6.26e-02";"CAGL0I03036g - -6.26e-02"
"338";"CAGL0I03080g";"log(pH8/pH4)";"1.17e+00";"CAGL0I03080g - 1.17e+00"
"339";"CAGL0I03190g";"log(pH8/pH4)";"-1.49e+00";"CAGL0I03190g - -1.49e+00"
"340";"CAGL0I03234g";"log(pH8/pH4)";"-4.32e-01";"CAGL0I03234g - -4.32e-01"
"341";"CAGL0I03366g";"log(pH8/pH4)";"-1.33e-01";"CAGL0I03366g - -1.33e-01"
"342";"CAGL0I04004g";"log(pH8/pH4)";"9.21e-01";"CAGL0I04004g - 9.21e-01"
"343";"CAGL0I04048g";"log(pH8/pH4)";"2.04e+00";"CAGL0I04048g - 2.04e+00"
"344";"CAGL0I04328g";"log(pH8/pH4)";"2.43e+00";"CAGL0I04328g - 2.43e+00"
"345";"CAGL0I04334g";"log(pH8/pH4)";"-1.97e-01";"CAGL0I04334g - -1.97e-01"
"346";"CAGL0I04444g";"log(pH8/pH4)";"-1.08e+00";"CAGL0I04444g - -1.08e+00"
"347";"CAGL0I04686g";"log(pH8/pH4)";"1.23e-01";"CAGL0I04686g - 1.23e-01"
"348";"CAGL0I04730g";"log(pH8/pH4)";"-1.84e-01";"CAGL0I04730g - -1.84e-01"
"349";"CAGL0I04752g";"log(pH8/pH4)";"-1.32e+00";"CAGL0I04752g - -1.32e+00"
"350";"CAGL0I04906g";"log(pH8/pH4)";"8.77e-01";"CAGL0I04906g - 8.77e-01"
"351";"CAGL0I04972g";"log(pH8/pH4)";"4.51e-01";"CAGL0I04972g - 4.51e-01"
"352";"CAGL0I04994g";"log(pH8/pH4)";"1.62e-01";"CAGL0I04994g - 1.62e-01"
"353";"CAGL0I05060g";"log(pH8/pH4)";"9.98e-01";"CAGL0I05060g - 9.98e-01"
"354";"CAGL0I05390g";"log(pH8/pH4)";"-9.87e-01";"CAGL0I05390g - -9.87e-01"
"355";"CAGL0I05610g";"log(pH8/pH4)";"-2.14e-01";"CAGL0I05610g - -2.14e-01"
"356";"CAGL0I05874g";"log(pH8/pH4)";"4.10e-01";"CAGL0I05874g - 4.10e-01"
"357";"CAGL0I05934g";"log(pH8/pH4)";"1.04e+00";"CAGL0I05934g - 1.04e+00"
"358";"CAGL0I06006g";"log(pH8/pH4)";"-3.47e-01";"CAGL0I06006g - -3.47e-01"
"359";"CAGL0I06050g";"log(pH8/pH4)";"-2.05e+00";"CAGL0I06050g - -2.05e+00"
"360";"CAGL0I06182g";"log(pH8/pH4)";"2.34e+00";"CAGL0I06182g - 2.34e+00"
"361";"CAGL0I06644g";"log(pH8/pH4)";"-3.91e+00";"CAGL0I06644g - -3.91e+00"
"362";"CAGL0I06743g";"log(pH8/pH4)";"-1.05e-01";"CAGL0I06743g - -1.05e-01"
"363";"CAGL0I06831g";"log(pH8/pH4)";"-5.27e-01";"CAGL0I06831g - -5.27e-01"
"364";"CAGL0I07249g";"log(pH8/pH4)";"-1.70e+00";"CAGL0I07249g - -1.70e+00"
"365";"CAGL0I07491g";"log(pH8/pH4)";"-2.86e-02";"CAGL0I07491g - -2.86e-02"
"366";"CAGL0I07843g";"log(pH8/pH4)";"1.09e+00";"CAGL0I07843g - 1.09e+00"
"367";"CAGL0I07887g";"log(pH8/pH4)";"1.17e+00";"CAGL0I07887g - 1.17e+00"
"368";"CAGL0I07969g";"log(pH8/pH4)";" NA";"CAGL0I07969g -  NA"
"369";"CAGL0I08305g";"log(pH8/pH4)";"9.44e-01";"CAGL0I08305g - 9.44e-01"
"370";"CAGL0I08503g";"log(pH8/pH4)";"-7.17e-01";"CAGL0I08503g - -7.17e-01"
"371";"CAGL0I08547g";"log(pH8/pH4)";"-1.51e+00";"CAGL0I08547g - -1.51e+00"
"372";"CAGL0I08987g";"log(pH8/pH4)";"-2.79e-01";"CAGL0I08987g - -2.79e-01"
"373";"CAGL0I09009g";"log(pH8/pH4)";"-2.34e-01";"CAGL0I09009g - -2.34e-01"
"374";"CAGL0I09086g";"log(pH8/pH4)";"1.12e+00";"CAGL0I09086g - 1.12e+00"
"375";"CAGL0I09284g";"log(pH8/pH4)";"-4.73e-01";"CAGL0I09284g - -4.73e-01"
"376";"CAGL0I09328g";"log(pH8/pH4)";"1.19e+00";"CAGL0I09328g - 1.19e+00"
"377";"CAGL0I09504g";"log(pH8/pH4)";"-5.46e-01";"CAGL0I09504g - -5.46e-01"
"378";"CAGL0I09702g";"log(pH8/pH4)";"-1.23e+00";"CAGL0I09702g - -1.23e+00"
"379";"CAGL0I09724g";"log(pH8/pH4)";"-2.19e+00";"CAGL0I09724g - -2.19e+00"
"380";"CAGL0I09790g";"log(pH8/pH4)";"-3.37e-01";"CAGL0I09790g - -3.37e-01"
"381";"CAGL0I10010g";"log(pH8/pH4)";"-2.75e+00";"CAGL0I10010g - -2.75e+00"
"382";"CAGL0I10147g";"log(pH8/pH4)";"-5.59e-01";"CAGL0I10147g - -5.59e-01"
"383";"CAGL0I10384g";"log(pH8/pH4)";"-2.55e-01";"CAGL0I10384g - -2.55e-01"
"384";"CAGL0I10406g";"log(pH8/pH4)";"9.20e-01";"CAGL0I10406g - 9.20e-01"
"385";"CAGL0I10472g";"log(pH8/pH4)";"8.11e-01";"CAGL0I10472g - 8.11e-01"
"386";"CAGL0I10670g";"log(pH8/pH4)";"-4.55e-01";"CAGL0I10670g - -4.55e-01"
"387";"CAGL0I10747g";"log(pH8/pH4)";"-1.89e+00";"CAGL0I10747g - -1.89e+00"
"388";"CAGL0I10791g";"log(pH8/pH4)";"-1.00e+00";"CAGL0I10791g - -1.00e+00"
"389";"CAGL0J00363g";"log(pH8/pH4)";"-6.43e-01";"CAGL0J00363g - -6.43e-01"
"390";"CAGL0J00429g";"log(pH8/pH4)";"-1.94e+00";"CAGL0J00429g - -1.94e+00"
"391";"CAGL0J00451g";"log(pH8/pH4)";"5.12e+00";"CAGL0J00451g - 5.12e+00"
"392";"CAGL0J00473g";"log(pH8/pH4)";"-3.27e-01";"CAGL0J00473g - -3.27e-01"
"393";"CAGL0J00649g";"log(pH8/pH4)";"-3.15e-01";"CAGL0J00649g - -3.15e-01"
"394";"CAGL0J00847g";"log(pH8/pH4)";"1.13e+00";"CAGL0J00847g - 1.13e+00"
"395";"CAGL0J01045g";"log(pH8/pH4)";"-2.99e-01";"CAGL0J01045g - -2.99e-01"
"396";"CAGL0J01441g";"log(pH8/pH4)";"8.65e-01";"CAGL0J01441g - 8.65e-01"
"397";"CAGL0J01848g";"log(pH8/pH4)";"-1.38e-01";"CAGL0J01848g - -1.38e-01"
"398";"CAGL0J02112g";"log(pH8/pH4)";"4.37e-01";"CAGL0J02112g - 4.37e-01"
"399";"CAGL0J02530g";"log(pH8/pH4)";"-1.25e+00";"CAGL0J02530g - -1.25e+00"
"400";"CAGL0J02904g";"log(pH8/pH4)";"1.73e+00";"CAGL0J02904g - 1.73e+00"
"401";"CAGL0J03080g";"log(pH8/pH4)";"4.03e+00";"CAGL0J03080g - 4.03e+00"
"402";"CAGL0J03212g";"log(pH8/pH4)";"1.48e-01";"CAGL0J03212g - 1.48e-01"
"403";"CAGL0J03234g";"log(pH8/pH4)";"-1.24e-01";"CAGL0J03234g - -1.24e-01"
"404";"CAGL0J03762g";"log(pH8/pH4)";"2.45e-01";"CAGL0J03762g - 2.45e-01"
"405";"CAGL0J03806g";"log(pH8/pH4)";"-3.86e-01";"CAGL0J03806g - -3.86e-01"
"406";"CAGL0J03894g";"log(pH8/pH4)";"-1.42e+00";"CAGL0J03894g - -1.42e+00"
"407";"CAGL0J03916g";"log(pH8/pH4)";"3.65e+00";"CAGL0J03916g - 3.65e+00"
"408";"CAGL0J04004g";"log(pH8/pH4)";"-1.13e+00";"CAGL0J04004g - -1.13e+00"
"409";"CAGL0J04070g";"log(pH8/pH4)";"-1.20e-01";"CAGL0J04070g - -1.20e-01"
"410";"CAGL0J04202g";"log(pH8/pH4)";"-1.43e-01";"CAGL0J04202g - -1.43e-01"
"411";"CAGL0J04224g";"log(pH8/pH4)";"3.81e-01";"CAGL0J04224g - 3.81e-01"
"412";"CAGL0J04268g";"log(pH8/pH4)";"4.78e-01";"CAGL0J04268g - 4.78e-01"
"413";"CAGL0J04290g";"log(pH8/pH4)";"9.31e-01";"CAGL0J04290g - 9.31e-01"
"414";"CAGL0J04466g";"log(pH8/pH4)";"-7.82e-01";"CAGL0J04466g - -7.82e-01"
"415";"CAGL0J04576g";"log(pH8/pH4)";"-9.40e-01";"CAGL0J04576g - -9.40e-01"
"416";"CAGL0J04950g";"log(pH8/pH4)";"3.40e+00";"CAGL0J04950g - 3.40e+00"
"417";"CAGL0J05082g";"log(pH8/pH4)";"2.67e+00";"CAGL0J05082g - 2.67e+00"
"418";"CAGL0J05258g";"log(pH8/pH4)";"-1.46e-01";"CAGL0J05258g - -1.46e-01"
"419";"CAGL0J05390g";"log(pH8/pH4)";"-3.94e-01";"CAGL0J05390g - -3.94e-01"
"420";"CAGL0J05478g";"log(pH8/pH4)";"-4.23e-02";"CAGL0J05478g - -4.23e-02"
"421";"CAGL0J05852g";"log(pH8/pH4)";"1.49e+00";"CAGL0J05852g - 1.49e+00"
"422";"CAGL0J05984g";"log(pH8/pH4)";"-7.48e-01";"CAGL0J05984g - -7.48e-01"
"423";"CAGL0J06374g";"log(pH8/pH4)";"7.69e-02";"CAGL0J06374g - 7.69e-02"
"424";"CAGL0J06380g";"log(pH8/pH4)";"-1.71e-01";"CAGL0J06380g - -1.71e-01"
"425";"CAGL0J06666g";"log(pH8/pH4)";"-7.90e-01";"CAGL0J06666g - -7.90e-01"
"426";"CAGL0J07062g";"log(pH8/pH4)";"-2.94e+00";"CAGL0J07062g - -2.94e+00"
"427";"CAGL0J07568g";"log(pH8/pH4)";"1.22e+00";"CAGL0J07568g - 1.22e+00"
"428";"CAGL0J07678g";"log(pH8/pH4)";"-3.90e-01";"CAGL0J07678g - -3.90e-01"
"429";"CAGL0J07766g";"log(pH8/pH4)";"-3.59e-01";"CAGL0J07766g - -3.59e-01"
"430";"CAGL0J07980g";"log(pH8/pH4)";" NA";"CAGL0J07980g -  NA"
"431";"CAGL0J08547g";"log(pH8/pH4)";"-5.32e-01";"CAGL0J08547g - -5.32e-01"
"432";"CAGL0J08679g";"log(pH8/pH4)";"2.45e-01";"CAGL0J08679g - 2.45e-01"
"433";"CAGL0J09240g";"log(pH8/pH4)";"-8.71e-01";"CAGL0J09240g - -8.71e-01"
"434";"CAGL0J09262g";"log(pH8/pH4)";"1.17e+00";"CAGL0J09262g - 1.17e+00"
"435";"CAGL0J09328g";"log(pH8/pH4)";"-4.29e-01";"CAGL0J09328g - -4.29e-01"
"436";"CAGL0J09614g";"log(pH8/pH4)";"-2.52e-01";"CAGL0J09614g - -2.52e-01"
"437";"CAGL0J09724g";"log(pH8/pH4)";"1.34e-01";"CAGL0J09724g - 1.34e-01"
"438";"CAGL0J09812g";"log(pH8/pH4)";"1.03e+00";"CAGL0J09812g - 1.03e+00"
"439";"CAGL0J09944g";"log(pH8/pH4)";"8.13e-02";"CAGL0J09944g - 8.13e-02"
"440";"CAGL0J10010g";"log(pH8/pH4)";"-8.27e-01";"CAGL0J10010g - -8.27e-01"
"441";"CAGL0J10164g";"log(pH8/pH4)";"-1.26e-01";"CAGL0J10164g - -1.26e-01"
"442";"CAGL0J10362g";"log(pH8/pH4)";"-7.02e-01";"CAGL0J10362g - -7.02e-01"
"443";"CAGL0J10824g";"log(pH8/pH4)";"7.58e-01";"CAGL0J10824g - 7.58e-01"
"444";"CAGL0J10846g";"log(pH8/pH4)";"-1.38e+00";"CAGL0J10846g - -1.38e+00"
"445";"CAGL0J10978g";"log(pH8/pH4)";"1.85e-01";"CAGL0J10978g - 1.85e-01"
"446";"CAGL0J11132g";"log(pH8/pH4)";"9.74e-01";"CAGL0J11132g - 9.74e-01"
"447";"CAGL0J11682g";"log(pH8/pH4)";"-8.80e-01";"CAGL0J11682g - -8.80e-01"
"448";"CAGL0J11792g";"log(pH8/pH4)";"-3.70e-01";"CAGL0J11792g - -3.70e-01"
"449";"CAGL0J11858g";"log(pH8/pH4)";"1.50e-02";"CAGL0J11858g - 1.50e-02"
"450";"CAGL0K00110g";"log(pH8/pH4)";"3.85e-01";"CAGL0K00110g - 3.85e-01"
"451";"CAGL0K00715g";"log(pH8/pH4)";"-2.07e+00";"CAGL0K00715g - -2.07e+00"
"452";"CAGL0K00847g";"log(pH8/pH4)";"-2.15e-01";"CAGL0K00847g - -2.15e-01"
"453";"CAGL0K00869g";"log(pH8/pH4)";" NA";"CAGL0K00869g -  NA"
"454";"CAGL0K01177g";"log(pH8/pH4)";"5.72e-01";"CAGL0K01177g - 5.72e-01"
"455";"CAGL0K01749g";"log(pH8/pH4)";"9.52e-01";"CAGL0K01749g - 9.52e-01"
"456";"CAGL0K01771g";"log(pH8/pH4)";"4.11e-01";"CAGL0K01771g - 4.11e-01"
"457";"CAGL0K01859g";"log(pH8/pH4)";"-2.17e-01";"CAGL0K01859g - -2.17e-01"
"458";"CAGL0K02233g";"log(pH8/pH4)";"-4.66e-01";"CAGL0K02233g - -4.66e-01"
"459";"CAGL0K02409g";"log(pH8/pH4)";"-5.44e-01";"CAGL0K02409g - -5.44e-01"
"460";"CAGL0K02629g";"log(pH8/pH4)";"1.18e+00";"CAGL0K02629g - 1.18e+00"
"461";"CAGL0K02893g";"log(pH8/pH4)";"-1.19e+00";"CAGL0K02893g - -1.19e+00"
"462";"CAGL0K03091g";"log(pH8/pH4)";"-3.59e-01";"CAGL0K03091g - -3.59e-01"
"463";"CAGL0K03421g";"log(pH8/pH4)";"1.35e+00";"CAGL0K03421g - 1.35e+00"
"464";"CAGL0K03459g";"log(pH8/pH4)";"-1.54e+00";"CAGL0K03459g - -1.54e+00"
"465";"CAGL0K04103g";"log(pH8/pH4)";"-3.48e-01";"CAGL0K04103g - -3.48e-01"
"466";"CAGL0K04279g";"log(pH8/pH4)";"-1.25e+00";"CAGL0K04279g - -1.25e+00"
"467";"CAGL0K04301g";"log(pH8/pH4)";"-9.44e-01";"CAGL0K04301g - -9.44e-01"
"468";"CAGL0K04367g";"log(pH8/pH4)";"-3.34e-01";"CAGL0K04367g - -3.34e-01"
"469";"CAGL0K04499g";"log(pH8/pH4)";"-1.03e+00";"CAGL0K04499g - -1.03e+00"
"470";"CAGL0K04719g";"log(pH8/pH4)";"-6.67e-01";"CAGL0K04719g - -6.67e-01"
"471";"CAGL0K04851g";"log(pH8/pH4)";"5.65e-01";"CAGL0K04851g - 5.65e-01"
"472";"CAGL0K05137g";"log(pH8/pH4)";"3.89e+00";"CAGL0K05137g - 3.89e+00"
"473";"CAGL0K05247g";"log(pH8/pH4)";"9.53e-01";"CAGL0K05247g - 9.53e-01"
"474";"CAGL0K05357g";"log(pH8/pH4)";"-2.52e-01";"CAGL0K05357g - -2.52e-01"
"475";"CAGL0K05687g";"log(pH8/pH4)";"2.61e-01";"CAGL0K05687g - 2.61e-01"
"476";"CAGL0K05753g";"log(pH8/pH4)";"-7.71e-01";"CAGL0K05753g - -7.71e-01"
"477";"CAGL0K05813g";"log(pH8/pH4)";"1.32e-01";"CAGL0K05813g - 1.32e-01"
"478";"CAGL0K06061g";"log(pH8/pH4)";"-2.68e-01";"CAGL0K06061g - -2.68e-01"
"479";"CAGL0K06105g";"log(pH8/pH4)";"2.83e-01";"CAGL0K06105g - 2.83e-01"
"480";"CAGL0K06259g";"log(pH8/pH4)";"2.59e+00";"CAGL0K06259g - 2.59e+00"
"481";"CAGL0K06567g";"log(pH8/pH4)";"-2.48e-01";"CAGL0K06567g - -2.48e-01"
"482";"CAGL0K06633g";"log(pH8/pH4)";"7.87e-01";"CAGL0K06633g - 7.87e-01"
"483";"CAGL0K06677g";"log(pH8/pH4)";"4.61e-01";"CAGL0K06677g - 4.61e-01"
"484";"CAGL0K07111g";"log(pH8/pH4)";"2.73e-01";"CAGL0K07111g - 2.73e-01"
"485";"CAGL0K07183g";"log(pH8/pH4)";"-5.43e-01";"CAGL0K07183g - -5.43e-01"
"486";"CAGL0K07205g";"log(pH8/pH4)";"2.96e-01";"CAGL0K07205g - 2.96e-01"
"487";"CAGL0K07436g";"log(pH8/pH4)";"-1.28e-01";"CAGL0K07436g - -1.28e-01"
"488";"CAGL0K07480g";"log(pH8/pH4)";"1.52e+00";"CAGL0K07480g - 1.52e+00"
"489";"CAGL0K07546g";"log(pH8/pH4)";"-6.23e+00";"CAGL0K07546g - -6.23e+00"
"490";"CAGL0K07590g";"log(pH8/pH4)";"7.18e-01";"CAGL0K07590g - 7.18e-01"
"491";"CAGL0K07678g";"log(pH8/pH4)";"1.29e-01";"CAGL0K07678g - 1.29e-01"
"492";"CAGL0K08184g";"log(pH8/pH4)";"-2.30e+00";"CAGL0K08184g - -2.30e+00"
"493";"CAGL0K08206g";"log(pH8/pH4)";"6.01e-01";"CAGL0K08206g - 6.01e-01"
"494";"CAGL0K08338g";"log(pH8/pH4)";"-2.62e+00";"CAGL0K08338g - -2.62e+00"
"495";"CAGL0K08536g";"log(pH8/pH4)";"1.65e+00";"CAGL0K08536g - 1.65e+00"
"496";"CAGL0K08668g";"log(pH8/pH4)";"-4.43e+00";"CAGL0K08668g - -4.43e+00"
"497";"CAGL0K08756g";"log(pH8/pH4)";"2.29e+00";"CAGL0K08756g - 2.29e+00"
"498";"CAGL0K09042g";"log(pH8/pH4)";"-3.34e-01";"CAGL0K09042g - -3.34e-01"
"499";"CAGL0K09372g";"log(pH8/pH4)";"-1.04e+00";"CAGL0K09372g - -1.04e+00"
"500";"CAGL0K09702g";"log(pH8/pH4)";"2.13e+00";"CAGL0K09702g - 2.13e+00"
"501";"CAGL0K09724g";"log(pH8/pH4)";"-1.78e-02";"CAGL0K09724g - -1.78e-02"
"502";"CAGL0K09988g";"log(pH8/pH4)";"9.01e-01";"CAGL0K09988g - 9.01e-01"
"503";"CAGL0K10340g";"log(pH8/pH4)";"-7.10e-01";"CAGL0K10340g - -7.10e-01"
"504";"CAGL0K10362g";"log(pH8/pH4)";"-9.43e-01";"CAGL0K10362g - -9.43e-01"
"505";"CAGL0K10428g";"log(pH8/pH4)";"-1.85e-01";"CAGL0K10428g - -1.85e-01"
"506";"CAGL0K10736g";"log(pH8/pH4)";"1.74e+00";"CAGL0K10736g - 1.74e+00"
"507";"CAGL0K10780g";"log(pH8/pH4)";"-8.83e-01";"CAGL0K10780g - -8.83e-01"
"508";"CAGL0K10824g";"log(pH8/pH4)";"3.72e-01";"CAGL0K10824g - 3.72e-01"
"509";"CAGL0K10868g";"log(pH8/pH4)";"-7.01e-01";"CAGL0K10868g - -7.01e-01"
"510";"CAGL0K11231g";"log(pH8/pH4)";"1.77e-01";"CAGL0K11231g - 1.77e-01"
"511";"CAGL0K11616g";"log(pH8/pH4)";"9.51e-01";"CAGL0K11616g - 9.51e-01"
"512";"CAGL0K11858g";"log(pH8/pH4)";"1.93e+00";"CAGL0K11858g - 1.93e+00"
"513";"CAGL0K12100g";"log(pH8/pH4)";"8.50e-01";"CAGL0K12100g - 8.50e-01"
