"";"Name";"Conditions";"logFC";"hovertext"
"98";"CAGL0D00748g";"log(0.5H/0H)";"3.91e-01";"CAGL0D00748g - 3.91e-01"
"99";"CAGL0D00770g";"log(0.5H/0H)";"-4.22e-01";"CAGL0D00770g - -4.22e-01"
"100";"CAGL0D00880g";"log(0.5H/0H)";"-6.67e-01";"CAGL0D00880g - -6.67e-01"
"101";"CAGL0D01265g";"log(0.5H/0H)";" NA";"CAGL0D01265g -  NA"
"102";"CAGL0D01298g";"log(0.5H/0H)";"7.17e-01";"CAGL0D01298g - 7.17e-01"
"103";"CAGL0D01474g";"log(0.5H/0H)";"4.70e-01";"CAGL0D01474g - 4.70e-01"
"104";"CAGL0D01562g";"log(0.5H/0H)";"-3.99e-01";"CAGL0D01562g - -3.99e-01"
"105";"CAGL0D01958g";"log(0.5H/0H)";"1.62e-01";"CAGL0D01958g - 1.62e-01"
"106";"CAGL0D02134g";"log(0.5H/0H)";"7.59e-01";"CAGL0D02134g - 7.59e-01"
"107";"CAGL0D02596g";"log(0.5H/0H)";"1.16e+00";"CAGL0D02596g - 1.16e+00"
"108";"CAGL0D02640g";"log(0.5H/0H)";" NA";"CAGL0D02640g -  NA"
"109";"CAGL0D02662g";"log(0.5H/0H)";"8.64e-01";"CAGL0D02662g - 8.64e-01"
"110";"CAGL0D03982g";"log(0.5H/0H)";"1.21e+00";"CAGL0D03982g - 1.21e+00"
"111";"CAGL0D04026g";"log(0.5H/0H)";"-4.97e-01";"CAGL0D04026g - -4.97e-01"
"112";"CAGL0D04356g";"log(0.5H/0H)";"-3.08e-01";"CAGL0D04356g - -3.08e-01"
"113";"CAGL0D04686g";"log(0.5H/0H)";"-3.64e-01";"CAGL0D04686g - -3.64e-01"
"114";"CAGL0D04708g";"log(0.5H/0H)";"-1.42e+00";"CAGL0D04708g - -1.42e+00"
"115";"CAGL0D05060g";"log(0.5H/0H)";"-5.89e-01";"CAGL0D05060g - -5.89e-01"
"116";"CAGL0D05082g";"log(0.5H/0H)";"-9.17e-02";"CAGL0D05082g - -9.17e-02"
"117";"CAGL0D05192g";"log(0.5H/0H)";"5.21e-01";"CAGL0D05192g - 5.21e-01"
"118";"CAGL0D05280g";"log(0.5H/0H)";"-1.12e+00";"CAGL0D05280g - -1.12e+00"
"119";"CAGL0D05434g";"log(0.5H/0H)";"2.16e+00";"CAGL0D05434g - 2.16e+00"
"120";"CAGL0D05940g";"log(0.5H/0H)";"5.44e-01";"CAGL0D05940g - 5.44e-01"
"121";"CAGL0D06402g";"log(0.5H/0H)";"-1.16e+00";"CAGL0D06402g - -1.16e+00"
"122";"CAGL0D06424g";"log(0.5H/0H)";"-2.75e-01";"CAGL0D06424g - -2.75e-01"
"123";"CAGL0D06600g";"log(0.5H/0H)";"7.82e-01";"CAGL0D06600g - 7.82e-01"
"124";"CAGL0E00737g";"log(0.5H/0H)";"3.68e-01";"CAGL0E00737g - 3.68e-01"
"125";"CAGL0E00803g";"log(0.5H/0H)";"1.05e+00";"CAGL0E00803g - 1.05e+00"
"126";"CAGL0E01155g";"log(0.5H/0H)";"-6.40e-01";"CAGL0E01155g - -6.40e-01"
"127";"CAGL0E01243g";"log(0.5H/0H)";"1.81e+00";"CAGL0E01243g - 1.81e+00"
"128";"CAGL0E01287g";"log(0.5H/0H)";"3.38e-01";"CAGL0E01287g - 3.38e-01"
"129";"CAGL0E01705g";"log(0.5H/0H)";"-5.21e-01";"CAGL0E01705g - -5.21e-01"
"130";"CAGL0E01727g";"log(0.5H/0H)";"-2.40e+00";"CAGL0E01727g - -2.40e+00"
"131";"CAGL0E01771g";"log(0.5H/0H)";"8.79e-01";"CAGL0E01771g - 8.79e-01"
"132";"CAGL0E01793g";"log(0.5H/0H)";"8.08e-01";"CAGL0E01793g - 8.08e-01"
"133";"CAGL0E01815g";"log(0.5H/0H)";"1.02e+00";"CAGL0E01815g - 1.02e+00"
"134";"CAGL0E01837g";"log(0.5H/0H)";"2.06e+00";"CAGL0E01837g - 2.06e+00"
"135";"CAGL0E01881g";"log(0.5H/0H)";"5.07e-02";"CAGL0E01881g - 5.07e-02"
"136";"CAGL0E01991g";"log(0.5H/0H)";"-5.40e-01";"CAGL0E01991g - -5.40e-01"
"137";"CAGL0E02013g";"log(0.5H/0H)";"-8.30e-01";"CAGL0E02013g - -8.30e-01"
"138";"CAGL0E02255g";"log(0.5H/0H)";"-8.71e-01";"CAGL0E02255g - -8.71e-01"
"139";"CAGL0E02651g";"log(0.5H/0H)";"7.27e-01";"CAGL0E02651g - 7.27e-01"
"140";"CAGL0E03025g";"log(0.5H/0H)";"5.58e-01";"CAGL0E03025g - 5.58e-01"
"141";"CAGL0E03289g";"log(0.5H/0H)";"-2.52e-01";"CAGL0E03289g - -2.52e-01"
"142";"CAGL0E03520g";"log(0.5H/0H)";"5.89e-02";"CAGL0E03520g - 5.89e-02"
"143";"CAGL0E03850g";"log(0.5H/0H)";"2.84e-01";"CAGL0E03850g - 2.84e-01"
"144";"CAGL0E03916g";"log(0.5H/0H)";"-1.32e+00";"CAGL0E03916g - -1.32e+00"
"145";"CAGL0E03938g";"log(0.5H/0H)";"-1.63e-01";"CAGL0E03938g - -1.63e-01"
"146";"CAGL0E04092g";"log(0.5H/0H)";"8.62e-02";"CAGL0E04092g - 8.62e-02"
"147";"CAGL0E04224g";"log(0.5H/0H)";"3.09e+00";"CAGL0E04224g - 3.09e+00"
"148";"CAGL0E04334g";"log(0.5H/0H)";"4.85e-01";"CAGL0E04334g - 4.85e-01"
"149";"CAGL0E04510g";"log(0.5H/0H)";"1.62e-01";"CAGL0E04510g - 1.62e-01"
"150";"CAGL0E04548g";"log(0.5H/0H)";"-2.28e-01";"CAGL0E04548g - -2.28e-01"
"151";"CAGL0E04554g";"log(0.5H/0H)";"-1.72e+00";"CAGL0E04554g - -1.72e+00"
"152";"CAGL0E04884g";"log(0.5H/0H)";"7.28e-01";"CAGL0E04884g - 7.28e-01"
"153";"CAGL0E04994g";"log(0.5H/0H)";"-4.35e-01";"CAGL0E04994g - -4.35e-01"
"154";"CAGL0E05148g";"log(0.5H/0H)";"2.13e+00";"CAGL0E05148g - 2.13e+00"
"155";"CAGL0E05170g";"log(0.5H/0H)";"-1.96e-01";"CAGL0E05170g - -1.96e-01"
"156";"CAGL0E05346g";"log(0.5H/0H)";"5.11e-01";"CAGL0E05346g - 5.11e-01"
"157";"CAGL0E05456g";"log(0.5H/0H)";"-3.16e+00";"CAGL0E05456g - -3.16e+00"
"158";"CAGL0E05500g";"log(0.5H/0H)";"-6.75e-01";"CAGL0E05500g - -6.75e-01"
"159";"CAGL0E05588g";"log(0.5H/0H)";"3.47e-05";"CAGL0E05588g - 3.47e-05"
"160";"CAGL0E05654g";"log(0.5H/0H)";"-1.82e+00";"CAGL0E05654g - -1.82e+00"
"161";"CAGL0E05830g";"log(0.5H/0H)";"-3.58e-01";"CAGL0E05830g - -3.58e-01"
"162";"CAGL0E06072g";"log(0.5H/0H)";"-7.43e-02";"CAGL0E06072g - -7.43e-02"
"163";"CAGL0E06116g";"log(0.5H/0H)";"-1.77e+00";"CAGL0E06116g - -1.77e+00"
"164";"CAGL0E06138g";"log(0.5H/0H)";"6.58e-02";"CAGL0E06138g - 6.58e-02"
"165";"CAGL0E06380g";"log(0.5H/0H)";"3.33e-01";"CAGL0E06380g - 3.33e-01"
"166";"CAGL0E06424g";"log(0.5H/0H)";"4.62e-01";"CAGL0E06424g - 4.62e-01"
"167";"CAGL0F00187g";"log(0.5H/0H)";"1.06e+00";"CAGL0F00187g - 1.06e+00"
"168";"CAGL0F00209g";"log(0.5H/0H)";"2.10e-01";"CAGL0F00209g - 2.10e-01"
"169";"CAGL0F00231g";"log(0.5H/0H)";"-3.56e-02";"CAGL0F00231g - -3.56e-02"
"170";"CAGL0F00407g";"log(0.5H/0H)";"-8.11e-01";"CAGL0F00407g - -8.11e-01"
"171";"CAGL0F00429g";"log(0.5H/0H)";"-6.78e-01";"CAGL0F00429g - -6.78e-01"
"172";"CAGL0F00605g";"log(0.5H/0H)";"2.96e+00";"CAGL0F00605g - 2.96e+00"
"173";"CAGL0F00649g";"log(0.5H/0H)";"6.51e-01";"CAGL0F00649g - 6.51e-01"
"174";"CAGL0F00715g";"log(0.5H/0H)";"6.53e-01";"CAGL0F00715g - 6.53e-01"
"175";"CAGL0F01045g";"log(0.5H/0H)";"-2.62e-01";"CAGL0F01045g - -2.62e-01"
"176";"CAGL0F01265g";"log(0.5H/0H)";"9.26e-01";"CAGL0F01265g - 9.26e-01"
"177";"CAGL0F01419g";"log(0.5H/0H)";"1.53e+00";"CAGL0F01419g - 1.53e+00"
"178";"CAGL0F01463g";"log(0.5H/0H)";"1.10e+00";"CAGL0F01463g - 1.10e+00"
"179";"CAGL0F01485g";"log(0.5H/0H)";"8.47e-01";"CAGL0F01485g - 8.47e-01"
"180";"CAGL0F01749g";"log(0.5H/0H)";"-1.42e+00";"CAGL0F01749g - -1.42e+00"
"181";"CAGL0F02101g";"log(0.5H/0H)";"1.16e+00";"CAGL0F02101g - 1.16e+00"
"182";"CAGL0F02145g";"log(0.5H/0H)";"1.18e+00";"CAGL0F02145g - 1.18e+00"
"183";"CAGL0F02233g";"log(0.5H/0H)";"1.67e-01";"CAGL0F02233g - 1.67e-01"
"184";"CAGL0F02431g";"log(0.5H/0H)";"-8.33e-01";"CAGL0F02431g - -8.33e-01"
"185";"CAGL0F02513g";"log(0.5H/0H)";"1.59e-01";"CAGL0F02513g - 1.59e-01"
"186";"CAGL0F02563g";"log(0.5H/0H)";"-5.71e-01";"CAGL0F02563g - -5.71e-01"
"187";"CAGL0F03399g";"log(0.5H/0H)";"2.86e-01";"CAGL0F03399g - 2.86e-01"
"188";"CAGL0F03553g";"log(0.5H/0H)";"5.71e-01";"CAGL0F03553g - 5.71e-01"
"189";"CAGL0F03861g";"log(0.5H/0H)";"-1.41e-01";"CAGL0F03861g - -1.41e-01"
"190";"CAGL0F03927g";"log(0.5H/0H)";"-1.08e+00";"CAGL0F03927g - -1.08e+00"
"191";"CAGL0F03993g";"log(0.5H/0H)";"1.12e-01";"CAGL0F03993g - 1.12e-01"
"192";"CAGL0F04191g";"log(0.5H/0H)";"6.48e-02";"CAGL0F04191g - 6.48e-02"
"193";"CAGL0F04213g";"log(0.5H/0H)";"1.98e-01";"CAGL0F04213g - 1.98e-01"
"194";"CAGL0F04411g";"log(0.5H/0H)";"-5.04e-01";"CAGL0F04411g - -5.04e-01"
"195";"CAGL0F04565g";"log(0.5H/0H)";"9.14e-01";"CAGL0F04565g - 9.14e-01"
"196";"CAGL0F04631g";"log(0.5H/0H)";"5.51e-01";"CAGL0F04631g - 5.51e-01"
"197";"CAGL0F04719g";"log(0.5H/0H)";"1.87e+00";"CAGL0F04719g - 1.87e+00"
"198";"CAGL0F04807g";"log(0.5H/0H)";"1.65e+00";"CAGL0F04807g - 1.65e+00"
"199";"CAGL0F04895g";"log(0.5H/0H)";"3.18e+00";"CAGL0F04895g - 3.18e+00"
"200";"CAGL0F04917g";"log(0.5H/0H)";"1.31e+00";"CAGL0F04917g - 1.31e+00"
"201";"CAGL0F05071g";"log(0.5H/0H)";"-3.31e-01";"CAGL0F05071g - -3.31e-01"
"202";"CAGL0F05093g";"log(0.5H/0H)";"-5.16e-01";"CAGL0F05093g - -5.16e-01"
"203";"CAGL0F05687g";"log(0.5H/0H)";"-7.49e-02";"CAGL0F05687g - -7.49e-02"
"204";"CAGL0F05709g";"log(0.5H/0H)";"-8.40e-01";"CAGL0F05709g - -8.40e-01"
"205";"CAGL0F05863g";"log(0.5H/0H)";"4.86e-01";"CAGL0F05863g - 4.86e-01"
"206";"CAGL0F06413g";"log(0.5H/0H)";"1.21e+00";"CAGL0F06413g - 1.21e+00"
"207";"CAGL0F06501g";"log(0.5H/0H)";"-6.92e-01";"CAGL0F06501g - -6.92e-01"
"208";"CAGL0F06677g";"log(0.5H/0H)";"-7.75e-01";"CAGL0F06677g - -7.75e-01"
"209";"CAGL0F07029g";"log(0.5H/0H)";"-5.96e-01";"CAGL0F07029g - -5.96e-01"
"210";"CAGL0F07117g";"log(0.5H/0H)";"5.40e-01";"CAGL0F07117g - 5.40e-01"
"211";"CAGL0F07513g";"log(0.5H/0H)";"8.54e-01";"CAGL0F07513g - 8.54e-01"
"212";"CAGL0F07865g";"log(0.5H/0H)";"4.08e-02";"CAGL0F07865g - 4.08e-02"
"213";"CAGL0F07953g";"log(0.5H/0H)";"7.13e-01";"CAGL0F07953g - 7.13e-01"
"214";"CAGL0F08019g";"log(0.5H/0H)";"-8.94e-01";"CAGL0F08019g - -8.94e-01"
"215";"CAGL0F08085g";"log(0.5H/0H)";"-7.81e-01";"CAGL0F08085g - -7.81e-01"
"216";"CAGL0F08195g";"log(0.5H/0H)";"-3.63e-01";"CAGL0F08195g - -3.63e-01"
"217";"CAGL0F08217g";"log(0.5H/0H)";"1.79e-01";"CAGL0F08217g - 1.79e-01"
"218";"CAGL0F08261g";"log(0.5H/0H)";"-8.63e-01";"CAGL0F08261g - -8.63e-01"
"219";"CAGL0F08745g";"log(0.5H/0H)";"2.59e+00";"CAGL0F08745g - 2.59e+00"
"220";"CAGL0G01122g";"log(0.5H/0H)";"-1.00e+00";"CAGL0G01122g - -1.00e+00"
"221";"CAGL0G01166g";"log(0.5H/0H)";"6.34e-02";"CAGL0G01166g - 6.34e-02"
"222";"CAGL0G01540g";"log(0.5H/0H)";"1.37e+00";"CAGL0G01540g - 1.37e+00"
"223";"CAGL0G01826g";"log(0.5H/0H)";"-8.86e-01";"CAGL0G01826g - -8.86e-01"
"224";"CAGL0G02255g";"log(0.5H/0H)";"9.56e-01";"CAGL0G02255g - 9.56e-01"
"225";"CAGL0G02409g";"log(0.5H/0H)";"-8.27e-01";"CAGL0G02409g - -8.27e-01"
"226";"CAGL0G02563g";"log(0.5H/0H)";"9.99e-01";"CAGL0G02563g - 9.99e-01"
"227";"CAGL0G02585g";"log(0.5H/0H)";"-8.24e-01";"CAGL0G02585g - -8.24e-01"
"228";"CAGL0G02849g";"log(0.5H/0H)";"2.28e+00";"CAGL0G02849g - 2.28e+00"
"229";"CAGL0G02937g";"log(0.5H/0H)";"2.19e+00";"CAGL0G02937g - 2.19e+00"
"230";"CAGL0G03289g";"log(0.5H/0H)";"1.11e-02";"CAGL0G03289g - 1.11e-02"
"231";"CAGL0G03575g";"log(0.5H/0H)";"-7.14e-01";"CAGL0G03575g - -7.14e-01"
"232";"CAGL0G03883g";"log(0.5H/0H)";"8.26e-01";"CAGL0G03883g - 8.26e-01"
"233";"CAGL0G03905g";"log(0.5H/0H)";"-1.36e+00";"CAGL0G03905g - -1.36e+00"
"234";"CAGL0G04433g";"log(0.5H/0H)";"-6.76e-01";"CAGL0G04433g - -6.76e-01"
"235";"CAGL0G04499g";"log(0.5H/0H)";"7.13e-01";"CAGL0G04499g - 7.13e-01"
"236";"CAGL0G04763g";"log(0.5H/0H)";"-1.53e+00";"CAGL0G04763g - -1.53e+00"
"237";"CAGL0G05566g";"log(0.5H/0H)";"1.19e-01";"CAGL0G05566g - 1.19e-01"
"238";"CAGL0G05698g";"log(0.5H/0H)";"2.30e-01";"CAGL0G05698g - 2.30e-01"
"239";"CAGL0G05764g";"log(0.5H/0H)";"-4.48e-01";"CAGL0G05764g - -4.48e-01"
"240";"CAGL0G05830g";"log(0.5H/0H)";"6.88e-01";"CAGL0G05830g - 6.88e-01"
"241";"CAGL0G05874g";"log(0.5H/0H)";"-6.86e-01";"CAGL0G05874g - -6.86e-01"
"242";"CAGL0G05962g";"log(0.5H/0H)";"5.95e-01";"CAGL0G05962g - 5.95e-01"
"243";"CAGL0G06006g";"log(0.5H/0H)";"2.44e+00";"CAGL0G06006g - 2.44e+00"
"244";"CAGL0G06050g";"log(0.5H/0H)";"2.21e+00";"CAGL0G06050g - 2.21e+00"
"245";"CAGL0G06248g";"log(0.5H/0H)";"-9.47e-01";"CAGL0G06248g - -9.47e-01"
"246";"CAGL0G06402g";"log(0.5H/0H)";"-2.47e-02";"CAGL0G06402g - -2.47e-02"
"247";"CAGL0G06468g";"log(0.5H/0H)";"-6.57e-01";"CAGL0G06468g - -6.57e-01"
"248";"CAGL0G06490g";"log(0.5H/0H)";"-3.37e-01";"CAGL0G06490g - -3.37e-01"
"249";"CAGL0G06732g";"log(0.5H/0H)";"1.86e-01";"CAGL0G06732g - 1.86e-01"
"250";"CAGL0G06798g";"log(0.5H/0H)";"2.03e+00";"CAGL0G06798g - 2.03e+00"
"251";"CAGL0G06952g";"log(0.5H/0H)";"1.45e+00";"CAGL0G06952g - 1.45e+00"
"252";"CAGL0G07106g";"log(0.5H/0H)";"-7.54e-01";"CAGL0G07106g - -7.54e-01"
"253";"CAGL0G07711g";"log(0.5H/0H)";"7.26e-01";"CAGL0G07711g - 7.26e-01"
"254";"CAGL0G07821g";"log(0.5H/0H)";"-3.48e-01";"CAGL0G07821g - -3.48e-01"
"255";"CAGL0G08019g";"log(0.5H/0H)";"-1.73e+00";"CAGL0G08019g - -1.73e+00"
"256";"CAGL0G08041g";"log(0.5H/0H)";"-2.50e-01";"CAGL0G08041g - -2.50e-01"
