"";"Name";"Conditions";"logFC";"hovertext"
"636";"CAGL0M13717g";"log(0.5H/0H)";"-5.83e-01";"CAGL0M13717g - -5.83e-01"
"637";"CAGL0M14069g";"log(0.5H/0H)";"-3.93e-01";"CAGL0M14069g - -3.93e-01"
"638";"CAGL0A00737g";"log(1H/0H)";"-1.17e+00";"CAGL0A00737g - -1.17e+00"
"639";"CAGL0A00979g";"log(1H/0H)";"-6.28e-01";"CAGL0A00979g - -6.28e-01"
"640";"CAGL0A01067g";"log(1H/0H)";"-6.40e-01";"CAGL0A01067g - -6.40e-01"
"641";"CAGL0A01089g";"log(1H/0H)";"-3.47e-01";"CAGL0A01089g - -3.47e-01"
"642";"CAGL0A01199g";"log(1H/0H)";"1.15e-01";"CAGL0A01199g - 1.15e-01"
"643";"CAGL0A01221g";"log(1H/0H)";"-1.09e+00";"CAGL0A01221g - -1.09e+00"
"644";"CAGL0A01243g";"log(1H/0H)";"1.78e+00";"CAGL0A01243g - 1.78e+00"
"645";"CAGL0A01650g";"log(1H/0H)";"4.76e-01";"CAGL0A01650g - 4.76e-01"
"646";"CAGL0A01716g";"log(1H/0H)";"1.59e+00";"CAGL0A01716g - 1.59e+00"
"647";"CAGL0A01782g";"log(1H/0H)";"-1.14e+00";"CAGL0A01782g - -1.14e+00"
"648";"CAGL0A01826g";"log(1H/0H)";"-3.04e-01";"CAGL0A01826g - -3.04e-01"
"649";"CAGL0A02002g";"log(1H/0H)";"7.28e-01";"CAGL0A02002g - 7.28e-01"
"650";"CAGL0A02112g";"log(1H/0H)";"2.17e-01";"CAGL0A02112g - 2.17e-01"
"651";"CAGL0A02145g";"log(1H/0H)";"8.07e-01";"CAGL0A02145g - 8.07e-01"
"652";"CAGL0A02211g";"log(1H/0H)";"-5.83e-01";"CAGL0A02211g - -5.83e-01"
"653";"CAGL0A02233g";"log(1H/0H)";"-1.19e+00";"CAGL0A02233g - -1.19e+00"
"654";"CAGL0A02277g";"log(1H/0H)";"1.68e-01";"CAGL0A02277g - 1.68e-01"
"655";"CAGL0A02299g";"log(1H/0H)";"1.88e+00";"CAGL0A02299g - 1.88e+00"
"656";"CAGL0A02816g";"log(1H/0H)";"9.76e-01";"CAGL0A02816g - 9.76e-01"
"657";"CAGL0A03102g";"log(1H/0H)";"-1.03e+00";"CAGL0A03102g - -1.03e+00"
"658";"CAGL0A03366g";"log(1H/0H)";"-5.48e-01";"CAGL0A03366g - -5.48e-01"
"659";"CAGL0A03476g";"log(1H/0H)";"1.87e+00";"CAGL0A03476g - 1.87e+00"
"660";"CAGL0A03542g";"log(1H/0H)";"4.17e-01";"CAGL0A03542g - 4.17e-01"
"661";"CAGL0A03740g";"log(1H/0H)";"1.80e+00";"CAGL0A03740g - 1.80e+00"
"662";"CAGL0A03905g";"log(1H/0H)";"2.67e+00";"CAGL0A03905g - 2.67e+00"
"663";"CAGL0A04015g";"log(1H/0H)";"-1.62e+00";"CAGL0A04015g - -1.62e+00"
"664";"CAGL0A04499g";"log(1H/0H)";"-1.41e+00";"CAGL0A04499g - -1.41e+00"
"665";"CAGL0A04653g";"log(1H/0H)";"4.21e-02";"CAGL0A04653g - 4.21e-02"
"666";"CAGL0A04829g";"log(1H/0H)";"7.98e-01";"CAGL0A04829g - 7.98e-01"
"667";"CAGL0B00286g";"log(1H/0H)";"-5.19e-01";"CAGL0B00286g - -5.19e-01"
"668";"CAGL0B00594g";"log(1H/0H)";"4.30e-01";"CAGL0B00594g - 4.30e-01"
"669";"CAGL0B00792g";"log(1H/0H)";"-1.49e+00";"CAGL0B00792g - -1.49e+00"
"670";"CAGL0B00814g";"log(1H/0H)";"1.58e+00";"CAGL0B00814g - 1.58e+00"
"671";"CAGL0B00946g";"log(1H/0H)";"2.22e+00";"CAGL0B00946g - 2.22e+00"
"672";"CAGL0B00990g";"log(1H/0H)";"9.13e-01";"CAGL0B00990g - 9.13e-01"
"673";"CAGL0B01012g";"log(1H/0H)";"-1.35e+00";"CAGL0B01012g - -1.35e+00"
"674";"CAGL0B01122g";"log(1H/0H)";"-9.22e-01";"CAGL0B01122g - -9.22e-01"
"675";"CAGL0B01507g";"log(1H/0H)";"-2.71e-01";"CAGL0B01507g - -2.71e-01"
"676";"CAGL0B01639g";"log(1H/0H)";"9.46e-01";"CAGL0B01639g - 9.46e-01"
"677";"CAGL0B01727g";"log(1H/0H)";"2.84e+00";"CAGL0B01727g - 2.84e+00"
"678";"CAGL0B01881g";"log(1H/0H)";"-1.53e+00";"CAGL0B01881g - -1.53e+00"
"679";"CAGL0B02475g";"log(1H/0H)";"-4.97e+00";"CAGL0B02475g - -4.97e+00"
"680";"CAGL0B02585g";"log(1H/0H)";"-2.72e-01";"CAGL0B02585g - -2.72e-01"
"681";"CAGL0B02717g";"log(1H/0H)";"1.03e+00";"CAGL0B02717g - 1.03e+00"
"682";"CAGL0B02794g";"log(1H/0H)";"-5.86e-01";"CAGL0B02794g - -5.86e-01"
"683";"CAGL0B02838g";"log(1H/0H)";"-4.14e+00";"CAGL0B02838g - -4.14e+00"
"684";"CAGL0B02860g";"log(1H/0H)";"1.49e+00";"CAGL0B02860g - 1.49e+00"
"685";"CAGL0B02904g";"log(1H/0H)";"6.16e-01";"CAGL0B02904g - 6.16e-01"
"686";"CAGL0B02970g";"log(1H/0H)";"7.69e-01";"CAGL0B02970g - 7.69e-01"
"687";"CAGL0B03421g";"log(1H/0H)";"-5.99e-01";"CAGL0B03421g - -5.99e-01"
"688";"CAGL0B03619g";"log(1H/0H)";"2.67e+00";"CAGL0B03619g - 2.67e+00"
"689";"CAGL0B03663g";"log(1H/0H)";"7.18e-02";"CAGL0B03663g - 7.18e-02"
"690";"CAGL0B03817g";"log(1H/0H)";"1.69e+00";"CAGL0B03817g - 1.69e+00"
"691";"CAGL0B03993g";"log(1H/0H)";"-8.67e-01";"CAGL0B03993g - -8.67e-01"
"692";"CAGL0B04213g";"log(1H/0H)";"-8.36e-01";"CAGL0B04213g - -8.36e-01"
"693";"CAGL0B04433g";"log(1H/0H)";"-1.29e-01";"CAGL0B04433g - -1.29e-01"
"694";"CAGL0B04675g";"log(1H/0H)";"2.88e+00";"CAGL0B04675g - 2.88e+00"
"695";"CAGL0C00110g";"log(1H/0H)";"1.45e-01";"CAGL0C00110g - 1.45e-01"
"696";"CAGL0C00275g";"log(1H/0H)";"2.22e+00";"CAGL0C00275g - 2.22e+00"
"697";"CAGL0C00495g";"log(1H/0H)";"1.01e+00";"CAGL0C00495g - 1.01e+00"
"698";"CAGL0C00539g";"log(1H/0H)";"4.09e-01";"CAGL0C00539g - 4.09e-01"
"699";"CAGL0C00759g";"log(1H/0H)";"-1.28e+00";"CAGL0C00759g - -1.28e+00"
"700";"CAGL0C00968g";"log(1H/0H)";"-2.91e-01";"CAGL0C00968g - -2.91e-01"
"701";"CAGL0C01133g";"log(1H/0H)";"1.11e-01";"CAGL0C01133g - 1.11e-01"
"702";"CAGL0C01287g";"log(1H/0H)";"-9.85e-01";"CAGL0C01287g - -9.85e-01"
"703";"CAGL0C01325g";"log(1H/0H)";"5.81e-01";"CAGL0C01325g - 5.81e-01"
"704";"CAGL0C01595g";"log(1H/0H)";"1.51e+00";"CAGL0C01595g - 1.51e+00"
"705";"CAGL0C01727g";"log(1H/0H)";"1.36e+00";"CAGL0C01727g - 1.36e+00"
"706";"CAGL0C01749g";"log(1H/0H)";"2.19e-01";"CAGL0C01749g - 2.19e-01"
"707";"CAGL0C01771g";"log(1H/0H)";"2.37e+00";"CAGL0C01771g - 2.37e+00"
"708";"CAGL0C02035g";"log(1H/0H)";"5.22e-01";"CAGL0C02035g - 5.22e-01"
"709";"CAGL0C02233g";"log(1H/0H)";"-3.37e-01";"CAGL0C02233g - -3.37e-01"
"710";"CAGL0C02365g";"log(1H/0H)";"-2.71e-01";"CAGL0C02365g - -2.71e-01"
"711";"CAGL0C02739g";"log(1H/0H)";"1.53e+00";"CAGL0C02739g - 1.53e+00"
"712";"CAGL0C03113g";"log(1H/0H)";"2.36e+00";"CAGL0C03113g - 2.36e+00"
"713";"CAGL0C03267g";"log(1H/0H)";"-3.22e-01";"CAGL0C03267g - -3.22e-01"
"714";"CAGL0C03333g";"log(1H/0H)";"9.18e-01";"CAGL0C03333g - 9.18e-01"
"715";"CAGL0C03443g";"log(1H/0H)";"-1.77e-01";"CAGL0C03443g - -1.77e-01"
"716";"CAGL0C03487g";"log(1H/0H)";"-3.00e-01";"CAGL0C03487g - -3.00e-01"
"717";"CAGL0C03608g";"log(1H/0H)";"6.27e-01";"CAGL0C03608g - 6.27e-01"
"718";"CAGL0C03630g";"log(1H/0H)";"-7.12e-01";"CAGL0C03630g - -7.12e-01"
"719";"CAGL0C03652g";"log(1H/0H)";"-2.77e-01";"CAGL0C03652g - -2.77e-01"
"720";"CAGL0C03850g";"log(1H/0H)";"4.95e-01";"CAGL0C03850g - 4.95e-01"
"721";"CAGL0C03872g";"log(1H/0H)";"-9.69e-01";"CAGL0C03872g - -9.69e-01"
"722";"CAGL0C04191g";"log(1H/0H)";"2.00e+00";"CAGL0C04191g - 2.00e+00"
"723";"CAGL0C04279g";"log(1H/0H)";"-1.13e+00";"CAGL0C04279g - -1.13e+00"
"724";"CAGL0C04587g";"log(1H/0H)";"1.99e+00";"CAGL0C04587g - 1.99e+00"
"725";"CAGL0C04917g";"log(1H/0H)";"2.36e-02";"CAGL0C04917g - 2.36e-02"
"726";"CAGL0C05027g";"log(1H/0H)";"1.12e+00";"CAGL0C05027g - 1.12e+00"
"727";"CAGL0C05115g";"log(1H/0H)";"-2.17e-01";"CAGL0C05115g - -2.17e-01"
"728";"CAGL0C05445g";"log(1H/0H)";"-2.87e-01";"CAGL0C05445g - -2.87e-01"
"729";"CAGL0D00198g";"log(1H/0H)";"2.60e-01";"CAGL0D00198g - 2.60e-01"
"730";"CAGL0D00264g";"log(1H/0H)";"1.77e+00";"CAGL0D00264g - 1.77e+00"
"731";"CAGL0D00352g";"log(1H/0H)";"1.11e+00";"CAGL0D00352g - 1.11e+00"
"732";"CAGL0D00418g";"log(1H/0H)";"-4.49e-01";"CAGL0D00418g - -4.49e-01"
"733";"CAGL0D00528g";"log(1H/0H)";"1.00e+00";"CAGL0D00528g - 1.00e+00"
"734";"CAGL0D00704g";"log(1H/0H)";"2.32e+00";"CAGL0D00704g - 2.32e+00"
"735";"CAGL0D00748g";"log(1H/0H)";"3.63e-02";"CAGL0D00748g - 3.63e-02"
"736";"CAGL0D00770g";"log(1H/0H)";"1.28e+00";"CAGL0D00770g - 1.28e+00"
"737";"CAGL0D00880g";"log(1H/0H)";"-1.43e+00";"CAGL0D00880g - -1.43e+00"
"738";"CAGL0D01265g";"log(1H/0H)";" NA";"CAGL0D01265g -  NA"
"739";"CAGL0D01298g";"log(1H/0H)";"2.26e+00";"CAGL0D01298g - 2.26e+00"
"740";"CAGL0D01474g";"log(1H/0H)";"1.29e+00";"CAGL0D01474g - 1.29e+00"
"741";"CAGL0D01562g";"log(1H/0H)";"-1.43e+00";"CAGL0D01562g - -1.43e+00"
"742";"CAGL0D01958g";"log(1H/0H)";"-2.59e-01";"CAGL0D01958g - -2.59e-01"
"743";"CAGL0D02134g";"log(1H/0H)";"1.10e+00";"CAGL0D02134g - 1.10e+00"
"744";"CAGL0D02596g";"log(1H/0H)";"1.01e+00";"CAGL0D02596g - 1.01e+00"
"745";"CAGL0D02640g";"log(1H/0H)";" NA";"CAGL0D02640g -  NA"
"746";"CAGL0D02662g";"log(1H/0H)";"-2.27e+00";"CAGL0D02662g - -2.27e+00"
"747";"CAGL0D03982g";"log(1H/0H)";"2.42e+00";"CAGL0D03982g - 2.42e+00"
"748";"CAGL0D04026g";"log(1H/0H)";"3.34e+00";"CAGL0D04026g - 3.34e+00"
"749";"CAGL0D04356g";"log(1H/0H)";"2.06e-01";"CAGL0D04356g - 2.06e-01"
"750";"CAGL0D04686g";"log(1H/0H)";"1.11e+00";"CAGL0D04686g - 1.11e+00"
"751";"CAGL0D04708g";"log(1H/0H)";"3.31e-01";"CAGL0D04708g - 3.31e-01"
"752";"CAGL0D05060g";"log(1H/0H)";"-1.27e+00";"CAGL0D05060g - -1.27e+00"
"753";"CAGL0D05082g";"log(1H/0H)";"3.71e-02";"CAGL0D05082g - 3.71e-02"
"754";"CAGL0D05192g";"log(1H/0H)";"-6.65e-01";"CAGL0D05192g - -6.65e-01"
"755";"CAGL0D05280g";"log(1H/0H)";"-1.59e+00";"CAGL0D05280g - -1.59e+00"
"756";"CAGL0D05434g";"log(1H/0H)";"5.67e-01";"CAGL0D05434g - 5.67e-01"
"757";"CAGL0D05940g";"log(1H/0H)";"-1.46e-01";"CAGL0D05940g - -1.46e-01"
"758";"CAGL0D06402g";"log(1H/0H)";"-6.72e-01";"CAGL0D06402g - -6.72e-01"
"759";"CAGL0D06424g";"log(1H/0H)";"1.59e-01";"CAGL0D06424g - 1.59e-01"
"760";"CAGL0D06600g";"log(1H/0H)";"9.63e-01";"CAGL0D06600g - 9.63e-01"
"761";"CAGL0E00737g";"log(1H/0H)";"-6.54e-01";"CAGL0E00737g - -6.54e-01"
"762";"CAGL0E00803g";"log(1H/0H)";"2.13e+00";"CAGL0E00803g - 2.13e+00"
"763";"CAGL0E01155g";"log(1H/0H)";"-1.16e+00";"CAGL0E01155g - -1.16e+00"
"764";"CAGL0E01243g";"log(1H/0H)";"1.02e+00";"CAGL0E01243g - 1.02e+00"
"765";"CAGL0E01287g";"log(1H/0H)";"7.04e-01";"CAGL0E01287g - 7.04e-01"
"766";"CAGL0E01705g";"log(1H/0H)";"-2.45e-01";"CAGL0E01705g - -2.45e-01"
"767";"CAGL0E01727g";"log(1H/0H)";"6.91e-01";"CAGL0E01727g - 6.91e-01"
"768";"CAGL0E01771g";"log(1H/0H)";"9.26e-02";"CAGL0E01771g - 9.26e-02"
"769";"CAGL0E01793g";"log(1H/0H)";"2.12e+00";"CAGL0E01793g - 2.12e+00"
"770";"CAGL0E01815g";"log(1H/0H)";"2.52e+00";"CAGL0E01815g - 2.52e+00"
"771";"CAGL0E01837g";"log(1H/0H)";"2.00e+00";"CAGL0E01837g - 2.00e+00"
"772";"CAGL0E01881g";"log(1H/0H)";"2.14e+00";"CAGL0E01881g - 2.14e+00"
"773";"CAGL0E01991g";"log(1H/0H)";"-5.30e-01";"CAGL0E01991g - -5.30e-01"
"774";"CAGL0E02013g";"log(1H/0H)";"-8.51e-01";"CAGL0E02013g - -8.51e-01"
"775";"CAGL0E02255g";"log(1H/0H)";"-8.94e-01";"CAGL0E02255g - -8.94e-01"
"776";"CAGL0E02651g";"log(1H/0H)";"1.81e+00";"CAGL0E02651g - 1.81e+00"
"777";"CAGL0E03025g";"log(1H/0H)";"7.39e-01";"CAGL0E03025g - 7.39e-01"
"778";"CAGL0E03289g";"log(1H/0H)";"-1.09e+00";"CAGL0E03289g - -1.09e+00"
"779";"CAGL0E03520g";"log(1H/0H)";"1.71e-01";"CAGL0E03520g - 1.71e-01"
"780";"CAGL0E03850g";"log(1H/0H)";"-1.42e+00";"CAGL0E03850g - -1.42e+00"
"781";"CAGL0E03916g";"log(1H/0H)";"-5.19e-01";"CAGL0E03916g - -5.19e-01"
"782";"CAGL0E03938g";"log(1H/0H)";"-5.05e-01";"CAGL0E03938g - -5.05e-01"
"783";"CAGL0E04092g";"log(1H/0H)";"5.49e-01";"CAGL0E04092g - 5.49e-01"
"784";"CAGL0E04224g";"log(1H/0H)";"1.41e+00";"CAGL0E04224g - 1.41e+00"
"785";"CAGL0E04334g";"log(1H/0H)";"-6.66e-01";"CAGL0E04334g - -6.66e-01"
"786";"CAGL0E04510g";"log(1H/0H)";"1.02e+00";"CAGL0E04510g - 1.02e+00"
"787";"CAGL0E04548g";"log(1H/0H)";"1.20e+00";"CAGL0E04548g - 1.20e+00"
"788";"CAGL0E04554g";"log(1H/0H)";"-1.55e+00";"CAGL0E04554g - -1.55e+00"
"789";"CAGL0E04884g";"log(1H/0H)";"1.58e+00";"CAGL0E04884g - 1.58e+00"
"790";"CAGL0E04994g";"log(1H/0H)";"-5.24e-01";"CAGL0E04994g - -5.24e-01"
"791";"CAGL0E05148g";"log(1H/0H)";"2.70e+00";"CAGL0E05148g - 2.70e+00"
"792";"CAGL0E05170g";"log(1H/0H)";"1.49e+00";"CAGL0E05170g - 1.49e+00"
"793";"CAGL0E05346g";"log(1H/0H)";"1.59e+00";"CAGL0E05346g - 1.59e+00"
"794";"CAGL0E05456g";"log(1H/0H)";"-3.07e+00";"CAGL0E05456g - -3.07e+00"
"795";"CAGL0E05500g";"log(1H/0H)";"-1.73e+00";"CAGL0E05500g - -1.73e+00"
"796";"CAGL0E05588g";"log(1H/0H)";"4.65e-01";"CAGL0E05588g - 4.65e-01"
"797";"CAGL0E05654g";"log(1H/0H)";"8.69e-01";"CAGL0E05654g - 8.69e-01"
"798";"CAGL0E05830g";"log(1H/0H)";"-1.77e-01";"CAGL0E05830g - -1.77e-01"
"799";"CAGL0E06072g";"log(1H/0H)";"1.16e+00";"CAGL0E06072g - 1.16e+00"
"800";"CAGL0E06116g";"log(1H/0H)";"-6.04e-01";"CAGL0E06116g - -6.04e-01"
"801";"CAGL0E06138g";"log(1H/0H)";"1.20e+00";"CAGL0E06138g - 1.20e+00"
"802";"CAGL0E06380g";"log(1H/0H)";"2.71e+00";"CAGL0E06380g - 2.71e+00"
"803";"CAGL0E06424g";"log(1H/0H)";"2.09e+00";"CAGL0E06424g - 2.09e+00"
"804";"CAGL0F00187g";"log(1H/0H)";"7.90e-01";"CAGL0F00187g - 7.90e-01"
"805";"CAGL0F00209g";"log(1H/0H)";"1.32e+00";"CAGL0F00209g - 1.32e+00"
"806";"CAGL0F00231g";"log(1H/0H)";"1.92e-01";"CAGL0F00231g - 1.92e-01"
"807";"CAGL0F00407g";"log(1H/0H)";"-1.78e+00";"CAGL0F00407g - -1.78e+00"
"808";"CAGL0F00429g";"log(1H/0H)";"-1.05e+00";"CAGL0F00429g - -1.05e+00"
"809";"CAGL0F00605g";"log(1H/0H)";"2.13e+00";"CAGL0F00605g - 2.13e+00"
"810";"CAGL0F00649g";"log(1H/0H)";"-1.33e-01";"CAGL0F00649g - -1.33e-01"
"811";"CAGL0F00715g";"log(1H/0H)";"4.64e-01";"CAGL0F00715g - 4.64e-01"
"812";"CAGL0F01045g";"log(1H/0H)";"-4.99e-01";"CAGL0F01045g - -4.99e-01"
"813";"CAGL0F01265g";"log(1H/0H)";"-3.38e-01";"CAGL0F01265g - -3.38e-01"
"814";"CAGL0F01419g";"log(1H/0H)";"-6.97e-01";"CAGL0F01419g - -6.97e-01"
"815";"CAGL0F01463g";"log(1H/0H)";"-1.13e-01";"CAGL0F01463g - -1.13e-01"
"816";"CAGL0F01485g";"log(1H/0H)";"1.44e-01";"CAGL0F01485g - 1.44e-01"
"817";"CAGL0F01749g";"log(1H/0H)";"-1.19e+00";"CAGL0F01749g - -1.19e+00"
"818";"CAGL0F02101g";"log(1H/0H)";"1.07e+00";"CAGL0F02101g - 1.07e+00"
"819";"CAGL0F02145g";"log(1H/0H)";"1.16e+00";"CAGL0F02145g - 1.16e+00"
"820";"CAGL0F02233g";"log(1H/0H)";"6.12e-01";"CAGL0F02233g - 6.12e-01"
"821";"CAGL0F02431g";"log(1H/0H)";"-8.39e-01";"CAGL0F02431g - -8.39e-01"
"822";"CAGL0F02513g";"log(1H/0H)";"1.47e-01";"CAGL0F02513g - 1.47e-01"
"823";"CAGL0F02563g";"log(1H/0H)";"-8.64e-01";"CAGL0F02563g - -8.64e-01"
"824";"CAGL0F03399g";"log(1H/0H)";"3.28e-01";"CAGL0F03399g - 3.28e-01"
"825";"CAGL0F03553g";"log(1H/0H)";"7.11e-01";"CAGL0F03553g - 7.11e-01"
"826";"CAGL0F03861g";"log(1H/0H)";"-7.18e-01";"CAGL0F03861g - -7.18e-01"
"827";"CAGL0F03927g";"log(1H/0H)";"-1.93e+00";"CAGL0F03927g - -1.93e+00"
"828";"CAGL0F03993g";"log(1H/0H)";"-1.78e-02";"CAGL0F03993g - -1.78e-02"
"829";"CAGL0F04191g";"log(1H/0H)";"4.44e-01";"CAGL0F04191g - 4.44e-01"
"830";"CAGL0F04213g";"log(1H/0H)";"8.81e-01";"CAGL0F04213g - 8.81e-01"
"831";"CAGL0F04411g";"log(1H/0H)";"-6.75e-02";"CAGL0F04411g - -6.75e-02"
"832";"CAGL0F04565g";"log(1H/0H)";"7.00e-03";"CAGL0F04565g - 7.00e-03"
"833";"CAGL0F04631g";"log(1H/0H)";"9.12e-02";"CAGL0F04631g - 9.12e-02"
"834";"CAGL0F04719g";"log(1H/0H)";"2.10e+00";"CAGL0F04719g - 2.10e+00"
"835";"CAGL0F04807g";"log(1H/0H)";"2.33e+00";"CAGL0F04807g - 2.33e+00"
"836";"CAGL0F04895g";"log(1H/0H)";"3.01e+00";"CAGL0F04895g - 3.01e+00"
"837";"CAGL0F04917g";"log(1H/0H)";"1.27e+00";"CAGL0F04917g - 1.27e+00"
"838";"CAGL0F05071g";"log(1H/0H)";"1.30e+00";"CAGL0F05071g - 1.30e+00"
"839";"CAGL0F05093g";"log(1H/0H)";"-5.55e-01";"CAGL0F05093g - -5.55e-01"
"840";"CAGL0F05687g";"log(1H/0H)";"-2.78e-01";"CAGL0F05687g - -2.78e-01"
"841";"CAGL0F05709g";"log(1H/0H)";"-2.53e+00";"CAGL0F05709g - -2.53e+00"
"842";"CAGL0F05863g";"log(1H/0H)";"-5.39e-01";"CAGL0F05863g - -5.39e-01"
"843";"CAGL0F06413g";"log(1H/0H)";"8.21e-01";"CAGL0F06413g - 8.21e-01"
"844";"CAGL0F06501g";"log(1H/0H)";"-3.18e-01";"CAGL0F06501g - -3.18e-01"
"845";"CAGL0F06677g";"log(1H/0H)";"3.12e-01";"CAGL0F06677g - 3.12e-01"
"846";"CAGL0F07029g";"log(1H/0H)";"-8.67e-01";"CAGL0F07029g - -8.67e-01"
"847";"CAGL0F07117g";"log(1H/0H)";"1.70e+00";"CAGL0F07117g - 1.70e+00"
"848";"CAGL0F07513g";"log(1H/0H)";"1.19e+00";"CAGL0F07513g - 1.19e+00"
"849";"CAGL0F07865g";"log(1H/0H)";"-7.89e-01";"CAGL0F07865g - -7.89e-01"
"850";"CAGL0F07953g";"log(1H/0H)";"5.21e+00";"CAGL0F07953g - 5.21e+00"
"851";"CAGL0F08019g";"log(1H/0H)";"8.35e-02";"CAGL0F08019g - 8.35e-02"
"852";"CAGL0F08085g";"log(1H/0H)";"2.63e-01";"CAGL0F08085g - 2.63e-01"
"853";"CAGL0F08195g";"log(1H/0H)";"-7.08e-01";"CAGL0F08195g - -7.08e-01"
"854";"CAGL0F08217g";"log(1H/0H)";"7.78e-01";"CAGL0F08217g - 7.78e-01"
"855";"CAGL0F08261g";"log(1H/0H)";"2.18e+00";"CAGL0F08261g - 2.18e+00"
"856";"CAGL0F08745g";"log(1H/0H)";"1.12e+00";"CAGL0F08745g - 1.12e+00"
"857";"CAGL0G01122g";"log(1H/0H)";"-1.94e-01";"CAGL0G01122g - -1.94e-01"
"858";"CAGL0G01166g";"log(1H/0H)";"5.34e-01";"CAGL0G01166g - 5.34e-01"
"859";"CAGL0G01540g";"log(1H/0H)";"6.17e-01";"CAGL0G01540g - 6.17e-01"
"860";"CAGL0G01826g";"log(1H/0H)";"-6.72e-01";"CAGL0G01826g - -6.72e-01"
"861";"CAGL0G02255g";"log(1H/0H)";"1.58e+00";"CAGL0G02255g - 1.58e+00"
"862";"CAGL0G02409g";"log(1H/0H)";"-1.77e+00";"CAGL0G02409g - -1.77e+00"
"863";"CAGL0G02563g";"log(1H/0H)";"6.89e-01";"CAGL0G02563g - 6.89e-01"
"864";"CAGL0G02585g";"log(1H/0H)";"2.48e-01";"CAGL0G02585g - 2.48e-01"
"865";"CAGL0G02849g";"log(1H/0H)";"2.78e+00";"CAGL0G02849g - 2.78e+00"
"866";"CAGL0G02937g";"log(1H/0H)";"4.58e-01";"CAGL0G02937g - 4.58e-01"
"867";"CAGL0G03289g";"log(1H/0H)";"1.80e+00";"CAGL0G03289g - 1.80e+00"
"868";"CAGL0G03575g";"log(1H/0H)";"-6.30e-01";"CAGL0G03575g - -6.30e-01"
"869";"CAGL0G03883g";"log(1H/0H)";"1.61e+00";"CAGL0G03883g - 1.61e+00"
"870";"CAGL0G03905g";"log(1H/0H)";"-1.99e+00";"CAGL0G03905g - -1.99e+00"
"871";"CAGL0G04433g";"log(1H/0H)";"-1.05e+00";"CAGL0G04433g - -1.05e+00"
"872";"CAGL0G04499g";"log(1H/0H)";"-3.62e-01";"CAGL0G04499g - -3.62e-01"
"873";"CAGL0G04763g";"log(1H/0H)";"-1.85e+00";"CAGL0G04763g - -1.85e+00"
"874";"CAGL0G05566g";"log(1H/0H)";"1.06e+00";"CAGL0G05566g - 1.06e+00"
"875";"CAGL0G05698g";"log(1H/0H)";"1.98e-01";"CAGL0G05698g - 1.98e-01"
"876";"CAGL0G05764g";"log(1H/0H)";"-7.92e-01";"CAGL0G05764g - -7.92e-01"
"877";"CAGL0G05830g";"log(1H/0H)";"2.09e+00";"CAGL0G05830g - 2.09e+00"
"878";"CAGL0G05874g";"log(1H/0H)";"-1.24e+00";"CAGL0G05874g - -1.24e+00"
"879";"CAGL0G05962g";"log(1H/0H)";"9.61e-01";"CAGL0G05962g - 9.61e-01"
"880";"CAGL0G06006g";"log(1H/0H)";"1.07e+00";"CAGL0G06006g - 1.07e+00"
"881";"CAGL0G06050g";"log(1H/0H)";"5.45e-02";"CAGL0G06050g - 5.45e-02"
"882";"CAGL0G06248g";"log(1H/0H)";"-3.27e+00";"CAGL0G06248g - -3.27e+00"
"883";"CAGL0G06402g";"log(1H/0H)";"-5.16e-01";"CAGL0G06402g - -5.16e-01"
"884";"CAGL0G06468g";"log(1H/0H)";"-1.05e+00";"CAGL0G06468g - -1.05e+00"
"885";"CAGL0G06490g";"log(1H/0H)";"-5.96e-01";"CAGL0G06490g - -5.96e-01"
"886";"CAGL0G06732g";"log(1H/0H)";"8.79e-01";"CAGL0G06732g - 8.79e-01"
"887";"CAGL0G06798g";"log(1H/0H)";"2.20e+00";"CAGL0G06798g - 2.20e+00"
"888";"CAGL0G06952g";"log(1H/0H)";"8.91e-01";"CAGL0G06952g - 8.91e-01"
"889";"CAGL0G07106g";"log(1H/0H)";"-1.89e+00";"CAGL0G07106g - -1.89e+00"
"890";"CAGL0G07711g";"log(1H/0H)";"1.11e+00";"CAGL0G07711g - 1.11e+00"
"891";"CAGL0G07821g";"log(1H/0H)";"2.69e-01";"CAGL0G07821g - 2.69e-01"
"892";"CAGL0G08019g";"log(1H/0H)";"-9.87e-01";"CAGL0G08019g - -9.87e-01"
"893";"CAGL0G08041g";"log(1H/0H)";"-1.93e+00";"CAGL0G08041g - -1.93e+00"
"894";"CAGL0G08712g";"log(1H/0H)";"1.71e+00";"CAGL0G08712g - 1.71e+00"
"895";"CAGL0G08734g";"log(1H/0H)";"-3.17e-01";"CAGL0G08734g - -3.17e-01"
"896";"CAGL0G09064g";"log(1H/0H)";"1.23e-01";"CAGL0G09064g - 1.23e-01"
"897";"CAGL0G09130g";"log(1H/0H)";"-6.83e-01";"CAGL0G09130g - -6.83e-01"
"898";"CAGL0G09383g";"log(1H/0H)";"5.71e-01";"CAGL0G09383g - 5.71e-01"
"899";"CAGL0G09691g";"log(1H/0H)";"2.50e-01";"CAGL0G09691g - 2.50e-01"
"900";"CAGL0G09977g";"log(1H/0H)";"1.79e+00";"CAGL0G09977g - 1.79e+00"
"901";"CAGL0G10131g";"log(1H/0H)";"1.35e-02";"CAGL0G10131g - 1.35e-02"
