"Name"	"Conditions"	"logFC"	"hovertext"
"CAGL0H07579g"	"log(pH8/pH4)"	-0.89	"CAGL0H07579g - -0.89"
"CAGL0H07887g"	"log(pH8/pH4)"	-0.809	"CAGL0H07887g - -0.809"
"CAGL0H08063g"	"log(pH8/pH4)"	0.962	"CAGL0H08063g - 0.962"
"CAGL0H08261g"	"log(pH8/pH4)"	1.276	"CAGL0H08261g - 1.276"
"CAGL0H08541g"	"log(pH8/pH4)"	0.297	"CAGL0H08541g - 0.297"
"CAGL0H08624g"	"log(pH8/pH4)"	0.488	"CAGL0H08624g - 0.488"
"CAGL0H08822g"	"log(pH8/pH4)"	-1.058	"CAGL0H08822g - -1.058"
"CAGL0H08844g"	"log(pH8/pH4)"	1.564	"CAGL0H08844g - 1.564"
"CAGL0H09064g"	"log(pH8/pH4)"	1.363	"CAGL0H09064g - 1.363"
"CAGL0H09460g"	"log(pH8/pH4)"	0.588	"CAGL0H09460g - 0.588"
"CAGL0H09592g"	"log(pH8/pH4)"	3.657	"CAGL0H09592g - 3.657"
"CAGL0H09614g"	"log(pH8/pH4)"	4.498	"CAGL0H09614g - 4.498"
"CAGL0H09944g"	"log(pH8/pH4)"	2.417	"CAGL0H09944g - 2.417"
"CAGL0H09966g"	"log(pH8/pH4)"	3.306	"CAGL0H09966g - 3.306"
"CAGL0H10010g"	"log(pH8/pH4)"	4.931	"CAGL0H10010g - 4.931"
"CAGL0H10076g"	"log(pH8/pH4)"	2.805	"CAGL0H10076g - 2.805"
"CAGL0H10142g"	"log(pH8/pH4)"	-1.011	"CAGL0H10142g - -1.011"
"CAGL0I00286g"	"log(pH8/pH4)"	1.49	"CAGL0I00286g - 1.49"
"CAGL0I00462g"	"log(pH8/pH4)"	-0.214	"CAGL0I00462g - -0.214"
"CAGL0I00528g"	"log(pH8/pH4)"	0.571	"CAGL0I00528g - 0.571"
"CAGL0I00550g"	"log(pH8/pH4)"	0.78	"CAGL0I00550g - 0.78"
"CAGL0I00748g"	"log(pH8/pH4)"	-1.629	"CAGL0I00748g - -1.629"
"CAGL0I00792g"	"log(pH8/pH4)"	-0.016	"CAGL0I00792g - -0.016"
"CAGL0I00814g"	"log(pH8/pH4)"	-0.114	"CAGL0I00814g - -0.114"
"CAGL0I01100g"	"log(pH8/pH4)"	1.159	"CAGL0I01100g - 1.159"
"CAGL0I01166g"	"log(pH8/pH4)"	2.958	"CAGL0I01166g - 2.958"
"CAGL0I01276g"	"log(pH8/pH4)"	-0.706	"CAGL0I01276g - -0.706"
"CAGL0I01298g"	"log(pH8/pH4)"	-0.864	"CAGL0I01298g - -0.864"
"CAGL0I01408g"	"log(pH8/pH4)"	-2.351	"CAGL0I01408g - -2.351"
"CAGL0I01980g"	"log(pH8/pH4)"	0.727	"CAGL0I01980g - 0.727"
"CAGL0I02024g"	"log(pH8/pH4)"	-0.728	"CAGL0I02024g - -0.728"
"CAGL0I02134g"	"log(pH8/pH4)"	-0.318	"CAGL0I02134g - -0.318"
"CAGL0I02486g"	"log(pH8/pH4)"	0.672	"CAGL0I02486g - 0.672"
"CAGL0I02508g"	"log(pH8/pH4)"	NA	"CAGL0I02508g - NA"
"CAGL0I02530g"	"log(pH8/pH4)"	-1.094	"CAGL0I02530g - -1.094"
"CAGL0I02728g"	"log(pH8/pH4)"	-0.039	"CAGL0I02728g - -0.039"
"CAGL0I03036g"	"log(pH8/pH4)"	-0.063	"CAGL0I03036g - -0.063"
"CAGL0I03080g"	"log(pH8/pH4)"	1.168	"CAGL0I03080g - 1.168"
"CAGL0I03190g"	"log(pH8/pH4)"	-1.493	"CAGL0I03190g - -1.493"
"CAGL0I03234g"	"log(pH8/pH4)"	-0.432	"CAGL0I03234g - -0.432"
"CAGL0I03366g"	"log(pH8/pH4)"	-0.133	"CAGL0I03366g - -0.133"
"CAGL0I04004g"	"log(pH8/pH4)"	0.921	"CAGL0I04004g - 0.921"
"CAGL0I04048g"	"log(pH8/pH4)"	2.039	"CAGL0I04048g - 2.039"
"CAGL0I04328g"	"log(pH8/pH4)"	2.425	"CAGL0I04328g - 2.425"
"CAGL0I04334g"	"log(pH8/pH4)"	-0.197	"CAGL0I04334g - -0.197"
"CAGL0I04444g"	"log(pH8/pH4)"	-1.083	"CAGL0I04444g - -1.083"
"CAGL0I04686g"	"log(pH8/pH4)"	0.123	"CAGL0I04686g - 0.123"
"CAGL0I04730g"	"log(pH8/pH4)"	-0.184	"CAGL0I04730g - -0.184"
"CAGL0I04752g"	"log(pH8/pH4)"	-1.315	"CAGL0I04752g - -1.315"
"CAGL0I04906g"	"log(pH8/pH4)"	0.877	"CAGL0I04906g - 0.877"
"CAGL0I04972g"	"log(pH8/pH4)"	0.451	"CAGL0I04972g - 0.451"
"CAGL0I04994g"	"log(pH8/pH4)"	0.162	"CAGL0I04994g - 0.162"
"CAGL0I05060g"	"log(pH8/pH4)"	0.998	"CAGL0I05060g - 0.998"
"CAGL0I05390g"	"log(pH8/pH4)"	-0.987	"CAGL0I05390g - -0.987"
"CAGL0I05610g"	"log(pH8/pH4)"	-0.214	"CAGL0I05610g - -0.214"
"CAGL0I05874g"	"log(pH8/pH4)"	0.41	"CAGL0I05874g - 0.41"
"CAGL0I05934g"	"log(pH8/pH4)"	1.041	"CAGL0I05934g - 1.041"
"CAGL0I06006g"	"log(pH8/pH4)"	-0.347	"CAGL0I06006g - -0.347"
"CAGL0I06050g"	"log(pH8/pH4)"	-2.045	"CAGL0I06050g - -2.045"
"CAGL0I06182g"	"log(pH8/pH4)"	2.34	"CAGL0I06182g - 2.34"
"CAGL0I06644g"	"log(pH8/pH4)"	-3.906	"CAGL0I06644g - -3.906"
"CAGL0I06743g"	"log(pH8/pH4)"	-0.105	"CAGL0I06743g - -0.105"
"CAGL0I06831g"	"log(pH8/pH4)"	-0.527	"CAGL0I06831g - -0.527"
"CAGL0I07249g"	"log(pH8/pH4)"	-1.7	"CAGL0I07249g - -1.7"
"CAGL0I07491g"	"log(pH8/pH4)"	-0.029	"CAGL0I07491g - -0.029"
"CAGL0I07843g"	"log(pH8/pH4)"	1.09	"CAGL0I07843g - 1.09"
"CAGL0I07887g"	"log(pH8/pH4)"	1.166	"CAGL0I07887g - 1.166"
"CAGL0I07969g"	"log(pH8/pH4)"	NA	"CAGL0I07969g - NA"
"CAGL0I08305g"	"log(pH8/pH4)"	0.944	"CAGL0I08305g - 0.944"
"CAGL0I08503g"	"log(pH8/pH4)"	-0.717	"CAGL0I08503g - -0.717"
"CAGL0I08547g"	"log(pH8/pH4)"	-1.511	"CAGL0I08547g - -1.511"
"CAGL0I08987g"	"log(pH8/pH4)"	-0.279	"CAGL0I08987g - -0.279"
"CAGL0I09009g"	"log(pH8/pH4)"	-0.234	"CAGL0I09009g - -0.234"
"CAGL0I09086g"	"log(pH8/pH4)"	1.122	"CAGL0I09086g - 1.122"
"CAGL0I09284g"	"log(pH8/pH4)"	-0.473	"CAGL0I09284g - -0.473"
"CAGL0I09328g"	"log(pH8/pH4)"	1.186	"CAGL0I09328g - 1.186"
"CAGL0I09504g"	"log(pH8/pH4)"	-0.546	"CAGL0I09504g - -0.546"
"CAGL0I09702g"	"log(pH8/pH4)"	-1.226	"CAGL0I09702g - -1.226"
"CAGL0I09724g"	"log(pH8/pH4)"	-2.19	"CAGL0I09724g - -2.19"
"CAGL0I09790g"	"log(pH8/pH4)"	-0.337	"CAGL0I09790g - -0.337"
"CAGL0I10010g"	"log(pH8/pH4)"	-2.754	"CAGL0I10010g - -2.754"
"CAGL0I10147g"	"log(pH8/pH4)"	-0.559	"CAGL0I10147g - -0.559"
"CAGL0I10384g"	"log(pH8/pH4)"	-0.255	"CAGL0I10384g - -0.255"
"CAGL0I10406g"	"log(pH8/pH4)"	0.92	"CAGL0I10406g - 0.92"
"CAGL0I10472g"	"log(pH8/pH4)"	0.811	"CAGL0I10472g - 0.811"
"CAGL0I10670g"	"log(pH8/pH4)"	-0.455	"CAGL0I10670g - -0.455"
"CAGL0I10747g"	"log(pH8/pH4)"	-1.885	"CAGL0I10747g - -1.885"
"CAGL0I10791g"	"log(pH8/pH4)"	-1	"CAGL0I10791g - -1"
"CAGL0J00363g"	"log(pH8/pH4)"	-0.643	"CAGL0J00363g - -0.643"
"CAGL0J00429g"	"log(pH8/pH4)"	-1.939	"CAGL0J00429g - -1.939"
"CAGL0J00451g"	"log(pH8/pH4)"	5.118	"CAGL0J00451g - 5.118"
"CAGL0J00473g"	"log(pH8/pH4)"	-0.327	"CAGL0J00473g - -0.327"
"CAGL0J00649g"	"log(pH8/pH4)"	-0.315	"CAGL0J00649g - -0.315"
"CAGL0J00847g"	"log(pH8/pH4)"	1.134	"CAGL0J00847g - 1.134"
"CAGL0J01045g"	"log(pH8/pH4)"	-0.299	"CAGL0J01045g - -0.299"
"CAGL0J01441g"	"log(pH8/pH4)"	0.865	"CAGL0J01441g - 0.865"
"CAGL0J01848g"	"log(pH8/pH4)"	-0.138	"CAGL0J01848g - -0.138"
"CAGL0J02112g"	"log(pH8/pH4)"	0.437	"CAGL0J02112g - 0.437"
"CAGL0J02530g"	"log(pH8/pH4)"	-1.254	"CAGL0J02530g - -1.254"
"CAGL0J02904g"	"log(pH8/pH4)"	1.732	"CAGL0J02904g - 1.732"
"CAGL0J03080g"	"log(pH8/pH4)"	4.034	"CAGL0J03080g - 4.034"
"CAGL0J03212g"	"log(pH8/pH4)"	0.148	"CAGL0J03212g - 0.148"
"CAGL0J03234g"	"log(pH8/pH4)"	-0.124	"CAGL0J03234g - -0.124"
"CAGL0J03762g"	"log(pH8/pH4)"	0.245	"CAGL0J03762g - 0.245"
"CAGL0J03806g"	"log(pH8/pH4)"	-0.386	"CAGL0J03806g - -0.386"
"CAGL0J03894g"	"log(pH8/pH4)"	-1.416	"CAGL0J03894g - -1.416"
"CAGL0J03916g"	"log(pH8/pH4)"	3.65	"CAGL0J03916g - 3.65"
"CAGL0J04004g"	"log(pH8/pH4)"	-1.132	"CAGL0J04004g - -1.132"
"CAGL0J04070g"	"log(pH8/pH4)"	-0.12	"CAGL0J04070g - -0.12"
"CAGL0J04202g"	"log(pH8/pH4)"	-0.143	"CAGL0J04202g - -0.143"
"CAGL0J04224g"	"log(pH8/pH4)"	0.381	"CAGL0J04224g - 0.381"
"CAGL0J04268g"	"log(pH8/pH4)"	0.478	"CAGL0J04268g - 0.478"
"CAGL0J04290g"	"log(pH8/pH4)"	0.931	"CAGL0J04290g - 0.931"
"CAGL0J04466g"	"log(pH8/pH4)"	-0.782	"CAGL0J04466g - -0.782"
"CAGL0J04576g"	"log(pH8/pH4)"	-0.94	"CAGL0J04576g - -0.94"
"CAGL0J04950g"	"log(pH8/pH4)"	3.395	"CAGL0J04950g - 3.395"
"CAGL0J05082g"	"log(pH8/pH4)"	2.674	"CAGL0J05082g - 2.674"
"CAGL0J05258g"	"log(pH8/pH4)"	-0.146	"CAGL0J05258g - -0.146"
"CAGL0J05390g"	"log(pH8/pH4)"	-0.394	"CAGL0J05390g - -0.394"
"CAGL0J05478g"	"log(pH8/pH4)"	-0.042	"CAGL0J05478g - -0.042"
"CAGL0J05852g"	"log(pH8/pH4)"	1.486	"CAGL0J05852g - 1.486"
"CAGL0J05984g"	"log(pH8/pH4)"	-0.748	"CAGL0J05984g - -0.748"
"CAGL0J06374g"	"log(pH8/pH4)"	0.077	"CAGL0J06374g - 0.077"
"CAGL0J06380g"	"log(pH8/pH4)"	-0.171	"CAGL0J06380g - -0.171"
"CAGL0J06666g"	"log(pH8/pH4)"	-0.79	"CAGL0J06666g - -0.79"
"CAGL0J07062g"	"log(pH8/pH4)"	-2.94	"CAGL0J07062g - -2.94"
"CAGL0J07568g"	"log(pH8/pH4)"	1.219	"CAGL0J07568g - 1.219"
"CAGL0J07678g"	"log(pH8/pH4)"	-0.39	"CAGL0J07678g - -0.39"
"CAGL0J07766g"	"log(pH8/pH4)"	-0.359	"CAGL0J07766g - -0.359"
"CAGL0J07980g"	"log(pH8/pH4)"	NA	"CAGL0J07980g - NA"
"CAGL0J08547g"	"log(pH8/pH4)"	-0.532	"CAGL0J08547g - -0.532"
"CAGL0J08679g"	"log(pH8/pH4)"	0.245	"CAGL0J08679g - 0.245"
"CAGL0J09240g"	"log(pH8/pH4)"	-0.871	"CAGL0J09240g - -0.871"
"CAGL0J09262g"	"log(pH8/pH4)"	1.174	"CAGL0J09262g - 1.174"
"CAGL0J09328g"	"log(pH8/pH4)"	-0.429	"CAGL0J09328g - -0.429"
"CAGL0J09614g"	"log(pH8/pH4)"	-0.252	"CAGL0J09614g - -0.252"
"CAGL0J09724g"	"log(pH8/pH4)"	0.134	"CAGL0J09724g - 0.134"
"CAGL0J09812g"	"log(pH8/pH4)"	1.032	"CAGL0J09812g - 1.032"
"CAGL0J09944g"	"log(pH8/pH4)"	0.081	"CAGL0J09944g - 0.081"
"CAGL0J10010g"	"log(pH8/pH4)"	-0.827	"CAGL0J10010g - -0.827"
"CAGL0J10164g"	"log(pH8/pH4)"	-0.126	"CAGL0J10164g - -0.126"
"CAGL0J10362g"	"log(pH8/pH4)"	-0.702	"CAGL0J10362g - -0.702"
"CAGL0J10824g"	"log(pH8/pH4)"	0.758	"CAGL0J10824g - 0.758"
"CAGL0J10846g"	"log(pH8/pH4)"	-1.377	"CAGL0J10846g - -1.377"
"CAGL0J10978g"	"log(pH8/pH4)"	0.185	"CAGL0J10978g - 0.185"
"CAGL0J11132g"	"log(pH8/pH4)"	0.974	"CAGL0J11132g - 0.974"
"CAGL0J11682g"	"log(pH8/pH4)"	-0.88	"CAGL0J11682g - -0.88"
"CAGL0J11792g"	"log(pH8/pH4)"	-0.37	"CAGL0J11792g - -0.37"
"CAGL0J11858g"	"log(pH8/pH4)"	0.015	"CAGL0J11858g - 0.015"
"CAGL0K00110g"	"log(pH8/pH4)"	0.385	"CAGL0K00110g - 0.385"
"CAGL0K00715g"	"log(pH8/pH4)"	-2.069	"CAGL0K00715g - -2.069"
"CAGL0K00847g"	"log(pH8/pH4)"	-0.215	"CAGL0K00847g - -0.215"
"CAGL0K00869g"	"log(pH8/pH4)"	NA	"CAGL0K00869g - NA"
"CAGL0K01177g"	"log(pH8/pH4)"	0.572	"CAGL0K01177g - 0.572"
"CAGL0K01749g"	"log(pH8/pH4)"	0.952	"CAGL0K01749g - 0.952"
"CAGL0K01771g"	"log(pH8/pH4)"	0.411	"CAGL0K01771g - 0.411"
"CAGL0K01859g"	"log(pH8/pH4)"	-0.217	"CAGL0K01859g - -0.217"
"CAGL0K02233g"	"log(pH8/pH4)"	-0.466	"CAGL0K02233g - -0.466"
"CAGL0K02409g"	"log(pH8/pH4)"	-0.544	"CAGL0K02409g - -0.544"
"CAGL0K02629g"	"log(pH8/pH4)"	1.176	"CAGL0K02629g - 1.176"
"CAGL0K02893g"	"log(pH8/pH4)"	-1.188	"CAGL0K02893g - -1.188"
"CAGL0K03091g"	"log(pH8/pH4)"	-0.359	"CAGL0K03091g - -0.359"
"CAGL0K03421g"	"log(pH8/pH4)"	1.352	"CAGL0K03421g - 1.352"
"CAGL0K03459g"	"log(pH8/pH4)"	-1.541	"CAGL0K03459g - -1.541"
"CAGL0K04103g"	"log(pH8/pH4)"	-0.348	"CAGL0K04103g - -0.348"
"CAGL0K04279g"	"log(pH8/pH4)"	-1.25	"CAGL0K04279g - -1.25"
"CAGL0K04301g"	"log(pH8/pH4)"	-0.944	"CAGL0K04301g - -0.944"
"CAGL0K04367g"	"log(pH8/pH4)"	-0.334	"CAGL0K04367g - -0.334"
"CAGL0K04499g"	"log(pH8/pH4)"	-1.033	"CAGL0K04499g - -1.033"
"CAGL0K04719g"	"log(pH8/pH4)"	-0.667	"CAGL0K04719g - -0.667"
"CAGL0K04851g"	"log(pH8/pH4)"	0.565	"CAGL0K04851g - 0.565"
"CAGL0K05137g"	"log(pH8/pH4)"	3.89	"CAGL0K05137g - 3.89"
"CAGL0K05247g"	"log(pH8/pH4)"	0.953	"CAGL0K05247g - 0.953"
"CAGL0K05357g"	"log(pH8/pH4)"	-0.252	"CAGL0K05357g - -0.252"
"CAGL0K05687g"	"log(pH8/pH4)"	0.261	"CAGL0K05687g - 0.261"
"CAGL0K05753g"	"log(pH8/pH4)"	-0.771	"CAGL0K05753g - -0.771"
"CAGL0K05813g"	"log(pH8/pH4)"	0.132	"CAGL0K05813g - 0.132"
"CAGL0K06061g"	"log(pH8/pH4)"	-0.268	"CAGL0K06061g - -0.268"
"CAGL0K06105g"	"log(pH8/pH4)"	0.283	"CAGL0K06105g - 0.283"
"CAGL0K06259g"	"log(pH8/pH4)"	2.595	"CAGL0K06259g - 2.595"
"CAGL0K06567g"	"log(pH8/pH4)"	-0.248	"CAGL0K06567g - -0.248"
"CAGL0K06633g"	"log(pH8/pH4)"	0.787	"CAGL0K06633g - 0.787"
"CAGL0K06677g"	"log(pH8/pH4)"	0.461	"CAGL0K06677g - 0.461"
"CAGL0K07111g"	"log(pH8/pH4)"	0.273	"CAGL0K07111g - 0.273"
"CAGL0K07183g"	"log(pH8/pH4)"	-0.543	"CAGL0K07183g - -0.543"
"CAGL0K07205g"	"log(pH8/pH4)"	0.296	"CAGL0K07205g - 0.296"
"CAGL0K07436g"	"log(pH8/pH4)"	-0.128	"CAGL0K07436g - -0.128"
"CAGL0K07480g"	"log(pH8/pH4)"	1.518	"CAGL0K07480g - 1.518"
"CAGL0K07546g"	"log(pH8/pH4)"	-6.229	"CAGL0K07546g - -6.229"
"CAGL0K07590g"	"log(pH8/pH4)"	0.718	"CAGL0K07590g - 0.718"
"CAGL0K07678g"	"log(pH8/pH4)"	0.129	"CAGL0K07678g - 0.129"
"CAGL0K08184g"	"log(pH8/pH4)"	-2.303	"CAGL0K08184g - -2.303"
"CAGL0K08206g"	"log(pH8/pH4)"	0.601	"CAGL0K08206g - 0.601"
"CAGL0K08338g"	"log(pH8/pH4)"	-2.616	"CAGL0K08338g - -2.616"
"CAGL0K08536g"	"log(pH8/pH4)"	1.648	"CAGL0K08536g - 1.648"
"CAGL0K08668g"	"log(pH8/pH4)"	-4.434	"CAGL0K08668g - -4.434"
"CAGL0K08756g"	"log(pH8/pH4)"	2.285	"CAGL0K08756g - 2.285"
"CAGL0K09042g"	"log(pH8/pH4)"	-0.334	"CAGL0K09042g - -0.334"
"CAGL0K09372g"	"log(pH8/pH4)"	-1.042	"CAGL0K09372g - -1.042"
"CAGL0K09702g"	"log(pH8/pH4)"	2.126	"CAGL0K09702g - 2.126"
"CAGL0K09724g"	"log(pH8/pH4)"	-0.018	"CAGL0K09724g - -0.018"
"CAGL0K09988g"	"log(pH8/pH4)"	0.901	"CAGL0K09988g - 0.901"
"CAGL0K10340g"	"log(pH8/pH4)"	-0.71	"CAGL0K10340g - -0.71"
"CAGL0K10362g"	"log(pH8/pH4)"	-0.943	"CAGL0K10362g - -0.943"
"CAGL0K10428g"	"log(pH8/pH4)"	-0.185	"CAGL0K10428g - -0.185"
"CAGL0K10736g"	"log(pH8/pH4)"	1.741	"CAGL0K10736g - 1.741"
"CAGL0K10780g"	"log(pH8/pH4)"	-0.883	"CAGL0K10780g - -0.883"
"CAGL0K10824g"	"log(pH8/pH4)"	0.372	"CAGL0K10824g - 0.372"
"CAGL0K10868g"	"log(pH8/pH4)"	-0.701	"CAGL0K10868g - -0.701"
"CAGL0K11231g"	"log(pH8/pH4)"	0.177	"CAGL0K11231g - 0.177"
"CAGL0K11616g"	"log(pH8/pH4)"	0.951	"CAGL0K11616g - 0.951"
"CAGL0K11858g"	"log(pH8/pH4)"	1.933	"CAGL0K11858g - 1.933"
"CAGL0K12100g"	"log(pH8/pH4)"	0.85	"CAGL0K12100g - 0.85"
"CAGL0K12254g"	"log(pH8/pH4)"	-1.852	"CAGL0K12254g - -1.852"
"CAGL0K12518g"	"log(pH8/pH4)"	1.96	"CAGL0K12518g - 1.96"
"CAGL0K12980g"	"log(pH8/pH4)"	0.438	"CAGL0K12980g - 0.438"
"CAGL0L00429g"	"log(pH8/pH4)"	-1.158	"CAGL0L00429g - -1.158"
"CAGL0L00473g"	"log(pH8/pH4)"	1.518	"CAGL0L00473g - 1.518"
"CAGL0L00649g"	"log(pH8/pH4)"	-0.643	"CAGL0L00649g - -0.643"
"CAGL0L00759g"	"log(pH8/pH4)"	-0.516	"CAGL0L00759g - -0.516"
"CAGL0L00803g"	"log(pH8/pH4)"	-1.086	"CAGL0L00803g - -1.086"
"CAGL0L00957g"	"log(pH8/pH4)"	0.994	"CAGL0L00957g - 0.994"
"CAGL0L00979g"	"log(pH8/pH4)"	-0.27	"CAGL0L00979g - -0.27"
"CAGL0L01089g"	"log(pH8/pH4)"	-1.377	"CAGL0L01089g - -1.377"
"CAGL0L01177g"	"log(pH8/pH4)"	1.159	"CAGL0L01177g - 1.159"
"CAGL0L01551g"	"log(pH8/pH4)"	1.001	"CAGL0L01551g - 1.001"
"CAGL0L01771g"	"log(pH8/pH4)"	0.56	"CAGL0L01771g - 0.56"
"CAGL0L02079g"	"log(pH8/pH4)"	-2.764	"CAGL0L02079g - -2.764"
"CAGL0L02167g"	"log(pH8/pH4)"	0.603	"CAGL0L02167g - 0.603"
"CAGL0L02321g"	"log(pH8/pH4)"	-1.622	"CAGL0L02321g - -1.622"
"CAGL0L02937g"	"log(pH8/pH4)"	-2.266	"CAGL0L02937g - -2.266"
"CAGL0L03135g"	"log(pH8/pH4)"	0.959	"CAGL0L03135g - 0.959"
"CAGL0L03267g"	"log(pH8/pH4)"	-4.283	"CAGL0L03267g - -4.283"
"CAGL0L03377g"	"log(pH8/pH4)"	1.578	"CAGL0L03377g - 1.578"
"CAGL0L03696g"	"log(pH8/pH4)"	1.324	"CAGL0L03696g - 1.324"
"CAGL0L03806g"	"log(pH8/pH4)"	-0.286	"CAGL0L03806g - -0.286"
"CAGL0L03828g"	"log(pH8/pH4)"	-1.894	"CAGL0L03828g - -1.894"
"CAGL0L03846g"	"log(pH8/pH4)"	-0.874	"CAGL0L03846g - -0.874"
"CAGL0L03982g"	"log(pH8/pH4)"	1.126	"CAGL0L03982g - 1.126"
"CAGL0L04070g"	"log(pH8/pH4)"	NA	"CAGL0L04070g - NA"
"CAGL0L04510g"	"log(pH8/pH4)"	0.161	"CAGL0L04510g - 0.161"
"CAGL0L04598g"	"log(pH8/pH4)"	1.414	"CAGL0L04598g - 1.414"
"CAGL0L04664g"	"log(pH8/pH4)"	-0.58	"CAGL0L04664g - -0.58"
"CAGL0L05236g"	"log(pH8/pH4)"	0.167	"CAGL0L05236g - 0.167"
"CAGL0L05258g"	"log(pH8/pH4)"	3.908	"CAGL0L05258g - 3.908"
"CAGL0L05500g"	"log(pH8/pH4)"	-0.052	"CAGL0L05500g - -0.052"
"CAGL0L05742g"	"log(pH8/pH4)"	0.252	"CAGL0L05742g - 0.252"
"CAGL0L05786g"	"log(pH8/pH4)"	1.207	"CAGL0L05786g - 1.207"
"CAGL0L06094g"	"log(pH8/pH4)"	-0.552	"CAGL0L06094g - -0.552"
"CAGL0L06160g"	"log(pH8/pH4)"	-1.336	"CAGL0L06160g - -1.336"
"CAGL0L06512g"	"log(pH8/pH4)"	2.509	"CAGL0L06512g - 2.509"
"CAGL0L06578g"	"log(pH8/pH4)"	-1.422	"CAGL0L06578g - -1.422"
"CAGL0L06666g"	"log(pH8/pH4)"	-0.476	"CAGL0L06666g - -0.476"
"CAGL0L06776g"	"log(pH8/pH4)"	-0.798	"CAGL0L06776g - -0.798"
"CAGL0L06864g"	"log(pH8/pH4)"	0.961	"CAGL0L06864g - 0.961"
"CAGL0L07480g"	"log(pH8/pH4)"	1.875	"CAGL0L07480g - 1.875"
"CAGL0L07502g"	"log(pH8/pH4)"	-0.788	"CAGL0L07502g - -0.788"
"CAGL0L07546g"	"log(pH8/pH4)"	1.949	"CAGL0L07546g - 1.949"
"CAGL0L08114g"	"log(pH8/pH4)"	-0.226	"CAGL0L08114g - -0.226"
"CAGL0L08118g"	"log(pH8/pH4)"	-0.274	"CAGL0L08118g - -0.274"
"CAGL0L08184g"	"log(pH8/pH4)"	-1.949	"CAGL0L08184g - -1.949"
"CAGL0L08294g"	"log(pH8/pH4)"	-1.394	"CAGL0L08294g - -1.394"
"CAGL0L08426g"	"log(pH8/pH4)"	-1.69	"CAGL0L08426g - -1.69"
"CAGL0L08756g"	"log(pH8/pH4)"	-0.43	"CAGL0L08756g - -0.43"
"CAGL0L09020g"	"log(pH8/pH4)"	0.113	"CAGL0L09020g - 0.113"
"CAGL0L09086g"	"log(pH8/pH4)"	0.186	"CAGL0L09086g - 0.186"
"CAGL0L09108g"	"log(pH8/pH4)"	-0.047	"CAGL0L09108g - -0.047"
"CAGL0L09273g"	"log(pH8/pH4)"	-0.563	"CAGL0L09273g - -0.563"
"CAGL0L09383g"	"log(pH8/pH4)"	-0.889	"CAGL0L09383g - -0.889"
"CAGL0L09537g"	"log(pH8/pH4)"	1.022	"CAGL0L09537g - 1.022"
"CAGL0L10142g"	"log(pH8/pH4)"	0.501	"CAGL0L10142g - 0.501"
"CAGL0L10164g"	"log(pH8/pH4)"	-0.379	"CAGL0L10164g - -0.379"
"CAGL0L10362g"	"log(pH8/pH4)"	-1.128	"CAGL0L10362g - -1.128"
"CAGL0L10406g"	"log(pH8/pH4)"	-1.824	"CAGL0L10406g - -1.824"
"CAGL0L10582g"	"log(pH8/pH4)"	1.13	"CAGL0L10582g - 1.13"
"CAGL0L10780g"	"log(pH8/pH4)"	-0.112	"CAGL0L10780g - -0.112"
"CAGL0L10868g"	"log(pH8/pH4)"	-1.222	"CAGL0L10868g - -1.222"
"CAGL0L10890g"	"log(pH8/pH4)"	-0.202	"CAGL0L10890g - -0.202"
"CAGL0L11000g"	"log(pH8/pH4)"	-1.233	"CAGL0L11000g - -1.233"
"CAGL0L11506g"	"log(pH8/pH4)"	-0.542	"CAGL0L11506g - -0.542"
"CAGL0L11814g"	"log(pH8/pH4)"	0.167	"CAGL0L11814g - 0.167"
"CAGL0L11902g"	"log(pH8/pH4)"	0.314	"CAGL0L11902g - 0.314"
"CAGL0L11990g"	"log(pH8/pH4)"	2.478	"CAGL0L11990g - 2.478"
"CAGL0L12364g"	"log(pH8/pH4)"	0.686	"CAGL0L12364g - 0.686"
"CAGL0L12562g"	"log(pH8/pH4)"	-0.441	"CAGL0L12562g - -0.441"
"CAGL0L12914g"	"log(pH8/pH4)"	0.54	"CAGL0L12914g - 0.54"
"CAGL0L12936g"	"log(pH8/pH4)"	0.45	"CAGL0L12936g - 0.45"
"CAGL0L13156g"	"log(pH8/pH4)"	-1.067	"CAGL0L13156g - -1.067"
"CAGL0L13354g"	"log(pH8/pH4)"	-4.471	"CAGL0L13354g - -4.471"
"CAGL0M00418g"	"log(pH8/pH4)"	0.032	"CAGL0M00418g - 0.032"
"CAGL0M00770g"	"log(pH8/pH4)"	0.335	"CAGL0M00770g - 0.335"
"CAGL0M01364g"	"log(pH8/pH4)"	-0.235	"CAGL0M01364g - -0.235"
"CAGL0M01562g"	"log(pH8/pH4)"	0.415	"CAGL0M01562g - 0.415"
"CAGL0M02167g"	"log(pH8/pH4)"	-0.901	"CAGL0M02167g - -0.901"
"CAGL0M02211g"	"log(pH8/pH4)"	1.304	"CAGL0M02211g - 1.304"
"CAGL0M02387g"	"log(pH8/pH4)"	1	"CAGL0M02387g - 1"
"CAGL0M02915g"	"log(pH8/pH4)"	-0.977	"CAGL0M02915g - -0.977"
"CAGL0M03003g"	"log(pH8/pH4)"	1.565	"CAGL0M03003g - 1.565"
"CAGL0M03025g"	"log(pH8/pH4)"	0.331	"CAGL0M03025g - 0.331"
"CAGL0M03377g"	"log(pH8/pH4)"	2.074	"CAGL0M03377g - 2.074"
