"Name"	"Conditions"	"logFC"	"hovertext"
"CAGL0C03850g"	"log(pH8/pH4)"	1.069	"CAGL0C03850g - 1.069"
"CAGL0C03872g"	"log(pH8/pH4)"	4.679	"CAGL0C03872g - 4.679"
"CAGL0C04191g"	"log(pH8/pH4)"	0.771	"CAGL0C04191g - 0.771"
"CAGL0C04279g"	"log(pH8/pH4)"	-0.773	"CAGL0C04279g - -0.773"
"CAGL0C04587g"	"log(pH8/pH4)"	2.298	"CAGL0C04587g - 2.298"
"CAGL0C04917g"	"log(pH8/pH4)"	-0.821	"CAGL0C04917g - -0.821"
"CAGL0C05027g"	"log(pH8/pH4)"	-0.661	"CAGL0C05027g - -0.661"
"CAGL0C05115g"	"log(pH8/pH4)"	0.505	"CAGL0C05115g - 0.505"
"CAGL0C05445g"	"log(pH8/pH4)"	0.731	"CAGL0C05445g - 0.731"
"CAGL0D00198g"	"log(pH8/pH4)"	3.363	"CAGL0D00198g - 3.363"
"CAGL0D00264g"	"log(pH8/pH4)"	-0.149	"CAGL0D00264g - -0.149"
"CAGL0D00352g"	"log(pH8/pH4)"	0.506	"CAGL0D00352g - 0.506"
"CAGL0D00418g"	"log(pH8/pH4)"	0.66	"CAGL0D00418g - 0.66"
"CAGL0D00528g"	"log(pH8/pH4)"	-0.269	"CAGL0D00528g - -0.269"
"CAGL0D00704g"	"log(pH8/pH4)"	1.423	"CAGL0D00704g - 1.423"
"CAGL0D00748g"	"log(pH8/pH4)"	-1.523	"CAGL0D00748g - -1.523"
"CAGL0D00770g"	"log(pH8/pH4)"	0.92	"CAGL0D00770g - 0.92"
"CAGL0D00880g"	"log(pH8/pH4)"	-0.138	"CAGL0D00880g - -0.138"
"CAGL0D01265g"	"log(pH8/pH4)"	-1.621	"CAGL0D01265g - -1.621"
"CAGL0D01298g"	"log(pH8/pH4)"	2.462	"CAGL0D01298g - 2.462"
"CAGL0D01474g"	"log(pH8/pH4)"	1.058	"CAGL0D01474g - 1.058"
"CAGL0D01562g"	"log(pH8/pH4)"	-0.589	"CAGL0D01562g - -0.589"
"CAGL0D01958g"	"log(pH8/pH4)"	1.61	"CAGL0D01958g - 1.61"
"CAGL0D02134g"	"log(pH8/pH4)"	0.165	"CAGL0D02134g - 0.165"
"CAGL0D02596g"	"log(pH8/pH4)"	0.125	"CAGL0D02596g - 0.125"
"CAGL0D02640g"	"log(pH8/pH4)"	-0.428	"CAGL0D02640g - -0.428"
"CAGL0D02662g"	"log(pH8/pH4)"	-0.421	"CAGL0D02662g - -0.421"
"CAGL0D03982g"	"log(pH8/pH4)"	-1.732	"CAGL0D03982g - -1.732"
"CAGL0D04026g"	"log(pH8/pH4)"	-0.498	"CAGL0D04026g - -0.498"
"CAGL0D04356g"	"log(pH8/pH4)"	-1.267	"CAGL0D04356g - -1.267"
"CAGL0D04686g"	"log(pH8/pH4)"	0.393	"CAGL0D04686g - 0.393"
"CAGL0D04708g"	"log(pH8/pH4)"	0.31	"CAGL0D04708g - 0.31"
"CAGL0D05060g"	"log(pH8/pH4)"	-0.407	"CAGL0D05060g - -0.407"
"CAGL0D05082g"	"log(pH8/pH4)"	0.436	"CAGL0D05082g - 0.436"
"CAGL0D05192g"	"log(pH8/pH4)"	-1.598	"CAGL0D05192g - -1.598"
"CAGL0D05280g"	"log(pH8/pH4)"	-1.145	"CAGL0D05280g - -1.145"
"CAGL0D05434g"	"log(pH8/pH4)"	-1.332	"CAGL0D05434g - -1.332"
"CAGL0D05940g"	"log(pH8/pH4)"	-0.202	"CAGL0D05940g - -0.202"
"CAGL0D06402g"	"log(pH8/pH4)"	0.775	"CAGL0D06402g - 0.775"
"CAGL0D06424g"	"log(pH8/pH4)"	-0.195	"CAGL0D06424g - -0.195"
"CAGL0D06600g"	"log(pH8/pH4)"	0.163	"CAGL0D06600g - 0.163"
"CAGL0E00737g"	"log(pH8/pH4)"	-0.027	"CAGL0E00737g - -0.027"
"CAGL0E00803g"	"log(pH8/pH4)"	1.424	"CAGL0E00803g - 1.424"
"CAGL0E01155g"	"log(pH8/pH4)"	-0.747	"CAGL0E01155g - -0.747"
"CAGL0E01243g"	"log(pH8/pH4)"	1.457	"CAGL0E01243g - 1.457"
"CAGL0E01287g"	"log(pH8/pH4)"	-0.567	"CAGL0E01287g - -0.567"
"CAGL0E01705g"	"log(pH8/pH4)"	3.593	"CAGL0E01705g - 3.593"
"CAGL0E01727g"	"log(pH8/pH4)"	2.438	"CAGL0E01727g - 2.438"
"CAGL0E01771g"	"log(pH8/pH4)"	-1.619	"CAGL0E01771g - -1.619"
"CAGL0E01793g"	"log(pH8/pH4)"	2.705	"CAGL0E01793g - 2.705"
"CAGL0E01815g"	"log(pH8/pH4)"	-0.521	"CAGL0E01815g - -0.521"
"CAGL0E01837g"	"log(pH8/pH4)"	-1.313	"CAGL0E01837g - -1.313"
"CAGL0E01881g"	"log(pH8/pH4)"	-0.066	"CAGL0E01881g - -0.066"
"CAGL0E01991g"	"log(pH8/pH4)"	-0.059	"CAGL0E01991g - -0.059"
"CAGL0E02013g"	"log(pH8/pH4)"	0.028	"CAGL0E02013g - 0.028"
"CAGL0E02255g"	"log(pH8/pH4)"	-2.04	"CAGL0E02255g - -2.04"
"CAGL0E02651g"	"log(pH8/pH4)"	-0.72	"CAGL0E02651g - -0.72"
"CAGL0E03025g"	"log(pH8/pH4)"	NA	"CAGL0E03025g - NA"
"CAGL0E03289g"	"log(pH8/pH4)"	-0.367	"CAGL0E03289g - -0.367"
"CAGL0E03520g"	"log(pH8/pH4)"	0.149	"CAGL0E03520g - 0.149"
"CAGL0E03850g"	"log(pH8/pH4)"	1.899	"CAGL0E03850g - 1.899"
"CAGL0E03916g"	"log(pH8/pH4)"	0.694	"CAGL0E03916g - 0.694"
"CAGL0E03938g"	"log(pH8/pH4)"	-0.285	"CAGL0E03938g - -0.285"
"CAGL0E04092g"	"log(pH8/pH4)"	1.623	"CAGL0E04092g - 1.623"
"CAGL0E04224g"	"log(pH8/pH4)"	-1.137	"CAGL0E04224g - -1.137"
"CAGL0E04334g"	"log(pH8/pH4)"	-0.825	"CAGL0E04334g - -0.825"
"CAGL0E04510g"	"log(pH8/pH4)"	0.916	"CAGL0E04510g - 0.916"
"CAGL0E04548g"	"log(pH8/pH4)"	1.388	"CAGL0E04548g - 1.388"
"CAGL0E04554g"	"log(pH8/pH4)"	-3.052	"CAGL0E04554g - -3.052"
"CAGL0E04884g"	"log(pH8/pH4)"	0.249	"CAGL0E04884g - 0.249"
"CAGL0E04994g"	"log(pH8/pH4)"	-0.344	"CAGL0E04994g - -0.344"
"CAGL0E05148g"	"log(pH8/pH4)"	1.23	"CAGL0E05148g - 1.23"
"CAGL0E05170g"	"log(pH8/pH4)"	2.39	"CAGL0E05170g - 2.39"
"CAGL0E05346g"	"log(pH8/pH4)"	0.651	"CAGL0E05346g - 0.651"
"CAGL0E05456g"	"log(pH8/pH4)"	-2.352	"CAGL0E05456g - -2.352"
"CAGL0E05500g"	"log(pH8/pH4)"	-0.279	"CAGL0E05500g - -0.279"
"CAGL0E05588g"	"log(pH8/pH4)"	-1.12	"CAGL0E05588g - -1.12"
"CAGL0E05654g"	"log(pH8/pH4)"	-0.99	"CAGL0E05654g - -0.99"
"CAGL0E05830g"	"log(pH8/pH4)"	-0.167	"CAGL0E05830g - -0.167"
"CAGL0E06072g"	"log(pH8/pH4)"	1.096	"CAGL0E06072g - 1.096"
"CAGL0E06116g"	"log(pH8/pH4)"	0.766	"CAGL0E06116g - 0.766"
"CAGL0E06138g"	"log(pH8/pH4)"	-0.213	"CAGL0E06138g - -0.213"
"CAGL0E06380g"	"log(pH8/pH4)"	1.825	"CAGL0E06380g - 1.825"
"CAGL0E06424g"	"log(pH8/pH4)"	1.032	"CAGL0E06424g - 1.032"
"CAGL0F00187g"	"log(pH8/pH4)"	0.08	"CAGL0F00187g - 0.08"
"CAGL0F00209g"	"log(pH8/pH4)"	-3.854	"CAGL0F00209g - -3.854"
"CAGL0F00231g"	"log(pH8/pH4)"	-1.013	"CAGL0F00231g - -1.013"
"CAGL0F00407g"	"log(pH8/pH4)"	-1.721	"CAGL0F00407g - -1.721"
"CAGL0F00429g"	"log(pH8/pH4)"	-0.383	"CAGL0F00429g - -0.383"
"CAGL0F00605g"	"log(pH8/pH4)"	1.643	"CAGL0F00605g - 1.643"
"CAGL0F00649g"	"log(pH8/pH4)"	-2.027	"CAGL0F00649g - -2.027"
"CAGL0F00715g"	"log(pH8/pH4)"	1.091	"CAGL0F00715g - 1.091"
"CAGL0F01045g"	"log(pH8/pH4)"	-0.288	"CAGL0F01045g - -0.288"
"CAGL0F01265g"	"log(pH8/pH4)"	-0.614	"CAGL0F01265g - -0.614"
"CAGL0F01419g"	"log(pH8/pH4)"	3.507	"CAGL0F01419g - 3.507"
"CAGL0F01463g"	"log(pH8/pH4)"	1.735	"CAGL0F01463g - 1.735"
"CAGL0F01485g"	"log(pH8/pH4)"	7.253	"CAGL0F01485g - 7.253"
"CAGL0F01749g"	"log(pH8/pH4)"	-1.205	"CAGL0F01749g - -1.205"
"CAGL0F02101g"	"log(pH8/pH4)"	1.491	"CAGL0F02101g - 1.491"
"CAGL0F02145g"	"log(pH8/pH4)"	-0.068	"CAGL0F02145g - -0.068"
"CAGL0F02233g"	"log(pH8/pH4)"	-1.105	"CAGL0F02233g - -1.105"
"CAGL0F02431g"	"log(pH8/pH4)"	-3.151	"CAGL0F02431g - -3.151"
"CAGL0F02513g"	"log(pH8/pH4)"	-0.038	"CAGL0F02513g - -0.038"
"CAGL0F02563g"	"log(pH8/pH4)"	-1.214	"CAGL0F02563g - -1.214"
"CAGL0F03399g"	"log(pH8/pH4)"	-1.449	"CAGL0F03399g - -1.449"
"CAGL0F03553g"	"log(pH8/pH4)"	-0.524	"CAGL0F03553g - -0.524"
"CAGL0F03861g"	"log(pH8/pH4)"	-0.228	"CAGL0F03861g - -0.228"
"CAGL0F03927g"	"log(pH8/pH4)"	-0.158	"CAGL0F03927g - -0.158"
"CAGL0F03993g"	"log(pH8/pH4)"	0.392	"CAGL0F03993g - 0.392"
"CAGL0F04191g"	"log(pH8/pH4)"	-0.172	"CAGL0F04191g - -0.172"
"CAGL0F04213g"	"log(pH8/pH4)"	-0.232	"CAGL0F04213g - -0.232"
"CAGL0F04411g"	"log(pH8/pH4)"	0.074	"CAGL0F04411g - 0.074"
"CAGL0F04565g"	"log(pH8/pH4)"	-1.347	"CAGL0F04565g - -1.347"
"CAGL0F04631g"	"log(pH8/pH4)"	-4.319	"CAGL0F04631g - -4.319"
"CAGL0F04719g"	"log(pH8/pH4)"	1.439	"CAGL0F04719g - 1.439"
"CAGL0F04807g"	"log(pH8/pH4)"	1.095	"CAGL0F04807g - 1.095"
"CAGL0F04895g"	"log(pH8/pH4)"	1.487	"CAGL0F04895g - 1.487"
"CAGL0F04917g"	"log(pH8/pH4)"	0.025	"CAGL0F04917g - 0.025"
"CAGL0F05071g"	"log(pH8/pH4)"	-0.19	"CAGL0F05071g - -0.19"
"CAGL0F05093g"	"log(pH8/pH4)"	0.013	"CAGL0F05093g - 0.013"
"CAGL0F05687g"	"log(pH8/pH4)"	1.175	"CAGL0F05687g - 1.175"
"CAGL0F05709g"	"log(pH8/pH4)"	0.338	"CAGL0F05709g - 0.338"
"CAGL0F05863g"	"log(pH8/pH4)"	1.694	"CAGL0F05863g - 1.694"
"CAGL0F06413g"	"log(pH8/pH4)"	-1.01	"CAGL0F06413g - -1.01"
"CAGL0F06501g"	"log(pH8/pH4)"	0.418	"CAGL0F06501g - 0.418"
"CAGL0F06677g"	"log(pH8/pH4)"	2.303	"CAGL0F06677g - 2.303"
"CAGL0F07029g"	"log(pH8/pH4)"	-0.022	"CAGL0F07029g - -0.022"
"CAGL0F07117g"	"log(pH8/pH4)"	0.423	"CAGL0F07117g - 0.423"
"CAGL0F07513g"	"log(pH8/pH4)"	0.211	"CAGL0F07513g - 0.211"
"CAGL0F07865g"	"log(pH8/pH4)"	2.887	"CAGL0F07865g - 2.887"
"CAGL0F07953g"	"log(pH8/pH4)"	0.663	"CAGL0F07953g - 0.663"
"CAGL0F08019g"	"log(pH8/pH4)"	-0.479	"CAGL0F08019g - -0.479"
"CAGL0F08085g"	"log(pH8/pH4)"	0.904	"CAGL0F08085g - 0.904"
"CAGL0F08195g"	"log(pH8/pH4)"	-4.084	"CAGL0F08195g - -4.084"
"CAGL0F08217g"	"log(pH8/pH4)"	-2.635	"CAGL0F08217g - -2.635"
"CAGL0F08261g"	"log(pH8/pH4)"	2.911	"CAGL0F08261g - 2.911"
"CAGL0F08745g"	"log(pH8/pH4)"	0.888	"CAGL0F08745g - 0.888"
"CAGL0G01122g"	"log(pH8/pH4)"	0.035	"CAGL0G01122g - 0.035"
"CAGL0G01166g"	"log(pH8/pH4)"	-0.162	"CAGL0G01166g - -0.162"
"CAGL0G01540g"	"log(pH8/pH4)"	-0.559	"CAGL0G01540g - -0.559"
"CAGL0G01826g"	"log(pH8/pH4)"	-0.148	"CAGL0G01826g - -0.148"
"CAGL0G02255g"	"log(pH8/pH4)"	1.873	"CAGL0G02255g - 1.873"
"CAGL0G02409g"	"log(pH8/pH4)"	0.401	"CAGL0G02409g - 0.401"
"CAGL0G02563g"	"log(pH8/pH4)"	1.996	"CAGL0G02563g - 1.996"
"CAGL0G02585g"	"log(pH8/pH4)"	-2.005	"CAGL0G02585g - -2.005"
"CAGL0G02849g"	"log(pH8/pH4)"	0.663	"CAGL0G02849g - 0.663"
"CAGL0G02937g"	"log(pH8/pH4)"	0.624	"CAGL0G02937g - 0.624"
"CAGL0G03289g"	"log(pH8/pH4)"	0.668	"CAGL0G03289g - 0.668"
"CAGL0G03575g"	"log(pH8/pH4)"	-0.083	"CAGL0G03575g - -0.083"
"CAGL0G03883g"	"log(pH8/pH4)"	0.652	"CAGL0G03883g - 0.652"
"CAGL0G03905g"	"log(pH8/pH4)"	1.429	"CAGL0G03905g - 1.429"
"CAGL0G04433g"	"log(pH8/pH4)"	-1.067	"CAGL0G04433g - -1.067"
"CAGL0G04499g"	"log(pH8/pH4)"	0.158	"CAGL0G04499g - 0.158"
"CAGL0G04763g"	"log(pH8/pH4)"	-1.026	"CAGL0G04763g - -1.026"
"CAGL0G05566g"	"log(pH8/pH4)"	1.486	"CAGL0G05566g - 1.486"
"CAGL0G05698g"	"log(pH8/pH4)"	1.041	"CAGL0G05698g - 1.041"
"CAGL0G05764g"	"log(pH8/pH4)"	-0.708	"CAGL0G05764g - -0.708"
"CAGL0G05830g"	"log(pH8/pH4)"	1.236	"CAGL0G05830g - 1.236"
"CAGL0G05874g"	"log(pH8/pH4)"	0.018	"CAGL0G05874g - 0.018"
"CAGL0G05962g"	"log(pH8/pH4)"	1.133	"CAGL0G05962g - 1.133"
"CAGL0G06006g"	"log(pH8/pH4)"	0.693	"CAGL0G06006g - 0.693"
"CAGL0G06050g"	"log(pH8/pH4)"	-3.423	"CAGL0G06050g - -3.423"
"CAGL0G06248g"	"log(pH8/pH4)"	-1.642	"CAGL0G06248g - -1.642"
"CAGL0G06402g"	"log(pH8/pH4)"	-1.802	"CAGL0G06402g - -1.802"
"CAGL0G06468g"	"log(pH8/pH4)"	-0.886	"CAGL0G06468g - -0.886"
"CAGL0G06490g"	"log(pH8/pH4)"	-0.112	"CAGL0G06490g - -0.112"
"CAGL0G06732g"	"log(pH8/pH4)"	-0.423	"CAGL0G06732g - -0.423"
"CAGL0G06798g"	"log(pH8/pH4)"	7.183	"CAGL0G06798g - 7.183"
"CAGL0G06952g"	"log(pH8/pH4)"	0.107	"CAGL0G06952g - 0.107"
"CAGL0G07106g"	"log(pH8/pH4)"	-0.265	"CAGL0G07106g - -0.265"
"CAGL0G07711g"	"log(pH8/pH4)"	0.032	"CAGL0G07711g - 0.032"
"CAGL0G07821g"	"log(pH8/pH4)"	0.842	"CAGL0G07821g - 0.842"
"CAGL0G08019g"	"log(pH8/pH4)"	-0.981	"CAGL0G08019g - -0.981"
"CAGL0G08041g"	"log(pH8/pH4)"	-1.438	"CAGL0G08041g - -1.438"
"CAGL0G08712g"	"log(pH8/pH4)"	-0.289	"CAGL0G08712g - -0.289"
"CAGL0G08734g"	"log(pH8/pH4)"	0.086	"CAGL0G08734g - 0.086"
"CAGL0G09064g"	"log(pH8/pH4)"	3.372	"CAGL0G09064g - 3.372"
"CAGL0G09130g"	"log(pH8/pH4)"	0.012	"CAGL0G09130g - 0.012"
"CAGL0G09383g"	"log(pH8/pH4)"	0.665	"CAGL0G09383g - 0.665"
"CAGL0G09691g"	"log(pH8/pH4)"	-0.243	"CAGL0G09691g - -0.243"
"CAGL0G09977g"	"log(pH8/pH4)"	1.598	"CAGL0G09977g - 1.598"
"CAGL0G10131g"	"log(pH8/pH4)"	-1.368	"CAGL0G10131g - -1.368"
"CAGL0G10153g"	"log(pH8/pH4)"	-1.773	"CAGL0G10153g - -1.773"
"CAGL0G10175g"	"log(pH8/pH4)"	5.174	"CAGL0G10175g - 5.174"
"CAGL0H00418g"	"log(pH8/pH4)"	0.084	"CAGL0H00418g - 0.084"
"CAGL0H00440g"	"log(pH8/pH4)"	-0.296	"CAGL0H00440g - -0.296"
"CAGL0H00506g"	"log(pH8/pH4)"	0.464	"CAGL0H00506g - 0.464"
"CAGL0H00572g"	"log(pH8/pH4)"	0.929	"CAGL0H00572g - 0.929"
"CAGL0H00594g"	"log(pH8/pH4)"	0.935	"CAGL0H00594g - 0.935"
"CAGL0H00682g"	"log(pH8/pH4)"	1.655	"CAGL0H00682g - 1.655"
"CAGL0H00704g"	"log(pH8/pH4)"	1.639	"CAGL0H00704g - 1.639"
"CAGL0H00825g"	"log(pH8/pH4)"	2.203	"CAGL0H00825g - 2.203"
"CAGL0H02101g"	"log(pH8/pH4)"	2.07	"CAGL0H02101g - 2.07"
"CAGL0H02387g"	"log(pH8/pH4)"	1.066	"CAGL0H02387g - 1.066"
"CAGL0H02491g"	"log(pH8/pH4)"	-1.693	"CAGL0H02491g - -1.693"
"CAGL0H02563g"	"log(pH8/pH4)"	-2.174	"CAGL0H02563g - -2.174"
"CAGL0H02585g"	"log(pH8/pH4)"	2.321	"CAGL0H02585g - 2.321"
"CAGL0H02893g"	"log(pH8/pH4)"	1.088	"CAGL0H02893g - 1.088"
"CAGL0H02959g"	"log(pH8/pH4)"	-0.962	"CAGL0H02959g - -0.962"
"CAGL0H03179g"	"log(pH8/pH4)"	0.011	"CAGL0H03179g - 0.011"
"CAGL0H03487g"	"log(pH8/pH4)"	0.866	"CAGL0H03487g - 0.866"
"CAGL0H03751g"	"log(pH8/pH4)"	-0.256	"CAGL0H03751g - -0.256"
"CAGL0H03795g"	"log(pH8/pH4)"	1.959	"CAGL0H03795g - 1.959"
"CAGL0H03993g"	"log(pH8/pH4)"	0.385	"CAGL0H03993g - 0.385"
"CAGL0H04037g"	"log(pH8/pH4)"	1.805	"CAGL0H04037g - 1.805"
"CAGL0H04081g"	"log(pH8/pH4)"	0.083	"CAGL0H04081g - 0.083"
"CAGL0H04125g"	"log(pH8/pH4)"	0.611	"CAGL0H04125g - 0.611"
"CAGL0H04191g"	"log(pH8/pH4)"	-0.081	"CAGL0H04191g - -0.081"
"CAGL0H04851g"	"log(pH8/pH4)"	-3.066	"CAGL0H04851g - -3.066"
"CAGL0H04939g"	"log(pH8/pH4)"	0.19	"CAGL0H04939g - 0.19"
"CAGL0H05137g"	"log(pH8/pH4)"	-0.051	"CAGL0H05137g - -0.051"
"CAGL0H05445g"	"log(pH8/pH4)"	1.182	"CAGL0H05445g - 1.182"
"CAGL0H05643g"	"log(pH8/pH4)"	-0.125	"CAGL0H05643g - -0.125"
"CAGL0H06545g"	"log(pH8/pH4)"	3.66	"CAGL0H06545g - 3.66"
"CAGL0H06699g"	"log(pH8/pH4)"	1.574	"CAGL0H06699g - 1.574"
"CAGL0H06787g"	"log(pH8/pH4)"	1.352	"CAGL0H06787g - 1.352"
"CAGL0H07051g"	"log(pH8/pH4)"	-0.156	"CAGL0H07051g - -0.156"
"CAGL0H07337g"	"log(pH8/pH4)"	-0.25	"CAGL0H07337g - -0.25"
